tienda,id,nombre,sku,categorias,precio,moneda,presentacion_valor,presentacion_unidad,presentacion_base,precio_por_base,supuesto,en_stock,url,consultado
agroplaza.pe,28118,ÁCIDO FOSFÓRICO CHINO Grado Alimenticio x 35 KG,,Ablandador de aguas | Agroquímicos | Reguladores de Agua,285.0,PEN,35.0,KG,35.0,8.1429,,True,https://www.agroplaza.pe/producto/acido-fosforico-chino-grado-alimenticio-x-35-kg/,2026-09-10
agroplaza.pe,28115,FOSFATÓ MONOPOTASICO MKP CHINO x 25 KG,,Fertilizante Hidrosolubles | Fertilizantes | Solubles,200.0,PEN,25.0,KG,25.0,8.0,,True,https://www.agroplaza.pe/producto/fosfato-monopotasico-mkp-chino-x-25-kg/,2026-09-10
agroplaza.pe,28110,EPINGLE 10EC x 1 Lt,,Agroquímicos | Insecticidas Quimicos | Liquidos,340.0,PEN,1.0,LT,1.0,340.0,,True,https://www.agroplaza.pe/producto/epingle-10ec-x-1-lt/,2026-09-10
agroplaza.pe,28108,SILO TEC -SILOTEC PROTECTOR SOLAR x 1 Lt,,Abonos Foliares | Liquidos | Microelementos | Nutrición vegetal,65.0,PEN,1.0,LT,1.0,65.0,,True,https://www.agroplaza.pe/producto/silo-tec-silotec-protector-solar-x-1-lt/,2026-09-10
agroplaza.pe,28104,ROCA FOSFÓRICA x 50 Kg,,Enmiendas | Fertilizante Orgánico | Fertilizantes | Minerales,60.0,PEN,50.0,KG,50.0,1.2,,True,https://www.agroplaza.pe/producto/roca-fosforica-x-50-kg/,2026-09-10
agroplaza.pe,28102,TIFÓN MAX x 1 Lt,,Agroquímicos | Insecticidas Quimicos | Liquidos,90.0,PEN,1.0,LT,1.0,90.0,,True,https://www.agroplaza.pe/producto/tifon-max-x-1-lt/,2026-09-10
agroplaza.pe,28100,TIFÓN EXTRA x 1 Kg,,Agroquímicos | Insecticidas Quimicos | Polvo,25.0,PEN,1.0,KG,1.0,25.0,,True,https://www.agroplaza.pe/producto/tifon-extra-x-1-kg/,2026-09-10
agroplaza.pe,28098,FERTIYESO-SULFATO DE CALCIO GR PELLETS- YESO AGRICOLA x 25 KG,,Enmiendas | Enmiendas | Fertilizantes | Fertilizantes Calcicos | Fertilizantes genéricos (Suelo) | Jardineria | Yeso agrícola | Yeso Agricola-,65.0,PEN,25.0,KG,25.0,2.6,,True,https://www.agroplaza.pe/producto/fertiyeso-sulfato-de-calcio-gr-pellets-yeso-agricola-x-25-kg/,2026-09-10
agroplaza.pe,28087,SOLT FULVICO (Acido Fùlvico) x 500 Gr,,Ácidos Húmicos | Bioestimulante | Jardineria | Nutrición vegetal | Solido | Solido,60.0,PEN,500.0,GR,0.5,120.0,,True,https://www.agroplaza.pe/producto/solt-fulvico-acido-fulvico-x-500-gr/,2026-09-10
agroplaza.pe,28085,HIDROXIDO DE POTASIO x 25KG (Korea),,Insumo quimicos,340.0,PEN,25.0,KG,25.0,13.6,,True,https://www.agroplaza.pe/producto/hidroxido-de-potasio-x-25kg-korea/,2026-09-10
agroplaza.pe,28083,ACIDO FOSFOROSO x 25 Kg,,Insumo quimicos,396.0,PEN,25.0,KG,25.0,15.84,,True,https://www.agroplaza.pe/producto/acido-fosforoso-x-25-kg/,2026-09-10
agroplaza.pe,28079,PERÓXIDO DE HIDRÓGENO 50% X 1 KG,,Control y Desinfección | Hidroponía,45.0,PEN,1.0,KG,1.0,45.0,,True,https://www.agroplaza.pe/producto/peroxido-de-hidrogeno-50-x-1-kg/,2026-09-10
agroplaza.pe,28071,DOLOMITA AGRÍCOLA &#8211; FERTICALMAG x 25 KG,240-41,Dolomita Agricola | Enmiendas | Fertilizantes,40.0,PEN,25.0,KG,25.0,1.6,,True,https://www.agroplaza.pe/producto/dolomita-agricola-x-25-kg/,2026-09-10
agroplaza.pe,28052,SWITCH x 1 Kg,311-12,Agroquímicos | Fungicida | Granulados,760.0,PEN,1.0,KG,1.0,760.0,,True,https://www.agroplaza.pe/producto/switch-x-1-kg/,2026-09-10
agroplaza.pe,28019,GRACIDE 720 SL x 1LT.,,Agroquímicos | Fungicida | Herbicida Liquido | Herbicidas | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/gracide-720-sl-x-1lt/,2026-09-10
agroplaza.pe,27965,Pyrilarv 0.5% G x 1 Kg,,Desinfectantes | Desinfectantes varios | Insecticida de Salud Pública | Polvo | Salud pública e higiene ambiental,155.0,PEN,1.0,KG,1.0,155.0,,True,https://www.agroplaza.pe/producto/pyrilarv-0-5-g-x-1-kg/,2026-09-10
agroplaza.pe,27938,BIO-SPLENT 70 WP x 1KG,,Fungicida Orgánica | Solido,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/bio-splent-70-wp/,2026-09-10
agroplaza.pe,27934,BIOKARANYA x 1Lt.,,Insecticida Orgánico | Líquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/biokaranya-x-1lt/,2026-09-10
agroplaza.pe,27930,T-22 x 1Lt.,,Agroquímicos | Fungicida Orgánica | Líquido | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/t-22-x-1lt/,2026-09-10
agroplaza.pe,27929,CICATIV BIO,,Cicatrizantes | Poda,0.0,PEN,,,,,,True,https://www.agroplaza.pe/producto/cicativ-bio/,2026-09-10
agroplaza.pe,27923,STRACTA OHMAX x 1Lt.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/stracta-ohmax-x-1lt/,2026-09-10
agroplaza.pe,27925,NO+VIRUS x Galón 5 LT,,Agroquímicos | Fungicida | Fungicida Orgánica | Liquido | Líquido | Liquidos | Microorganismos | Orgánica,500.0,PEN,,,,,,True,https://www.agroplaza.pe/producto/novirus-x-galon-5-lt/,2026-09-10
agroplaza.pe,27922,NITROBAC TRIPLE x 5Lt.,,Fertilizante Orgánico | Liquido,0.0,PEN,5.0,LT,5.0,,,True,https://www.agroplaza.pe/producto/nitrobac-triple-x-5lt/,2026-09-10
agroplaza.pe,27914,STRACTA ORIGANUM x 1Lt.,,Agroquímicos | Fungicida | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/stracta-origanum-x-1lt/,2026-09-10
agroplaza.pe,27912,MOSCA FOX 10WG x 250 Gr.,,Mosquicida | Polvo | Salud pública e higiene ambiental,150.0,PEN,250.0,GR,0.25,600.0,,True,https://www.agroplaza.pe/producto/mosca-fox-fw10-x-300-gr/,2026-09-10
agroplaza.pe,27910,BIO TEX x 1Lt.,,Acaricidas orgánicos | Agroquímicos | Insecticidas Quimicos | Liquidos | Liquidos | Orgánica,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/bio-tex-x-1lt/,2026-09-10
agroplaza.pe,27907,RIZUS TOP x 1KG.,,Nematicida orgánico | Solido,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/rizus-top-x-1kg/,2026-09-10
agroplaza.pe,27905,THURING-VAR x 1Lt.,,líquido | Nematicida orgánico,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/thuring-var-x-1lt/,2026-09-10
agroplaza.pe,27903,BACTER PLEX x 1KG.,,Nematicida orgánico | Solido,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/bacter-plex-x-1kg/,2026-09-10
agroplaza.pe,27901,TRITON 3.0 WP x 1KG.,,Nematicida orgánico | Solido,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/triton-3-0-wp-x-1kg/,2026-09-10
agroplaza.pe,27899,LECAS PRO x 1KG,,Nematicida orgánico | Solido,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/lecas-pro-x-1kg/,2026-09-10
agroplaza.pe,27897,BB-KILL x 1KG.,,Nematicida orgánico | Solido,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/bb-kill-x-1kg/,2026-09-10
agroplaza.pe,27894,BIO BATH SC x 1Lt.,,líquido | Nematicida orgánico,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/bio-bath-sc-x-1lt/,2026-09-10
agroplaza.pe,27892,BIO BACSU SC x 1Lt.,,Liquido | líquido | Nematicida orgánico | Nematicidas,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/bio-bacsu-sc-x-1lt/,2026-09-10
agroplaza.pe,27890,QUELLA NEM x 200GR,,Liquido | Nematicida orgánico | Nematicidas,0.0,PEN,200.0,GR,0.2,,,True,https://www.agroplaza.pe/producto/quella-nem-x-200gr/,2026-09-10
agroplaza.pe,27886,GOMAFOL ULTRA MAX x 1LT.,,Agroquímicos | Coadyuvante pegamentos | Siliconados,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/gomafol-ultra-max-x-1lt/,2026-09-10
agroplaza.pe,27882,INCENDIO 880 x 1KG.,,Agroquímicos | Herbicidas | Herbicidas Granulado,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/incendio-880-x-1kg/,2026-09-10
agroplaza.pe,27880,YERBA-QUAT x 1LT.,,Agroquímicos | Herbicida Liquido | Herbicidas | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/yerba-quat-x-1lt/,2026-09-10
agroplaza.pe,27878,KAMEX x 1LT.,,Agroquímicos | Herbicida Liquido | Herbicidas | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/kamex-x-1lt/,2026-09-10
agroplaza.pe,27876,TUZHIÑA 50 SC x 1LT.,,Agroquímicos | Herbicida Liquido | Herbicidas | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/tuzhina-50-sc-x-1lt/,2026-09-10
agroplaza.pe,27872,NICOTHIÑA 40 SC x 1LT.,,,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/nicothina-40-sc-x-1lt/,2026-09-10
agroplaza.pe,27870,FASTHOR 40 SC x 1Lt.,,Agroquímicos | Herbicida Liquido | Herbicidas | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/fasthor-40-sc-x-1lt/,2026-09-10
agroplaza.pe,27868,CAMPO-FURON 60 WDG x 10GR,,Agroquímicos | Herbicidas | Herbicidas Granulado | Polvo,0.0,PEN,10.0,GR,0.01,,,True,https://www.agroplaza.pe/producto/campo-fuopn-60-wdg-x-10gr/,2026-09-10
agroplaza.pe,27866,TRIBUZZ x 1LT.,,Agroquímicos | Herbicida Liquido | Herbicidas | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/tribuzz-x/,2026-09-10
agroplaza.pe,27863,DUM-DUM 757 SG x 1KG,,Agroquímicos | Herbicidas | Herbicidas Granulado,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/dum-dum-757-sg-x-1kg/,2026-09-10
agroplaza.pe,27860,BATAN 757 SG x 1KG,,Agroquímicos | Herbicidas | Herbicidas Granulado,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/batan-757-sg-x-1kg/,2026-09-10
agroplaza.pe,27857,SAD-DAM 480 SL x 1LT.,,Agroquímicos | Herbicida Liquido | Herbicidas | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/sad-dam-480-sl-x-1lt/,2026-09-10
agroplaza.pe,27855,BATAN x 1LT.,,Agroquímicos | Herbicida Liquido | Herbicidas | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/batan-x-1lt/,2026-09-10
agroplaza.pe,27853,TRA-KETERO x 1LT.,,Agroquímicos | Herbicida Liquido | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/tra-ketero-x-1lt/,2026-09-10
agroplaza.pe,27849,AMINANCHA x 1Lt.,,Agroquímicos | Herbicida Liquido | Herbicidas | Liquido,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/aminancha-x-1lt/,2026-09-10
agroplaza.pe,27847,MAGSIL x 50 Kg,,Enmiendas | Especiales | Fertilizante Compuesto Monograno | Fertilizante Orgánico | Fertilizantes | Minerales,120.0,PEN,50.0,KG,50.0,2.4,,True,https://www.agroplaza.pe/producto/magsil-x-50-kg/,2026-09-10
agroplaza.pe,27845,VA-KUNELO x 250GR,,Agroquímicos | Fungicida | Granulados | Polvo,0.0,PEN,250.0,GR,0.25,,,True,https://www.agroplaza.pe/producto/va-kunelo-x-250gr/,2026-09-10
agroplaza.pe,27843,REGIDOR SC x 1LT.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/regidor-sc-x-1lt/,2026-09-10
agroplaza.pe,27841,XPLENDOR x 1LT.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/xplendor-x-1lt/,2026-09-10
agroplaza.pe,27838,KILLER 40 WG x 1LT.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/killer-40-wg-x-1lt/,2026-09-10
agroplaza.pe,27836,ESPORI SC x 1Lt.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/espori-sc-x-1lt/,2026-09-10
agroplaza.pe,27834,KARANDO 500 EC x 1LT.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/karando-500-ec-x-1lt/,2026-09-10
agroplaza.pe,27832,EXPLENDIC 750 SC x 1LT.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/explendic-750-sc-x-1lt/,2026-09-10
agroplaza.pe,27827,TE-BUZHIÑA x 1LT.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/te-buzhina-x-1lt/,2026-09-10
agroplaza.pe,27825,FO-SETHIÑA WP x 1Kg.,,Agroquímicos | Fungicida | Granulados,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/fo-sethina-wp-x-1kg/,2026-09-10
agroplaza.pe,27823,FELINHA SC x 1Lt.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/felinha-sc-x-1lt/,2026-09-10
agroplaza.pe,27821,CARBEN 500 SC x 1Lt.,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/carben-500-sc-x-1lt/,2026-09-10
agroplaza.pe,27819,CAMPO-CARB 500 SC x 250ML,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,250.0,ML,0.25,,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/campo-carb-500-sc-x-250ml/,2026-09-10
agroplaza.pe,27816,BENOFLEX 500 WP x 250GR,,Agroquímicos | Fungicida | Granulados,0.0,PEN,250.0,GR,0.25,,,True,https://www.agroplaza.pe/producto/benoflex-500-wp-x-250gr/,2026-09-10
agroplaza.pe,27813,FORZA SC x 1 LT,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/forza-sc-x-1-lt/,2026-09-10
agroplaza.pe,27811,AZY-PROC FORTE SC x 250ML,,Agroquímicos | Fungicida | Liquido | Liquidos,0.0,PEN,250.0,ML,0.25,,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/azy-proc-forte-sc-x-250ml/,2026-09-10
agroplaza.pe,27803,GAVATA x 100GR,,Agroquímicos | Fungicida | Granulados,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/gavata-x-100gr/,2026-09-10
agroplaza.pe,27801,TOBIANO x 1Lt.,,Acaricidas | Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/tobiano-x-1lt/,2026-09-10
agroplaza.pe,27800,XTRA BIO CLEAN  x 1LT.,,Acaricidas | Agroquímicos | Insecticidas Quimicos | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/xtra-bio-clean-x-1lt/,2026-09-10
agroplaza.pe,27796,EVERIX x 1Lt.,,Acaricidas | Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/everix-x-1lt/,2026-09-10
agroplaza.pe,27794,CAMPO-TIN x 1LT.,,Acaricidas | Agroquímicos | Insecticidas Quimicos | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/campo-tin-x-1lt/,2026-09-10
agroplaza.pe,27792,E-MATHIÑA x 100GR.,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/e-mathina-x-100gr/,2026-09-10
agroplaza.pe,27789,PILOZHIÑA x 100GR,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/pilozhina-x-100gr/,2026-09-10
agroplaza.pe,27787,PRONILEX x 1LT.,,Agroquímicos | Granulados | Insecticidas Quimicos | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/pronilex-x-1lt/,2026-09-10
agroplaza.pe,27785,POMPEYA x 100GR,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/pompeya-x-100gr/,2026-09-10
agroplaza.pe,27783,SANTORIN x 200GR,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,200.0,GR,0.2,,,True,https://www.agroplaza.pe/producto/santorin-x-200gr/,2026-09-10
agroplaza.pe,27781,DTOXAN x 1LT.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/dtoxan-x-1lt/,2026-09-10
agroplaza.pe,27779,CAMPO-XAN x 100GR,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/campo-xan-x-100gr/,2026-09-10
agroplaza.pe,27777,PROXAMYL x 1LT.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/proxamyl-x-1lt/,2026-09-10
agroplaza.pe,27774,ORU-MILL x 100GR,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/oru-mill-x-100gr/,2026-09-10
agroplaza.pe,27773,BETAGEN R82F x 1Lt,,Desinfectantes | Desinfectantes varios | Salud pública e higiene ambiental,130.0,PEN,1.0,LT,1.0,130.0,,True,https://www.agroplaza.pe/producto/betagen-r82f-x-1lt/,2026-09-10
agroplaza.pe,27771,SHARMIDA x 1Lt.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/sharmida-x-1lt/,2026-09-10
agroplaza.pe,27770,FRY-DA x 100GR,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/fry-da-x-100gr/,2026-09-10
agroplaza.pe,27766,FINE 200 SC x 1Lt.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/fine-200-sc-x-1lt/,2026-09-10
agroplaza.pe,27764,CAMPO-FIPRO 200 EC x 1Lt.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/campo-fipro-200-ec-x-1lt/,2026-09-10
agroplaza.pe,27760,GRANADA 5 SG x 100GR.,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/granada-5-sg-x-100gr/,2026-09-10
agroplaza.pe,27757,CYPERZHIÑA x 500ML,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,500.0,ML,0.5,,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/cyperzhina-x-500ml/,2026-09-10
agroplaza.pe,27755,SUPER 250 EC x 1Lt.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/super-250-ec-x-1lt/,2026-09-10
agroplaza.pe,27753,PEON 100 EC x 1Lt.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/peon-100-ec-x-1lt/,2026-09-10
agroplaza.pe,27751,AGROPRID 70 WG x 100GR.,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/agroprid-70-wg-x-100gr/,2026-09-10
agroplaza.pe,27748,INJERTO x 250GR.,,Agroquímicos | Fungicida | Granulados,0.0,PEN,250.0,GR,0.25,,,True,https://www.agroplaza.pe/producto/injerto-x-250gr/,2026-09-10
agroplaza.pe,27746,HERRAJE x 500 GR,,Agroquímicos | Herbicidas | Herbicidas Granulado,0.0,PEN,500.0,GR,0.5,,,True,https://www.agroplaza.pe/producto/herraje-x-500-gr/,2026-09-10
agroplaza.pe,27744,HERRAJE x 1Kg.,,Agroquímicos | Herbicidas | Herbicidas Granulado,0.0,PEN,1.0,KG,1.0,,,True,https://www.agroplaza.pe/producto/herraje-x-1kg/,2026-09-10
agroplaza.pe,27743,PILON x 100GR,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,100.0,GR,0.1,,,True,https://www.agroplaza.pe/producto/pilon-x-100gr/,2026-09-10
agroplaza.pe,27739,PILON x 250GR,,Agroquímicos | Granulados | Insecticidas Quimicos,0.0,PEN,250.0,GR,0.25,,,True,https://www.agroplaza.pe/producto/pilon-x-250gr/,2026-09-10
agroplaza.pe,27733,ABIGEO x 250ML,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,250.0,ML,0.25,,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/abigeo-x-250ml/,2026-09-10
agroplaza.pe,27732,ABIGEO x 500ML,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,500.0,ML,0.5,,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/abigeo-x-500ml/,2026-09-10
agroplaza.pe,27729,ABIGEO x 1Lt.,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,0.0,PEN,1.0,LT,1.0,,,True,https://www.agroplaza.pe/producto/abigeo-x-1lt/,2026-09-10
agroplaza.pe,27728,SELECRON 500 EC x 250ML,,Agroquímicos | Insecticidas Quimicos | Liquido | Liquidos,39.0,PEN,250.0,ML,0.25,156.0,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/selecron-500-ec-x-250ml-2/,2026-09-10
agroplaza.pe,27725,YARDA 500 FW x 1KG.,,Agroquímicos | Fungicida | Granulados,172.0,PEN,1.0,KG,1.0,172.0,,True,https://www.agroplaza.pe/producto/yarda-500-fw-x-1kg-2/,2026-09-10
agroplaza.pe,27723,TRACER 120 SC x 1LT.,504-1,Agroquímicos | Insecticidas Quimicos | Liquidos,450.0,PEN,1.0,LT,1.0,450.0,,True,https://www.agroplaza.pe/producto/tracer-120-sc-x-1lt/,2026-09-10
agroplaza.pe,27721,TEBUSAC 25 EW x 1LT.,313-1,Agroquímicos | Fungicida | Liquidos,93.0,PEN,1.0,LT,1.0,93.0,,True,https://www.agroplaza.pe/producto/tebusac-25-ew-x-1lt/,2026-09-10
agroplaza.pe,27719,SUMMUS 400 EC x 1LT,,Agroquímicos | Insecticidas Quimicos | Liquidos,60.0,PEN,1.0,LT,1.0,60.0,,True,https://www.agroplaza.pe/producto/summus-400-ec-x-1lt/,2026-09-10
agroplaza.pe,27715,SULFODIN 80% WG x 1KG.,309-1,Agroquímicos | Fungicida | Granulados,26.0,PEN,1.0,KG,1.0,26.0,,True,https://www.agroplaza.pe/producto/sulfodin-80-wg-x-1kg/,2026-09-10
agroplaza.pe,27714,STRONSIL 50 WP x 100GR.,307-1,Agroquímicos | Fungicida | Granulados,48.0,PEN,100.0,GR,0.1,480.0,,True,https://www.agroplaza.pe/producto/stronsil-50-wp-x-100gr/,2026-09-10
agroplaza.pe,27713,SMARTRINA x 250ML.,61-2-1,Insecticida de Salud Pública | Líquido | Salud pública e higiene ambiental,30.0,PEN,250.0,ML,0.25,120.0,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/smartrina-x-250ml/,2026-09-10
agroplaza.pe,27712,SMARTRINA x 1LT,61-1,Insecticida de Salud Pública | Líquido | Salud pública e higiene ambiental,90.0,PEN,1.0,LT,1.0,90.0,,True,https://www.agroplaza.pe/producto/smartrina-x-1lt/,2026-09-10
agroplaza.pe,27711,SKIRLA 50 SG x 100GR.,495-1-1-1,Agroquímicos | Granulados | Insecticidas Quimicos,20.0,PEN,100.0,GR,0.1,200.0,,True,https://www.agroplaza.pe/producto/skirla-50-sg-x-100gr/,2026-09-10
agroplaza.pe,27708,SELLADOR 400 EC x 1LT,166-1,Agroquímicos | Herbicida Liquido | Herbicidas,45.0,PEN,1.0,LT,1.0,45.0,,True,https://www.agroplaza.pe/producto/sellador-400-ec-x-1lt/,2026-09-10
agroplaza.pe,27707,RUMBA x 1LT,108-1,Agroquímicos | Aminoacidos | Bioestimulante,105.0,PEN,1.0,LT,1.0,105.0,,True,https://www.agroplaza.pe/producto/rumba-x-1lt/,2026-09-10
agroplaza.pe,27706,ROE MAT CEREAL MIX x 50GR,528-1-1-1,Pellets | Rodenticidas | Salud pública e higiene ambiental,3.5,PEN,50.0,GR,0.05,70.0,,True,https://www.agroplaza.pe/producto/roe-mat-cereal-mix-x-50gr/,2026-09-10
agroplaza.pe,27704,REVUS 250 SC x 1Lt.,,Agroquímicos | Fungicida | Liquido | Liquidos,250.0,PEN,1.0,LT,1.0,250.0,,True,https://www.agroplaza.pe/producto/revus-250-sc-x-1lt-copia/,2026-09-10
agroplaza.pe,27702,REVUS 250 SC x 1Lt.,,Agroquímicos | Fungicida | Liquido | Liquidos,285.0,PEN,1.0,LT,1.0,285.0,,True,https://www.agroplaza.pe/producto/revus-250-sc-x-1lt/,2026-09-10
agroplaza.pe,27700,PHYLLUM ST x 1Lt.,,Bioestimulante | Enraizantes | Regulador de Crecimiento,90.0,PEN,1.0,LT,1.0,90.0,,True,https://www.agroplaza.pe/producto/phyllum-st-x-1lt-copia/,2026-09-10
agroplaza.pe,27698,PHYLLUM ST x 1Lt.,,Bioestimulante | Enraizantes | Regulador de Crecimiento,95.0,PEN,1.0,LT,1.0,95.0,,True,https://www.agroplaza.pe/producto/phyllum-st-x-1lt/,2026-09-10
