tienda,id,nombre,sku,categorias,precio,moneda,presentacion_valor,presentacion_unidad,presentacion_base,precio_por_base,supuesto,en_stock,url,consultado
agroplaza.pe,21304,VENCEDOR 20-20-20 x 5LT,00007-1,Foliares Combinados | NPK+ Microelementos | Nutrición vegetal,85.0,PEN,5.0,LT,5.0,17.0,,True,https://www.agroplaza.pe/producto/vencedor-20-20-20-x-5lt/,2026-09-10
agroplaza.pe,21296,SULFATO DE POTASIO GRANULADO x 1KG,220-1,Fertilizantes | Fertilizantes genéricos (Suelo),15.0,PEN,1.0,KG,1.0,15.0,,True,https://www.agroplaza.pe/producto/sulfato-de-potasio-gr/,2026-09-10
agroplaza.pe,21275,NUTFOL MAGNESIO x 250ML,459-1,Abonos Foliares | Nutrición vegetal,10.0,PEN,250.0,ML,0.25,40.0,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/nutfol-magnesio-2/,2026-09-10
agroplaza.pe,21266,FERTIBAGRA B21 &#8211; OCTOBORATO DISODICO TETRAHIDRATADO x 25KG,,Fertilizante Hidrosolubles | Fertilizantes | Solubles,330.0,PEN,25.0,KG,25.0,13.2,,True,https://www.agroplaza.pe/producto/fertibagra-21g/,2026-09-10
agroplaza.pe,21257,NUTRIMAX CALCIO BORO x 1LT,461-1,Calcio + Boro | Fertilizantes Quelatados | Foliares Combinados | Liquidos | Nutrición vegetal,37.0,PEN,1.0,LT,1.0,37.0,,True,https://www.agroplaza.pe/producto/nutrimax-calcio-boro-x-1lt/,2026-09-10
agroplaza.pe,21253,TRUMEX x 250ML,,Agroquímicos | Coadyuvante pegamentos | Siliconados,40.0,PEN,250.0,ML,0.25,160.0,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/trumex-2/,2026-09-10
agroplaza.pe,21249,TRUMEX x 1LT,,Agroquímicos | Coadyuvante pegamentos | Siliconados,103.0,PEN,1.0,LT,1.0,103.0,,True,https://www.agroplaza.pe/producto/trumex/,2026-09-10
agroplaza.pe,21241,TRUENO x 1LT,,Agroquímicos | Coadyuvante pegamentos | Humectantes,40.0,PEN,1.0,LT,1.0,40.0,,True,https://www.agroplaza.pe/producto/trueno/,2026-09-10
agroplaza.pe,21242,CROPFLEX &#8211; ACIDO HUMICO GR x 25KG,,Acidos Humicos | Enmiendas | Fertilizantes,120.0,PEN,25.0,KG,25.0,4.8,,True,https://www.agroplaza.pe/producto/cropflex/,2026-09-10
agroplaza.pe,21232,NUTFOL BIO WASH x 250ML,341-1,Agroquímicos | Detergente | Detergente | Liquido | Liquido | Orgánica,12.0,PEN,250.0,ML,0.25,48.0,densidad 1 para ml y cc,True,https://www.agroplaza.pe/producto/nutfol-bio-wash-2/,2026-09-10
agroplaza.pe,21223,PODAMAS x 4 KGS,679-1,Cicatrizantes | Poda,120.0,PEN,4.0,KGS,4.0,30.0,,True,https://www.agroplaza.pe/producto/podamas/,2026-09-10
agroplaza.pe,21216,TRASLOCADOR x 1LT,,Abonos Foliares | Fosforo | Nutrición vegetal | Potasio,50.0,PEN,1.0,LT,1.0,50.0,,True,https://www.agroplaza.pe/producto/traslocador/,2026-09-10
agroplaza.pe,21214,SOILGEN x 1LT,,Agroquímicos | Bioestimulante | Enraizantes,75.0,PEN,1.0,LT,1.0,75.0,,True,https://www.agroplaza.pe/producto/soilgen/,2026-09-10
agroplaza.pe,21207,KALIFRUT x 1LT,,Agroquímicos | Aminoacidos | Bioestimulante,63.0,PEN,1.0,LT,1.0,63.0,,True,https://www.agroplaza.pe/producto/kalifrut/,2026-09-10
agroplaza.pe,21200,ENERGEN x 1LT,,Agroquímicos | Aminoacidos | Bioestimulante,65.0,PEN,1.0,LT,1.0,65.0,,True,https://www.agroplaza.pe/producto/energen/,2026-09-10
agroplaza.pe,21192,AMINORAIZ x 1LT,,Agroquímicos | Bioestimulante | Regulador de Crecimiento | Regulador de Crecimiento,55.0,PEN,1.0,LT,1.0,55.0,,True,https://www.agroplaza.pe/producto/aminoraiz/,2026-09-10
agroplaza.pe,21190,NUTFOL MELAMAX  &#8211; MELAZA CAÑA DE AZUCAR -MELAZA AGRÍCOLA x 4KG,,Atrayentes para moscas | Cebo atrayente | Orgánica,28.0,PEN,4.0,KG,4.0,7.0,,True,https://www.agroplaza.pe/producto/nutfol-melamax/,2026-09-10
agroplaza.pe,21188,CERATINEX ATRAYENTE x 10KG,,Atrayentes para moscas | Cebo atrayente | Orgánica,1380.0,PEN,10.0,KG,10.0,138.0,,True,https://www.agroplaza.pe/producto/ceratinex-atrayente/,2026-09-10
agroplaza.pe,21184,PROMET ZN x 1LT,,Agroquímicos | Regulador de Crecimiento | Regulador de Crecimiento,65.0,PEN,1.0,LT,1.0,65.0,,True,https://www.agroplaza.pe/producto/promet-zn/,2026-09-10
agroplaza.pe,21182,GOLDEN BLACK x 1LT,,Foliares Combinados | NPK+ Microelementos | Nutrición vegetal,35.0,PEN,1.0,LT,1.0,35.0,,True,https://www.agroplaza.pe/producto/golden-black/,2026-09-10
agroplaza.pe,21180,ENZIPROM x 1LT,,Agroquímicos | Bioestimulante | Thihormonales,130.0,PEN,1.0,LT,1.0,130.0,,True,https://www.agroplaza.pe/producto/enziprom/,2026-09-10
agroplaza.pe,21178,ÁNIMO x 1LT,,Agroquímicos | Aminoacidos | Bioestimulante,60.0,PEN,1.0,LT,1.0,60.0,,True,https://www.agroplaza.pe/producto/animo/,2026-09-10
agroplaza.pe,21170,SUMER-OIL x 4LT,,Agroquímicos | Coadyuvante pegamentos | Humectantes,88.0,PEN,4.0,LT,4.0,22.0,,True,https://www.agroplaza.pe/producto/sumer-oil/,2026-09-10
agroplaza.pe,21128,FUZZIL 800 WG x 100 GRAMOS,424-1,Agroquímicos | Granulados | Insecticidas Quimicos,80.0,PEN,,,,,,True,https://www.agroplaza.pe/producto/fuzzil-remate/,2026-09-10
agroplaza.pe,21124,QK GEL x 35GR,,Cucarachicida | Geles - Insecticidas domestica | Salud pública e higiene ambiental,60.0,PEN,35.0,GR,0.035,1714.2857,,True,https://www.agroplaza.pe/producto/qk-gel/,2026-09-10
agroplaza.pe,21104,HORTUZEB 80WP x 1KG,283-1,Agroquímicos | Fungicida | Granulados,50.0,PEN,1.0,KG,1.0,50.0,,True,https://www.agroplaza.pe/producto/hortuzeb-80wp-remate/,2026-09-10
agroplaza.pe,21089,D-MALEX x 1LT,141-1,Agroquímicos | Herbicida Liquido | Herbicidas,45.0,PEN,1.0,LT,1.0,45.0,,True,https://www.agroplaza.pe/producto/d-malex-remate/,2026-09-10
agroplaza.pe,21082,YARDA 500 WP x 200GR,331-1,Agroquímicos | Fungicida | Granulados,38.0,PEN,200.0,GR,0.2,190.0,,True,https://www.agroplaza.pe/producto/yarda-500-wp-remate/,2026-09-10
agroplaza.pe,21041,SULFATO DE MAGNESIO HEPTAHIDRATADO x 25KG,,Fertilizante Hidrosolubles | Fertilizantes | Solubles,90.0,PEN,25.0,KG,25.0,3.6,,True,https://www.agroplaza.pe/producto/sulfato-de-magnesio-inti/,2026-09-10
agroplaza.pe,21039,FERTICAL &#8211; CAL AGRICOLA-FERTICAL x 25KG,,Cal Agricola | Enmiendas | Fertilizantes,33.0,PEN,25.0,KG,25.0,1.32,,True,https://www.agroplaza.pe/producto/fertical-cal-agricola/,2026-09-10
agroplaza.pe,21034,NUTFFOL FRUT FLOR x 1 GALON,,Fertilizantes Quelatados | Foliares Combinados | Fosforo + Potasio | Liquidos | Nutrición vegetal,325.0,PEN,,,,,,True,https://www.agroplaza.pe/producto/frut-flor-galon/,2026-09-10
agroplaza.pe,21032,NUTFOL FOSFORO 45 x 5LT,,Abonos Foliares | Fosforo | Nutrición vegetal,110.0,PEN,5.0,LT,5.0,22.0,,True,https://www.agroplaza.pe/producto/fosforo-45/,2026-09-10
agroplaza.pe,21028,AGRANDO CALCIO AZUFRE &#8211; YESO AGRICOLA &#8211; SULFATO DE CALCIO POLVO x 1KG,,Enmiendas | Fertilizantes | Yeso Agricola-,8.0,PEN,1.0,KG,1.0,8.0,,True,https://www.agroplaza.pe/producto/yeso-agricola-sulfato-de-calcio/,2026-09-10
agroplaza.pe,21024,SULFATO DE ALUMINIO x 1KG,,Nutriente suelo | Orgánica | Solido,18.0,PEN,1.0,KG,1.0,18.0,,True,https://www.agroplaza.pe/producto/sulfato-de-aluminio/,2026-09-10
agroplaza.pe,21021,SOLUBOR x 1KG,,Abonos Foliares | Boro | Nutrición vegetal,50.0,PEN,1.0,KG,1.0,50.0,,True,https://www.agroplaza.pe/producto/solubor/,2026-09-10
agroplaza.pe,20940,NUTFOL ALGAE ULTRA x 20LT,458-1-1,Agroquímicos | Aminoacidos | Bioestimulante | Orgánica,520.0,PEN,20.0,LT,20.0,26.0,,True,https://www.agroplaza.pe/producto/nutfol-algae-ultra-galon/,2026-09-10
agroplaza.pe,20923,NUTFOL ALGAE ULTRA x 5LT,458-1,Agroquímicos | Aminoacidos | Bioestimulante | Orgánica,190.0,PEN,5.0,LT,5.0,38.0,,True,https://www.agroplaza.pe/producto/nutfol-algae-ultra-5l/,2026-09-10
agroplaza.pe,20897,SEMILLA DE CALABAZA NEGRA SOBRE X 6GR,,Semilla de hortalizas | Semillas,6.0,PEN,6.0,GR,0.006,1000.0,,True,https://www.agroplaza.pe/producto/calabaza-negra/,2026-09-10
agroplaza.pe,20891,SEMILLA DE VINCA DEL MADAGASCAR SOBRE X 0.5GR,,Semilla de flores | Semillas,10.0,PEN,0.5,GR,0.0005,20000.0,,True,https://www.agroplaza.pe/producto/vinca-del-madagascar/,2026-09-10
agroplaza.pe,20864,SEMILLA DE STATICE MORADO SOBRE X 0.5GR,,Semilla de flores | Semillas,10.0,PEN,0.5,GR,0.0005,20000.0,,True,https://www.agroplaza.pe/producto/statice-morado/,2026-09-10
agroplaza.pe,20828,SEMILLA DE ZAPALLO CRESPO SOBRE X 4GR,,Semilla de hortalizas | Semillas,6.0,PEN,4.0,GR,0.004,1500.0,,True,https://www.agroplaza.pe/producto/zapallo-crespo/,2026-09-10
agroplaza.pe,20770,HOJANCHA x 1LT,,Agroquímicos | Herbicida Liquido | Herbicidas,45.0,PEN,1.0,LT,1.0,45.0,,True,https://www.agroplaza.pe/producto/hojancha/,2026-09-10
agroplaza.pe,20735,DIPRID 350 SC x 1LT,,Agroquímicos | Insecticidas Quimicos | Liquidos,110.0,PEN,1.0,LT,1.0,110.0,,True,https://www.agroplaza.pe/producto/diprid-350-sc/,2026-09-10
agroplaza.pe,20691,ACARE 1.8 EC x 1LT,,Acaricidas | Agroquímicos | Insecticidas Quimicos | Liquidos,95.0,PEN,1.0,LT,1.0,95.0,,True,https://www.agroplaza.pe/producto/acare-1-8-ec/,2026-09-10
agroplaza.pe,20687,SANFOSATO x 1LT,,Agroquímicos | Herbicida Liquido | Herbicidas,25.0,PEN,1.0,LT,1.0,25.0,,True,https://www.agroplaza.pe/producto/sanfosato/,2026-09-10
agroplaza.pe,20628,SEMILLA DE LECHUGA GREAT LAKES 659 SOBRE X 1.5 GR,732-1,Semilla de hortalizas | Semillas,6.0,PEN,1.5,GR,0.0015,4000.0,,True,https://www.agroplaza.pe/producto/lechuga-crespa-great-lakes-659/,2026-09-10
agroplaza.pe,20616,ÁCIDO FOSFÓRICO Grado alimenticio x 35 KG,,Ablandador de aguas | Agroquímicos | Reguladores de Agua,400.0,PEN,35.0,KG,35.0,11.4286,,True,https://www.agroplaza.pe/producto/acido-fosforico-galon/,2026-09-10
agroplaza.pe,20614,ÁCIDO FOSFÓRICO x 1 KILO,,Fertilizante Hidrosolubles | Fertilizantes | Solubles,35.0,PEN,,,,,,True,https://www.agroplaza.pe/producto/acido-fosforico/,2026-09-10
agroplaza.pe,20606,ACEITE MINERAL OIL TECH GALON x 5LT,,Agroquímicos | Coadyuvante pegamentos | Humectantes,120.0,PEN,5.0,LT,5.0,24.0,,True,https://www.agroplaza.pe/producto/aceite-mineral-oil-tech/,2026-09-10
agroplaza.pe,20603,TIERRA PREPARADA x 5KG,,Enmiendas | Jardineria | Tierra de chacra,18.0,PEN,5.0,KG,5.0,3.6,,True,https://www.agroplaza.pe/producto/tierra-preparada-5kg/,2026-09-10
agroplaza.pe,20600,COMPOST x 40 KG,641-1,Compost | Compost | Enmiendas | Fertilizante Orgánico | Fertilizantes | Jardineria,40.0,PEN,40.0,KG,40.0,1.0,,True,https://www.agroplaza.pe/producto/compost-2/,2026-09-10
agroplaza.pe,20590,TIERRA PREPARADA x 20KG,,Enmiendas | Jardineria | Tierra de chacra,28.0,PEN,20.0,KG,20.0,1.4,,True,https://www.agroplaza.pe/producto/tierra-preparada/,2026-09-10
agroplaza.pe,20550,ÁCIDO BÓRICO POLVO MICRONIZADO x 25KG,,Fertilizante Hidrosolubles | Fertilizantes | Solubles,230.0,PEN,25.0,KG,25.0,9.2,,True,https://www.agroplaza.pe/producto/acido-borico-3/,2026-09-10
agroplaza.pe,20543,TRIGGRR TRIHORMONAL x 1LT,,Agroquímicos | Regulador de Crecimiento | Regulador de Crecimiento,140.0,PEN,1.0,LT,1.0,140.0,,True,https://www.agroplaza.pe/producto/triggrr-trihormonal/,2026-09-10
agroplaza.pe,20533,TERRAMAR &#8211; ALGAS MARINAS Y AMINOACIDOS GR x 25KG,,Agroquímicos | Aminoacidos | Bioestimulante | Enmiendas,130.0,PEN,25.0,KG,25.0,5.2,,True,https://www.agroplaza.pe/producto/terramar/,2026-09-10
agroplaza.pe,20526,SEMILLA DE COL RIZADA SOBRE X 1.0 GR,726-1-1-1,Semilla de hortalizas | Semillas,6.0,PEN,1.0,GR,0.001,6000.0,,True,https://www.agroplaza.pe/producto/col-rizada/,2026-09-10
agroplaza.pe,20524,SEMILLA DE COL DE BRUSELAS SOBRE X 2 GR,726-1-1,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/col-de-bruselas/,2026-09-10
agroplaza.pe,20521,SEMILLA DE COL SOBRE X 2GR,726-1,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/col/,2026-09-10
agroplaza.pe,20513,SEMILLA DE CEBOLLA TEXAS YELLOW GRANO 502 SOBRE X  1GR,717-1,Semilla de hortalizas | Semillas,6.0,PEN,1.0,GR,0.001,6000.0,,True,https://www.agroplaza.pe/producto/cebolla-texas-yellow-grano-502/,2026-09-10
agroplaza.pe,20501,SEMILLA DE AJÍ ESCABECHE SOBRE X 2GR,705-1-1-1,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/aji-escabeche/,2026-09-10
agroplaza.pe,20499,SEMILLA DE AJÍ DULCE SOBRE X 0.5 GR,705-1-1,Semilla de hortalizas | Semillas,6.0,PEN,0.5,GR,0.0005,12000.0,,True,https://www.agroplaza.pe/producto/aji-dulce/,2026-09-10
agroplaza.pe,20497,SEMILLA DE AJÍ CHARAPITA SOBRE X 0.5 GR,705-1,Semilla de hortalizas | Semillas,6.0,PEN,0.5,GR,0.0005,12000.0,,True,https://www.agroplaza.pe/producto/aji-charapita/,2026-09-10
agroplaza.pe,20495,SEMILLA DE ACELGA ROJA SOBRE X 2 GR,708-1,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/acelga-roja/,2026-09-10
agroplaza.pe,20432,NEMATRIX BIO x 1LT,571-1,Agroquímicos | Liquido | Nematicidas,110.0,PEN,1.0,LT,1.0,110.0,,False,https://www.agroplaza.pe/producto/nematrix-bio/,2026-09-10
agroplaza.pe,20417,NUTFOL TERRAGEL x 25KG,106-1-1,Ablandador de aguas | Agroquímicos | Reguladores de Agua,1325.0,PEN,25.0,KG,25.0,53.0,,True,https://www.agroplaza.pe/producto/nutfol-terragel-25kg/,2026-09-10
agroplaza.pe,20372,ACIDO CITRICO x 25KG,632-1,Ablandador de aguas | Agroquímicos | Reguladores de Agua,185.0,PEN,25.0,KG,25.0,7.4,,True,https://www.agroplaza.pe/producto/acido-citrico-2/,2026-09-10
agroplaza.pe,20364,CHUSPISOL 10 WG x 250GR,,Mosquicida | Polvo | Salud pública e higiene ambiental,140.0,PEN,250.0,GR,0.25,560.0,,True,https://www.agroplaza.pe/producto/chuspisol-10-wg/,2026-09-10
agroplaza.pe,20354,HALIZAN x 1LT,113-1,Agroquímicos | Caracolicida | Liquido | Liquidos | Molusquicida,110.0,PEN,1.0,LT,1.0,110.0,,True,https://www.agroplaza.pe/producto/halizan-liquido/,2026-09-10
agroplaza.pe,20350,INCIPIO 200 SC x 1LT,0-1,Agroquímicos | Insecticidas Quimicos | Liquidos,1200.0,PEN,1.0,LT,1.0,1200.0,,False,https://www.agroplaza.pe/producto/incipio-200-sc/,2026-09-10
agroplaza.pe,20346,ORONDIS ULTRA x 1LT,558-1,Agroquímicos | Fungicida | Liquidos,460.0,PEN,1.0,LT,1.0,460.0,,True,https://www.agroplaza.pe/producto/orondis-ultra/,2026-09-10
agroplaza.pe,20339,NUTFOL TERRAGEL x 1KG,106-1,Ablandador de aguas | Agroquímicos | Reguladores de Agua,65.0,PEN,1.0,KG,1.0,65.0,,True,https://www.agroplaza.pe/producto/nutfol-terragel/,2026-09-10
agroplaza.pe,20158,ROE MAT CEREAL MIX x 50GR,528-1-1,Pellets | Rodenticidas | Salud pública e higiene ambiental,6.0,PEN,50.0,GR,0.05,120.0,,True,https://www.agroplaza.pe/producto/roe-mat-cereal-mix/,2026-09-10
agroplaza.pe,20110,CIPACIL 62 EC x 1LT,61-1-1-1-1,Insecticida de Salud Pública | Salud pública e higiene ambiental,110.0,PEN,1.0,LT,1.0,110.0,,True,https://www.agroplaza.pe/producto/cipacil-62-ec/,2026-09-10
agroplaza.pe,20107,DETONANTE EC x 1LT,61-1-1-1,Insecticida de Salud Pública | Salud pública e higiene ambiental,90.0,PEN,1.0,LT,1.0,90.0,,True,https://www.agroplaza.pe/producto/detonante-ec/,2026-09-10
agroplaza.pe,20104,CIPERFUM x 1LT,61-1-1,Insecticida de Salud Pública | Salud pública e higiene ambiental,100.0,PEN,1.0,LT,1.0,100.0,,True,https://www.agroplaza.pe/producto/ciperfum/,2026-09-10
agroplaza.pe,20095,RASTOP PASTA x 250GR,530-1,Pastas | Rodenticidas | Salud pública e higiene ambiental,30.0,PEN,250.0,GR,0.25,120.0,,True,https://www.agroplaza.pe/producto/rastop-pasta/,2026-09-10
agroplaza.pe,20092,ROE MAT MINI BLOQUES x 500GR,528-1,Bloques | Rodenticidas | Salud pública e higiene ambiental,55.0,PEN,500.0,GR,0.5,110.0,,True,https://www.agroplaza.pe/producto/roe-mat-mini-bloques/,2026-09-10
agroplaza.pe,20088,AQUARAT x 1LT,,Líquido | Rodenticidas | Salud pública e higiene ambiental,250.0,PEN,1.0,LT,1.0,250.0,,True,https://www.agroplaza.pe/producto/aquarat/,2026-09-10
agroplaza.pe,20084,STICK WETT x 1LT,333-1,Agroquímicos | Coadyuvante pegamentos | Humectantes,28.0,PEN,1.0,LT,1.0,28.0,,True,https://www.agroplaza.pe/producto/stick-wett/,2026-09-10
agroplaza.pe,20049,FUMITRIN 5 NEB x 4LT,29-1,Insecticida de Salud Pública | Salud pública e higiene ambiental,125.0,PEN,4.0,LT,4.0,31.25,,True,https://www.agroplaza.pe/producto/fumitrin-5-neb/,2026-09-10
agroplaza.pe,19828,SUPERFOSFATO TRIPLE NACIONAL x 50KG,1000,Fertilizantes | Fertilizantes Fosfatados | Fertilizantes genéricos (Suelo),138.0,PEN,50.0,KG,50.0,2.76,,True,https://www.agroplaza.pe/producto/superfosfato-triple-nacional/,2026-09-10
agroplaza.pe,12962,SOLUCIÓN A + B,766,Hidroponía | Soluciones,65.0,PEN,,,,,,True,https://www.agroplaza.pe/producto/solucion-a-b/,2026-09-10
agroplaza.pe,12960,SOLUCIÓN B,765,Hidroponía | Soluciones,35.0,PEN,,,,,,True,https://www.agroplaza.pe/producto/solucion-b/,2026-09-10
agroplaza.pe,12073,SOLUCIÓN A,764,Hidroponía | Soluciones,30.0,PEN,,,,,,True,https://www.agroplaza.pe/producto/soluciona/,2026-09-10
agroplaza.pe,12065,SEMILLA DE TOMILLO SOBRE X 0.5 GR,759,Semilla de hortalizas | Semillas,10.0,PEN,0.5,GR,0.0005,20000.0,,True,https://www.agroplaza.pe/producto/tomillo/,2026-09-10
agroplaza.pe,12061,SEMILLA DE CRISANTEMO SOBRE X 0.5 GR,757,Semilla de flores | Semillas,10.0,PEN,0.5,GR,0.0005,20000.0,,True,https://www.agroplaza.pe/producto/crisantemo/,2026-09-10
agroplaza.pe,12047,SEMILLA DE MARACUYÁ SOBRE X 1GR,,Semilla de frutales | Semillas,8.0,PEN,1.0,GR,0.001,8000.0,,True,https://www.agroplaza.pe/producto/maracuya/,2026-09-10
agroplaza.pe,12045,SEMILLA DE GRANADILLA SOBRE X 1GR,,Semilla de frutales | Semillas,8.0,PEN,1.0,GR,0.001,8000.0,,True,https://www.agroplaza.pe/producto/granadilla/,2026-09-10
agroplaza.pe,12043,SEMILLA DE PAPAYA SOBRE X 1GR,,Semilla de frutales | Semillas,8.0,PEN,1.0,GR,0.001,8000.0,,True,https://www.agroplaza.pe/producto/papaya/,2026-09-10
agroplaza.pe,12039,SEMILLA DE MAÍZ MORADO SOBRE X 10 GR,748,Semillas | Semillas Maíz,8.0,PEN,10.0,GR,0.01,800.0,,True,https://www.agroplaza.pe/producto/maiz-morado/,2026-09-10
agroplaza.pe,12034,SEMILLA DE ESPINACA SOBRE X 2 GR,747,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/espinaca/,2026-09-10
agroplaza.pe,12027,SEMILLA DE ZAPALLO LOCHE SOBRE X 1GR,745,Semilla de hortalizas | Semillas,13.0,PEN,1.0,GR,0.001,13000.0,,True,https://www.agroplaza.pe/producto/zapallo-loche/,2026-09-10
agroplaza.pe,12020,SEMILLA DE ZANAHORIA SOBRE X 2GR,743,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/zanahoria/,2026-09-10
agroplaza.pe,12018,SEMILLA DE VAINITA SOBRE X 10GR,742,Semilla de hortalizas | Semillas,6.0,PEN,10.0,GR,0.01,600.0,,True,https://www.agroplaza.pe/producto/vainita/,2026-09-10
agroplaza.pe,12016,SEMILLA DE TOMATE RIO GRANDE MEJORADO SOBRE X 1GR,741,Semilla de hortalizas | Semillas,8.0,PEN,1.0,GR,0.001,8000.0,,True,https://www.agroplaza.pe/producto/tomate/,2026-09-10
agroplaza.pe,12014,SEMILLA DE ROCOTO CRIOLLO SOBRE X 2GR,740,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/rocoto/,2026-09-10
agroplaza.pe,12012,SEMILLA DE RABANITO SOBRE X 3GR,739,Semilla de hortalizas | Semillas,6.0,PEN,3.0,GR,0.003,2000.0,,True,https://www.agroplaza.pe/producto/rabanito/,2026-09-10
agroplaza.pe,12003,SEMILLA DE PEREJIL CRESPO SOBRE X 10GR,736,Semilla de hortalizas | Semillas,10.0,PEN,10.0,GR,0.01,1000.0,,True,https://www.agroplaza.pe/producto/perejil-crespo/,2026-09-10
agroplaza.pe,12001,SEMILLA DE PEREJIL SOBRE X 2GR,735,Semilla de hortalizas | Semillas,8.0,PEN,2.0,GR,0.002,4000.0,,True,https://www.agroplaza.pe/producto/perejil/,2026-09-10
agroplaza.pe,11999,SEMILLA DE PEPINILLO SOBRE X 2GR,734,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/pepinillo/,2026-09-10
agroplaza.pe,11997,SEMILLA DE NABO SOBRE X 2GR,733,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/nabo/,2026-09-10
agroplaza.pe,11995,SEMILLA DE LECHUGA CRESPA SOBRE X 2GR,732,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/lechuga-crespa/,2026-09-10
agroplaza.pe,11989,SEMILLA DE LECHUGA MORADA SOBRE X 0.5GR,729,Semilla de hortalizas | Semillas,6.0,PEN,0.5,GR,0.0005,12000.0,,True,https://www.agroplaza.pe/producto/lechuga-morada/,2026-09-10
agroplaza.pe,11980,SEMILLA DE HUACATAY SOBRE X 0.5 GR,727,Semilla de infusiones | Semillas,13.0,PEN,0.5,GR,0.0005,26000.0,,True,https://www.agroplaza.pe/producto/huacatay/,2026-09-10
agroplaza.pe,11940,SEMILLA DE COLIFLOR SOBRE X 2GR,724,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/coliflor/,2026-09-10
agroplaza.pe,11937,SEMILLA DE CULANTRO SOBRE X 3GR,723,Semilla de hortalizas | Semillas,8.0,PEN,3.0,GR,0.003,2666.6667,,True,https://www.agroplaza.pe/producto/culantro/,2026-09-10
agroplaza.pe,11935,SEMILLA DE COL CHINA SOBRE X 4GR,722,Semilla de hortalizas | Semillas,6.0,PEN,4.0,GR,0.004,1500.0,,True,https://www.agroplaza.pe/producto/col-china/,2026-09-10
agroplaza.pe,11924,SEMILLA DE CEBOLLA CHINA SOBRE X 1.5 GR,718,Semilla de hortalizas | Semillas,6.0,PEN,1.5,GR,0.0015,4000.0,,True,https://www.agroplaza.pe/producto/cebolla-china/,2026-09-10
agroplaza.pe,11922,SEMILLA DE CEBOLLA ROJA AREQUIPEÑA SOBRE X 2GR,717,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/cebolla-rooja-arequipena/,2026-09-10
agroplaza.pe,11918,SEMILLA DE CAIGUA SOBRE X 2GR,715,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/caigua/,2026-09-10
agroplaza.pe,11912,SEMILLA DE BETERRAGA SOBRE X 3GR,713,Semilla de hortalizas | Semillas,6.0,PEN,3.0,GR,0.003,2000.0,,True,https://www.agroplaza.pe/producto/beterraga/,2026-09-10
agroplaza.pe,11908,SEMILLA DE ANÍS SOBRE X 10GR,711,Semilla de infusiones | Semillas,10.0,PEN,10.0,GR,0.01,1000.0,,True,https://www.agroplaza.pe/producto/anis/,2026-09-10
agroplaza.pe,11900,SEMILLA DE ALCACHOFA SOBRE X 8GR,709,Semilla de hortalizas | Semillas,6.0,PEN,8.0,GR,0.008,750.0,,True,https://www.agroplaza.pe/producto/alcachofa/,2026-09-10
agroplaza.pe,11898,SEMILLA DE ACELGA SOBRE X 2GR,708,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/acelga/,2026-09-10
agroplaza.pe,11896,SEMILLA DE APIO SOBRE X 1.5GR,707,Semilla de hortalizas | Semillas,6.0,PEN,1.5,GR,0.0015,4000.0,,True,https://www.agroplaza.pe/producto/apio/,2026-09-10
agroplaza.pe,11890,SEMILLA DE AJÍ PANCA SOBRE X 2GR,705,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/aji-panca/,2026-09-10
agroplaza.pe,11888,SEMILLA DE ALBAHACA SOBRE X 2GR,704,Semilla de hortalizas | Semillas,6.0,PEN,2.0,GR,0.002,3000.0,,True,https://www.agroplaza.pe/producto/albahaca/,2026-09-10
