ruc,razon_social,nombre_limpio,fob_usd,peso_kg,operaciones,partidas,semanas_activo,paises,toneladas,fob_anualizado,rubro,uso_dual
20606769092,FISIOCROP S.A.C.,FISIOCROP,16156.8,5530.0,1,1,1,1,5.53,84015.35999999999,Fertilizantes,False
20100099447,MERCK PERUANA S A,MERCK PERUANA S A,16140.167,386.743,33,6,8,7,0.386743,83928.86839999999,Fertilizantes,False
20106651087,CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA),CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA),16030.08,5510.4,1,1,1,1,5.5104,83356.416,Fertilizantes,False
20605443878,AZAMEER S.A.C.,AZAMEER,16012.502,21973.5,1,1,1,1,21.9735,83265.0104,Agroquimicos,False
20543639231,SOCIEDAD PUNTA DE LOBOS PERU S.A.C. - SP,SOCIEDAD PUNTA DE LOBOS PERU S.A.C. - SP,16000.193,10000.0,1,1,1,1,10.0,83201.0036,Fertilizantes,False
20537025388,SOLENIS PERU SOCIEDAD ANONIMA CERRADA,SOLENIS PERU,15917.37,11540.0,4,1,3,1,11.54,82770.32400000001,Agroquimicos,False
20507855050,NUVEL S.A.C.,NUVEL,15328.668000000001,7000.0,2,1,1,1,7.0,79709.07360000002,Agroquimicos,False
20100107644,COMERCIAL LIDER S A,COMERCIAL LIDER S A,15261.879,10000.0,2,1,1,2,10.0,79361.77080000001,Agroquimicos,False
20601017491,REPRESENTACIONES ACUICOLAS Y AGRICOLAS S,REPRESENTACIONES ACUICOLAS Y AGRICOLAS S,15174.0,49000.0,2,1,2,1,49.0,78904.8,Otro,False
20606109343,SOLANA COMERCIAL S.A.C.,SOLANA COMERCIAL,15146.978,8996.4,1,1,1,1,8.9964,78764.2856,Agroquimicos,False
20510957742,CYCE INVERSIONES EIRL,CYCE INVERSIONES,15000.224999999999,1497.88,8,1,1,1,1.49788,78001.16999999998,Otro,False
20611919311,BIOCHEMICAL INTERNATIONAL COMPANY S.A.C.,BIOCHEMICAL INTERNATIONAL COMPANY,14888.92,4000.0,1,1,1,1,4.0,77422.384,Fertilizantes,False
20271470381,DROGUERIA PERU S.A.C,DROGUERIA PERU,14795.0,167.444,1,1,1,1,0.16744399999999998,76934.0,Otro,False
20110515376,AGRO VETERINARIO SANTA ROSA S.A.,AGRO VETERINARIO SANTA RO,14652.47,5000.0,1,1,1,1,5.0,76192.844,Agroquimicos,False
20603228481,COMPAÑIA AGROANDINA S.A.C.,COMPAÑIA AGROANDINA,14637.243,4005.46,2,1,2,2,4.00546,76113.6636,Fertilizantes,False
20611191198,RODEL COMPANY GROUP E.I.R.L.,RODEL COMPANY GROUP,14118.607,1962.0,5,1,1,1,1.962,73416.7564,Fertilizantes,False
20548340391,EQUIPAK INTERNACIONAL S.A.C - EQUIPAK S.,EQUIPAK INTERNACIONAL S.A.C - EQUIPAK S,13859.48,230.0,1,1,1,1,0.23,72069.29599999999,Agroquimicos,False
20109072177,CENCOSUD RETAIL PERU S.A.,CENCOSUD RETAIL PERU,13811.039999999999,9535.0,2,1,1,1,9.535,71817.408,Agroquimicos,False
20565766903,MARFRASAL INDUSTRIAL S.A.C.,MARFRASAL INDUSTRIAL,13320.0,720.0,1,1,1,1,0.72,69264.0,Agroquimicos,False
20600543025,COMERCIAL BALBOAS PERU S.A.C.,COMERCIAL BALBOAS PERU,13300.0,11000.0,3,1,1,1,11.0,69160.0,Agroquimicos,False
20348735692,PANIFICADORA BIMBO DEL PERU S.A,PANIFICADORA BIMBO DEL PERU,13260.0,3000.0,1,1,1,1,3.0,68952.0,Agroquimicos,False
20610810684,MYLVA BIOCIDAS PERU SOCIEDAD ANONIMA CER,MYLVA BIOCIDAS PERU SOCIEDAD ANONIMA CER,13217.159000000001,203.68,11,1,2,1,0.20368,68729.2268,Agroquimicos,False
20614318521,V & G IMPORT & SERVICES S.A.C.,V & G IMPORT & SERVICES,12911.53,2322.0,1,1,1,1,2.322,67139.956,Agroquimicos,False
20609585049,REGIONAL CONSULTING S.A.C.,REGIONAL CONSULTING,12700.8,504.0,1,1,1,1,0.504,66044.16,Agroquimicos,False
20512218424,GLOBAL MEGA SOCIEDAD ANONIMA CERRADA,GLOBAL MEGA,12500.0,11.15,2,2,1,1,0.01115,65000.0,Otro,False
20267418820,AGRARIS INTERNACIONAL SA,AGRARIS INTERNACIONAL,12500.0,137.0,3,1,1,1,0.137,65000.0,Agroquimicos,False
20607342491,FUSAGRO SOCIEDAD ANONIMA CERRADA,FUSAGRO,12480.0,9000.0,1,1,1,1,9.0,64896.0,Fertilizantes,False
20607315818,PHEROCONTROL EMPRESA INDIVIDUAL DE RESPO,PHEROCONTROL EMPRESA INDIVIDUAL DE RESPO,12268.8,2071.0,1,1,1,1,2.071,63797.759999999995,Agroquimicos,False
20601138809,INCA SOLUCIONES S.A.C.,INCA SOLUCIONES,12178.92,1500.67,2,1,1,1,1.5006700000000002,63330.384000000005,Agroquimicos,False
20510314078,ANDES SEGURIDAD S.A.C.,ANDES SEGURIDAD,11700.0,436.8,1,1,1,1,0.4368,60840.0,Agroquimicos,False
20195937541,RECKITT BENCKISER PERU S.A.,RECKITT BENCKISER PERU,11645.264000000001,2875.11,9,1,4,2,2.8751100000000003,60555.37280000001,Agroquimicos,False
20498279628,INTERINSUMOS S.R.L.,INTERINSUMOS,11550.0,420.0,2,1,1,1,0.42,60060.0,Agroquimicos,False
20101621902,LLAR S A,LLAR S A,11269.29,5400.0,1,1,1,1,5.4,58600.308000000005,Fertilizantes,False
20523690702,CHT PERUANA S.A.,CHT PERUANA,10930.0,5000.0,2,1,2,1,5.0,56836.0,Otro,False
20546843042,P & L COPAN SOCIEDAD ANONIMA CERRADA,P & L COPAN,10891.92,844.8,1,1,1,1,0.8448,56637.984,Agroquimicos,False
20604825521,AGRICOLA A & G E.I.R.L.,AGRICOLA A & G,10499.2,3296.0,3,1,1,1,3.296,54595.840000000004,Fertilizantes,False
20492049655,SOPORTE TEXTIL SOCIEDAD ANONIMA,SOPORTE TEXTIL,10122.899,1000.0,1,1,1,1,1.0,52639.0748,Agroquimicos,False
20610578463,DROGUERIA MAGIC SHOP S.A.C.,DROGUERIA MAGIC SHOP,9434.130000000001,1806.114,3,1,1,1,1.806114,49057.47600000001,Agroquimicos,False
20557788841,CORPORACION JEM BIOS E.I.R.L.,CORPORACION JEM BIOS,9413.065,327.729,6,1,3,1,0.327729,48947.938,Otro,False
20573853670,CORPORACIÓN BENITO FJA SOCIEDAD ANÓNIMA,CORPORACIÓN BENITO FJA SOCIEDAD ANÓNIMA,9360.0,52000.0,1,1,1,1,52.0,48672.0,Fertilizantes,False
20376641466,BAYER VEGETALES PERU S.A.,BAYER VEGETALES PERU,9114.49,17.149,36,1,9,7,0.017149,47395.348,Semillas,False
20609565552,AGROSEALAND PERU S.A.C.,AGROSEALAND PERU,9003.367,7200.0,2,1,1,1,7.2,46817.508400000006,Fertilizantes,False
20455586144,TECNOAGRO MHERIDA E.I.R.L.,TECNOAGRO MHERIDA,8970.0,2000.0,1,1,1,1,2.0,46644.0,Fertilizantes,False
20612953598,MAAC PRODUCTOS S.A.C.,MAAC PRODUCTOS,8780.0,1000.0,1,1,1,1,1.0,45656.0,Agroquimicos,False
20293774308,TRACTO CAMIONES USA S.A.C.,TRACTO CAMIONES U,8417.817,660.875,31,8,6,1,0.660875,43772.64839999999,Otro,False
20522695476,NEXUS PHARMACEUTICAL E.I.R.L.,NEXUS PHARMACEUTICAL,8417.630000000001,41.04,2,1,2,2,0.04104,43771.67600000001,Otro,False
20258352638,MACC-HER REPRESENTACIONES SRLTDA,MACC-HER REPRESENTACIONES SRLTDA,8124.0,3023.8199999999997,2,1,1,1,3.0238199999999997,42244.799999999996,Agroquimicos,False
20532520950,FUNDO LA NORIA SOCIEDAD ANONIMA CERRADA,FUNDO LA NORIA,8065.8,1250.0,4,2,1,1,1.25,41942.16,Fertilizantes,False
20546947093,DIVISIÓN G1 SOCIEDAD ANÓNIMA CERRADA,DIVISIÓN G1 SOCIEDAD ANÓNIMA CERRADA,7800.0,614.135,3,1,1,1,0.614135,40560.0,Otro,False
20377339461,B.BRAUN MEDICAL PERU S.A.,B.BRAUN MEDICAL PERU,7615.716,2476.335,2,1,1,1,2.476335,39601.7232,Fertilizantes,False
20546676553,BEGGIE PERÚ S.A.,BEGGIE PERÚ,7537.0,1640.0,1,1,1,1,1.64,39192.4,Agroquimicos,False
20501457192,EXIMVET S.A.C.,EXIMVET,7533.5,600.1,2,1,1,1,0.6001000000000001,39174.200000000004,Agroquimicos,False
20293623431,CLARIANT (PERU) S.A.,CLARIANT (PERU),7431.8099999999995,5243.8369999999995,4,1,3,2,5.243836999999999,38645.412,Agroquimicos,False
20556581372,AGROEXPORTADORA VIRGEN DEL CARMEN S.A.C.,AGROEXPORTADORA VIRGEN DEL CARMEN,7263.9,12.4,2,1,1,1,0.0124,37772.28,Semillas,False
20100152941,KIMBERLY-CLARK PERU S.R.L.,KIMBERLY-CLARK PERU,7124.48,1548.8,1,1,1,1,1.5488,37047.296,Agroquimicos,False
20600297661,AGRICOLA SANTA CECILIA G & L S.A.C.,AGRICOLA SANTA CECILIA G & L,7068.45,10.0,1,1,1,1,0.01,36755.94,Semillas,False
20519361672,CHEMIE AGROVETERINARIA S.A.C.,CHEMIE AGROVETERINARIA,7021.0,10000.0,1,1,1,1,10.0,36509.200000000004,Fertilizantes,False
20606415509,COMPAÑIA UTIL S.A.C.,COMPAÑIA UTIL,7000.0,20800.0,1,1,1,1,20.8,36400.0,Agroquimicos,False
20100154138,AUTOREX PERUANA S A,AUTOREX PERUANA S A,6548.256,1622.521,1,1,1,1,1.6225209999999999,34050.9312,Agroquimicos,False
20605124501,GRUPO ACOSTA MUQUE E.I.R.L.,GRUPO ACOSTA MUQUE,6458.243,1017.514,1,1,1,1,1.017514,33582.8636,Agroquimicos,False
20100085063,AJINOMOTO DEL PERU S A,AJINOMOTO DEL PERU S A,6431.0,168.0,3,1,1,1,0.168,33441.200000000004,Fertilizantes,False
20510932243,DAL TRADING S.A.C.,DAL TRADING,6396.767,61.198,1,1,1,1,0.061198,33263.1884,Agroquimicos,False
20602815855,SWEET SAATEN S.A.C.,SWEET SAATEN,6350.724,2304.0,1,1,1,1,2.304,33023.764800000004,Fertilizantes,False
20545905125,FERTICROPS S.A.C.,FERTICROPS,6279.202,23500.0,1,1,1,1,23.5,32651.850400000003,Fertilizantes,False
20509442551,PROCHEM PERU SOCIEDAD ANONIMA CERRADA -,PROCHEM PERU,6259.859,3005.411,3,1,1,1,3.005411,32551.2668,Agroquimicos,False
20509091154,SEMILLAS HORTACH GROUP S.A.C.,SEMILLAS HORTACH GROUP,6252.71,260.0,2,1,1,1,0.26,32514.091999999997,Semillas,False
20603713037,GRUINDAG PERU SAC.,GRUINDAG PERU,6173.616,1996.8,1,1,1,1,1.9968,32102.8032,Otro,False
20612755460,SERVIVET PERU S.A.C.,SERVIVET PERU,6008.238,98.4,7,1,2,1,0.0984,31242.8376,Agroquimicos,False
20526242409,FETA SERVICIOS GENERALES EIRL,FETA SERVICIOS GENERALES,6000.0,119.7,1,1,1,1,0.1197,31200.0,Agroquimicos,False
20503409705,PROQUIMAS S.R.L.,PROQUIMAS,5896.8,540.0,1,1,1,1,0.54,30663.360000000004,Agroquimicos,False
20523163320,BOEHRINGER INGELHEIM PERU S.A.C,BOEHRINGER INGELHEIM PERU,5892.4529999999995,236.64000000000001,2,1,2,1,0.23664000000000002,30640.755599999997,Agroquimicos,False
20501887286,DIAGNOSTICA PERUANA S.A.C.,DIAGNOSTICA PERUANA,5863.75,43.617,1,1,1,1,0.043616999999999996,30491.5,Otro,False
20603814526,DB ORGANIC  SCIENCE S.A.C.,DB ORGANIC SCIENCE,5758.885,1100.0,1,1,1,1,1.1,29946.202,Fertilizantes,False
20605615679,BALU SEEDS S.A.C.,BALU SEEDS,5713.995,6.854,14,1,1,2,0.006854,29712.773999999998,Semillas,False
20514567264,VHD SANIDAD ANIMAL E.I.R.L.,VHD SANIDAD ANIMAL,5528.0,325.0,2,1,2,1,0.325,28745.6,Agroquimicos,False
20606099585,EUROSEEDS S.A.C.,EUROSEEDS,5459.978,496.7,3,1,1,3,0.4967,28391.885599999998,Semillas,False
20552283377,POWER REFLE SOCIEDAD ANONIMA CERRADA,POWER REFLE,5366.0,5853.3,2,1,1,1,5.8533,27903.2,Agroquimicos,False
20216839570,DEXER SOCIEDAD DE RESPONSABILIDAD LIMITA,DEXER SOCIEDAD DE RESPONSABILIDAD LIMITA,5294.16,316.92,1,1,1,1,0.31692000000000004,27529.631999999998,Agroquimicos,False
20601494095,ADDERA PERU S.A.C.,ADDERA PERU,5064.5,1995.0,1,1,1,1,1.995,26335.399999999998,Otro,False
20610703853,INDUSTRIAS MARVIC S.R.L.,INDUSTRIAS MARVIC,5000.0,25.0,1,1,1,1,0.025,26000.0,Agroquimicos,False
20512047352,SWISSJUST LATINOAMERICA S.A. SUCURSAL PE,SWISSJUST LATINOAMERICA S.A. SUCURSAL PE,4956.848,114.0,1,1,1,1,0.114,25775.6096,Agroquimicos,False
20253339005,SISTEMAS DE RIEGO INGENIEROS S R LTDA.,SISTEMAS DE RIEGO INGENIEROS S R LTDA,4913.575,108.0,1,1,1,1,0.108,25550.589999999997,Otro,False
20487217451,G FOODS NATIVE S.A.C.,G FOODS NATIVE,4862.59,516.0,1,1,1,1,0.516,25285.468,Agroquimicos,False
20492784622,BORDEN S.A.C.,BORDEN,4742.7,237.15,4,1,2,1,0.23715,24662.04,Otro,False
20545621879,CORPORACION JPC S.A.C.,CORPORACION JPC,4730.0,376.33500000000004,2,1,1,1,0.37633500000000003,24596.0,Agroquimicos,False
20603402589,INDUSTRIAS ISLAS PERU SAC,INDUSTRIAS ISLAS PERU,4723.35,907.184,1,1,1,1,0.907184,24561.420000000002,Agroquimicos,False
20318171701,J.CH.COMERCIAL S.A.,J.CH.COMERCIAL,4550.95,266.528,11,4,2,1,0.26652800000000004,23664.94,Otro,False
20535794341,BULMUR S.A.C.,BULMUR,4547.42,1070.0,1,1,1,1,1.07,23646.584000000003,Agroquimicos,False
20600045521,INTERNATIONAL CAMIONES DEL PERU S.A.,INTERNATIONAL CAMIONES DEL PERU,4350.138,252.80100000000002,11,4,5,7,0.252801,22620.7176,Otro,False
20603807678,TPS SEMILLAS SOCIEDAD ANONIMA CERRADA -T,TPS SEMILLAS SOCIEDAD ANONIMA CERRADA -T,4272.131,6.651,1,1,1,1,0.006651,22215.081200000004,Semillas,False
20511663378,VETNOVA S.A.C.,VETNOVA,4222.8,381.71,1,1,1,1,0.38171,21958.56,Agroquimicos,False
20606449811,SANIDAD AGROPECUARIA & ASOCIADOS S.A.C.,SANIDAD AGROPECUARIA & ASOCIADOS,4109.034000000001,78.12,5,1,1,1,0.07812000000000001,21366.9768,Agroquimicos,False
20101759688,M & M REPUESTOS Y SERVICIOS S.A.,M & M REPUESTOS Y SERVICIOS,4065.8320000000003,193.649,4,2,3,3,0.193649,21142.3264,Otro,False
20502797230,DIVEIMPORT S.A.,DIVEIMPORT,4063.122,28.087,5,1,3,1,0.028087,21128.234399999998,Otro,False
20102032951,A JAIME ROJAS REPRESENTACIONES GRLES S A,A JAIME ROJAS REPRESENTACIONES GRLES S A,4050.0,36.0,3,1,1,1,0.036,21060.0,Agroquimicos,False
20295006570,ANDINA MEDICA FILIAL PERU,ANDINA MEDICA FILIAL PERU,3965.159,85.107,7,2,5,3,0.085107,20618.8268,Otro,False
20100070031,VOLVO PERU S A,VOLVO PERU S A,3915.51,180.322,14,2,6,3,0.180322,20360.652000000002,Otro,False
20606039604,AGROSERVICIOS LATINOAMERICANOS E.I.R.L.,AGROSERVICIOS LATINOAMERICANOS,3855.2,960.0,1,1,1,1,0.96,20047.04,Fertilizantes,False
20603181582,SOL NACIENTE INTERNACIONAL S.A.C.,SOL NACIENTE INTERNACIONAL,3724.166,819.34,1,1,1,1,0.8193400000000001,19365.663200000003,Agroquimicos,False
20291398902,POCHTECA PERU S.A.C.,POCHTECA PERU,3629.515,4800.0,1,1,1,1,4.8,18873.478,Agroquimicos,False
20421367605,ORBES AGRICOLA S.A.C,ORBES AGRICOLA,3613.536,172.10000000000002,2,1,2,1,0.17210000000000003,18790.3872,Otro,False
20289907743,ILKO PERU S.A.C.,ILKO PERU,3600.0,1470.0,1,1,1,1,1.47,18720.0,Agroquimicos,False
20458810673,AUTOMOTRIZ GENERAL DEL PERU SOCIEDAD ANO,AUTOMOTRIZ GENERAL DEL PERU SOCIEDAD ANO,3585.314,427.579,5,1,3,3,0.427579,18643.6328,Otro,False
20601858879,REAGENTS PERU E.I.R.L.,REAGENTS PERU,3575.1400000000003,101.975,2,1,1,1,0.101975,18590.728,Fertilizantes,False
20507165461,DRESDEN S.A.,DRESDEN,3516.1,1900.0,2,1,1,1,1.9,18283.72,Agroquimicos,False
20612262587,INTERSHOPLAB S.A.C.,INTERSHOPLAB,3427.267,47.217,3,1,3,1,0.047217,17821.7884,Otro,False
20454845057,NOVAGRI S.A.C.,NOVAGRI,3400.0,1.73,1,1,1,1,0.00173,17680.0,Agroquimicos,False
20516086239,DISTRILARKIN DEL PERU S.A.,DISTRILARKIN DEL PERU,3288.0,2400.0,1,1,1,1,2.4,17097.600000000002,Agroquimicos,False
20613250272,LIGNOQUIM PERU S.A.C.,LIGNOQUIM PERU,3259.4,2372.41,13,1,1,1,2.37241,16948.88,Fertilizantes,False
20555962984,RELIX PERU S.A.C. - RELIX,RELIX PERU S.A.C. - RELIX,3166.686,431.972,3,3,2,2,0.43197199999999997,16466.767200000002,Otro,False
20417378911,INTRADEVCO INDUSTRIAL S.A.,INTRADEVCO INDUSTRIAL,3130.59,243.846,1,1,1,1,0.243846,16279.068000000001,Otro,False
20131373075,SERVICIO NACIONAL DE SANIDAD AGRARIA,SERVICIO NACIONAL DE SANIDAD AGRARIA,3098.84,5.53,1,1,1,1,0.00553,16113.968,Agroquimicos,False
20550531543,P & E SOLUCIONES INDUSTRIALES S.A.C.,P & E SOLUCIONES INDUSTRIALES,3080.481,302.128,1,1,1,1,0.302128,16018.501200000002,Agroquimicos,False
20296570509,NEW POWER INTERNATIONAL S.A.C.,NEW POWER INTERNATIONAL,3045.258,2400.0,3,1,2,1,2.4,15835.3416,Otro,False
20610476636,KORPER EXPRESS S.A.C.,KORPER EXPRESS,3030.0,1000.0,1,1,1,1,1.0,15756.0,Fertilizantes,False
20563614723,FALL CREEK PERU S.R.L.,FALL CREEK PERU,3017.03,21.55,1,1,1,1,0.02155,15688.556000000002,Otro,False
20378890161,RASH PERU S.R.L,RASH PERU,3000.0,94.699,1,1,1,1,0.09469899999999999,15600.0,Agroquimicos,False
20607720992,CLENVI SOCIEDAD ANONIMA CERRADA,CLENVI,2900.0,200.0,1,1,1,1,0.2,15080.0,Agroquimicos,False
20388203111,NCH PERU S.A,NCH PERU,2838.873,229.06,1,1,1,1,0.22906,14762.139599999999,Agroquimicos,False
20145038384,AQA QUIMICA SOCIEDAD ANONIMA,AQA QUIMICA,2783.63,1250.0,1,1,1,1,1.25,14474.876,Agroquimicos,False
20603346395,BC MEDICA E.I.R.L.,BC MEDICA,2760.581,268.921,1,1,1,1,0.26892099999999997,14355.021200000001,Agroquimicos,False
20302241598,KOMATSU-MITSUI MAQUINARIAS PERU S.A.,KOMATSU-MITSUI MAQUINARIAS PERU,2427.287,35.6,1,1,1,1,0.0356,12621.892399999999,Otro,False
20603037031,ALP BIOPHARMA E.I.R.L.,ALP BIOPHARMA,2260.0,50.0,1,1,1,1,0.05,11752.0,Agroquimicos,False
20521213371,ADIPLUS SOCIEDAD ANONIMA CERRADA - ADIPL,ADIPLUS SOCIEDAD ANONIMA CERRADA - ADIPL,2217.6,120.0,1,1,1,1,0.12,11531.52,Agroquimicos,False
20606218371,CURIMAPU PERU SOCIEDAD ANONIMA CERRADA,CURIMAPU PERU,2099.62,2.24,8,1,1,1,0.0022400000000000002,10918.024,Semillas,False
20607792888,PETROLEUM TECHNOLOGY S.A.C.,PETROLEUM TECHNOLOGY,2056.0,9.216,3,2,2,1,0.009215999999999998,10691.199999999999,Otro,False
20474807101,ALITECNO S.A.C.,ALITECNO,2007.08,150.0,1,1,1,1,0.15,10436.816,Agroquimicos,False
20611348364,OSHALE S.A.C.,OSHALE,1980.0,290.278,3,1,1,1,0.29027800000000004,10296.0,Fertilizantes,False
20510586582,INVERSIONES NORVET SOCIEDAD ANONIMA CERR,INVERSIONES NORVET SOCIEDAD ANONIMA CERR,1962.2,33.931,3,1,1,1,0.033930999999999996,10203.44,Agroquimicos,False
20423555182,CIA IMPORTADORA AMERICANA S.A.,CIA IMPORTADORA AMERICANA,1903.0,28.274,2,1,2,2,0.028274,9895.6,Otro,False
20604843554,DIAGNOSTIC LAB E & M S.A.C.,DIAGNOSTIC LAB E & M,1877.884,33.562,4,1,1,1,0.033561999999999995,9764.996799999999,Otro,False
20601298733,VOLCAMBUS S.A.C.,VOLCAMBUS,1800.8339999999998,259.308,3,3,2,1,0.259308,9364.3368,Otro,False
20541308564,BANATI BOSQUE SOCIEDAD ANONIMA CERRADA,BANATI BOSQUE,1700.0,50.0,1,1,1,1,0.05,8840.0,Semillas,False
20606469706,AMERICAN HARUS CORPORATION S.A.C.,AMERICAN HARUS CORPORATION,1610.078,23.972,7,3,3,2,0.023972,8372.4056,Otro,False
20100329205,H.W.KESSEL S.A.C.,H.W.KESSEL,1514.8,0.869,1,1,1,1,0.000869,7876.959999999999,Otro,False
20386834548,PAR CHEMICAL SRL,PAR CHEMICAL,1448.0,800.0,1,1,1,1,0.8,7529.6,Agroquimicos,False
20429118523,REPRESENTACIONES & ASISTENCIA TECNICA S.,REPRESENTACIONES & ASISTENCIA TECNICA S,1445.5,850.25,1,1,1,1,0.85025,7516.6,Fertilizantes,False
20520739280,GESMIN S.R.L.,GESMIN,1422.9,1.545,2,1,1,1,0.001545,7399.080000000001,Otro,False
20107914995,INMUNOCHEM SAC,INMUNOCHEM,1422.75,13.374,3,1,2,1,0.013374,7398.3,Otro,False
20608850628,CORPORACION KELJHO PERU E.I.R.L.,CORPORACION KELJHO PERU,1409.183,731.151,1,1,1,1,0.731151,7327.7516,Otro,False
20607027987,CAMFRA E.I.R.L.,CAMFRA,1327.008,56.549,1,1,1,1,0.056549,6900.441600000001,Otro,False
20101024645,ARCA CONTINENTAL LINDLEY S.A.,ARCA CONTINENTAL LINDLEY,1255.75,153.6,3,1,2,1,0.1536,6529.900000000001,Fertilizantes,False
20510673710,IMPLEMENTOS PERU S.A.C.,IMPLEMENTOS PERU,1210.9859999999999,306.622,2,1,1,2,0.306622,6297.1272,Otro,False
20130479104,AGRO COSTA S.A.C.,AGRO COSTA,1175.27,581.875,2,1,1,1,0.581875,6111.404,Fertilizantes,False
20144442629,HOGAR CLINICA SAN JUAN DE DIOS,HOGAR CLINICA SAN JUAN DE DIOS,1134.552,504.0,1,1,1,1,0.504,5899.670399999999,Agroquimicos,False
20106109401,SAN ISIDRO REPRESENTACIONES S A,SAN ISIDRO REPRESENTACIONES S A,1108.48,117.72,1,1,1,1,0.11772,5764.096,Fertilizantes,False
20600881320,IMPORTACIONES Y DISTRIBUCIONES RUSMITA E,IMPORTACIONES Y DISTRIBUCIONES RUSMITA E,995.0,1833.984,2,1,1,1,1.8339839999999998,5174.0,Agroquimicos,False
20125327509,SAN BARTOLOME S.A.,SAN BARTOLOME,984.67,26.708,6,5,4,2,0.026708,5120.284,Otro,False
20603352573,AGRO FAMHER S.A.C.,AGRO FAMHER,906.6569999999999,142.6,5,2,1,1,0.1426,4714.616399999999,Fertilizantes,False
20611157453,BIORGANICS INDUSTRIAL S.A.C.,BIORGANICS INDUSTRIAL,904.5,356.4,1,1,1,1,0.3564,4703.400000000001,Otro,False
20100050359,A W FABER CASTELL PERUANA S A,A W FABER CASTELL PERUANA S A,893.843,75.0,1,1,1,1,0.075,4647.9836,Agroquimicos,False
20605081569,SD DIAGNOSTICS PERU S.A.C.,SD DIAGNOSTICS PERU,880.894,15.059999999999999,3,1,2,1,0.015059999999999999,4580.6488,Otro,False
20344877158,DERCO PERU S.A.,DERCO PERU,853.403,20.174,2,1,2,1,0.020174,4437.6956,Otro,False
20512834656,ECOREP S.A.C.,ECOREP,813.6,50.704,1,1,1,1,0.050704,4230.72,Otro,False
20602007970,LC BIOCORP S.A.C.,LC BIOCORP,785.433,5.181,3,1,2,1,0.005181,4084.2516,Otro,False
20603749465,ECOPACKING CARTONES SOCIEDAD ANONIMA,ECOPACKING CARTONES,769.463,23.0,1,1,1,1,0.023,4001.2075999999997,Agroquimicos,False
20518745876,LABSYSTEMS S.A.C,LABSYSTEMS,750.793,25.568,1,1,1,1,0.025568,3904.1236000000004,Otro,False
20100302421,ARTECOLA PERU S.A.,ARTECOLA PERU,704.098,50.0,1,1,1,1,0.05,3661.3095999999996,Agroquimicos,False
20601709687,MSL INTERNATIONAL BUSINESS S.A.C.,MSL INTERNATIONAL BUSINESS,690.0,36.0,2,1,1,1,0.036,3588.0,Otro,False
20505110651,W.P. BIOMED S.A.,W.P. BIOMED,658.9259999999999,5.901,2,1,1,1,0.005901,3426.4151999999995,Otro,False
20609658755,GRUPO SLY E.I.R.L.,GRUPO SLY,638.237,89.098,1,1,1,1,0.089098,3318.8324,Otro,False
20524800510,LAB & HEALTH SUPPLY S.A.C.,LAB & HEALTH SUPPLY,625.889,8.214,2,1,2,2,0.008214,3254.6228,Otro,False
20525165958,CORPORATION WITHMORY S.R.L.,CORPORATION WITHMORY,624.13,73.65400000000001,4,4,2,1,0.07365400000000001,3245.4759999999997,Otro,False
20101142176,SUMINISTROS DE LABORATORIO S.A.,SUMINISTROS DE LABORATORIO,621.554,0.542,1,1,1,1,0.0005420000000000001,3232.0808,Otro,False
20604609080,GROUP PANTERA S.A.C.,GROUP PANTERA,525.0,68.406,1,1,1,1,0.06840600000000001,2730.0,Otro,False
20477914307,AUTOMOTORES FRANCIA PERÚ S.A.C.,AUTOMOTORES FRANCIA PERÚ,513.644,218.6,1,1,1,1,0.2186,2670.9488,Fertilizantes,True
20549758054,A & O TECH E.I.R.L.,A & O TECH,468.541,2.758,5,2,3,3,0.002758,2436.4132,Agroquimicos,False
20556038806,ANDES MOTOR PERU S.A.C.,ANDES MOTOR PERU,443.99300000000005,17.842,2,1,2,2,0.017842,2308.7636,Otro,False
20100058503,PURATOS PERU S.A.,PURATOS PERU,436.0,200.0,1,1,1,1,0.2,2267.2000000000003,Otro,False
20101639275,IPESA S.A.C.,IPE,432.822,12.739,1,1,1,1,0.012739,2250.6744000000003,Otro,False
20601833621,MAQTRUCK S.A.C.,MAQTRUCK,422.594,72.136,1,1,1,1,0.07213599999999999,2197.4888,Otro,False
20563090805,BIOASSAY PERU S.A.C.,BIOASSAY PERU,406.808,8.45,1,1,1,1,0.00845,2115.4015999999997,Otro,False
20459935151,CORPORACION LUMBER S.A.C.,CORPORACION LUMBER,379.519,75.775,2,1,2,1,0.07577500000000001,1973.4988,Otro,False
20604417750,ALPHATEC SCIENTIFIC E.I.R.L.,ALPHATEC SCIENTIFIC,364.0,16.982,2,1,1,1,0.016982,1892.8,Otro,False
20612024481,FIXGROM PERU S.A.C.,FIXGROM PERU,349.452,40.0,2,2,1,1,0.04,1817.1504,Fertilizantes,False
20481492433,UNILAP SAC,UNILAP,333.921,1.311,1,1,1,1,0.0013109999999999999,1736.3892,Otro,False
20610028048,HOWO POWER SOCIEDAD ANONIMA CERRADA,HOWO POWER,302.6,76.39,2,2,2,1,0.07639,1573.52,Otro,False
20554580905,DROGUERIA ALEMANA S.A.C.,DROGUERIA ALEMANA,294.4,3.513,1,1,1,1,0.003513,1530.8799999999999,Otro,False
