ruc,razon_social,nombre_limpio,fob_usd,peso_kg,operaciones,partidas,semanas_activo,paises,toneladas,fob_anualizado
20530184596,ECOSAC AGRICOLA S.A.C.,ECOSAC AGRICOLA,6185519.36,1913758.86,105,4,9,17,1913.7588600000001,32164700.672
20614080630,SUNRISE DEL PERÚ S.A.C.,SUNRISE DEL PERÚ,6175155.886,2749329.2,185,4,9,6,2749.3292,32110810.6072
20607575160,FRG FARMS S.A.C.,FRG FARMS,6103766.154,1822945.8,306,2,10,3,1822.9458,31739584.0008
20509438448,NEGRISA S.A.C.,NEGRI,6036173.37,942825.0,36,1,9,7,942.825,31388101.524000004
20291939083,INKA CROPS S.A.,INKA CROPS,6013900.95,978207.954,333,2,10,12,978.207954,31272284.939999998
20396637759,AGRICOLA ALPAMAYO S.A.,AGRICOLA ALPAMAYO,5898002.762,3392380.28,144,1,6,4,3392.38028,30669614.3624
20601017238,AGROINDUSTRIAL E&C S.A.C,AGROINDUSTRIAL E&C,5753949.26,1318386.96,82,3,10,3,1318.38696,29920536.152
20530074227,AGROCOSTA PERU S.A.C.,AGROCOSTA PERU,5731660.422,3856358.0,240,2,10,8,3856.358,29804634.1944
20515552872,AGRICOLA SAFCO PERU S.A.,AGRICOLA SAFCO PERU,5669251.26,1895134.95,175,1,3,3,1895.13495,29480106.551999997
20521137682,AMAZONAS TRADING PERU S.A.C.,AMAZONAS TRADING PERU,5657051.0,1290580.0,52,1,9,4,1290.58,29416665.2
20603735090,KIMSA FRESH S.A.C.,KIMSA FRESH,5409873.81,1227152.9,194,2,10,12,1227.1528999999998,28131343.811999995
20504524176,SELVA INDUSTRIAL S.A.,SELVA INDUSTRIAL,5298783.95,1618165.0,50,3,8,7,1618.165,27553676.54
20147123052,"COOPERATIVA AGRARIA CAFETALERA ""LA PROSP","COOPERATIVA AGRARIA CAFETALERA ""LA PROSP",5219381.16,776920.0,37,1,9,9,776.92,27140782.032
20109930751,AGRICOLA HUARMEY S.A.C.,AGRICOLA HUARMEY,5215052.09,1358901.4,151,3,9,10,1358.9014,27118270.867999997
20601799040,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,5194251.15,1261780.0,13,1,6,3,1261.78,27010105.980000004
20117751954,PROCESADORA PERU SOCIEDAD ANONIMA CERRAD,PROCESADORA PERU SOCIEDAD ANONIMA CERRAD,5153480.23,2588899.32,79,3,10,4,2588.89932,26798097.196000002
20537677962,AGRICOLA BGS S.A.C.,AGRICOLA BGS,5144044.057,3216048.0,204,1,8,2,3216.048,26749029.0964
20109195848,ED&F MAN VOLCAFE PERU S.A.,ED&F MAN VOLCAFE PERU,5138962.899999999,754435.0,23,1,6,11,754.435,26722607.079999994
20563196387,CORPORACION AGRICOLA OLMOS S.A.,CORPORACION AGRICOLA OLMOS,5077796.8719999995,1387639.64,98,2,9,5,1387.6396399999999,26404543.734399997
20483894814,ECO PEPPERS S.A.C.,ECO PEPPERS,5066726.418,2336034.759,168,5,10,9,2336.034759,26346977.3736
20550721679,INVERSIONES PIRONA S.A.C.,INVERSIONES PIRONA,5041439.531,3558725.76,262,1,10,14,3558.72576,26215485.5612
20542089106,S & M FOODS SOCIEDAD ANONIMA CERRADA - S,S & M FOODS SOCIEDAD ANONIMA CERRADA - S,4969594.549,1357328.74,119,7,10,5,1357.32874,25841891.654799998
20611123427,SELECT GRAINS INTERNATIONAL S.A.C.,SELECT GRAINS INTERNATIONAL,4955121.47,783525.0,27,1,8,6,783.525,25766631.644
20607799955,FRESH FRUITS CKS S.A.C.,FRESH FRUITS CKS,4936487.56,2705310.0,187,1,8,2,2705.31,25669735.311999995
20613764560,TALSA GRAPE FARMS S.A.C.,TALSA GRAPE FARMS,4933854.805,1368306.258,109,1,9,8,1368.3062579999998,25656044.985999998
20606528281,JALHUCA PERÚ S.A.C.,JALHUCA PERÚ,4913528.9,2494780.32,122,1,10,6,2494.78032,25550350.28
20110378956,AGROMAR INDUSTRIAL S.A.,AGROMAR INDUSTRIAL,4870034.47,1920714.561,63,4,10,10,1920.714561,25324179.244
20612887234,SUREXPORT PERU BERRIES S.A.C.,SUREXPORT PERU BERRIES,4757945.303,628353.78,90,1,9,10,628.35378,24741315.575600002
20603843895,FUNDO DON JORGE S.A.C.,FUNDO DON JORGE,4730221.22,628446.0,40,1,10,1,628.446,24597150.343999997
20615015840,,,4632202.24,1496990.0,120,1,6,1,1496.99,24087451.648000002
20611849321,CORPORACION AARJEA S.A.C.,CORPORACION AARJEA,4612384.394,785831.0,41,1,5,4,785.831,23984398.848800004
20310422755,ICATOM S.A.,ICATOM,4609837.79,5364102.5,91,2,10,10,5364.1025,23971156.507999998
20608226240,OLAM GLOBAL AGRI PERU S.A.C.,OLAM GLOBAL AGRI PERU,4454365.85,1440482.52,110,2,10,13,1440.48252,23162702.419999998
20481065799,DOMINUS S.A.C,DOMINUS,4411805.518,1912448.02,113,2,10,16,1912.44802,22941388.6936
20600370899,AGRICOLA KAMUK S.A.C.,AGRICOLA KAMUK,4391460.427,1392044.81,88,4,10,14,1392.04481,22835594.220399998
20480319860,V & F SAC,V & F,4354772.5,2533136.94,124,3,10,9,2533.13694,22644817.0
20613080326,BYBLUE PERU SOCIEDAD ANONIMA CERRADA - B,BYBLUE PERU SOCIEDAD ANONIMA CERRADA - B,4204495.75,487684.0,46,1,9,4,487.684,21863377.900000002
20601837138,VALLEY COFFEE TRADING S.A.C,VALLEY COFFEE TRADING,4188540.678,660945.0,34,1,8,8,660.945,21780411.525599997
20494586810,SUN FRUITS EXPORTS S.A.,SUN FRUITS EXPORTS,4157460.18,2953315.5,176,2,10,12,2953.3155,21618792.936
20600857313,ASOCIACION DE PRODUCTORES FINKAFE,ASOCIACION DE PRODUCTORES FINKAFE,4138830.7,700410.0,17,1,6,2,700.41,21521919.64
20376641466,BAYER VEGETALES PERU S.A.,BAYER VEGETALES PERU,4134131.14,4099.217,19,2,6,3,4.0992169999999994,21497481.928
20604776440,FALCON COFFEES PERU S.R.L.,FALCON COFFEES PERU,4078816.29,643430.0,31,1,9,4,643.43,21209844.708
20530042708,AGRONEGOCIOS LOS ANGELES S.A.C.,AGRONEGOCIOS LOS ANGELES,4069020.0,5333160.0,303,1,10,4,5333.16,21158904.0
20601321816,CHAN CHAN AMARYL S.A.C.,CHAN CHAN AMARYL,4051805.39,3112523.0,183,1,9,4,3112.523,21069388.028
20602445764,AGROPECUARIA DOÑA MARIA S.A.C.,AGROPECUARIA DOÑA MARIA,4050095.63,2441974.0,152,2,10,4,2441.974,21060497.275999997
20606844159,AGROINDUSTRIA FRUTOS DE ORO S.A.C.,AGROINDUSTRIA FRUTOS DE ORO,4004284.28,1670694.2,97,1,10,14,1670.6942,20822278.255999997
20411051782,MANUELITA FYH S.A.C.,MANUELITA FYH,4003690.9,1029242.08,161,2,9,9,1029.24208,20819192.68
20601576245,EXOTIC'S PRODUCERS & PACKERS S.A.C.,EXOTIC'S PRODUCERS & PACKERS,3931877.207,2801138.0,243,1,7,3,2801.138,20445761.4764
20610879943,QBERRIES SAC,QBERRIES,3901666.12,471876.0,36,1,8,6,471.876,20288663.824
20600958659,ASOCIACION DE PRODUCTORES AGRO-ECOLOGICO,ASOCIACION DE PRODUCTORES AGRO-ECOLOGICO,3885261.45,753015.0,18,1,6,2,753.015,20203359.54
20609628848,AGROINDUSTRIAL BEEGROUP PERU E.I.R.L.,AGROINDUSTRIAL BEEGROUP PERU,3873882.38,1013323.2,58,1,9,2,1013.3231999999999,20144188.376000002
20556450600,AGROEXPORTADORA SOL DE OLMOS S.A.C.,AGROEXPORTADORA SOL DE OLMOS,3837713.33,2353187.48,134,6,10,8,2353.18748,19956109.316
20614093049,,,3789564.55,789150.6,41,3,10,3,789.1505999999999,19705735.659999996
20600596382,FINCA CHURUPAMPA PERU S.A.C.,FINCA CHURUPAMPA PERU,3760327.7199999997,571900.0,33,1,8,2,571.9,19553704.144
20545376033,COLOREXA SOCIEDAD ANONIMA CERRADA,COLOREXA,3749289.86,1185804.54,103,2,10,6,1185.80454,19496307.272
20454186002,ALSUR PERU S.A.C.,ALSUR PERU,3743502.269,1323156.868,134,2,9,6,1323.156868,19466211.7988
20514938343,SOCIEDAD AGRICOLA YOLANDA PATRICIA S.A.C,SOCIEDAD AGRICOLA YOLANDA PATRICIA,3736630.37,2500736.0,111,1,9,1,2500.736,19430477.924000002
20550495130,INVERSIONES HEFEI S.A.C.,INVERSIONES HEFEI,3647405.816,2454568.32,200,1,10,13,2454.56832,18966510.2432
20601285941,CITROLIM PERU S.R.L.,CITROLIM PERU,3641189.2399999998,3267505.5,39,2,7,6,3267.5055,18934184.048
20507453687,AGROEMPAQUES S.A.,AGROEMPAQUES,3637392.4,1156005.0,56,2,9,5,1156.005,18914440.48
20612024481,,,3613107.12,1714242.0,135,1,10,4,1714.242,18788157.024
20611688734,EXCELLENCE FRUIT S.A.C.,EXCELLENCE FRUIT,3608789.82,437335.8,102,1,8,17,437.3358,18765707.064
20610306030,PERUVIAN ORGANIC FARMS E.I.R.L.,PERUVIAN ORGANIC FARMS,3588677.826,1564600.32,86,1,7,3,1564.60032,18661124.6952
20609482401,SOLFRUT EXPORT SOCIEDAD ANONIMA CERRADA,SOLFRUT EXPORT,3518193.64,2652304.0,129,2,10,5,2652.304,18294606.928
20486973219,COOPERATIVA AGRARIA SONOMORO DEL VRAEM L,COOPERATIVA AGRARIA SONOMORO DEL VRAEM L,3516099.336,680590.25,27,1,8,3,680.59025,18283716.547199998
20601958911,COOPERATIVA AGRARIA CAFETALERA LAGUNA DE,COOPERATIVA AGRARIA CAFETALERA LAGUNA DE,3503876.573,555795.0,25,1,8,6,555.795,18220158.179599997
20610343377,FRUTÍCOLA OLMUÉ PERÚ S.A.C.,FRUTÍCOLA OLMUÉ PERÚ,3465147.262,1661292.26,97,1,10,8,1661.29226,18018765.7624
20514584789,COMPAÑIA NACIONAL DE CHOCOLATES DE PERU,COMPAÑIA NACIONAL DE CHOCOLATES DE PERU,3443625.74,583406.434,42,4,7,9,583.406434,17906853.848
20571525594,AGRO ISM S.A.C.,AGRO ISM,3430817.51,374707.2,66,1,10,8,374.7072,17840251.052
20601586305,ORGANIC RAINFOREST S.A.C.,ORGANIC RAINFOREST,3424194.67,341195.5,123,7,10,7,341.1955,17805812.284
20601600707,ORGANIC EXPORT CENTER SOCIEDAD ANONIMA C,ORGANIC EXPORT CENTER SOCIEDAD ANONIMA C,3382334.27,860034.0,32,1,9,3,860.034,17588138.204
20109714039,INTERLOOM S.A.C.,INTERLOOM,3369610.02,1373211.0,81,4,10,12,1373.211,17521972.104
20613703323,CMX PERU SOCIEDAD ANONIMA CERRADA - CMX,CMX PERU SOCIEDAD ANONIMA CERRADA - CMX,3321908.25,1086312.0,58,2,10,7,1086.312,17273922.900000002
20604552576,AGROEXPORTADORA DON ELOY SOCIEDAD ANONIM,AGROEXPORTADORA DON ELOY SOCIEDAD ANONIM,3310267.2,1950412.8,78,1,6,1,1950.4128,17213389.44
20100032709,I Q F DEL PERU SA,I Q F DEL PERU,3292798.028,809234.04,58,2,6,6,809.23404,17122549.7456
20287944528,EL BOSQUE EMPRESA INDIVIDUAL DE R LTDA,EL BOSQUE EMPRESA INDIVIDUAL DE R LTDA,3231994.02,357200.0,29,1,9,3,357.2,16806368.904
20605663649,ALPES AMAZONICOS S.A.C.,ALPES AMAZONICOS,3224071.798,627900.0,26,1,7,8,627.9,16765173.349599998
20601714893,COOPERATIVA AGRARIA Y SERVICIOS MULTIPLE,COOPERATIVA AGRARIA Y SERVICIOS MULTIPLE,3202116.508,663090.0,27,1,8,7,663.09,16651005.8416
20609248212,HIGHLAND FOODS S.A.C.,HIGHLAND FOODS,3171782.98,1101887.84,54,1,9,5,1101.88784,16493271.496000001
20611418231,AGRONEGOCIOS D & C E.I.R.L.,AGRONEGOCIOS D & C,3152661.27,737691.26,149,1,10,5,737.69126,16393838.603999998
20342015108,AGROINDUSTRIAS NOBEX S.A.,AGROINDUSTRIAS NOBEX,3147531.0439999998,1018600.618,275,1,9,12,1018.600618,16367161.428799998
20208672721,DON FERMIN S R L,DON FERMIN S R L,3109371.35,2149072.0,110,2,10,3,2149.072,16168731.02
20556859591,AGROFINO FOODS S.A.C.,AGROFINO FOODS,3105749.76,631425.724,167,7,9,18,631.4257240000001,16149898.751999998
20610490027,THREE RIVERS SOCIEDAD ANONIMA CERRADA,THREE RIVERS,3096237.983,1717836.0,210,1,10,5,1717.836,16100437.5116
20479721166,PERUNOR S.A.C.,PERUNOR,3088126.14,476865.0,23,1,8,9,476.865,16058255.928
20331633390,AGRICOLA EL TUNAL S.A. Y/O AGROTUNA S.A.,AGRICOLA EL TUNAL S.A. Y/O AGROTUNA,3058500.79,99822.0,10,1,4,1,99.822,15904204.108000001
20605465995,IMPORTADORA Y EXPORTADORA WORLD COMMERCE,IMPORTADORA Y EXPORTADORA WORLD COMMERCE,3058065.05,2346719.0,31,2,8,1,2346.719,15901938.26
20605814957,DIAMOND BRIDGE S.A.C.,DIAMOND BRIDGE,3051794.4620000003,391410.2,30,1,7,5,391.41020000000003,15869331.2024
20605822976,NEGOCIOS LDL & EL TREBOL E.I.R.L.,NEGOCIOS LDL & EL TREBOL,3036357.0,5430844.0,76,3,8,1,5430.844,15789056.4
20609156598,COFFEE GRAIN GLOBAL S.A.C.,COFFEE GRAIN GLOBAL,3035511.92,477660.0,18,2,6,6,477.66,15784661.984
20607852465,FARMERS CONNECTION S.A.C.,FARMERS CONNECTION,3035182.25,1219254.8,85,1,2,7,1219.2548000000002,15782947.7
20601596998,FAIR FRUIT PERU S.A.C.,FAIR FRUIT PERU,3033512.83,825103.0,136,1,10,3,825.103,15774266.716
20604981973,ASOCIACION DE PRODUCTORES DE CAFES ESPEC,ASOCIACION DE PRODUCTORES DE CAFES ESPEC,3020550.2369999997,483610.0,17,1,4,5,483.61,15706861.232399998
20568617267,LA CAMPIÑA PERU S.A.C.,LA CAMPIÑA PERU,3007439.6999999997,779108.4,103,3,7,2,779.1084000000001,15638686.439999998
20600459946,ASEPTIC PERUVIAN FRUIT S.A.,ASEPTIC PERUVIAN FRUIT,3003001.654,976699.3,141,3,9,15,976.6993,15615608.6008
20551771556,ARA EXPORT S.A.C.,ARA EXPORT,2992436.351,1520822.0,78,3,10,10,1520.822,15560669.025199998
20480298412,COOPERATIVA AGRARIA RODRIGUEZ DE MENDOZA,COOPERATIVA AGRARIA RODRIGUEZ DE MENDOZA,2982272.14,476445.0,25,1,5,4,476.445,15507815.128000002
20572101500,ASOCIACION CACAOTERA DE TOCACHE - ASOTOC,ASOCIACION CACAOTERA DE TOCACHE - ASOTOC,2968791.2,706550.0,5,1,4,2,706.55,15437714.24
20427377475,RAINFOREST TRADING S.A.C.,RAINFOREST TRADING,2940209.98,429250.0,19,1,7,6,429.25,15289091.896000002
20438297775,COOPERATIVA AGRARIA CAFETALERA CENFROCAF,COOPERATIVA AGRARIA CAFETALERA CENFROCAF,2930519.43,443670.0,18,1,6,4,443.67,15238701.036000002
20565944429,EXPORTADORA Y COMERCIALIZADORA GREENVIC,EXPORTADORA Y COMERCIALIZADORA GREENVIC,2930267.164,779710.85,78,1,6,1,779.7108499999999,15237389.252799999
20542380455,COOPERATIVA DE SERVICIOS MULTIPLES ECOFO,COOPERATIVA DE SERVICIOS MULTIPLES ECOFO,2908697.77,500960.0,22,1,7,8,500.96,15125228.404
20603153473,THE SUPERFOOD COMPANY SOCIEDAD ANONIMA C,THE SUPERFOOD COMPANY SOCIEDAD ANONIMA C,2824119.75,675743.0,9,1,5,5,675.743,14685422.7
20606458445,,,2802483.56,553396.0,22,1,6,3,553.396,14572914.512000002
20612065668,POB S.A.C.,POB,2788840.288,358485.44,70,1,8,4,358.48544,14501969.497600002
20103272964,EMPRESA AGRICOLA SAN JUAN S.A,EMPRESA AGRICOLA SAN JUAN,2764641.198,2102448.0,94,3,10,8,2102.448,14376134.2296
20286844953,GREEN VEGETABLES & FLOWERS S.A.C.,GREEN VEGETABLES & FLOWERS,2763478.231,425960.291,861,5,10,2,425.96029100000004,14370086.801200002
20130120599,COUNTRY HOME SA,COUNTRY HOME,2744022.737,1082690.0,53,1,10,2,1082.69,14268918.2324
20566558590,PACHAMAMA FARMS S.A.C.,PACHAMAMA FARMS,2725090.01,1155985.2,56,2,6,4,1155.9851999999998,14170468.052
20604296481,VALLE SAN MIGUEL S.A.C.,VALLE SAN MIGUEL,2724200.44,1647857.5,84,1,4,3,1647.8575,14165842.287999999
20602526322,CAPITAL EXCHANGE & AGRICULTURE LATAM S.R,CAPITAL EXCHANGE & AGRICULTURE LATAM S.R,2714725.8,651440.0,11,1,7,4,651.44,14116574.159999998
20602872760,LOS OLIVOS DE VILLACURI S.A.C.,LOS OLIVOS DE VILLACURI,2713510.59,1031128.0,80,1,7,13,1031.128,14110255.068
20404057805,COOPERATIVA AGRARIA ACOPAGRO LTDA,COOPERATIVA AGRARIA ACOPAGRO LTDA,2705758.72,474560.0,9,1,5,2,474.56,14069945.344000002
20512441174,QALI FRUITS S.A.C.,QALI FRUITS,2702890.5300000003,338721.26,29,1,9,3,338.72126000000003,14055030.756000001
20548411085,PEPAS TROPICALES DEL PERU S.A.C.,PEPAS TROPICALES DEL PERU,2692182.96,639370.0,136,3,10,9,639.37,13999351.391999999
20539701178,GREEN FRUITS PERU S.A.C.,GREEN FRUITS PERU,2678535.712,2410800.0,102,1,9,3,2410.8,13928385.7024
20601226015,AGROCASAGRANDE S.A.C.,AGROCASAGRANDE,2655384.672,568695.04,44,3,8,5,568.6950400000001,13808000.294399997
20256119006,SOCIEDAD AGRICOLA ARONA S.A.,SOCIEDAD AGRICOLA ARONA,2619442.764,2168908.0,101,2,10,6,2168.908,13621102.3728
20568075278,GREENBOX SOCIEDAD ANÓNIMA CERRADA - GREE,GREENBOX SOCIEDAD ANÓNIMA CERRADA - GREE,2615083.26,218484.68,24,2,8,6,218.48468,13598432.951999998
20611834480,AGRO QORIANKA S.A.C.,AGRO QORIANKA,2569958.54,413040.1,54,1,10,8,413.0401,13363784.408
20611889705,ADSA CORPORATION S.A.C.,ADSA CORPORATION,2568572.591,591331.84,33,2,7,3,591.3318399999999,13356577.473199999
20479813877,PROMOTORA Y SERVICIOS LAMBAYEQUE S.A.C.,PROMOTORA Y SERVICIOS LAMBAYEQUE,2562712.65,1589675.0,71,2,4,4,1589.675,13326105.78
20542289024,CUENCAS DEL HUALLAGA ASOCIACION DE PRODU,CUENCAS DEL HUALLAGA ASOCIACION DE PRODU,2541021.23,551126.0,22,1,7,3,551.126,13213310.396
20570726014,EMPRESA CAFETALERA AROMAS DE CAFE E.I.R.,EMPRESA CAFETALERA AROMAS DE CAFE E.I.R,2517699.81,363440.0,12,1,8,7,363.44,13092039.012
20452675804,PEAK QUALITY DEL PERU S.A.,PEAK QUALITY DEL PERU,2475799.0,533076.32,105,1,10,4,533.0763199999999,12874154.799999999
20605524258,QUALITY SUPPLIER S.A.C.,QUALITY SUPPLIER,2472083.61,810202.22,59,4,10,4,810.20222,12854834.771999998
20605913131,,,2461863.68,1200000.0,50,1,2,2,1200.0,12801691.136
20100055237,ALICORP SAA,ALICORP,2454135.013,549975.414,179,1,10,4,549.975414,12761502.067599999
20611902485,AGROINDUSTRIAS BARR S.A.C.,AGROINDUSTRIAS BARR,2438579.907,495127.2,35,1,7,4,495.1272,12680615.516400002
20600724089,"""COOPERATIVA AGROINDUSTRIAL DE JOVENES L","""COOPERATIVA AGROINDUSTRIAL DE JOVENES L",2427153.64,438834.0,19,2,6,3,438.834,12621198.928
20538953441,AMAZON'S CUP S.A.C.,AMAZON'S CUP,2411475.67,420505.0,18,1,6,6,420.505,12539673.484
20546090435,NOBEX AGROINDUSTRIAL S.A.,NOBEX AGROINDUSTRIAL,2409763.13,1281815.0,88,3,9,4,1281.815,12530768.276
20608451634,CORPORACION TIERRA BRAVA S.A.C.,CORPORACION TIERRA BRAVA,2408227.2,1102878.0,66,1,9,4,1102.878,12522781.440000001
20601338522,FRUTICAL S.A.C.,FRUTICAL,2380957.24,1271006.0,70,3,9,9,1271.006,12380977.648
20614245108,CHAKAY S.A.C.,CHAKAY,2371699.6500000004,550528.0,9,1,6,1,550.528,12332838.180000002
20523273265,MIRANDA - LANGA AGRO EXPORT S.A.C - MIRA,MIRANDA - LANGA AGRO EXPORT S.A.C - MIRA,2371301.55,862028.62,361,19,9,3,862.02862,12330768.059999999
20419184111,ECOANDINO S.A.C.,ECOANDINO,2346666.04,214147.09,80,9,10,12,214.14709,12202663.408
20602781713,M & V RIVAS E.I.R.L.,M & V RIVAS,2335781.419,402010.0,14,1,7,4,402.01,12146063.378800001
20542232006,CAYNARACHI S.A.,CAYNARACHI,2316382.832,815500.67,69,1,10,8,815.50067,12045190.726400001
20293718220,AGRICOLA DON RICARDO S.A.C.,AGRICOLA DON RICARDO,2307179.482,879436.06,70,3,10,13,879.4360600000001,11997333.3064
20600390911,COOPERATIVA AGRARIA DE CACAO AROMATICO C,COOPERATIVA AGRARIA DE CACAO AROMATICO C,2307135.02,460757.0,18,1,5,1,460.757,11997102.104
20484002216,LIMONES PIURANOS SOCIEDAD ANONIMA CERRAD,LIMONES PIURANOS SOCIEDAD ANONIMA CERRAD,2285220.16,1672778.8900000001,50,4,10,10,1672.77889,11883144.832
20505580291,CULTIVARES SAC,CULTIVARES,2278131.59,1380403.0,83,1,8,6,1380.403,11846284.268
20606818069,CONSORCIO Y ASOCIADOS LOS FRUTALES S.A.C,CONSORCIO Y ASOCIADOS LOS FRUTALES,2273527.73,1518464.0,70,2,10,8,1518.464,11822344.195999999
20601225639,AGROSANJACINTO S.A.C.,AGROSANJACINTO,2272881.663,1117167.6,74,2,9,9,1117.1676,11818984.6476
20540715409,CENTRAL SAN LUIS S.A.C.,CENTRAL SAN LUIS,2266726.041,1897635.2,91,2,7,8,1897.6352,11786975.413200002
20601197261,AGROEXPORTACIONES MACABI S.A.C.,AGROEXPORTACIONES MACABI,2245891.0,533505.0,41,1,10,1,533.505,11678633.200000001
20563207923,SELVACACAO SOCIEDAD ANONIMA CERRADA,SELVACACAO,2224406.005,346380.0,13,1,6,3,346.38,11566911.226
20603000961,TULIPAN NARANJA S.A.C.,TULIPAN NARANJA,2200698.231,2781950.4,142,1,10,3,2781.9503999999997,11443630.8012
20610125124,AFI IMPEX PERU S.A.C.,AFI IMPEX PERU,2198156.119,876014.52,64,3,10,14,876.0145200000001,11430411.818799999
20522308880,PROCESADORA TORRE BLANCA S.A.C,PROCESADORA TORRE BLANCA,2178569.53,1695247.0,85,2,10,6,1695.247,11328561.555999998
20605873660,,,2178226.5,360524.881,9,1,4,2,360.524881,11326777.799999999
20605481729,IREN PERU SOCIEDAD ANONIMA CERRADA - IRE,IREN PERU SOCIEDAD ANONIMA CERRADA - IRE,2171738.2,2388223.2,172,1,6,2,2388.2232000000004,11293038.64
20610249851,G & L FOODS S.A.C.,G & L FOODS,2155513.37,449456.0,27,1,9,3,449.456,11208669.524
20389426891,AGRICOLA LOS MEDANOS S.A.,AGRICOLA LOS MEDANOS,2147553.03,521536.44,69,3,10,4,521.53644,11167275.756
20486267934,COOPERATIVA AGRARIA CAFETALERA SOSTENIBL,COOPERATIVA AGRARIA CAFETALERA SOSTENIBL,2134060.9,341550.0,12,1,7,4,341.55,11097116.68
20546512364,AGRICOLA GUILI SOCIEDAD ANONIMA CERRADA,AGRICOLA GUILI,2068240.32,1441920.0,98,1,6,1,1441.92,10754849.664
20552256647,AGRO FERGI S.A.C.,AGRO FERGI,2061569.29,761061.794,139,10,8,19,761.061794,10720160.308
20613206419,,,2059955.0,437000.0,12,1,6,1,437.0,10711766.0
20110804483,COMERCIO ALTERNATIVO DE PRODUCTOS NO TRA,COMERCIO ALTERNATIVO DE PRODUCTOS NO TRA,2047164.0,186200.0,26,2,7,6,186.2,10645252.799999999
20610793577,,,2024894.707,1033447.48,53,2,7,4,1033.44748,10529452.476400001
20612426661,,,1989799.0,368886.0,22,2,5,2,368.886,10346954.799999999
20456174834,PROCESADORA AGROINDUSTRIAL LA JOYA S.A.C,PROCESADORA AGROINDUSTRIAL LA JOYA,1976791.84,80546.0,32,3,7,2,80.546,10279317.568
20525353959,AGROFRUTOS TRADING S.A.,AGROFRUTOS TRADING,1959213.68,549243.449,25,4,8,4,549.243449,10187911.136
20437547263,COOPERATIVA AGRARIA APROCASSI,COOPERATIVA AGRARIA APROCASSI,1954926.179,302680.0,17,1,8,7,302.68,10165616.130800001
20518581237,CYNARA PERU S.A.C.,CYNARA PERU,1952600.66,920537.355,35,3,8,3,920.5373549999999,10153523.432
20609339439,GLOBENATURAL SUPERFOODS S.A.C.,GLOBENATURAL SUPERFOODS,1949666.67,669374.16,38,1,8,4,669.3741600000001,10138266.683999998
20604024219,KULKAO S.A.,KULKAO,1928562.5,198271.57,55,4,8,7,198.27157,10028525.0
20605016848,FRESH VEGGIES S.A.C.,FRESH VEGGIES,1908380.3800000001,780553.57,124,1,9,1,780.5535699999999,9923577.976
20480325088,FRUTOS TONGORRAPE SOCIEDAD ANONIMA,FRUTOS TONGORRAPE,1907491.67,707023.0,43,3,5,9,707.023,9918956.683999998
20602187307,AGROALTO S.A.C.,AGROALTO,1907408.5,1744024.0,76,1,9,6,1744.024,9918524.200000001
20601909317,MARAND COMPANY S.A.C.,MARAND COMPANY,1907145.13,1165056.0,81,1,2,5,1165.056,9917154.675999999
20608488422,EMPRESA DE MULTISERVICIOS CHIRINOS SOCIE,EMPRESA DE MULTISERVICIOS CHIRINOS SOCIE,1896086.404,294285.0,19,1,6,7,294.285,9859649.3008
20603219211,CAFE SELVA NORTE S.A.C.,CAFE SELVA NORTE,1864396.09,274440.0,14,1,4,4,274.44,9694859.668
20549227369,ANDES ALIMENTOS & BEBIDAS S.A.C.,ANDES ALIMENTOS & BEBIDAS,1854094.24,847267.736,81,5,10,13,847.267736,9641290.048
20494397685,CORPORACION AGROEXPORTICA S.A.C.,CORPORACION AGROEXPORTICA,1850203.72,393003.2,85,1,10,7,393.0032,9621059.344
