nombre,dep,clase,hub,horas_reparto,reparto_en_promesa,clientes_exclusivos,sam_exclusivo,margen_base,lat,lon
AGROSERVICIOS MULTIPLES GONSAF S.A.C,CAJAMARCA,canal,Chiclayo,4.730088150780968,True,231.28306454463512,479017.43985389546,1508.9049355397703,-6.02990027019996,-79.12450442319997
AGROSERVICIOS M & M E.I.R.L.,ANCASH,canal,Huamachuco,4.633802710677776,False,256.3357869525332,475803.5064936674,1498.781045455052,-8.990527793499979,-78.61250742199996
AGRO DISTRIBUCIONES SJ FERTIL E.I.R.L.,AREQUIPA,canal,Juliaca,5.007712689329355,True,91.29636638465018,473280.9789025636,1490.8350835430751,-16.420070625999927,-71.47799918099997
AGROVETERINARIA EL VALLE CONDEBAMBA S.R.L.,CAJAMARCA,canal,Huamachuco,1.4524026052238264,True,256.5223824988192,469971.5589192411,1480.4104105956092,-7.528376309499947,-78.08753910899995
Ferreteria Aron,LIMA,comercio,Pisco,5.79940530506873,False,95.32086945038328,465521.3747578416,1466.3923304872008,-10.749601,-77.75984
Vivero Pulache,PIURA,comercio,Chiclayo,3.675244993160447,True,118.98860048532606,465208.9934536443,1465.4083293789793,-4.91856,-80.647933
AGROVETERINARIA RABANAL CRUCETA S.A.C.,PIURA,canal,Chiclayo,3.804758317032244,True,117.57137844819356,459668.08924344607,1447.9544811168548,-4.862888371249952,-80.2997042673333
AGROVETERINARIA Y PETSHOP JJTORRES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,TACNA,canal,Juliaca,8.501144108199792,False,138.93365628684757,457565.29286187846,1441.3306725149168,-18.016258393999976,-70.39369989799997
AGROVETERINARIA RABANAL CURA MORI SOCIEDAD ANONIMA CERRADA,PIURA,canal,Chiclayo,2.889506193810368,True,116.01449696696666,453581.1593707184,1428.7806520177628,-5.358341772199947,-80.61800724539998
San Pedro,AREQUIPA,comercio,Juliaca,4.437874042686684,True,85.82392567151962,444911.809347836,1401.4721994456831,-16.354592,-71.567578
Comercial Ferretera Acari,AREQUIPA,comercio,Pisco,5.331960083663811,False,83.60992136257767,433434.3960823863,1365.3183476595163,-15.432144,-74.616191
AGRO VETERINARIA L & T S.A.C.,LIMA,canal,Pisco,1.275600231480426,True,88.4210761822288,431824.64846635424,1360.2476426690157,-13.04053626039995,-76.28175284279996
AGROSERVICIOS A & S - PIURA E.I.R.L.,PIURA,canal,Chiclayo,3.08078512431454,True,110.1744386211021,430748.3194708554,1356.8572063331942,-5.106215714749951,-80.52711383199997
DONCA AGROSERVICIOS S.R.L.,AREQUIPA,canal,Juliaca,8.185695700890799,False,82.87442051876234,429621.55474894296,1353.30789745917,-16.596673738999982,-72.73662099899997
AGROCOMERCIAL ELIZABETH E.I.R.L.,SAN MARTIN,canal,Bellavista,3.937096061706977,True,97.33867219169213,429309.9763817661,1352.326425602563,-6.089176110333294,-77.10087507333328
JC AGRO COMERCIALIZADORA E.I.R.L.,LA LIBERTAD,canal,Chiclayo,1.1251901204746066,True,110.93646170710493,425479.938515087,1340.2618063225236,-7.242392412999948,-79.38432594683331
El Constructor,APURIMAC,comercio,Sicuani,9.65591072803736,False,75.85059892021911,423441.9131118531,1333.8420263023372,-13.652007,-73.366075
Ferretería Marrufo,CAJAMARCA,comercio,Huamachuco,5.542075257930722,True,230.6119434386863,422501.35644118366,1330.8792727897282,-6.678761,-78.518578
Ferretería Balvín,HUANUCO,comercio,Tarma,7.459887103004866,False,141.19307887027952,420207.3091803539,1323.6530239181145,-9.830153,-76.802085
AGRO VETERINARIA CHALLCO S.A.C.,LIMA,canal,Pisco,1.3603158680328946,True,84.10621138831097,410752.0145054944,1293.868845692307,-13.031336240285668,-76.36795918114282
SEMILLEROS AGRO-BIOORGANIC S.R.L.,HUANCAVELICA,canal,Tarma,2.8290772866878275,True,112.81326748949492,410188.4853696721,1292.093728914467,-12.260903772999956,-75.02855420790905
San Martín 33 Veterinaria,LIMA,comercio,Pisco,3.341094771641284,True,82.88593674369943,404792.5228074314,1275.0964468434086,-11.873194,-77.015127
AGROCOMERCIALIZADORA G Y G E.I.R.L.,UCAYALI,canal,,,False,81.7622616011052,401774.1756654881,1265.5886533462874,-8.195059035299959,-74.33146417789996
AGRO SERVICIOS SANTA CRUZ S.A.C.,ICA,canal,Pisco,0.8145945696506529,True,53.62993902857933,394520.4672832562,1242.7394719422566,-14.046829224999954,-76.15788354399996
AGRO SERVICIOS EL COLORADO E.I.R.L.,ICA,canal,Pisco,0.7618700061726205,True,53.60277906875966,394320.66918104806,1242.110107920301,-13.35615363739996,-76.16476500799997
Ferro selva,SAN MARTIN,comercio,Bellavista,1.643692585136887,True,84.69153301638102,388869.6403978111,1224.9393672531046,-6.511313,-76.359967
Santa Rosita de Lima,CUSCO,comercio,Sicuani,2.739454037330924,True,183.42095622179968,388212.6810175493,1222.86994520528,-13.393994,-72.051008
AGROSERVICIOS MULTIPLES FER E.I.R.L.,AYACUCHO,canal,Tarma,9.79986963371491,False,131.36087588247136,387822.1340793528,1221.6397223499612,-12.658211687799952,-73.84552278919996
AGRO VETERINARIA CESAR´S E.I.R.L.,JUNIN,canal,Tarma,0.0670175773165809,True,132.2520744165008,386682.2604233846,1218.0491203336612,-11.434149619499957,-75.72652522199995
AGROCOMERCIALIZADORA HERMANOS FLORES S.R.L.,CAJAMARCA,canal,Huamachuco,2.094029159918125,True,210.92141806020197,386426.5827005032,1217.243735506585,-7.329314666249957,-78.16302718849995
AGROVETERINARIA EL SEMBRADOR E.I.R.L.,AMAZONAS,canal,Chiclayo,5.821256175540843,True,109.48142074310886,382971.8132789544,1206.361211828706,-5.947708212999956,-78.00949791449996
Distribuidor Ferretero,UCAYALI,comercio,Tarma,10.220548465980013,False,77.64262514546081,381530.5631651015,1201.8212739700696,-8.395032,-74.592923
AGROVETERINARIA RABANAL PIURA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PIURA,canal,Chiclayo,3.00883433913856,True,97.16287523152768,379877.0907730385,1196.612835935071,-5.115279066666612,-80.65308190899997
Aceros Arequipa,ICA,comercio,Pisco,0.965020306000256,True,51.27627762440935,377206.1161238251,1188.199265790049,-14.056342,-75.732733
Asociación de Productores Agropecuarios Grano de Oro,UCAYALI,comercio,,,False,76.69513704931221,376874.6712985068,1187.155214590296,-10.724928,-73.754738
Solar,PUNO,comercio,Juliaca,0.7978992085333175,True,221.602121545294,372049.56639979855,1171.956134159365,-15.833786,-70.026517
AGRO SERVICIOS SAN JOSE DE CHUNGAYO S.A.C.S,PIURA,canal,Chiclayo,5.7736052007152106,False,92.27879953606252,360781.8503132688,1136.4628284867963,-5.046922255666611,-79.89296959466662
Elder,LA LIBERTAD,comercio,Huamachuco,2.163386212921147,True,93.00528974835277,356707.65368544846,1123.6291091091623,-8.010925,-78.769069
AGROVETERINARIA TOROMATA E.I.R.L.,AREQUIPA,canal,Juliaca,8.185695700890799,False,68.55201327098729,355374.09900783666,1119.4284118746853,-16.542326122285676,-72.77969734657138
Las Arenas - Agrícola SAC,PIURA,comercio,Chiclayo,,False,89.4912061730821,349883.21382825443,1102.1321235590012,-4.736045,-80.278921
AGROVETERINARIA RABANAL PUENTE MOCHO S.A.C.,PIURA,canal,Chiclayo,2.889506193810368,True,89.33056962826029,349255.1741250928,1100.153798494042,-5.31903060771424,-80.74447408728568
CORPORACIÓN AGROINDUSTRIAL SEMILLERISTA HERMANOS DIAL S.A.C.,JUNIN,canal,Tarma,1.715449670031545,True,119.1385106063396,348340.46110801026,1097.272452490232,-12.047916537999956,-75.25368202499996
INVERSIONES AGROVETERINARIAS SOMY E.I.R.L.,PASCO,canal,Tarma,3.4079905408490627,True,133.25411269723332,343960.2211098921,1083.4746964961598,-10.680075969999953,-75.22024060939995
FERRETERIA AGROCOMERCIAL QUINTANA E.I.R.L.,SAN MARTIN,canal,Bellavista,3.774667494082822,True,74.43403609152865,341771.3178325852,1076.5796511726433,-6.078775626333292,-77.19874826499996
Ferretería Ferrelider,LIMA,comercio,Pisco,5.087355273652894,False,69.60467319579216,339930.4196710217,1070.7808219637184,-11.107612,-77.586357
Miriam,CUSCO,comercio,Sicuani,2.739454037330924,True,158.29400297557387,335031.179369917,1055.3482150152383,-13.335856,-72.156346
Sandy SAC,LIMA,comercio,Pisco,4.57272988343412,False,68.50321380496797,334551.1895736366,1053.836247156955,-11.496757,-77.211084
Vivero Municipal,ANCASH,comercio,Huamachuco,8.86647630287745,False,210.62270817963287,330760.1943041761,1041.8946120581545,-9.330107,-77.602385
Aceros Industriales Mersur s.r.l.,AREQUIPA,comercio,Juliaca,4.946747892247475,True,62.813177351721606,325623.9349083384,1025.7153949612657,-16.480265,-71.499695
Promart,PIURA,comercio,Chiclayo,3.5016477423964028,True,81.64778184700363,319217.826378683,1005.5361530928512,-4.918377,-80.696246
Inversiones Emmanuel,LA LIBERTAD,comercio,Huamachuco,3.834136827785757,True,83.00008116508631,318334.1967774912,1002.7527198490968,-8.513363,-78.685846
Heleo Constructor,MOQUEGUA,comercio,Juliaca,5.849705041325501,False,90.20336570656526,309111.3127240182,973.7006350806572,-17.187318,-70.938503
Agropec Mendoza,LA LIBERTAD,comercio,Huamachuco,3.645772398887248,True,80.12579477113536,307310.30815373245,968.0274706842572,-8.423457,-78.782585
AGRO COMERCIALIZADORA EL EDEN E.I.R.L.,LIMA,canal,Pisco,5.79940530506873,False,62.05666626161285,303067.99295438465,954.6641778063114,-10.727300391166628,-77.7047406123333
AGROSERVICIOS EL LABRADOR DE UTCUBAMBA E.I.R.L.,AMAZONAS,canal,Chiclayo,5.848100778318882,True,86.27279887486813,301786.8237139994,950.628494699098,-5.824286803999953,-78.4380648273529
MAX,LIMA,comercio,Pisco,1.85712694239569,True,61.59955503791827,300835.5852298381,947.6320934739898,-12.728435,-76.619775
AGROVETERINARIA RABANAL E.I.R.L.,PIURA,canal,Chiclayo,3.324109402461114,True,75.07035140413748,293502.0873637134,924.531575195697,-5.4612974154999465,-80.7106523278333
Global Vet,ICA,comercio,Pisco,0.3324523879337658,True,39.83324672387898,293027.2044974627,923.0356941670076,-13.458638,-76.161875
SEMILLEROS DE LA NUEVA GENERACIÓN,HUANUCO,canal,Tarma,7.838051796378475,False,97.45094627129605,290025.5468425815,913.5804725541316,-9.806415267749957,-75.83113975174996
Clinica Veterinaria,ICA,comercio,Pisco,0.7618700061726205,True,39.32870100638355,289315.59087571333,911.3441112584968,-13.400792,-76.128556
ASOCIACION DE PRODUCTORES AGROPECUARIOS SEMILLEROS DE QUICLLO,HUANCAVELICA,canal,Pisco,5.777975151822659,True,73.67393517286386,286453.7726884152,902.3293839685076,-13.059081116285666,-74.74265441228567
La Casa del Carpintero,LIMA,comercio,Pisco,4.119516323120637,False,56.82968958007481,277540.85094815976,874.253680486703,-11.558411,-77.266504
AGROSERVICIOS EL KUTUTO E.I.R.L.,AMAZONAS,canal,Chiclayo,7.201773900754826,False,78.93941225761122,276134.24859007564,869.8228830587381,-6.121515471499976,-77.95513605349996
Ferretería Adriana,ANCASH,comercio,Huamachuco,6.210079042004497,False,175.08201326058168,274947.3749803214,866.0842311880122,-9.132706,-78.170105
Maderera Luisa de la Torre,ICA,comercio,Pisco,0.0585481433853602,True,37.341059655227234,274693.8104140232,865.2855028041728,-13.71733,-76.208163
Maderera Burgos,HUANUCO,comercio,Tarma,5.015590688861649,True,92.1305436766938,274191.39919227065,863.7029074556525,-9.940405,-76.249246
Agrovet Sura Andina,CUSCO,comercio,Sicuani,3.2080566631666327,True,128.76831433123303,272539.70084088587,858.5000576487904,-13.422212,-71.848957
Ferreteria Señor de Huanca,AYACUCHO,comercio,Pisco,8.240588829068038,False,87.63093263341402,272196.9382487681,857.4203554836193,-15.018295,-73.784138
Sodimac,PIURA,comercio,Chiclayo,3.00883433913856,True,68.85386853686086,269197.5428467433,847.9722599672413,-5.178004,-80.664832
Grupo el Álamo,LIMA,comercio,Pisco,1.3603158680328946,True,55.010792768758606,268657.85031011666,846.2722284768673,-13.024107,-76.476398
Tornillo,CUSCO,comercio,Sicuani,3.2080566631666327,True,125.21347546212088,265015.8412100668,834.7998998117104,-13.422189,-71.85028
Juan Pablo,LIMA,comercio,Pisco,2.3999133387703973,True,54.042717603810935,263930.0327371775,831.379603122109,-12.51587,-76.734307
Ferretería Los Angeles,JUNIN,comercio,Tarma,1.7694882419143738,True,89.99398602222723,263126.89682275034,828.8497249916634,-11.866464,-75.372799
Veterinaria Yanapaqui,LAMBAYEQUE,comercio,Chiclayo,0.2255086737093366,True,58.56924175638895,260757.8221821153,821.387139873663,-6.778452,-79.883284
AGRO SERVICIOS FAST S.A.C. - AGROSER FAST S.A.C.,LIMA,canal,Pisco,3.983790316933098,True,52.3638392540571,255730.8444383821,805.5521599809034,-11.550896172799956,-77.13207127999995
Ferreteria Aguilar,AYACUCHO,comercio,Tarma,6.631550095397668,False,80.1205935085131,254406.15301973888,801.3793820121773,-12.933806,-74.251733
Comercial y Ferretería Hervas,PUNO,comercio,Juliaca,0.7978992085333175,True,151.51544728176805,254380.49090397105,801.2985463475086,-15.844867,-70.022983
GRUPO EL SEMILLERO SOCIEDAD ANONIMA CERRADA,HUANUCO,canal,Tarma,6.003689830807589,False,84.84066113213902,252495.84617509655,795.3619154515541,-9.955593204999955,-76.19337483099994
FERRETERIA Y AGROVETERINARIA PIO PIO SOCIEDAD ANONIMA CERRADA,CAJAMARCA,canal,Chiclayo,6.762531516369946,False,137.34882315619393,251635.1201234331,792.6506283888141,-5.146278133166628,-79.0100132408333
AGROVETERINARIA SAN JUAN S.R.L.,AREQUIPA,canal,Juliaca,5.395672030251448,False,47.95565717038362,248602.45011164987,783.0977178516969,-16.572356766142807,-71.83152664071424
"Ferretería, vidriería, llaves",ANCASH,comercio,Huamachuco,11.424310829566434,False,156.0830289558487,245111.52397200573,772.101300511818,-8.817512,-77.460849
Vivero Catalina,LIMA,comercio,Pisco,4.57272988343412,False,49.89289501330859,243663.42031042697,767.5397739778448,-11.500246,-77.111851
EMPRESA COMERCIALIZADORA AGROPECUARIA SAN DANIEL S.A.C.,AYACUCHO,canal,Tarma,6.631550095397668,False,77.83603806495572,241772.28987537825,761.5827131074414,-13.003811071666632,-74.16596334999997
Agro Veterinaria Nuñez,HUANUCO,comercio,Bellavista,9.322022885521426,False,80.74541939905042,240307.92221399883,756.9699549740961,-8.605994,-77.148183
"Ferretería ""Silvanita""",LIMA,comercio,Pisco,3.5866136488818987,True,49.081067674756085,239698.67491009596,755.050825966802,-12.06999,-76.756382
Ferreteria Rosita,ICA,comercio,Pisco,1.304193835475294,True,32.35763748359559,238034.0252374235,749.8071794978839,-14.048829,-75.701347
AGROSERVICIOS BRISVILLA S.A.C.,AMAZONAS,canal,Chiclayo,5.06929364361305,True,68.03716154627128,237997.5976825157,749.6924326999244,-5.578554456999953,-78.46335600599996
Jhosept,PIURA,comercio,Chiclayo,3.686483937473158,True,60.47846889238038,236452.29479366375,744.8247286000408,-5.318218,-79.781239
AGROVETERINARIA TOLENTINO B EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PASCO,canal,Tarma,3.809286504190322,True,85.29341111435534,220162.36461510512,693.5114485375809,-10.515568014454496,-76.54042481945451
Ferreteria Vilca,TACNA,comercio,Juliaca,9.05544853456093,False,66.11505191876866,217743.8779220665,685.8932154545091,-17.985112,-70.195349
Dr. Valdivia,CAJAMARCA,comercio,Huamachuco,2.974150965951349,True,116.81061120251464,214007.310045968,674.1230266447989,-7.150507,-78.512569
EL CHAKRERO AGROSERVICIOS E.I.R.L.,AREQUIPA,canal,Juliaca,6.766896745349363,False,40.89785275855135,212014.74445355893,667.8464450287105,-16.993306169428518,-71.65869372914281
AGROVETERINARIA CENTRAL NITSUGA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA CENTRAL NITSUGA S.R.L,PASCO,canal,Tarma,2.353398261613884,True,81.3579251724057,210003.94933344328,661.5124404003461,-10.70116907199997,-76.24658910799997
AGROSERVICIOS EL CAFETAL E.I.R.L.,AMAZONAS,canal,Chiclayo,7.286382559174177,False,79.43807584356547,209123.28011269556,658.7383323549908,-6.071434659249952,-78.40581470337496
AGROVETERINARIA LA YUNTA LA LIBERTAD S.A.C.,LA LIBERTAD,canal,Huamachuco,2.7980871806913417,True,53.69150497773087,205925.6071914572,648.6656626530901,-8.294307350666632,-78.22744831966662
AGROSERVICIOS ESDIE S.A.C.,JUNIN,canal,Satipo,3.19271632221744,True,69.54027359014164,203323.76865115963,640.4698712511529,-11.382030964818137,-73.9135935042727
Ferretería HEC Inversiones,ANCASH,comercio,Huamachuco,8.706710368467366,False,129.34122374851495,203116.40975631328,639.8166907323866,-9.14131,-77.741577
AGROVETERINARIA EL AMIGO E.I.R.L.,LIMA,canal,Pisco,5.184149259719543,False,41.33343637963629,201861.33674462308,635.8632107455626,-11.208967265749948,-77.48537203674996
AGROVETERINARIA EL GANADERO SRL,AMAZONAS,canal,Chiclayo,7.975895565859675,False,57.69960139110643,201836.2642742357,635.7842324638423,-6.248160420999952,-77.86916627199997
Chacón,CUSCO,comercio,Sicuani,2.85466213676564,True,95.06173694912984,201199.3205322776,633.7778596766743,-13.478066,-72.067901
AGRO SERVICIOS SALINAS S.A.C.,AMAZONAS,canal,Chiclayo,7.777848309326367,False,56.65813899487543,198193.17360515945,624.3084968562521,-6.153859742499947,-78.02113188299998
ANTONIA SAC,AYACUCHO,comercio,Pisco,6.257969869011292,False,63.69071749772721,197834.46069519685,623.17855118987,-13.16749,-74.21271
AGRO SERVICIOS MULTIPLES EL CAMPITO E.I.R.L.,APURIMAC,canal,Sicuani,6.925891170359155,False,35.3232676163498,197194.90985907064,621.1639660560724,-13.631881480777736,-72.87862450422217
Cerámicas San Lorenzo,LORETO,comercio,Bellavista,3.563566040244249,True,56.39625099901576,196465.3221332497,618.8657647197364,-5.89397,-76.10533
NEGOCIOS Y AGROSERVICIOS JOLSA E.I.R.L.,LAMBAYEQUE,canal,Chiclayo,0.2764130371427082,True,44.1053418403036,196362.6733074574,618.5424209184906,-6.628122667499937,-79.82482128774997
AGROCOMERCIALIZADORA SANTA GREGORIA E.I.R.L.,AREQUIPA,canal,Pisco,5.774780375609556,False,36.97767541155893,191692.5186550065,603.8314337632704,-15.403413153499956,-74.55147701274997
Promart,MOQUEGUA,comercio,Juliaca,5.849705041325501,False,55.370549211585015,189745.28299443665,597.6976414324753,-17.187273,-70.936541
AGROSERVICIOS E INVERSIONES EL CAMPESINO E.I.R.L.,AMAZONAS,canal,Chiclayo,7.590427154138834,False,54.07959323961333,189173.28386667487,595.8958441800257,-6.512076057799959,-77.80062446479995
Distribuidora Atencio,LIMA,comercio,Pisco,3.918599529822023,True,38.68622181774015,188933.05598891375,595.1391263650783,-11.920839,-76.673081
Perno centro Condorito,AREQUIPA,comercio,Juliaca,4.437874042686684,True,35.88765810169433,186041.8615712412,586.0318639494096,-16.394429,-71.583407
Ferreteria Rosita II,ICA,comercio,Pisco,1.304193835475294,True,25.14475874562696,184973.5828482496,582.6667859719862,-14.035076,-75.706912
AGROVETERINARIA DELFIN E.I.R.L.,PIURA,canal,Chiclayo,6.664785587033182,False,47.192368129748594,184507.7090308465,581.1992834471663,-5.212106383749941,-79.48555639099996
Agroceterinaria Huaytará,HUANCAVELICA,comercio,Pisco,2.546770954093949,True,36.10879321262828,183716.88268021928,578.7081804426906,-13.604131,-75.349613
COMERCIAL AGROVETERINARIA S.A.,HUANUCO,canal,Tarma,6.991299139352767,False,61.4862675805391,182990.40759143137,576.4197839130087,-9.232244244333287,-76.06163512399996
Sodimac,CUSCO,comercio,Sicuani,2.806293669204864,True,86.13390956831957,182303.46547537157,574.2559162474203,-13.542677,-71.899403
AGROSERVICIOS & MAQUINARIA AGRICOLA MARY SOCIEDAD ANONIMA CERRADA,SAN MARTIN,canal,Bellavista,0.695199869829053,True,39.37547392254123,180796.4248538325,569.5087382895722,-6.961423462333282,-76.47189771599996
Ferreteria La Economica,PUNO,comercio,Juliaca,1.276819388563737,True,107.619729833271,180683.6213539953,569.1534072650851,-14.914067,-69.860803
AGROSERVICIOS LLOJA E.I.R.L.,SAN MARTIN,canal,Bellavista,4.403200475203042,True,39.304187347649794,180469.1054187496,568.4776820690611,-5.939820714666628,-77.23230206399997
Agroveterinaria Horizonte,LA LIBERTAD,comercio,Huamachuco,3.645772398887248,True,46.23727375541123,177336.03624837493,558.608514182381,-8.423301,-78.782851
Ausangate,CUSCO,comercio,Sicuani,3.2080566631666327,True,83.20234604318216,176098.7756781454,554.7111433861579,-13.364406,-71.920851
Muebles & Acabados Benaute,ICA,comercio,Pisco,0.7618700061726205,True,23.667155449790773,174103.8195538718,548.4270315946961,-13.414252,-76.148273
AGRO COMERCIALIZADORA AP E.I.R.L.,SAN MARTIN,canal,Bellavista,1.643692585136887,True,37.68446223923313,173031.97566067247,545.0507233311182,-6.499138567499969,-76.41090773149996
Ferretería Cristian,ANCASH,comercio,Huamachuco,5.889633276652207,False,109.1311009838524,171378.5967240647,539.8425796808037,-9.441511,-78.209755
San Luis,LIMA,comercio,Pisco,4.119516323120637,False,34.95712923895255,170721.1752760539,537.7717021195697,-11.488653,-77.304542
Petter,AREQUIPA,comercio,Juliaca,6.4500747282212645,False,32.037356494322644,166081.87207801896,523.1578970457597,-17.027206,-72.016763
AGROSERVICIOS GENERALES ZYM E.I.R.L.,UCAYALI,canal,Tarma,10.703827538022503,False,33.75373050486421,165863.52901279755,522.4701163903122,-8.286410027749952,-74.63821764849997
Ferretería Eleodoro Quiroga Ramos,PIURA,comercio,Chiclayo,3.00883433913856,True,42.39387195516402,165747.05829317402,522.1032336234981,-5.212731,-80.622587
AGROSERVICIOS TINCO E.I.R.L.,LIMA,canal,Pisco,1.3603158680328946,True,33.76258876427952,164887.36231169433,519.395191281837,-13.048479710333282,-76.42218339299997
Vivero de Pucyura,CUSCO,comercio,Sicuani,2.85466213676564,True,77.3318049501062,163673.70417208024,515.5721681420526,-13.475444,-72.113055
AGRO SERVICIOS MIGUEL ANGEL E.I.R.L.,LAMBAYEQUE,canal,Chiclayo,0.2255086737093366,True,36.638985073662745,163121.4895099637,513.8326919563855,-6.794128027666621,-79.90091932733328
AGROSERVICIOS SAN ANTONIO H & H E.I.R.L,APURIMAC,canal,Sicuani,8.461193752423998,False,29.19699663095817,162994.52194882618,513.4327441388024,-13.65811727023072,-73.03205707253844
Guadalupe,LIMA,comercio,Pisco,1.3603158680328946,True,33.07697568631889,161539.01326237808,508.8478917764908,-13.053684,-76.429216
BioFarmer,ANCASH,comercio,Huamachuco,7.879722620612915,False,102.78589559438268,161414.1375939933,508.4545334210788,-9.279409,-77.649223
INVERSIONES Y AGROSERVICIOS KAORI S.A.C.- INAGROK S.A.C.,ANCASH,canal,Huamachuco,5.150906301534969,False,102.36712150984172,160756.49816484787,506.3829692192707,-9.100063667999962,-78.43591670099994
Ferretería La Económica,AYACUCHO,comercio,Pisco,6.257969869011292,False,51.435987990443614,159769.13660577234,503.2727803081828,-13.171535,-74.209061
Ferretería Maderera El Oriente,LIMA,comercio,Pisco,1.852707619059084,True,32.670247706937474,159552.66369165084,502.5908906287,-12.657407,-76.636514
AGROVETERINARIA BELEN S.R.L.,CUSCO,canal,Sicuani,3.2080566631666327,True,75.19449680316038,159150.06552697826,501.32270640998144,-13.488168709833294,-71.97455360566663
SEMILLERA DE AGRICULTOR S.A.C.,AREQUIPA,canal,Juliaca,3.392338829824227,True,30.635362247160707,158813.92444780393,500.2638620105823,-16.13866168249993,-71.61948592699994
San Juan,LIMA,comercio,Pisco,3.983790316933098,True,32.51828466102428,158810.5172293515,500.2531292724572,-11.594117,-77.258095
Vivero Costa Verde,LIMA,comercio,Pisco,4.57272988343412,False,31.63282708533493,154486.18164259722,486.6314721741811,-11.479721,-77.207039
Vivero Galan de Noche,LIMA,comercio,Pisco,1.3546836111220275,True,31.1748849201656,152249.71582437286,479.5866048467744,-13.213412,-76.223742
Negociaciones y ferretería Abihail,ANCASH,comercio,Tarma,9.422297641871316,False,96.34205558070688,151294.78344927944,476.57856786523007,-9.583562,-77.176671
Sodimac,PIURA,comercio,Chiclayo,3.5016477423964028,True,38.1836989609694,149286.5710456033,470.2526987936503,-4.906156,-80.704861
AGRO VETERINARIA BUSTAMANTE E.I.R.L.,SAN MARTIN,canal,Bellavista,3.774667494082822,True,32.42764286072235,148894.76396369754,469.0185064856471,-5.989784628999947,-77.16786541466662
AGROSERVICIOS GENERALES REGALADO SAC,CAJAMARCA,canal,Huamachuco,5.542075257930722,True,80.3216567603111,147156.33729463496,463.5424624781,-6.683780526687457,-78.50303553493745
Ferreteria Miguelito,LIMA,comercio,Pisco,1.852707619059084,True,30.076735459957327,146886.6505339137,462.69294918182806,-12.652738,-76.633856
AGROSERVICIOS PERU E.I.R.L,LAMBAYEQUE,canal,Chiclayo,0.2764130371427082,True,32.94064656119927,146656.009212073,461.9664290180299,-6.736609266499954,-79.84224487999995
Electroferreteria,JUNIN,comercio,Tarma,1.715449670031545,True,49.8451924697547,145738.74761875655,459.0770549990831,-12.02918,-75.231611
Ferreteria Chilca,ANCASH,comercio,Huamachuco,7.879722620612915,False,91.4544981651465,143619.40288649217,452.4011190924503,-9.280548,-77.64676
C & C INSUMOS AGRICOLAS SOCIEDAD ANONIMA CERRADA,ICA,canal,Pisco,2.3914228485005604,True,21.43319525274172,142940.4293860352,450.2623525660108,-14.51565580749996,-75.16390665549996
INDUSTRIA & COMERCIALIZADORA AGROREGION SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,PUNO,canal,Juliaca,1.6572979721716612,True,83.67916174512993,140489.61096074554,442.5422745263484,-15.889851051249964,-70.01578390899996
AGROSERVICIOS MÚLTIPLES JUANITA E.I.R.L.- AGRO JUANITA E.I.R.L.,CAJAMARCA,canal,Chiclayo,3.7304901256479086,True,76.19837877185451,139602.1294893911,439.7467078915819,-7.084706101749958,-78.78336513824996
CONSTRUCCIONES ANDY ANTHONY S.A.C.,AYACUCHO,comercio,Pisco,6.257969869011292,False,44.50454469439819,138238.86657291523,435.4524297046829,-13.156735,-74.235188
Agromen Group,LA LIBERTAD,comercio,Huamachuco,3.834136827785757,True,35.49485857119209,136135.1354647116,428.8256767138415,-8.538654,-78.677713
ASOCIACION DEPORTIVA SEMILLERO DEL NORTE,PIURA,canal,,,False,34.74036086168795,135824.1734314314,427.8461463090088,-5.617652616499967,-80.76249016074998
Virgen de Lourdes Materiales de Construcción,CUSCO,comercio,Sicuani,2.739454037330924,True,63.635092000427406,134684.44490285704,424.25600144399954,-13.312494,-72.110585
F&A,ANCASH,comercio,Huamachuco,7.142206109637501,False,85.32978872828238,134001.20881377114,422.103807763379,-9.062461,-77.790399
El Nazareno,AREQUIPA,comercio,Juliaca,4.437874042686684,True,25.46067388175024,131988.30507124856,415.7631609744329,-16.437173,-71.561833
San Lorenzo,LIMA,comercio,Pisco,2.713858820494706,True,26.44275509895099,129139.2721974285,406.7887074218996,-12.294719,-76.852894
Santa Rosa,SAN MARTIN,comercio,Bellavista,1.643692585136887,True,28.07334744601232,128901.58127120076,406.0399810042823,-6.477878,-76.386476
Mirasur garden,LIMA,comercio,Pisco,1.852707619059084,True,26.164268048330115,127779.21667753244,402.5045325342271,-12.697871,-76.643027
AGROVETERINARIA AQUATERRA S.A.C.,LIMA,canal,Pisco,2.713858820494706,True,26.06880677042108,127313.00958579492,401.035980195254,-12.185408900399954,-76.84220434319997
Tecni Services S.A.C.,LIMA,comercio,Pisco,4.57272988343412,False,25.8982552872134,126480.0822175531,398.41225898529217,-11.493161,-77.201388
