cod_se,dep,prov,dist,region_nat,lat,lon,horas_capital_real,horas_puerto_real,clientes,sam_usd,con_comercio,con_sitio,sin_nada,cubierto_greedy
6040101,CAJAMARCA,CHOTA,CHOTA,SIERRA,-6.496377850999977,-78.69529400399995,1.2105310546375403,4.414138886448057,50.90199355827168,93256.92764758343,True,True,False,True
6040102,CAJAMARCA,CHOTA,CHOTA,SIERRA,-6.522575341999925,-78.65157624399995,1.4103011320806609,4.707817421443684,34.55582866404856,63309.31635980675,True,True,False,False
6040103,CAJAMARCA,CHOTA,CHOTA,SIERRA,-6.557987240999978,-78.59285108499995,0.8698146747721539,4.765708123618499,60.17016070527294,110237.024744648,True,True,False,True
6040104,CAJAMARCA,CHOTA,CHOTA,SIERRA,-6.590453796999952,-78.61700422699994,0.6187978422256643,4.303517514958541,28.477475725442066,52173.23935010801,True,True,False,True
6040105,CAJAMARCA,CHOTA,CHOTA,SIERRA,-6.628746799999931,-78.63978262799998,0.7201585378904328,4.530148845536132,44.725684863561526,81941.38708015262,True,True,False,True
6040106,CAJAMARCA,CHOTA,CHOTA,SIERRA,-6.587449783999944,-78.67423865799998,1.024281616395368,4.358439962059895,34.87995949306843,63903.15253708049,True,True,False,True
6040201,CAJAMARCA,CHOTA,ANGUIA,SIERRA,-6.340867844999934,-78.62463486899998,3.011872046224884,6.202779032520294,52.79644136073525,96727.72258696474,False,True,False,False
6040202,CAJAMARCA,CHOTA,ANGUIA,SIERRA,-6.336044137999977,-78.53913173099994,3.2449825438505733,6.542498833213597,53.50332124587034,98022.78868743309,False,True,False,False
6040301,CAJAMARCA,CHOTA,CHADIN,SIERRA,-6.447985446999951,-78.43737805099994,2.109830744608648,6.60479533982806,4.853530787281348,8892.095138605093,False,True,False,False
6040302,CAJAMARCA,CHOTA,CHADIN,SIERRA,-6.427495363999981,-78.42372011299994,2.427567895513587,6.922532490733,9.610644382094009,17607.545503332283,False,True,False,False
6040303,CAJAMARCA,CHOTA,CHADIN,SIERRA,-6.446675322999965,-78.39609381099996,2.305341571204854,6.800306166424268,21.397194515062733,39201.541654122746,False,True,False,False
6040401,CAJAMARCA,CHOTA,CHIGUIRIP,SIERRA,-6.406021321999958,-78.68549292799997,2.5287300481797117,5.228653812889907,10.1164092588884,18534.15122591383,False,True,False,False
6040402,CAJAMARCA,CHOTA,CHIGUIRIP,SIERRA,-6.437293181999962,-78.70265667399997,2.1210867140379954,5.418603003401019,15.744940001024704,28846.114422025374,False,True,False,False
6040403,CAJAMARCA,CHOTA,CHIGUIRIP,SIERRA,-6.442072505999931,-78.73156841999997,2.0027473169570627,5.029951162471285,9.796756529898088,17948.519321621585,True,True,False,False
6040404,CAJAMARCA,CHOTA,CHIGUIRIP,SIERRA,-6.4121677449999765,-78.71536442499996,2.020796141541751,5.173775120282507,12.177567363908924,22310.374097225977,False,True,False,False
6040501,CAJAMARCA,CHOTA,CHIMBAN,SELVA ALTA,-6.262335630999928,-78.44138329499998,4.189823942369591,8.321241064463067,22.175682206364897,40627.79955145224,True,True,False,False
6040502,CAJAMARCA,CHOTA,CHIMBAN,SELVA ALTA,-6.3224988329999405,-78.46048481599996,3.9127774262656767,8.407742021485088,32.51611270109054,59572.37737800755,False,False,True,False
6040601,CAJAMARCA,CHOTA,CHOROPAMPA,SIERRA,-6.328167898999936,-78.39469336399998,3.752173666819656,8.247138262039067,18.796774947641133,34437.34437028201,False,False,True,False
6040602,CAJAMARCA,CHOTA,CHOROPAMPA,SIERRA,-6.382972503999952,-78.36238267299996,3.106001304775296,7.600965899994708,28.995250414383097,53121.84810447924,False,True,False,False
6040603,CAJAMARCA,CHOTA,CHOROPAMPA,SIERRA,-6.4243990489999305,-78.33319871099997,3.3202743437755675,7.81523893899498,11.938569411691574,21872.50883538041,False,True,False,False
6040701,CAJAMARCA,CHOTA,COCHABAMBA,SIERRA,-6.457784192999952,-78.85011585499996,1.6369814893571497,3.770177009438599,25.03186855231202,45860.58406129827,True,True,False,True
6040702,CAJAMARCA,CHOTA,COCHABAMBA,SIERRA,-6.45772739399996,-78.81899369399997,2.434258810874037,4.567454330955486,8.992648350734873,16475.322437904088,True,True,False,False
6040703,CAJAMARCA,CHOTA,COCHABAMBA,SIERRA,-6.536074031999931,-78.79923363799998,1.2305330778236974,3.919866569387117,17.660542171618776,32355.666023774284,True,True,False,True
6040704,CAJAMARCA,CHOTA,COCHABAMBA,SIERRA,-6.498572059999958,-78.86672405899998,1.8137463961992548,3.993002062657911,27.96925235678233,51242.12945427154,True,True,False,True
6040705,CAJAMARCA,CHOTA,COCHABAMBA,SIERRA,-6.4490800899999385,-78.89601674899995,1.8077628251862152,3.940958345267664,7.52431693198341,13785.210178854324,True,True,False,True
6040801,CAJAMARCA,CHOTA,CONCHAN,SIERRA,-6.487455742999941,-78.57514281299996,1.681781983847318,4.979298273210343,64.6168247472689,118383.70423300251,True,True,False,False
6040802,CAJAMARCA,CHOTA,CONCHAN,SIERRA,-6.447521181999946,-78.62799503999997,1.7554948392585674,5.053011128621592,23.119045801007857,42356.12460006297,True,True,False,False
6040803,CAJAMARCA,CHOTA,CONCHAN,SIERRA,-6.439068010999961,-78.67057322299996,2.0627951142124177,5.360311403575443,21.68194470947827,39723.22904634335,False,True,False,False
6040901,CAJAMARCA,CHOTA,HUAMBOS,SIERRA,-6.398719709999966,-78.97850361199994,2.6698769739790453,3.812894939180085,30.12242495211628,55186.93096201497,False,True,False,False
6040902,CAJAMARCA,CHOTA,HUAMBOS,SIERRA,-6.392883294999933,-78.94195379399997,2.761957146436975,4.895152666518426,39.69611542265968,72726.77365029298,False,True,False,False
6040903,CAJAMARCA,CHOTA,HUAMBOS,SIERRA,-6.470795369999962,-78.91957448499994,1.7708850115768942,3.329291423144838,27.07395009914112,49601.85700073819,True,True,False,True
6040904,CAJAMARCA,CHOTA,HUAMBOS,SIERRA,-6.485904201999972,-78.98745636999996,2.117497561096007,3.3135731024152366,29.067743662591543,53254.66210901079,False,True,False,True
6040905,CAJAMARCA,CHOTA,HUAMBOS,SIERRA,-6.44572072699998,-79.03195221699997,2.03894019775469,2.964459123637296,18.2342916780578,33406.825565267834,False,True,False,False
6041001,CAJAMARCA,CHOTA,LAJAS,SIERRA,-6.519780475999937,-78.74878666399997,1.5286376631433785,4.542576573564966,14.983571101286584,27451.21965597431,True,True,False,True
6041002,CAJAMARCA,CHOTA,LAJAS,SIERRA,-6.52371588099993,-78.72985274799998,1.381774828276336,4.395713738697923,17.40926081676045,31895.296488298565,True,True,False,True
6041003,CAJAMARCA,CHOTA,LAJAS,SIERRA,-6.562063750999926,-78.71222723099999,1.056764876225431,4.163346066203131,16.164486478779477,29614.76045699815,True,True,False,True
6041004,CAJAMARCA,CHOTA,LAJAS,SIERRA,-6.6175307469999325,-78.70402985599998,1.455779857056248,4.47413173695455,38.15202310166185,69897.8607572127,True,True,False,True
6041005,CAJAMARCA,CHOTA,LAJAS,SIERRA,-6.5882919249999645,-78.75174926499994,1.3363425715490764,4.333246297715821,29.93882096325555,54850.5523114344,True,True,False,True
6041101,CAJAMARCA,CHOTA,LLAMA,COSTA,-6.445661918999974,-79.16358594399998,1.9430654973249968,2.414723196338642,17.6790502193554,32389.574394508258,False,True,False,False
6041102,CAJAMARCA,CHOTA,LLAMA,COSTA,-6.4669291419999695,-79.11859617099998,1.8603367313764556,2.331994430390101,12.348550121667506,22623.62954273269,False,True,False,False
6041103,CAJAMARCA,CHOTA,LLAMA,COSTA,-6.484389691999979,-79.07274677699996,1.911138578437804,2.836657504320409,6.232859181847526,11419.146031947022,False,True,False,False
6041104,CAJAMARCA,CHOTA,LLAMA,COSTA,-6.574488875999975,-79.11723025999999,2.147286816552747,2.692716252200738,14.688678117256435,26910.949781396663,False,True,False,False
6041105,CAJAMARCA,CHOTA,LLAMA,COSTA,-6.563133043999926,-79.16351798199997,2.212010545942956,2.6836682449566016,22.055477724799005,40407.574372501775,False,True,False,False
6041106,CAJAMARCA,CHOTA,LLAMA,COSTA,-6.561404872999958,-79.20526064099994,1.4370304232916844,1.90868812230533,4.068622108638691,7454.073427916245,False,True,False,False
6041107,CAJAMARCA,CHOTA,LLAMA,COSTA,-6.62853870899994,-79.28492649799995,1.5443085628873887,1.9397471668399748,11.796283370101245,21611.82829699128,False,True,False,False
6041201,CAJAMARCA,CHOTA,MIRACOSTA,SIERRA,-6.277577293999968,-79.26348833299994,1.9222886922363969,4.169840574999591,17.148126653670314,31416.87574185509,False,True,False,False
6041202,CAJAMARCA,CHOTA,MIRACOSTA,SIERRA,-6.359429236999972,-79.26726211899995,0.5385268034624073,4.099185453847303,40.50537089335749,74209.40082466645,False,True,False,False
6041203,CAJAMARCA,CHOTA,MIRACOSTA,SIERRA,-6.501812979999954,-79.29863745699998,2.323913988429433,2.7706995164825456,16.005551981622663,29323.578484231395,False,False,True,False
6041204,CAJAMARCA,CHOTA,MIRACOSTA,SIERRA,-6.338367784999946,-79.39692122099996,0.466463556863853,2.531614720310522,19.71883068300648,36126.631547248224,True,True,False,False
6041205,CAJAMARCA,CHOTA,MIRACOSTA,SIERRA,-6.342196870999942,-79.34373916699997,1.427769262434358,3.685911389527967,16.33559472749393,29928.245812969544,False,True,False,False
6041301,CAJAMARCA,CHOTA,PACCHA,SIERRA,-6.507790960999955,-78.43055277599996,1.5587382824498537,6.053702877669269,7.187150047362951,13167.490801553004,False,True,False,False
6041302,CAJAMARCA,CHOTA,PACCHA,SIERRA,-6.517483095999978,-78.38203636799994,2.3976055056234133,6.892570100842829,36.74287645337489,67316.18020134816,False,True,False,False
6041303,CAJAMARCA,CHOTA,PACCHA,SIERRA,-6.55199534999997,-78.40640259899999,2.21429965060619,6.709264245825605,31.282555937131505,57312.392928596506,False,True,False,False
6041401,CAJAMARCA,CHOTA,PION,SELVA ALTA,-6.164591432999941,-78.49929441799998,8.429983626972017,10.563179147053464,22.72017761987871,41625.363022603306,False,True,False,False
6041402,CAJAMARCA,CHOTA,PION,SELVA ALTA,-6.209020113999941,-78.45175966599999,3.889759643078537,8.021176765172013,19.094882644992605,34983.5038823111,True,True,False,False
6041501,CAJAMARCA,CHOTA,QUEROCOTO,SIERRA,-6.334448145999943,-79.15476715199998,4.187487126045253,5.330505091246293,49.298089881961324,90318.43509278524,False,True,False,False
6041502,CAJAMARCA,CHOTA,QUEROCOTO,SIERRA,-6.336238166999976,-79.05453703599994,2.9613829678019203,4.104400933002959,29.34092432222767,53755.15309628894,False,True,False,False
6041503,CAJAMARCA,CHOTA,QUEROCOTO,SIERRA,-6.334972366999978,-78.99747800599994,3.0907270437555803,4.308497264193415,36.03363185768602,66016.7817432332,False,True,False,False
6041504,CAJAMARCA,CHOTA,QUEROCOTO,SIERRA,-6.387388551999948,-79.01829314299994,2.4366733289500697,3.579691294151109,22.919202748365752,41989.99455684998,False,True,False,False
6041505,CAJAMARCA,CHOTA,QUEROCOTO,SIERRA,-6.391614928999957,-79.07135074299998,3.652638306779585,4.795656271980627,28.015623171426924,51327.08486375504,False,True,False,False
6041601,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,SIERRA,-6.394351638999979,-79.21279993499996,0.2636169289966296,4.046024809967071,9.953690078542326,18236.035380784186,False,True,False,False
6041602,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,SIERRA,-6.446531012999969,-79.22646450999997,1.1601385279748615,3.293400992083289,5.2437113930997565,9606.940314259018,False,False,True,False
6041603,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,SIERRA,-6.537460386999953,-79.24681563999997,1.744921255243464,2.1917067832965764,6.475486498528023,11863.660608593178,False,True,False,False
6041604,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,SIERRA,-6.493108363999966,-79.27145322699994,2.1729771275699354,2.619762655623048,10.149625200953192,18595.005752217134,False,False,True,False
6041701,CAJAMARCA,CHOTA,TACABAMBA,SIERRA,-6.385722452999971,-78.49371132299996,4.037183659606675,7.334699948969698,39.00335520975403,71457.57603079092,False,True,False,False
6041702,CAJAMARCA,CHOTA,TACABAMBA,SIERRA,-6.428008477999981,-78.48481900199994,3.738248396254149,7.035764685617172,33.906110963736474,62118.976407796894,False,True,False,False
6041703,CAJAMARCA,CHOTA,TACABAMBA,SIERRA,-6.418765078999968,-78.56202891099997,3.034871522622958,6.332387811985983,12.663392846977562,23200.44909737343,False,True,False,False
6041704,CAJAMARCA,CHOTA,TACABAMBA,SIERRA,-6.389407852999966,-78.58158237599997,2.6790146260803978,5.976530915443421,19.16175631627467,35106.022327824256,False,True,False,False
6041705,CAJAMARCA,CHOTA,TACABAMBA,SIERRA,-6.396080944999937,-78.63825818399994,2.4711275728501634,5.768095338718388,20.113285246436675,36849.30698902552,False,True,False,False
6041706,CAJAMARCA,CHOTA,TACABAMBA,SIERRA,-6.366652920999968,-78.68530050099997,3.5614781948519205,5.694673714933368,15.718567448879226,28797.79758774465,False,True,False,False
6041801,CAJAMARCA,CHOTA,TOCMOCHE,COSTA,-6.398230410999929,-79.36410113899996,1.818595978312667,3.019801646318339,6.694193654497367,12264.351347687569,False,True,False,False
6041802,CAJAMARCA,CHOTA,TOCMOCHE,COSTA,-6.457867828999952,-79.32452979799996,1.8428197203291428,3.4721786643534283,4.011605939010146,7349.614792132079,False,True,False,False
6041803,CAJAMARCA,CHOTA,TOCMOCHE,COSTA,-6.490122645999975,-79.36358467299993,1.96186243378942,2.240331022138164,3.210892311856272,5882.637026154411,False,True,False,False
6041804,CAJAMARCA,CHOTA,TOCMOCHE,COSTA,-6.432985454999937,-79.41179114199997,2.305260916638653,2.667594961938033,2.225065330092439,4076.515318835825,False,True,False,False
6041901,CAJAMARCA,CHOTA,CHALAMARCA,SIERRA,-6.47279767699996,-78.50781701099999,3.595606473390893,6.893122762753917,19.073351344683903,34944.05664705207,False,True,False,False
6041902,CAJAMARCA,CHOTA,CHALAMARCA,SIERRA,-6.4909471639999765,-78.46003658699993,2.081008514479427,6.062133189018619,25.89033657032324,47433.37294925779,False,True,False,False
6041903,CAJAMARCA,CHOTA,CHALAMARCA,SIERRA,-6.5533959839999625,-78.47988302999994,1.5913533967826434,6.086317992002057,27.98450978553984,51270.08240523205,False,True,False,False
6041904,CAJAMARCA,CHOTA,CHALAMARCA,SIERRA,-6.540461593999964,-78.52361175899995,2.3507494347362488,5.648265724099272,48.52056394462068,88893.93921327339,False,True,False,False
6050101,CAJAMARCA,CONTUMAZA,CONTUMAZA,SIERRA,-7.270595975999981,-78.68139013999996,1.4087190504782043,2.980830322553388,10.02587595607664,18368.28625521581,False,True,False,False
6050103,CAJAMARCA,CONTUMAZA,CONTUMAZA,SIERRA,-7.348006876999932,-78.73347422999996,2.3500207902477768,3.49110020486924,22.88948262319802,41935.54467446431,False,True,False,False
6050104,CAJAMARCA,CONTUMAZA,CONTUMAZA,SIERRA,-7.391544764999935,-78.81646468699995,2.555778151628608,3.339380401714701,27.132491874951462,49709.11068118307,False,True,False,False
6050105,CAJAMARCA,CONTUMAZA,CONTUMAZA,SIERRA,-7.34994239699995,-78.78800394099994,2.0305636798681213,3.1716430944895846,21.83953142825548,40011.94177061814,False,True,False,False
6050201,CAJAMARCA,CONTUMAZA,CHILETE,COSTA,-7.256345170999964,-78.82166272899997,1.582917354604392,2.723996769225856,7.416060788008974,13586.875404903416,False,True,False,False
6050301,CAJAMARCA,CONTUMAZA,CUPISNIQUE,SIERRA,-7.310989481999968,-79.02864463399999,1.716671957819225,2.4691644206932124,4.421463986688429,8100.510771370248,False,True,False,False
6050302,CAJAMARCA,CONTUMAZA,CUPISNIQUE,SIERRA,-7.3885208929999635,-79.07570631799996,2.5531349076366,3.305627370510587,15.09183494885291,27649.56854358288,False,False,True,False
6050401,CAJAMARCA,CONTUMAZA,GUZMANGO,SIERRA,-7.345097703999954,-78.92752874699994,2.4842553843603925,4.507988012583287,6.0892139974145065,11155.975424370356,False,False,True,False
6050402,CAJAMARCA,CONTUMAZA,GUZMANGO,SIERRA,-7.372111687999961,-78.91368827799994,2.407270945796613,4.431003574019507,15.387104603704085,28190.528512222623,False,True,False,False
6050501,CAJAMARCA,CONTUMAZA,SAN BENITO,COSTA,-7.511934056999962,-78.91893739799997,0.979150213678557,2.7779110819409047,15.720570199776269,28801.46680347563,False,True,False,False
6050502,CAJAMARCA,CONTUMAZA,SAN BENITO,COSTA,-7.495545590999939,-78.99673006299997,0.7957953640855369,2.8678120917144483,8.91905466229739,16340.492330119085,False,True,False,False
6050601,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,SIERRA,-7.314287287999946,-78.84943587399994,1.9390724002207995,3.080151814842263,5.618581753460487,10293.735774113911,False,True,False,False
6050602,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,SIERRA,-7.339435023999954,-78.87568865799994,2.299647343357611,4.323379971580506,16.967825562520467,31086.548290281065,False,True,False,False
6050701,CAJAMARCA,CONTUMAZA,TANTARICA,SIERRA,-7.241216531999953,-78.93847790399997,1.8496184459401916,2.670029389629009,2.8623636254732028,5244.101829061891,True,True,False,False
6050702,CAJAMARCA,CONTUMAZA,TANTARICA,SIERRA,-7.300279065999973,-78.95818070099995,2.951957497480746,4.975690125703641,15.560142176503732,28507.548559549785,False,False,True,False
6050801,CAJAMARCA,CONTUMAZA,YONAN,COSTA,-7.331818461999944,-79.27682107099997,1.1231983309163094,1.875690793790294,13.016530089231912,23847.427574019544,True,True,False,True
6050802,CAJAMARCA,CONTUMAZA,YONAN,COSTA,-7.273154377999958,-79.18609236299994,1.2792105010006476,2.031702963874633,3.1113278843829786,5700.2262410341655,True,True,False,False
6050803,CAJAMARCA,CONTUMAZA,YONAN,COSTA,-7.246755210999936,-79.05624166699994,1.3237767447180606,2.0762692075920475,3.15420369539936,5778.778496580085,True,True,False,False
6050804,CAJAMARCA,CONTUMAZA,YONAN,COSTA,-7.1895637569999735,-78.99420118799998,1.483476269444288,2.235968732318276,0.5397975871320045,988.9566401732636,True,True,False,False
6060101,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.282720909999966,-78.96208670899995,2.2892208951612867,5.180326083758163,16.876526990647864,30919.28127937894,False,True,False,False
6060102,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.297114044999944,-78.91433580099994,2.5562436566588165,5.027357762368088,23.11905401377124,42356.13964656756,True,True,False,False
6060103,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.318387493999978,-78.88919763999996,2.7656147759124563,4.898810295993908,18.431001628994725,33767.215490685674,True,True,False,False
6060104,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.342494685999952,-78.86657803599996,2.3799445268170207,4.513140046898471,17.363301066515792,31811.094184937683,True,True,False,False
6060105,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.327462107999963,-78.83332479699999,1.7726548420440973,4.565167460742103,14.85629016230157,27218.02978484965,True,True,False,False
6060106,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.324309900999936,-78.77986962199998,2.876760548004302,5.009956068085753,13.064142578453012,23934.657840498803,True,True,False,False
6060107,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.3538826819999485,-78.78750856399995,2.240018745474548,4.373214265555998,14.557714993198216,26671.01382346965,True,True,False,False
6060108,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.369094701999927,-78.73397949899999,2.656710727816329,4.78990624789778,9.114209467540936,16698.03309189379,True,True,False,False
6060109,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.391872877999958,-78.73869408199994,2.2885290140210865,4.781737414530248,7.3614710511394,13486.86220727259,True,True,False,False
6060110,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.403854088999935,-78.76018782699998,2.082543708424519,4.614980143442008,12.349011295804562,22624.47445429953,True,True,False,False
6060111,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.447239393999951,-78.76211915999994,1.5301802487774117,4.49587929898824,22.39693503381085,41033.1541845145,True,True,False,False
6060112,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.50678454499996,-78.77742881899997,1.5171491262724683,4.531088036694058,32.76410432966492,60026.71984568894,True,True,False,True
6060113,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.486273248999964,-78.81695897299994,1.34499535678137,3.877171244298165,8.741566367543518,16015.318168851583,True,True,False,True
6060114,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.445904077999956,-78.79441870899996,2.5796638286070337,4.7128593486884816,15.175960952419045,27803.694778714835,True,True,False,False
6060115,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.396041449999927,-78.80260949299998,2.0174124146558925,4.150607934737342,25.039732855260585,45874.99215575205,True,True,False,False
6060116,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.42744150599998,-78.86879832399995,1.7650260735686687,3.898221593650117,8.36158414597516,15319.15732981486,True,True,False,True
6060117,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.400834049999958,-78.85250925799994,1.8519165322434337,3.985112052324882,24.69758554394304,45248.14819884831,True,True,False,True
6060118,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.40511283799998,-78.89513556899999,2.2115318865689764,4.344727406650426,10.919298627417469,20005.11514138825,True,True,False,False
6060119,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.379613314999972,-78.88000243799996,2.20750554652541,4.340701066606861,9.368109767921483,17163.200765831403,True,True,False,False
6060120,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.370441563999975,-78.83216532299997,2.116904627652413,4.250100147733863,11.083520979240022,20305.984928825943,True,True,False,False
6060121,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.353581900999927,-78.90810685599996,2.478964842231899,4.61216036231335,18.7784469791554,34403.76592056875,True,True,False,False
6060122,CAJAMARCA,CUTERVO,CUTERVO,SIERRA,-6.3139144859999305,-78.95407489199994,2.490313401616556,5.381418590213433,12.448254020350731,22806.295851372244,False,True,False,False
6060201,CAJAMARCA,CUTERVO,CALLAYUC,SELVA ALTA,-6.056529156999943,-78.99467479199996,2.0182148152498463,4.844450449394896,30.24983989054444,55420.36633190109,False,True,False,False
6060202,CAJAMARCA,CUTERVO,CALLAYUC,SELVA ALTA,-6.081415453999966,-78.92779501199999,0.9803581228869094,4.350164572753095,34.14827022053276,62562.633457582015,True,True,False,False
6060203,CAJAMARCA,CUTERVO,CALLAYUC,SELVA ALTA,-6.1570253349999575,-78.89641605899999,0.0949187470337169,4.738429918563692,26.45137122751549,48461.23776900536,False,True,False,False
6060204,CAJAMARCA,CUTERVO,CALLAYUC,SELVA ALTA,-6.183869039999934,-78.83565640299997,1.0929261746243957,4.794073786367719,11.45807699113521,20992.20447465355,False,True,False,False
6060205,CAJAMARCA,CUTERVO,CALLAYUC,SELVA ALTA,-6.229215391999958,-78.89993357799995,0.6607712983589311,5.304282469888905,25.377165061781188,46493.19762610229,False,True,False,False
6060206,CAJAMARCA,CUTERVO,CALLAYUC,SELVA ALTA,-6.163948845999926,-78.94408837699996,0.4615888809715127,5.105100052501489,39.65689356379124,72654.915756348,False,True,False,False
6060301,CAJAMARCA,CUTERVO,CHOROS,SELVA ALTA,-5.874241006999966,-78.74647355799993,1.15965186412124,4.73581733191818,7.43877717796034,13628.49382858428,True,True,False,False
6060302,CAJAMARCA,CUTERVO,CHOROS,SELVA ALTA,-5.967640555999935,-78.79643358799996,2.0153009962047905,5.219453996005632,41.81358923056251,76606.17184072315,False,True,False,False
6060401,CAJAMARCA,CUTERVO,CUJILLO,SELVA ALTA,-6.094842609999944,-78.56841779499996,7.498110494218893,9.631306014300336,9.67896137285631,17732.708237034003,False,True,False,False
6060402,CAJAMARCA,CUTERVO,CUJILLO,SELVA ALTA,-6.142669607999949,-78.54723826699995,8.011412322336495,10.144607842417942,16.789998785275575,30760.753999329663,False,True,False,False
6060501,CAJAMARCA,CUTERVO,LA RAMADA,SELVA ALTA,-6.2242522979999535,-78.55762447499995,5.8955205855657375,8.028716105647185,17.84472627370657,32693.107492792056,False,False,True,False
6060502,CAJAMARCA,CUTERVO,LA RAMADA,SELVA ALTA,-6.19855092399996,-78.54636444699997,5.620999749139864,7.754195269221311,1.144741359337165,2097.266819239428,False,True,False,False
6060601,CAJAMARCA,CUTERVO,PIMPINGOS,SELVA ALTA,-6.088957938999954,-78.77511884799998,2.6678083447831047,5.817412550102859,76.31740756673355,139820.2007069615,False,True,False,False
6060602,CAJAMARCA,CUTERVO,PIMPINGOS,SELVA ALTA,-6.024010553999972,-78.75048895599997,2.1547258837844865,5.304330089104239,33.19360640805336,60813.60541634747,False,True,False,False
6060701,CAJAMARCA,CUTERVO,QUEROCOTILLO,SELVA ALTA,-6.16048070599993,-79.16665951599998,2.806853670513178,5.061504646173258,17.21503681769231,31539.461045276345,False,True,False,False
6060702,CAJAMARCA,CUTERVO,QUEROCOTILLO,SELVA ALTA,-6.109371292999981,-79.03136676799994,1.686071007324475,4.208287917511841,32.43570241702916,59425.058667704994,True,True,False,False
6060703,CAJAMARCA,CUTERVO,QUEROCOTILLO,SELVA ALTA,-6.209176973999945,-78.98588572699998,1.6208031719225244,4.644677365111641,78.73638616014344,144251.98217360352,False,True,False,False
6060704,CAJAMARCA,CUTERVO,QUEROCOTILLO,SELVA ALTA,-6.269601177999959,-79.02993503999994,2.738479725174768,4.637250716209072,47.227830204628994,86525.5373407616,False,True,False,False
6060705,CAJAMARCA,CUTERVO,QUEROCOTILLO,SELVA ALTA,-6.243492217999972,-79.12140781499994,4.711663396740947,6.61043438777525,95.60160560235944,175150.54703006326,False,True,False,False
6060801,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,SIERRA,-6.223962576999952,-78.77286000399994,3.273698775893404,6.10626636886301,41.145020764739066,75381.29562888328,False,True,False,False
6060802,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,SIERRA,-6.224261812999941,-78.68982097299994,3.973465121742756,6.106660641824209,27.70935951755006,50765.9829222764,False,True,False,False
6060901,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,SELVA ALTA,-6.172786559999963,-78.60055255999998,5.354273577555843,7.48746909763729,37.32774347584635,68387.70800969693,False,True,False,False
6061001,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,SIERRA,-6.277879880999933,-78.57592105499998,3.9414047797870895,6.074600299868537,46.30678916283612,84838.1091716349,False,True,False,False
6061002,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,SIERRA,-6.2448145359999785,-78.59837044199998,4.234433694774975,6.367629214856423,29.924118433703043,54823.61598460576,False,True,False,False
6061101,CAJAMARCA,CUTERVO,SANTA CRUZ,SELVA ALTA,-6.136274921999927,-78.80684882299994,2.380829494761296,5.530433700081053,29.252433220696005,53593.02961789224,False,True,False,False
6061102,CAJAMARCA,CUTERVO,SANTA CRUZ,SELVA ALTA,-6.091425517999937,-78.85869994399997,1.4945497752755217,4.644153980595279,34.35061327901559,62933.34373130288,False,True,False,False
6061201,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,SELVA ALTA,-6.256769684999938,-78.87925467399998,1.2511144481391026,4.952262059882426,21.68074952694887,39721.039366865625,False,True,False,False
6061202,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,SELVA ALTA,-6.243530334999946,-78.82315693299995,1.337967160348633,5.039114772091955,16.70918240146862,30612.691278587765,False,True,False,False
6061203,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,SELVA ALTA,-6.274405264999928,-78.83504388199998,1.4025189704458711,5.023930184538231,18.36075079080944,33638.50977847564,True,True,False,False
