cod_se,dep,prov,dist,sector,region_nat,lat,lon,ha_agricola,s_ha_cosechada,s_clientes_sam,s_sam_usd,km_capital,km_via_capital,horas_capital,accesible,km_puerto_maritimo,puerto_maritimo,horas_puerto,costo_viaje_usd,costo_pct_venta
5010203,AYACUCHO,HUAMANGA,ACOCRO,ACOCRO,SIERRA,-13.23171670399995,-74.03899554199995,2172.2529929141974,700.3904430970814,16.98484071264217,52757.87327249524,26.601886078719833,46.553300637759705,1.6626178799199895,1-2 h,252.10246329627165,Pisco (Gral. San Martín),15.756403956016978,59.85424367711963,1.9269442298796151
5010205,AYACUCHO,HUAMANGA,ACOCRO,PARCCO,SIERRA,-13.265128427999969,-74.00699064299994,1382.306161347286,445.6911915876885,10.808248414513695,33572.30190131452,30.01448864471139,52.52535512824493,1.8759055402944618,1-2 h,254.54902975011566,Pisco (Gral. San Martín),15.90931435938223,67.53259945060063,2.1741407934597516
5010206,AYACUCHO,HUAMANGA,ACOCRO,TANTANA,SIERRA,-13.273761710999963,-73.95967555799996,1081.6556064811289,348.7536912012367,8.45746247879333,26270.35138050765,35.18961424256001,61.58182492448002,2.1993508901600007,2-4 h,259.30844933980785,Pisco (Gral. San Martín),16.20677808373799,79.17663204576003,2.549008138585853
5010207,AYACUCHO,HUAMANGA,ACOCRO,PARCCAHUANCA,SIERRA,-13.21449947399998,-73.98963876799996,1006.1626214966922,324.412803939741,7.86718301822168,24436.840575015296,32.12450511631087,56.217883953544025,2.0077815697694295,2-4 h,257.7618187378531,Pisco (Gral. San Martín),16.11011367111582,72.28013651169945,2.3269827405633463
5010208,AYACUCHO,HUAMANGA,ACOCRO,CCOLLCCA,SIERRA,-13.32969103299996,-73.95476183299996,929.3248466624711,299.63832171401464,7.2663886491816925,22570.66863258148,36.66461269212165,64.16307221121289,2.291538293257603,2-4 h,258.46981968346495,Pisco (Gral. San Martín),16.15436373021656,82.49537855727371,2.6558516812975785
5010209,AYACUCHO,HUAMANGA,ACOCRO,MATARA,SIERRA,-13.36131476099996,-73.97798448499998,1424.7504598390356,459.3763291497273,11.140120278147345,34603.15370737583,35.268064509514545,61.719112891650454,2.204254031844659,2-4 h,255.29831003873633,Pisco (Gral. San Martín),15.95614437742102,79.35314514640773,2.554690791642603
5010210,AYACUCHO,HUAMANGA,ACOCRO,YANAHUANCO,SIERRA,-13.380192852999926,-74.02382242599998,1349.7704401690285,435.2008351481506,10.55385169208484,32782.101376628416,31.536840177598812,55.18947031079792,1.9710525110999257,1-2 h,250.02169077627323,Pisco (Gral. San Martín),15.626355673517077,70.95789039959733,2.284414421933503
5010211,AYACUCHO,HUAMANGA,ACOCRO,CHONTACA,SIERRA,-13.31209698799995,-74.05816846099998,1843.254960644203,594.3129841863131,14.412405922078491,44767.44280697429,25.32847953164106,44.32483918037186,1.5830299707275663,1-2 h,247.95092671608145,Pisco (Gral. San Martín),15.496932919755091,56.989078946192386,1.834703274072077
5010212,AYACUCHO,HUAMANGA,ACOCRO,SECCELAMBRAS,SIERRA,-13.268785514999934,-74.07182287699999,1023.459673794536,329.9898201356804,8.002428626829628,24856.936989242407,23.02957403558039,40.30175456226568,1.4393483772237743,1-2 h,247.6332767397677,Pisco (Gral. San Martín),15.477079796235481,51.816541580055876,1.6681788905165698
5010301,AYACUCHO,HUAMANGA,ACOS VINCHOS,ACOS VINCHOS,SIERRA,-13.087715647999971,-74.08429977799995,2045.0655315515976,659.3819221233631,15.990362270703883,49668.85003703112,28.207311247430205,49.36279468300286,1.7629569529643878,1-2 h,251.97814684541626,Pisco (Gral. San Martín),15.748634177838516,63.46645030671796,2.043235411497171
5010302,AYACUCHO,HUAMANGA,ACOS VINCHOS,URPAY,SIERRA,-13.13479104299995,-74.05773595699998,1834.910071316592,591.6223764381242,14.347157253320091,44564.76907833624,27.68630694249041,48.45103714935822,1.7303941839056507,1-2 h,253.11472721290488,Pisco (Gral. San Martín),15.819670450806555,62.29419062060342,2.0054957476186286
5010303,AYACUCHO,HUAMANGA,ACOS VINCHOS,HUAYCHAO,SIERRA,-13.159121549999952,-74.03003542899995,867.0636855900497,279.5637160702444,6.779568786647842,21058.521356747588,29.32883116184831,51.32545453323454,1.8330519476155194,1-2 h,255.20631952154534,Pisco (Gral. San Martín),15.950394970096584,65.98987011415869,2.1244742500286935
5010304,AYACUCHO,HUAMANGA,ACOS VINCHOS,HUAMANCCOCHA,SIERRA,-13.179429316999972,-74.00731792699997,772.2619130472182,248.9971772305002,6.03831396450304,18756.054784880755,30.993589411245278,54.23878146967924,1.9370993382028299,1-2 h,256.94496538873506,Pisco (Gral. San Martín),16.05906033679594,69.73557617530187,2.245063305004992
5010401,AYACUCHO,HUAMANGA,CARMEN ALTO,CAMPANAYOCC,SIERRA,-13.194807667999951,-74.23234306699999,627.1551345917293,202.211005826733,4.903724427082392,15231.822085601829,8.38879038028061,14.680383165491069,0.5242993987675382,<1 h,233.06860933679374,Pisco (Gral. San Martín),14.566788083549609,18.874778355631374,0.6076535765590815
5010402,AYACUCHO,HUAMANGA,CARMEN ALTO,CASAORCCO,SIERRA,-13.224825890999966,-74.23641721099995,453.6596622504888,146.2715866408488,3.5471637632495394,11018.10840999019,5.911131319331033,10.344479808829307,0.36944570745818955,<1 h,231.69215792142595,Pisco (Gral. San Martín),14.480759870089122,13.300045468494824,0.4281809325150586
5010403,AYACUCHO,HUAMANGA,CARMEN ALTO,TAMBOPUQUIO,SIERRA,-13.20687356899998,-74.25276268299996,119.21567062676247,38.43820984330989,0.9321470301347884,2895.4110149870103,5.973099345684833,10.452923854948459,0.3733187091053021,<1 h,230.56183877073354,Pisco (Gral. San Martín),14.410114923170847,13.439473527790877,0.4326696717896397
5010501,AYACUCHO,HUAMANGA,CHIARA,CHUPAS,SIERRA,-13.274426269999935,-74.23581064499996,1019.507800081289,328.7156340302344,7.971528936160574,24760.95716864486,5.761628080029509,10.082849140051641,0.3601017550018443,<1 h,230.27512962735833,Pisco (Gral. San Martín),14.392195601709895,12.963663180066396,0.41735145961723896
5010502,AYACUCHO,HUAMANGA,CHIARA,COCHABAMBA,SIERRA,-13.288363109999976,-74.21659746499995,1728.0164725221418,557.1571206561777,13.511356471989773,41968.62629145353,8.32207517588816,14.563631557804282,0.52012969849301,<1 h,231.89614772124057,Pisco (Gral. San Martín),14.493509232577535,18.72466914574836,0.6028209689098025
5010503,AYACUCHO,HUAMANGA,CHIARA,ORCCOHUASI,SIERRA,-13.238325630999952,-74.18125080299995,605.6650327349572,195.2820422065823,4.735693374471871,14709.888372507216,11.190049065730156,19.582585865027774,0.6993780666081347,<1 h,237.03149561943104,Pisco (Gral. San Martín),14.81446847621444,25.17761039789285,0.8105666047689565
5010504,AYACUCHO,HUAMANGA,CHIARA,CHIARA,SIERRA,-13.301296236999974,-74.18669824999995,1920.4466382818,619.2015738120884,15.015967456251962,46642.21004623228,11.852667574079156,20.74216825463852,0.7407917233799471,<1 h,234.6847442835332,Pisco (Gral. San Martín),14.667796517720825,26.668502041678096,0.8585642883728997
5010505,AYACUCHO,HUAMANGA,CHIARA,HUALLCCAPUCRO,SIERRA,-13.297446903999967,-74.16082379699998,454.2946234353731,146.47631451880835,3.5521285231643147,11033.529818930288,14.238613039104509,24.91757281843289,0.8899133149440318,<1 h,237.5083589770376,Pisco (Gral. San Martín),14.84427243606485,32.03687933798515,1.0313935318721372
5010506,AYACUCHO,HUAMANGA,CHIARA,ICHUBAMBA,SIERRA,-13.31338171699997,-74.12317579499995,109.20683248949754,35.211102042923564,0.8538879497999511,2652.324682145853,18.679138697025877,32.688492719795285,1.1674461685641173,1-2 h,241.05898241533893,Pisco (Gral. San Martín),15.066186400958683,42.02806206830822,1.3530491193309846
5010507,AYACUCHO,HUAMANGA,CHIARA,SACHABAMBA,SIERRA,-13.431866673999934,-74.10850214599998,4106.960648879961,1324.1901371683052,32.11231503045787,99746.44305038013,27.52317885333969,48.16556299334446,1.7201986783337306,1-2 h,239.95377846589628,Pisco (Gral. San Martín),14.997111154118517,61.9271524200143,1.9936793399703112
5010508,AYACUCHO,HUAMANGA,CHIARA,CHANCHAYLLO,SIERRA,-13.46836103499993,-74.07622634999996,1872.901764525424,603.8718791099305,14.644214207395176,45487.47971206868,32.85827724664485,57.50198518162849,2.0536423279153033,2-4 h,242.72582685246746,Pisco (Gral. San Martín),15.170364178279216,73.93112380495091,2.38013453470341
5010509,AYACUCHO,HUAMANGA,CHIARA,QUISHUARCANCHA,SIERRA,-13.409110759999976,-74.14692157099995,1206.3921245977504,388.9719647996925,9.432777001628056,29299.848145716605,22.866739807480872,40.016794663091524,1.4291712379675545,1-2 h,236.32320763916874,Pisco (Gral. San Martín),14.770200477448046,51.450164566831965,1.6563837690979322
5010510,AYACUCHO,HUAMANGA,CHIARA,MANALLASACC,SIERRA,-13.485222024999928,-74.14361307899998,2192.7655666290734,707.0042264087342,17.145228475158778,53256.06559543011,29.965072983931567,52.43887772188024,1.872817061495723,1-2 h,235.227849673001,Pisco (Gral. San Martín),14.701740604562563,67.42141421384602,2.170561302061149
5010511,AYACUCHO,HUAMANGA,CHIARA,SECCHAPAMPA,SIERRA,-13.396050637999965,-74.17524140199998,858.1989682683666,276.705502357055,6.7102555841053535,20843.222478311505,19.8286624591158,34.70015930345265,1.2392914036947376,1-2 h,233.59356516160545,Pisco (Gral. San Martín),14.599597822600341,44.61449053301055,1.4363164551098802
5010512,AYACUCHO,HUAMANGA,CHIARA,ALLPACHACA,SIERRA,-13.377328535999936,-74.22690744399995,1863.1489839498752,600.727330877741,14.567957240494277,45250.61229223423,15.204242795012078,26.607424891271137,0.9502651746882549,<1 h,228.53843462919627,Pisco (Gral. San Martín),14.283652164324767,34.209546288777176,1.1013402522227154
5010601,AYACUCHO,HUAMANGA,OCROS,URUBAMBA,SIERRA,-13.37178917899996,-73.91682902999997,687.2775657156379,221.59602972234123,5.37382156550384,16692.02566797286,41.90450019377691,73.33287533910959,2.619031262111057,2-4 h,261.57666367276056,Pisco (Gral. San Martín),16.348541479547535,94.28512543599805,3.0354101440567276
5010602,AYACUCHO,HUAMANGA,OCROS,CCERAOCRO,SIERRA,-13.353772644999935,-73.90435948999993,1027.7961334785684,331.38800668645484,8.036335394241316,24962.25731390429,42.61795028653946,74.58141300144406,2.6636218929087163,2-4 h,263.28321127999084,Pisco (Gral. San Martín),16.455200704999427,95.89038814471378,3.0870898834363962
5010603,AYACUCHO,HUAMANGA,OCROS,MAYABAMBA,SIERRA,-13.325144145999955,-73.87741290799994,2030.666081193589,654.7391675963822,15.877773004408406,49319.12816777396,44.759748588410986,78.32956002971923,2.797484286775687,2-4 h,266.7741094704575,Pisco (Gral. San Martín),16.673381841903595,100.70943432392474,3.242233991156594
5010604,AYACUCHO,HUAMANGA,OCROS,VALLE SAN FRANCISCO,SIERRA,-13.39291276299997,-73.85559987899995,228.3141265892612,73.61436849611563,1.7851875841414926,5545.103538219621,48.93546533703499,85.63706433981123,3.058466583564687,2-4 h,267.6750033217713,Pisco (Gral. San Martín),16.729687707610708,110.10479700832873,3.5447077808180483
5010605,AYACUCHO,HUAMANGA,OCROS,PAJONAL,SIERRA,-13.413156912999966,-73.86263453099997,264.23008044854265,85.19459921501057,2.066014337439743,6417.400341745582,48.98408890634285,85.72215558609999,3.061505556646428,2-4 h,266.54098639900053,Pisco (Gral. San Martín),16.658811649937533,110.2142000392714,3.548229895980734
5010606,AYACUCHO,HUAMANGA,OCROS,NINABAMBA,SIERRA,-13.446460771999966,-73.85301675999995,350.7351219609921,113.08605778483152,2.7423970404315985,8518.362813627427,51.38624492725755,89.92592862270071,3.211640307953597,2-4 h,266.9784160681043,Pisco (Gral. San Martín),16.68615100425652,115.61905108632949,3.722233373406157
5010607,AYACUCHO,HUAMANGA,OCROS,SAN JOSE LA COLPA,SIERRA,-13.466723917999955,-73.89665369299996,694.4738133632817,223.91628573994615,5.43008900784258,16866.802143213223,48.20172395394334,84.35301691940086,3.0126077471214594,2-4 h,261.96985028459807,Pisco (Gral. San Martín),16.37311564278738,108.45387889637254,3.4915582138968007
5010608,AYACUCHO,HUAMANGA,OCROS,CCACCAMARCA,SIERRA,-13.46114855899998,-73.95839330699994,1243.576647450613,400.9612149110854,9.72352269271084,30202.954897448,42.17224439030555,73.80142768303472,2.635765274394097,2-4 h,255.4535700400661,Pisco (Gral. San Martín),15.965848127504131,94.88754987818749,3.0548045634245096
5010609,AYACUCHO,HUAMANGA,OCROS,CHUMBES,SIERRA,-13.424182418999976,-73.90124640599998,429.2160270105495,138.39032761050126,3.356039040511181,10424.441735567634,45.611222834421994,79.81963996023849,2.8507014271513746,2-4 h,262.2146955316391,Pisco (Gral. San Martín),16.388418470727444,102.62525137744949,3.3039117000373377
5010610,AYACUCHO,HUAMANGA,OCROS,OCROS,SIERRA,-13.396892186999937,-73.92316824499994,718.2953299830438,231.59695766673525,5.616349386647452,17445.359318221654,42.22881264111935,73.90042212195885,2.639300790069959,2-4 h,260.3937770513362,Pisco (Gral. San Martín),16.274611065708513,95.01482844251854,3.0589021625262216
5010701,AYACUCHO,HUAMANGA,PACAYCASA,ALLPAORCCUNA,SIERRA,-13.03088457299998,-74.24953865599997,564.1230715111399,181.88784147417223,4.410876883676885,13700.951783221257,24.697697745178015,43.22097105406153,1.543606109073626,1-2 h,237.28050763854347,Pisco (Gral. San Martín),14.830031727408967,55.56981992665053,1.7890117272343342
5010702,AYACUCHO,HUAMANGA,PACAYCASA,PACAYCASA,SIERRA,-13.061349315999962,-74.20613049299999,1100.9007045268145,354.9588076364,8.607939852226078,26737.760308990204,22.663605531296838,39.66130967976947,1.4164753457060524,1-2 h,240.48491249576452,Pisco (Gral. San Martín),15.030307030985282,50.993112445417886,1.641669458231955
5010703,AYACUCHO,HUAMANGA,PACAYCASA,COMPAÑIA,SIERRA,-13.058428214999935,-74.25031269799996,314.13466909472675,101.28512691527972,2.4562181911116103,7629.4414677560735,21.675412565766223,37.93197199009089,1.3547132853603887,1-2 h,236.10830155091023,Pisco (Gral. San Martín),14.75676884693189,48.76967827297399,1.5700883407389323
5010801,AYACUCHO,HUAMANGA,QUINUA,MOYA,SIERRA,-13.043802298999935,-74.14992048099998,1220.9649217497065,393.67061080810686,9.546721666071386,29653.780117672257,27.178321886291254,47.562063301009694,1.6986451178932034,1-2 h,246.87686040559933,Pisco (Gral. San Martín),15.429803775349958,61.15122424415532,1.9686991509408065
5010802,AYACUCHO,HUAMANGA,QUINUA,QUINUA,SIERRA,-13.042312270999956,-74.10963328499997,1711.2559987560444,551.7531112310114,13.380306369578046,41561.56185014622,29.86585501806448,52.26524628161284,1.86661593862903,1-2 h,251.038887452639,Pisco (Gral. San Martín),15.689930465789937,67.19817379064509,2.163374312151403
5010803,AYACUCHO,HUAMANGA,QUINUA,CHACCO,SIERRA,-13.09712617599996,-74.16616549399998,1147.4514562867596,369.967971742976,8.971920063681882,27868.346235261997,21.312302105585832,37.296528684775204,1.3320188815991145,1-2 h,243.2384805212962,Pisco (Gral. San Martín),15.202405032581012,47.952679737568126,1.543785934812412
5010901,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,TICLLAS,SIERRA,-13.117880277999973,-74.30554635899995,1156.0575288669024,372.7427917144037,9.039210923637867,28077.363365420464,14.985435929741419,26.224512877047484,0.9365897456088387,<1 h,228.21661158500933,Pisco (Gral. San Martín),14.263538224063083,33.717230841918195,1.085490675796304
5010902,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,CAMPAMENTO,SIERRA,-13.133722141999954,-74.35160982099995,1408.3571412109452,454.09070001941296,11.011940960840402,34205.006424569634,14.98190074056275,26.218326295984813,0.9363687962851719,<1 h,222.92347761050294,Pisco (Gral. San Martín),13.932717350656434,33.70927666626619,1.085234599502721
5011001,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,SANTA ROSA DE HUATATAS,SIERRA,-13.195303347999982,-74.21148063299995,252.0852445255712,81.27879058628363,1.971053895766643,6122.436671938506,9.996316741902664,17.493554298329663,0.6247697963689165,<1 h,235.21554283333455,Pisco (Gral. San Martín),14.700971427083411,22.491712669280993,0.7240969609770352
5011101,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,CCAYARPACHI,SIERRA,-13.054026226999952,-74.35886769199993,894.4655217154805,288.39877543403287,6.993823674703024,21724.034352910952,23.332997137538708,40.83274499069274,1.4583123210961693,1-2 h,225.3125364902688,Pisco (Gral. San Martín),14.0820335306418,52.499243559462094,1.6901577605034792
5011102,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,CACHI,SIERRA,-13.090035043999931,-74.35422666199997,1161.0645774063985,374.3571934238849,9.078361023631388,28198.970394241533,19.44650856724121,34.03138999267212,1.2154067854525756,1-2 h,224.33103916087052,Pisco (Gral. San Martín),14.020689947554407,43.75464427629272,1.4086346119994075
5011201,AYACUCHO,HUAMANGA,SOCOS,ACCO,SIERRA,-13.181123098999931,-74.32212557599996,850.893083618078,274.349896539444,6.653130890317446,20665.783230774185,8.846081577419529,15.480642760484177,0.5528800985887206,<1 h,224.2488550173425,Pisco (Gral. San Martín),14.015553438583906,19.90368354919394,0.6407780937866955
5011203,AYACUCHO,HUAMANGA,SOCOS,MAUCALLACCTA,SIERRA,-13.19957291399993,-74.29632590599994,944.2541972751318,304.4519297628291,7.383121204241519,22933.26027832102,5.920433588982566,10.36075878071949,0.37002709931141037,<1 h,226.28846949094796,Pisco (Gral. San Martín),14.143029343184248,13.320975575210774,0.4288547552198383
5011204,AYACUCHO,HUAMANGA,SOCOS,SANTA ROSA DE COCHABAMBA,SIERRA,-13.157483011999943,-74.29527688799999,463.8030380285694,149.5420728498144,3.626474793061055,11264.462281109663,10.490727208596068,18.35877261504312,0.6556704505372543,<1 h,227.83464775213866,Pisco (Gral. San Martín),14.239665484508667,23.604136219341154,0.7599102635815095
5011205,AYACUCHO,HUAMANGA,SOCOS,SOCOS,SIERRA,-13.217171142999971,-74.28783407299994,357.18423386481754,115.16541795081444,2.792822630260124,8674.993477574959,3.8382019813144455,6.71685346730028,0.23988762383215284,<1 h,226.59337313505512,Pisco (Gral. San Martín),14.162085820940945,8.635954457957503,0.2780254429749928
5011206,AYACUCHO,HUAMANGA,SOCOS,QUISHUARPAMPA,SIERRA,-13.24700374799994,-74.27569042899995,1257.9866964980347,405.6073867291453,9.836194830132303,30552.934178855,0.998188742055096,1.746830298596418,0.0623867963784435,<1 h,226.9210403296421,Pisco (Gral. San Martín),14.182565020602633,2.245924669623966,0.0723051753226071
5011208,AYACUCHO,HUAMANGA,SOCOS,PAUCHO,SIERRA,-13.283417738999958,-74.26179544299998,1456.704822884532,469.6792407191092,11.38997136279176,35379.23468945147,4.238498559657349,7.417372479400361,0.2649061599785843,<1 h,227.298003436341,Pisco (Gral. San Martín),14.206125214771314,9.536621759229035,0.3070214765492984
5011209,AYACUCHO,HUAMANGA,SOCOS,TOCCYASCCA,SIERRA,-13.356556611999965,-74.26718579099997,942.8390954365884,303.9956643982708,7.372056526509123,22898.891462299554,11.745409608536212,20.554466814938372,0.7340881005335133,<1 h,224.78017536204933,Pisco (Gral. San Martín),14.048760960128083,26.427171619206476,0.8507949100213048
5011210,AYACUCHO,HUAMANGA,SOCOS,TAMBOCUCHO,SIERRA,-13.327852545999974,-74.29023200499995,683.4483377318201,220.36138776624568,5.343880841486107,16599.024564804513,8.464744560424581,14.813302980743018,0.5290465350265363,<1 h,223.08982421417184,Pisco (Gral. San Martín),13.94311401338574,19.045675260955306,0.6131554221323825
5011211,AYACUCHO,HUAMANGA,SOCOS,SAMANA,SIERRA,-13.218094268999948,-74.31715820299996,868.9937796041902,280.1860282070869,6.794660186911778,21105.3978742316,5.19397683138616,9.08945945492578,0.324623551961635,<1 h,223.52393722899296,Pisco (Gral. San Martín),13.97024607681206,11.68644787061886,0.3762328601720562
5011212,AYACUCHO,HUAMANGA,SOCOS,ORCCOPUQUIO,SIERRA,-13.22616277999998,-74.28377695899997,776.4127566698857,250.33551637128627,6.070769400395666,18856.86702108573,2.8160474217007327,4.928082987976282,0.1760029638562958,<1 h,226.72758489124706,Pisco (Gral. San Martín),14.170474055702941,6.336106698826649,0.20398427067374045
5011301,AYACUCHO,HUAMANGA,TAMBILLO,ÑEQUE,SIERRA,-13.154615177999972,-74.16115196199996,673.7972628228354,217.2496320665568,5.268419110937414,16364.62728757554,17.06900738490939,29.870762923591435,1.066812961556837,1-2 h,241.7596735501715,Pisco (Gral. San Martín),15.109979596885719,38.40526661604613,1.2364170417388132
5011302,AYACUCHO,HUAMANGA,TAMBILLO,NIÑO YUCAY,SIERRA,-13.131530550999967,-74.14477648699994,335.6361697988679,108.2177658180912,2.6243383712811705,8151.652026571198,20.074392565227214,35.130186989147624,1.2546495353267009,1-2 h,244.22993810217682,Pisco (Gral. San Martín),15.264371131386051,45.16738327176123,1.4541162535406338
5011303,AYACUCHO,HUAMANGA,TAMBILLO,TAMBILLO,SIERRA,-13.174211825999976,-74.11547217299994,950.971232603319,306.6176753574508,7.435641686654295,23096.398043474223,20.1359926926536,35.2379872121438,1.25849954329085,1-2 h,245.85334689571943,Pisco (Gral. San Martín),15.365834180982464,45.305983558470594,1.4585783435500743
5011304,AYACUCHO,HUAMANGA,TAMBILLO,YANAMILLA,SIERRA,-13.19184990499997,-74.09723716499997,407.39751822637055,131.3554771189074,3.18544017495754,9894.531948270587,21.254750853199013,37.19581399309827,1.328421928324938,1-2 h,247.19673524363597,Pisco (Gral. San Martín),15.449795952727248,47.82318941969777,1.5396171306388675
5011305,AYACUCHO,HUAMANGA,TAMBILLO,PINAO,SIERRA,-13.24315919999998,-74.11212371799996,353.0297320271603,113.82589930707636,2.760338590793652,8574.09239368812,18.608188617179103,32.56433008006343,1.163011788573694,1-2 h,244.11781876449646,Pisco (Gral. San Martín),15.257363672781029,41.86842438865298,1.3479097526497779
5011306,AYACUCHO,HUAMANGA,TAMBILLO,CONDORAY,SIERRA,-13.240091983999946,-74.12850398099994,1078.5650950835334,347.757230543008,8.43329777791365,26195.291611137603,16.85780702078426,29.501162286372455,1.0536129387990163,1-2 h,242.49197774749223,Pisco (Gral. San Martín),15.155748609218264,37.93006579676459,1.2211184526915897
5011307,AYACUCHO,HUAMANGA,TAMBILLO,TINTE,SIERRA,-13.218759587999957,-74.14885972799993,1265.034402462334,407.8797490733359,9.891300825420895,30724.102997284142,15.049654843754391,26.336895976570183,0.9406034277346494,<1 h,240.99710708666686,Pisco (Gral. San Martín),15.062319192916679,33.86172339844738,1.09014246121634
5011308,AYACUCHO,HUAMANGA,TAMBILLO,UCHUYPAMPA,SIERRA,-13.196486854999932,-74.17713075299997,978.8297854142332,315.59999197108954,7.653467641329731,23773.003394484265,13.053077888551712,22.842886304965496,0.815817368034482,<1 h,238.74333325256202,Pisco (Gral. San Martín),14.921458328285127,29.369425249241353,0.9455176616080125
5011401,AYACUCHO,HUAMANGA,VINCHOS,OCCOLLO,SIERRA,-13.292063653999946,-74.55820648099996,1201.5514340227787,387.4112011926175,9.394927654142624,29182.28148072005,30.091744036813893,52.66055206442431,1.880734002300868,1-2 h,196.14953490711468,Pisco (Gral. San Martín),12.259345931694668,67.70642408283125,2.179736894112106
5011402,AYACUCHO,HUAMANGA,VINCHOS,CORAZON DE ÑAUPAS,SIERRA,-13.224050534999948,-74.49947293199995,1868.314043370052,602.3926793743115,14.608342827168205,45376.05695785259,23.593660117510005,41.28890520564251,1.4746037573443753,1-2 h,204.506622350235,Pisco (Gral. San Martín),12.781663896889688,53.08573526439751,1.7090392422041594
5011403,AYACUCHO,HUAMANGA,VINCHOS,PACCHA,SIERRA,-13.235816382999928,-74.42872761699994,2115.86787103387,682.2104241827719,16.543965585838695,51388.43834741051,15.824778040238542,27.693361570417448,0.9890486275149089,<1 h,211.39582298753967,Pisco (Gral. San Martín),13.21223893672123,35.605750590536715,1.1462895767438284
5011404,AYACUCHO,HUAMANGA,VINCHOS,CONCEPCION CANGALLO,SIERRA,-13.185940262999964,-74.42505558799996,1267.7965999026592,408.7703528360936,9.912898440290723,30791.18895043309,16.966116816730835,29.690704429278963,1.0603823010456772,1-2 h,213.49931734528374,Pisco (Gral. San Martín),13.343707334080234,38.17376283764438,1.2289640218260893
5011405,AYACUCHO,HUAMANGA,VINCHOS,CCASANCCAY,SIERRA,-13.268682104999982,-74.39229370999993,2870.845487110508,925.63469786413,22.447133675605727,69724.70650883969,11.928881785385734,20.875543124425036,0.7455551115866085,<1 h,214.11604556929362,Pisco (Gral. San Martín),13.382252848080851,26.839984017117906,0.8640849696613415
5011406,AYACUCHO,HUAMANGA,VINCHOS,VINCHOS,SIERRA,-13.209399061999932,-74.35655613299997,2511.922779082506,809.9087509632175,19.64071792021651,61007.49041728378,9.183047152638514,16.0703325171174,0.5739404470399071,<1 h,219.73579825283886,Pisco (Gral. San Martín),13.733487390802429,20.661856093436654,0.6651866589882324
5011407,AYACUCHO,HUAMANGA,VINCHOS,ANCHACCHUASI,SIERRA,-13.321420488999934,-74.38872200399999,738.7225526510009,238.18322159746623,5.7760697895419,17941.478705945152,13.761409666060924,24.082466915606616,0.8600881041288078,<1 h,212.92713537471525,Pisco (Gral. San Martín),13.307945960919701,30.96317174863708,0.9968266487780465
5011408,AYACUCHO,HUAMANGA,VINCHOS,SALLALLI,SIERRA,-13.279526928999928,-74.32219839999993,803.5679259456206,259.09104397486107,6.283095600970689,19516.389178042413,5.198567654236336,9.097493394913588,0.324910478389771,<1 h,221.09416934847417,Pisco (Gral. San Martín),13.818385584279635,11.696777222031756,0.37656540274348776
5011409,AYACUCHO,HUAMANGA,VINCHOS,CASACANCHA,SIERRA,-13.330773910999936,-74.32538928399998,624.886489299136,201.47953601778693,4.88598589521991,15176.723116357778,9.858539110938091,17.252443444141658,0.6161586944336307,<1 h,219.31562131507212,Pisco (Gral. San Martín),13.707226332192008,22.181712999610706,0.7141168486568774
5011410,AYACUCHO,HUAMANGA,VINCHOS,ANGASMAYO,SIERRA,-13.359477030999926,-74.43218997199995,826.3175326862281,266.42610448453155,6.460974719114334,20068.91269778673,20.03938740957416,35.068927966754785,1.2524617130983853,1-2 h,207.32102108442552,Pisco (Gral. San Martín),12.957563817776597,45.08862167154187,1.4515806069138468
5011411,AYACUCHO,HUAMANGA,VINCHOS,PUTACCA,SIERRA,-13.396996955999953,-74.32777801199995,5127.332233743295,1653.1842777114598,40.09059789766648,124528.37910510064,16.78080939201898,29.366416436033216,1.0488005870011863,1-2 h,217.39958873093076,Pisco (Gral. San Martín),13.587474295683174,37.7568211320427,1.2155410234813213
5011412,AYACUCHO,HUAMANGA,VINCHOS,INGAHUASI,SIERRA,-13.401479973999926,-74.46981851599998,373.5304726249685,120.4358673163065,2.920633830197529,9071.997323721373,26.113242209195615,45.698173866092326,1.632077638074726,1-2 h,202.27591859677682,Pisco (Gral. San Martín),12.642244912298551,58.754794970690135,1.8915486386775704
5011501,AYACUCHO,HUAMANGA,JESUS NAZARENO,JESUS NAZARENO,SIERRA,-13.121824253999932,-74.20850206599994,163.2708484839706,52.64273649871385,1.276614355493588,3965.3865187471433,16.50666984654975,28.886672231462065,1.0316668654093595,1-2 h,238.0105133079849,Pisco (Gral. San Martín),14.875657081749056,37.14000715473694,1.195683348211209
5011601,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,CANAAN BAJO,SIERRA,-13.15460055799997,-74.20020485999999,258.13827971237095,83.23044539370889,2.0183825627364542,6269.447754137876,14.033071168639498,24.557874545119123,0.8770669480399687,<1 h,237.7264940674011,Pisco (Gral. San Martín),14.857905879212568,31.57441012943887,1.0165048236008822
