cod_se,dep,prov,dist,sector,region_nat,lat,lon,ha_agricola,s_ha_cosechada,s_clientes_sam,s_sam_usd,km_capital,km_via_capital,horas_capital,accesible,km_puerto_maritimo,puerto_maritimo,horas_puerto,costo_viaje_usd,costo_pct_venta
1010402,AMAZONAS,CHACHAPOYAS,CHETO,GACMAL,SIERRA,-6.295984905999944,-77.67386647199999,257.16285758206214,133.25883638130668,2.6243290803579384,9180.04223660599,24.3774390352028,42.6605183116049,1.523589939700175,1-2 h,252.26343072417797,Eten,15.766464420261125,54.8492378292063,1.5679933290140577
1010403,AMAZONAS,CHACHAPOYAS,CHETO,HUAMAZAN,SIERRA,-6.278197987999931,-77.64197628199997,61.742996536253145,31.99451098994964,0.6300829864858015,2204.063686905295,28.009664180932358,49.016912316631625,1.7506040113082724,1-2 h,256.20246289883886,Eten,16.01265393117743,63.021744407097806,1.8016234814577419
1010404,AMAZONAS,CHACHAPOYAS,CHETO,YAMIA,SIERRA,-6.303895157999932,-77.64631825699996,121.1238538009562,62.76498856521028,1.2360605059517156,4323.805172364155,25.479692710224448,44.589462242892786,1.592480794389028,1-2 h,254.95223890235306,Eten,15.934514931397066,57.32930859800501,1.6388919335319212
1010405,AMAZONAS,CHACHAPOYAS,CHETO,HUACAPAMPA,SIERRA,-6.313207606999981,-77.70108261299998,932.961352934628,483.44984750033416,9.520805735233878,33304.283151885305,21.19535248666307,37.09186685166037,1.3247095304164418,1-2 h,248.84218864547088,Eten,15.55263679034193,47.689543094991905,1.3633167642095891
1010501,AMAZONAS,CHACHAPOYAS,CHILIQUIN,SENGANCHE,SIERRA,-6.039875628999937,-77.78594772299994,394.7412513259656,204.5503783788577,4.028307022296334,14091.231501215949,48.797120192424295,85.39496033674251,3.0498200120265184,2-4 h,250.13278634558668,Eten,15.633299146599168,109.79352043295467,3.138703734478724
1010502,AMAZONAS,CHACHAPOYAS,CHILIQUIN,VITUYA,SIERRA,-6.056148140999937,-77.75879851999997,733.9118582310239,380.3046876748137,7.489519482262722,26198.736162188045,47.14748512486796,82.50809896851894,2.9467178203042477,2-4 h,252.20118782575577,Eten,15.762574239109735,106.08184153095291,3.032596740323156
1010503,AMAZONAS,CHACHAPOYAS,CHILIQUIN,CHILIQUIN,SIERRA,-6.092866840999932,-77.74182801799998,825.8260260587833,427.9335527716127,8.427497173890748,29479.831848924496,43.30965614346654,75.79189825106644,2.7068535089666588,2-4 h,252.41613956623283,Eten,15.776008722889552,97.44672632279972,2.7857418417407307
1010504,AMAZONAS,CHACHAPOYAS,CHILIQUIN,CUELCHO,SIERRA,-6.131928744999925,-77.74395311699999,333.44788992769764,172.7888631482779,3.402812531129258,11903.218614167894,38.99817238757336,68.24680167825338,2.4373857742233347,2-4 h,250.64028139885463,Eten,15.665017587428414,87.74588787204004,2.5084207598325565
1010601,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,CHUQUIBAMBA,SIERRA,-6.931201705999968,-77.85445405999997,964.3921093311352,499.7369041280445,9.84155441879009,34426.27904958736,50.23378955974529,87.90913172955426,3.1396118474840806,2-4 h,189.22021259926456,Salaverry,11.826263287454035,113.0260265094269,3.231112456359029
1010602,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,CHUMBOL,SIERRA,-6.940220611999962,-77.95374894999998,1493.8920303013322,774.1176758923574,15.245064294651126,53328.04303093844,53.778073436721634,94.11162851426286,3.361129589795102,2-4 h,181.44604148091085,Salaverry,11.340377592556928,121.00066523262367,3.459086094902672
1010701,AMAZONAS,CHACHAPOYAS,GRANADA,GRANADA,SIERRA,-6.075865561999933,-77.59529466099997,829.8542376089355,430.0209256874301,8.468604792667012,29623.628478484738,49.8922645794804,87.31146301409069,3.118266536217525,2-4 h,268.2248714450959,Eten,16.764054465318495,112.2575953038309,3.209145058964509
1010702,AMAZONAS,CHACHAPOYAS,GRANADA,CALVICHE,SIERRA,-6.126326628999948,-77.55618421699995,86.81962207546523,44.98893005631427,0.8859882064641598,3099.2337117136394,47.21047980518056,82.61833965906598,2.950654987823785,2-4 h,270.38814486510404,Eten,16.899259054069002,106.22357956165627,3.0366486523534104
1010801,AMAZONAS,CHACHAPOYAS,HUANCAS,HUANCAS,SIERRA,-6.142778094999926,-77.88025713399998,448.9071631056121,232.618531156266,4.581066385697281,16024.813055709115,38.620649746593614,67.58613705653883,2.4137906091621013,2-4 h,236.13777102842093,Eten,14.758610689276308,86.89646192983565,2.4841379390754974
1010802,AMAZONAS,CHACHAPOYAS,HUANCAS,MARIPAMPA,SIERRA,-6.185732946999963,-77.86327172199998,319.32813959931826,165.47217085279746,3.258721460814661,11399.180412058977,33.5584777746432,58.727336105625604,2.0974048609152,2-4 h,236.18563415660245,Eten,14.761602134787653,75.50657499294721,2.1585314686469204
1010901,AMAZONAS,CHACHAPOYAS,LA JALCA,HUACAS,SIERRA,-6.489723414999958,-77.83782495199995,930.9139733705456,482.38891894748735,9.499912369142557,33231.197049757815,4.989349085674696,8.731360899930717,0.3118343178546685,<1 h,229.3870873559342,Salaverry,14.336692959745887,11.226035442768065,0.32092239349518803
1010902,AMAZONAS,CHACHAPOYAS,LA JALCA,PROGRESO,SIERRA,-6.4796940189999646,-77.76764268299996,1146.7668615446587,594.2414040928111,11.702676084092378,40936.58129133487,2.8704427241567534,5.0232747672743185,0.1794026702597971,<1 h,234.64093788416108,Salaverry,14.665058617760067,6.458496129352695,0.18463116803595297
1010903,AMAZONAS,CHACHAPOYAS,LA JALCA,PENGOTE,SIERRA,-6.526189733999956,-77.76418706799996,907.9037347841364,470.4652778442901,9.265094484335776,32409.79164120183,5.954620964232617,10.420586687407079,0.37216381026453854,<1 h,230.6507299305597,Salaverry,14.41567062065998,13.397897169523388,0.38301012404301255
1010904,AMAZONAS,CHACHAPOYAS,LA JALCA,EL PUENTE,SIERRA,-6.545024744999978,-77.81711442899996,492.4994500108599,255.20755308117472,5.025922642469285,17580.943823359812,7.538032789064372,13.191557380862651,0.47112704931652327,<1 h,225.58676366103793,Salaverry,14.099172728814873,16.96057377539484,0.4848575402064927
1010905,AMAZONAS,CHACHAPOYAS,LA JALCA,QUELUCAS,SIERRA,-6.519748375999939,-77.81635319199995,1821.2752864320337,943.7639155277956,18.585987659573327,65014.770061020536,4.965882431625778,8.690294255345112,0.31036765197661115,<1 h,227.94182334438648,Salaverry,14.246363959024155,11.173235471158002,0.3194129832183396
1011001,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,LEIMEBAMBA,SIERRA,-6.692633500999932,-77.77140828699999,1720.45162255691,891.5182520053656,17.55708918028462,61415.62863941128,23.525155382528382,41.169021919424665,1.4703222114080237,1-2 h,215.42600433595905,Salaverry,13.46412527099744,52.93159961068885,1.5131731701002598
1011002,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,CHILCHOS,SIERRA,-6.782636049999951,-77.81830742199998,3247.0231864806483,1682.5700865275942,33.13564584325121,115910.24565287185,33.46274921196341,58.559811120935976,2.0914218257477133,2-4 h,204.4051299424751,Salaverry,12.775320621404694,75.29118572691767,2.152374064357599
1011003,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,TAJOPAMPA,SIERRA,-6.88378217099995,-77.78113709799999,786.7178357820964,407.6681381691675,8.028400811421177,28083.77161723786,44.557551604401255,77.97571530770219,2.784846975275078,2-4 h,198.50591290018824,Salaverry,12.406619556261765,100.2544911099028,2.86600834369883
1011101,AMAZONAS,CHACHAPOYAS,LEVANTO,LEVANTO,SIERRA,-6.303864637999936,-77.90867171199994,1058.7976584848388,548.6567743863159,10.804956483616523,37796.31054149684,23.370832886643715,40.8989575516265,1.4606770554152322,1-2 h,227.15885623600732,Eten,14.197428514750458,52.58437399494836,1.5032469164148534
