ubigeo,fob,kg,ops,empresas,familia_lider,pct_lider,mes_pico,dep,prov,dist,lat,lon,ha_agricola,h3,h3_ter,hub,horas_al_hub,cubierto_2h,km_al_nodo,promesa_h,cubierto_promesa,fob_mm,cluster
150810,98293266.31,25944383.82,4107,48,Legumbres frescas,33.7,Oct,LIMA,HUAURA,SANTA MARIA,-11.115008011333279,-77.47556169466662,3343.435077052044,858f5b2ffffffff,868f5b2dfffffff,Pisco,5.938192825361588,False,1.3032224886074275,4.0,False,98.3,
140102,97261983.9,39206530.02,2337,7,Uva,90.7,Nov,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,-6.643981376083285,-79.42586380341663,9321.101875409566,858f5013fffffff,868f50117ffffff,Chiclayo,0.9666221970780652,True,1.021963115574007,4.0,True,97.3,4.0
060101,96882346.76,28909433.19,1346,56,Café,41.9,Set,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.1339595449999536,-78.54251182749995,15280.080293804125,858f51d7fffffff,868f51d5fffffff,Huamachuco,3.3432600968352872,False,0.6440029309954441,6.0,True,96.9,
200404,96209875.6,7235009.38,2276,8,Semillas para siembra,89.7,Nov,PIURA,MORROPON,LA MATANZA,-5.223229427249954,-80.08547772874996,10857.180231433485,858f093bfffffff,868f09387ffffff,Chiclayo,2.9739585699444087,False,0.6419030512626486,4.0,True,96.2,
120302,94924562.38,43208079.8,2832,96,"Jengibre, cúrcuma y especias",60.6,Set,JUNIN,CHANCHAMAYO,PERENE,-10.92146133808329,-75.05654672149997,49264.42046300431,858e65dbfffffff,868e65d87ffffff,Satipo,2.084217832539485,False,1.355022822628626,6.0,True,94.9,5.0
150501,94668333.77,46252787.91,2635,55,"Palta, mango, dátil y piña",82.2,Mar,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,-13.108075037499958,-76.35014090516663,8992.599751127193,858e6343fffffff,868e63417ffffff,Pisco,1.0432562466832345,True,1.7989015872086191,4.0,True,94.7,13.0
060901,90950523.61,19816731.77,1103,31,Café,99.7,Oct,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,-5.146278133166628,-79.0100132408333,20367.034125092803,858f5493fffffff,868f5490fffffff,Chiclayo,6.46527792370709,False,0.1404418277901473,6.0,False,91.0,
040101,90318077.12,123538142.03,6919,136,Cebolla y ajo,26.2,Set,AREQUIPA,AREQUIPA,AREQUIPA,-16.406658033999975,-71.53845913699996,80.73644300401057,85b3354bfffffff,86b3354afffffff,Juliaca,4.482281686341469,False,0.0955922152655333,6.0,True,90.3,14.0
010701,89620486.81,19286561.63,900,21,Café,98.6,Oct,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.824286803999953,-78.4380648273529,37726.56589571544,858f55d3fffffff,868f55d2fffffff,Chiclayo,5.600822996573461,False,0.6799163257028685,6.0,True,89.6,22.0
150137,86509185.89,62194718.74,11015,85,Mezclas odoríferas,24.3,Jun,LIMA,LIMA,SANTA ANITA,-12.043207248999977,-76.96314006599994,0.0,858e62c7fffffff,868e62d5fffffff,,,,,,,86.5,
150812,86181284.22,62163334.54,2718,9,"Palta, mango, dátil y piña",52.3,May,LIMA,HUAURA,VEGUETA,-10.964858042249958,-77.60369172349996,8630.06033381376,858f5b2bfffffff,868f5b297ffffff,Pisco,5.281489559023558,False,0.2639012498636155,4.0,False,86.2,10.0
220101,85895095.23,17924188.49,7938,22,Café,79.5,Jul,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-5.874582397249959,-77.07746978587497,100694.86743825626,858f4617fffffff,868f4615fffffff,Bellavista,4.85190526221434,False,2.757469134831888,6.0,True,85.9,
021101,81732932.01,23881766.83,2421,28,Hortalizas frescas (espárrago y otras),98.0,Ago,ANCASH,HUARMEY,HUARMEY,-10.093330249499957,-77.94669889949995,4964.344769214876,858f5bd3fffffff,868f5bd1fffffff,Huamachuco,7.158190118937503,False,9.397084423896152,4.0,False,81.7,
050101,81460973.42,31430602.98,2698,49,Quinua y cereales andinos,65.8,Feb,AYACUCHO,HUAMANGA,AYACUCHO,-13.13708446449995,-74.25491730624996,2003.5279706483159,858e6c53fffffff,868e6c51fffffff,Pisco,6.116842476448213,False,2.1552677148299795,6.0,False,81.5,
221001,80732919.51,27258288.52,401,15,Cacao en grano,97.5,Jul,SAN MARTIN,TOCACHE,TOCACHE,-8.255198821499931,-76.52505808574996,45051.30325790944,858f436ffffffff,868f436e7ffffff,Bellavista,3.7425106351002295,False,3.228043773664464,6.0,True,80.7,
150811,80427309.22,28004021.13,1922,40,"Arándano, fresa y otras bayas",67.5,Set,LIMA,HUAURA,SAYAN,-11.126753291749964,-77.21593195999996,13140.412695385625,858e665bfffffff,868e66517ffffff,Pisco,5.098870418021376,False,1.5039868543415191,4.0,False,80.4,-1.0
021806,79688332.17,31035209.08,2932,29,"Palta, mango, dátil y piña",75.4,May,ANCASH,SANTA,NEPEÑA,-9.146688019999942,-78.29639124999994,10052.962659406008,858f5e2ffffffff,868f5e2f7ffffff,Huamachuco,5.478904976216861,False,0.1953693173241593,4.0,False,79.7,-1.0
110112,79607495.78,35970337.21,2759,51,Hortalizas frescas (espárrago y otras),85.6,Oct,ICA,ICA,SUBTANJALLA,-14.03510407449997,-75.82007296199995,1758.323535332005,858e458ffffffff,868e458dfffffff,Pisco,1.3649552276769272,True,3.1465885380311835,4.0,True,79.6,
130401,79361274.19,73870346.15,3163,53,"Palta, mango, dátil y piña",38.8,Dic,LA LIBERTAD,CHEPEN,CHEPEN,-7.242392412999948,-79.38432594683331,8901.883197687952,858f5077fffffff,868f50667ffffff,Chiclayo,1.2282056174744722,True,0.4732426278684278,4.0,True,79.4,4.0
040116,78861855.28,25937395.83,2298,3,Hortalizas preparadas,59.4,Oct,AREQUIPA,AREQUIPA,SABANDIA,-16.44826874699993,-71.46020547199998,537.5941383060989,85b3354ffffffff,86b3354e7ffffff,Juliaca,4.7937526093583305,False,1.974453324986254,6.0,True,78.9,14.0
250102,75812643.19,15259247.79,124,3,Cacao en grano,96.5,Jul,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,-8.504587933499948,-74.82641630649995,98030.82581386284,858f4ea7fffffff,868f4ea4fffffff,Tarma,9.617813238144516,False,1.375650305237358,6.0,False,75.8,
120501,75191066.12,29891395.52,2301,123,Café,62.2,Dic,JUNIN,JUNIN,JUNIN,-11.188785277999957,-76.01190594399998,10671.396949325906,858e646bfffffff,868e64697ffffff,Tarma,1.531278544663498,True,0.8847041735652024,6.0,True,75.2,-1.0
150507,69000714.79,34488095.75,1593,36,Hortalizas preparadas,49.8,Nov,LIMA,CAÑETE,IMPERIAL,-13.031336240285668,-76.36795918114282,4749.133476769269,858e635bfffffff,868e635afffffff,Pisco,1.33854250919337,True,0.2062228430724425,4.0,True,69.0,13.0
080907,65330878.44,14986828.0,236,4,Cacao en grano,100.0,Set,CUSCO,LA CONVENCION,KIMBIRI,-12.582783604749963,-73.66242333374997,1692.8284450822248,858b6d9bfffffff,868e6c937ffffff,Tarma,10.281681811564354,False,5.84601081991926,6.0,False,65.3,
120301,62006275.17,16883408.48,2367,69,Café,84.3,Oct,JUNIN,CHANCHAMAYO,CHANCHAMAYO,-11.011138200285668,-75.33497321671426,13802.912435558499,858e6423fffffff,868e64227ffffff,Tarma,1.442649255521539,True,2.007776465938712,6.0,True,62.0,5.0
150131,58884077.89,17007497.62,6923,174,Confitería sin cacao,11.7,Mar,LIMA,LIMA,SAN ISIDRO,-12.09898090799993,-77.03667219399995,0.0,858e62c3fffffff,868e62c0fffffff,Pisco,2.886385719477117,False,0.0341311478796459,4.0,True,58.9,
200605,58704132.88,79497928.04,3882,15,Banano y plátano,99.5,Ene,PIURA,SULLANA,MARCAVELICA,-4.7637486025999465,-80.75175085539996,8184.4862602334,858f0827fffffff,868f08247ffffff,Chiclayo,3.7989727955621366,False,0.4236664606295317,4.0,True,58.7,
