ruc,razon_social,clase,dep,provincia,distrito,ubigeo,lat,lon,exporta,importa,cluster,rank,territorio,hub,horas_al_hub,cubierto_2h
20102086296,VIVERO LOS INKAS S.A. EN LIQUIDACION,productor,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20463889849,AGROINDUSTRIAS VELMA S.A.C.,agroindustria,LIMA,LIMA,PUENTE PIEDRA,150125,-11.870821251999956,-77.08703975999995,False,False,-1,,Fuera de territorio,Pisco,3.144219045987484,False
20503507111,AGROLUC S.A.C.,agro_otro,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,-12.157858249999949,-76.96650742299994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20203252324,AGROPECUARIA VALLECITO S.A.,productor,LIMA,LIMA,SAN ISIDRO,150131,-12.09898090799993,-77.03667219399995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20530897983,PERU PRODUCTOS AGRICOLAS SAC,productor,LIMA,LIMA,SAN LUIS,150134,-12.074086508999926,-76.99723940499996,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20109717216,AGRO INDUSTRIA EL VADO EIRL,agroindustria,LIMA,LIMA,SANTIAGO DE SURCO,150140,-12.126991046999931,-76.98430619899995,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20331633390,AGRICOLA EL TUNAL S.A. Y/O AGROTUNA S.A.,productor,LIMA,LIMA,CHORRILLOS,150108,-12.192644506999956,-77.00588969799998,False,False,-1,,Fuera de territorio,,,
20101259014,FUNDACION PARA EL DESARROLLO AGRARIO,productor,LIMA,LIMA,JESUS MARIA,150113,-12.078106398999978,-77.04820820199996,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20452574528,SOCIEDAD AGRICOLA CHANCA S.A.C.,productor,LIMA,LIMA,CHORRILLOS,150108,-12.192644506999956,-77.00588969799998,False,False,-1,,Fuera de territorio,,,
20113303809,LA ALAMEDA & HACIENDA CLUB,productor,LIMA,LIMA,MIRAFLORES,150122,-12.12123578099994,-77.03185553199995,False,False,-1,,Fuera de territorio,,,
20510257767,FUNDO SANTA PATRICIA S.A.,productor,LIMA,LIMA,SAN ISIDRO,150131,-12.09898090799993,-77.03667219399995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20148116211,COORDINADORA DE ORGANIZACIONES CAMPESINAS E INSTITUCIONES AGRARIAS DEL PERU - COORDINADORA RURAL,productor,LIMA,LIMA,JESUS MARIA,150113,-12.078106398999978,-77.04820820199996,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20101313167,MOLINERA LOS ANGELES S A,agroindustria,LIMA,LIMA,SAN LUIS,150134,-12.074086508999926,-76.99723940499996,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20101323634,AGROVET SOCIEDAD ANONIMA,agro_otro,LIMA,LIMA,SAN BORJA,150130,-12.097546260999934,-76.99520863399994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20131372931,MINISTERIO DE DESARROLLO AGRARIO Y RIEGO,productor,LIMA,LIMA,JESUS MARIA,150113,-12.078106398999978,-77.04820820199996,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20147897406,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,productor,LIMA,LIMA,LA MOLINA,150114,-12.088085452999962,-76.92572938299998,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20100227542,PROCESOS AGROINDUSTRIALES SOCIEDAD ANONIMA,agroindustria,LIMA,LIMA,SAN ISIDRO,150131,-12.09898090799993,-77.03667219399995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20107709801,LA HACIENDA MONTERRICO GRANDE S.A.,productor,LIMA,LIMA,LA MOLINA,150114,-12.088085452999962,-76.92572938299998,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20502630378,VID AGRO S.A.C.,agro_otro,LIMA,LIMA,ATE,150103,-12.04034159349996,-76.90482929099994,False,False,-1,,Fuera de territorio,Pisco,3.051842853206836,False
20509113573,AGRICOLA PAMPA VERDE SOCIEDAD ANONIMA CERRADA,productor,LIMA,LIMA,SANTIAGO DE SURCO,150140,-12.126991046999931,-76.98430619899995,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20503533465,AGRO CAP SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,agro_otro,JUNIN,CONCEPCION,ORCOTUNA,120213,-11.979368456999955,-75.3311979568333,False,False,18,6.0,"Junín · Jauja, Huancayo",Jauja,0.6543901263503358,True
20482385053,MOLINO CHAO E.I.R.L.,agroindustria,LA LIBERTAD,VIRU,CHAO,131202,-8.531563946888834,-78.59765777899996,False,False,12,16.0,"La Libertad · Viru, Trujillo",Otuzco,2.0856273846293334,False
20612788325,ASOCIACION AGRICOLA MI GABRIEL ALCIDES DEL SECTOR EL PROGRESO-OLMOS,productor,LAMBAYEQUE,LAMBAYEQUE,OLMOS,140308,-5.950887123666614,-79.95120309099997,False,False,-1,,Fuera de territorio,,,
20604151954,COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES SUR ORIENTE - COOPSSUR ORIENTE,productor,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101,-12.560952704181773,-69.47283147781815,False,False,-1,,Fuera de territorio,,,
20517858278,ASOCIACION DE PEQUEÑOS PROPIETARIOS DEL MERCADO SEÑOR DE LOS MILAGROS,agro_otro,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,-11.945962191999968,-76.97148873299994,False,False,-1,,Fuera de territorio,Pisco,3.051842853206836,False
20612362794,EL JUEGO MILAGROSO E.I.R.L.,agro_otro,LIMA,LIMA,SAN LUIS,150134,-12.074086508999926,-76.99723940499996,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20601724490,COMPAÑIA MINAGRO SAN JUDAS S.A.C. - COMISAJU S.A.C.,agro_otro,LIMA,LIMA,SANTIAGO DE SURCO,150140,-12.126991046999931,-76.98430619899995,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20505754388,AGRICOLA SANTA MATILDE SOCIEDAD ANONIMA CERRADA,productor,LIMA,LIMA,MAGDALENA DEL MAR,150120,-12.093838644999948,-77.06669448899999,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20522222144,AGROINDUSTRIAS CALLPA SAC,agroindustria,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,-12.157858249999949,-76.96650742299994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20513094214,AGRO INVERSIONES MARIA ELENA DELGADO E.I.R.L.,agro_otro,LIMA,LIMA,SANTA ANITA,150137,-12.043207248999977,-76.96314006599994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20603380704,AGROFORESTAL RANCHO EL GRAN PECOS BILLS S.A.C._PECOS BILLS S.A.C.,agro_otro,HUANUCO,PUERTO INCA,PUERTO INCA,100901,-9.28929314319995,-74.97133133669996,False,False,-1,,Fuera de territorio,Satipo,7.2735128608183,False
20267230278,PROYECTO A.H.EL PROGRESO-MILAGRO-PARAISO,agro_otro,LIMA,LIMA,CARABAYLLO,150106,-11.823787532833308,-77.01082871966662,False,False,-1,,Fuera de territorio,Pisco,3.144219045987484,False
20487723151,AGRICOLA ZEIT ORGANISCH SOCIEDAD ANONIMA CERRADA,productor,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,-6.824341186249939,-79.86254372324997,False,False,4,2.0,"Lambayeque · Chiclayo, Lambayeque",Chiclayo,0.3319496942131081,True
20503506573,AGROPECUARIA GANADERA BETO BEEF E.I.R.L.,productor,LIMA,LIMA,EL AGUSTINO,150111,-12.035807503999932,-76.99106993299995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20558017547,AGROPECUARIA DOÑA MERY E.I.R.L.,productor,AREQUIPA,AREQUIPA,CAYMA,040103,-16.25080225499994,-71.46406065599996,False,False,-1,,Fuera de territorio,Pisco,13.218224324822586,False
20456168788,JC AGRO COMERCIALIZADORA E.I.R.L.,canal,LA LIBERTAD,CHEPEN,CHEPEN,130401,-7.242392412999948,-79.38432594683331,False,False,4,2.0,"Lambayeque · Chiclayo, Lambayeque",Chiclayo,1.1258706821754458,True
20614487349,AGROVALCON S.A.C.,agro_otro,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,-8.112903216499944,-79.02598934049996,False,False,2,9.0,"La Libertad · Ascope, Trujillo",Otuzco,1.1317589110913104,True
20125335781,ASOCIACION DE PROVEEDORES DE PRODUCTOS AGROPECUARIOS - ASPROPA,productor,LIMA,LIMA,SAN MARTIN DE PORRES,150135,-11.992827813999952,-77.08841318799995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20301812982,VALORES AGROINDUSTRIALES S.A.,agroindustria,LIMA,LIMA,ATE,150103,-12.04034159349996,-76.90482929099994,False,False,-1,,Fuera de territorio,Pisco,3.051842853206836,False
20118383088,COAGROVET E.I.R.L.,agro_otro,LIMA,LIMA,MAGDALENA DEL MAR,150120,-12.093838644999948,-77.06669448899999,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20109069460,ASOCIACION DE PROMOCION AGRARIA (ASPA),productor,ICA,CHINCHA,CHINCHA ALTA,110201,-13.389922928999965,-76.09085121866663,False,False,-1,,Fuera de territorio,Pisco,0.7204720237350557,True
20139295995,CEGNE.SR.DE LOS MILAGROS DE HUAROS USE 0,agro_otro,LIMA,LIMA,COMAS,150110,-11.927920622999949,-77.03740747999996,False,False,-1,,Fuera de territorio,Pisco,3.144219045987484,False
20112328921,REPRESENTACIONES AGROPECUARIAS NACIONAL E.I.R.L.,productor,LIMA,LIMA,LOS OLIVOS,150117,-11.972420735999949,-77.07436708199998,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20126427094,AGROHERSA IMPORT E.I.R.LTDA,agro_otro,LIMA,LIMA,CHORRILLOS,150108,-12.192644506999956,-77.00588969799998,False,True,-1,,Fuera de territorio,,,
20170686102,COOPERATIVA AGRARIA DE USUARIOS GALLINAZOS LTDA.,productor,LIMA,LIMA,PUENTE PIEDRA,150125,-11.870821251999956,-77.08703975999995,False,False,-1,,Fuera de territorio,Pisco,3.144219045987484,False
20200242751,COOP.AGRARIA AGROINDUSTRIAL LA UNION,agroindustria,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20184844126,COMITE DE ADMINISTRACION DEL FONDO DE ASISTENCIA Y ESTIMULO DEL MINISTERIO DE DESARROLLO AGRARIO Y R,productor,LIMA,LIMA,JESUS MARIA,150113,-12.078106398999978,-77.04820820199996,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20170875843,PARROQUIA NUESTRA SEÑORA DE LA MEDALLA MILAGROSA,agro_otro,LIMA,LIMA,SAN ISIDRO,150131,-12.09898090799993,-77.03667219399995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20189421941,AGROPECUARIA LOCK S.A,productor,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20118514794,EMPRESA AGRICOLA AGROINDUSTRIAL SANTA ELENA SA,agroindustria,LIMA,LIMA,SAN ISIDRO,150131,-12.09898090799993,-77.03667219399995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20131365994,INSTITUTO NACIONAL DE INNOVACION AGRARIA,productor,LIMA,LIMA,LA MOLINA,150114,-12.088085452999962,-76.92572938299998,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20144046600,HDAD.CARG.SAHUM.CANTR.SR.MILAGROS P.S.B.,agro_otro,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,-11.945962191999968,-76.97148873299994,False,False,-1,,Fuera de territorio,Pisco,3.051842853206836,False
20140466663,AGRO FERRETERA SANTA ANITA EIRL AFERSA,agro_otro,LIMA,LIMA,LURIGANCHO,150118,-11.963301258499948,-76.81614178249997,False,False,-1,,Fuera de territorio,Pisco,3.224148264314863,False
20181096463,ASOCIACION NACIONAL DE PENSIONISTAS DEL SECTOR AGRARIO,productor,LIMA,LIMA,JESUS MARIA,150113,-12.078106398999978,-77.04820820199996,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20197855305,JUNTA DE PROPIETARIOS AVENIDA JORGE BASADRE NÚMERO 354 FUNDO SAN ISIDRO DISTRITO DE  SAN ISIDRO,productor,LIMA,LIMA,SAN ISIDRO,150131,-12.09898090799993,-77.03667219399995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20174466816,MOLINO BRONCO SOCIEDAD ANONIMA,agroindustria,LIMA,LIMA,SANTIAGO DE SURCO,150140,-12.126991046999931,-76.98430619899995,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20117332471,AGROPECUARIA MANCHAY SOCIEDAD ANONIMA CERRADA S.A.C. - AGROPECUARIA MANCHAY S.A.C.,productor,LIMA,LIMA,PACHACAMAC,150123,-12.185408900399954,-76.84220434319997,False,False,-1,,Fuera de territorio,Pisco,2.512354416481685,False
20194993758,FUNDO LA PAMPA S.A.,productor,LIMA,LIMA,MIRAFLORES,150122,-12.12123578099994,-77.03185553199995,False,False,-1,,Fuera de territorio,,,
20170876068,PARROQUIA VIRGEN MILAGROSA,agro_otro,LIMA,LIMA,MIRAFLORES,150122,-12.12123578099994,-77.03185553199995,False,False,-1,,Fuera de territorio,,,
20118276320,AGRICOLA 4 ESTACIONES S.A.C.,productor,LIMA,LIMA,LA MOLINA,150114,-12.088085452999962,-76.92572938299998,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20215522912,CENTRO AGRICOLA SATIPO EIRLTDA,productor,JUNIN,SATIPO,PANGOA,120606,-11.625696256714248,-74.37676050014282,False,False,-1,,Fuera de territorio,Satipo,1.1490592964401003,True
20177565751,AGRO INDUSTRIAS EMIC EIRL,agroindustria,LIMA,LIMA,CHORRILLOS,150108,-12.192644506999956,-77.00588969799998,False,False,-1,,Fuera de territorio,,,
20106718335,MOLINO SANTA LUISA EIRL,agroindustria,LIMA,LIMA,LOS OLIVOS,150117,-11.972420735999949,-77.07436708199998,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20109242196,CEIP MEDALLA MILAGROSA,agro_otro,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20127020354,COLEGIO N.E. SEÑOR DE LOS MILAGROS,agro_otro,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20171555044,ASOCIACION DE VIVIENDA SEÑOR DE LOS MILAGROS LOS OLIVOS,agro_otro,LIMA,LIMA,SAN MARTIN DE PORRES,150135,-11.992827813999952,-77.08841318799995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20125408258,MOLINOS PRETEL S.A.,agroindustria,LIMA,LIMA,CHORRILLOS,150108,-12.192644506999956,-77.00588969799998,False,False,-1,,Fuera de territorio,,,
20166924091,SERVIAGRO S.A.C.,agro_otro,LIMA,LIMA,SANTIAGO DE SURCO,150140,-12.126991046999931,-76.98430619899995,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20122989781,MOLINO EL DORADO S.A.C.,agroindustria,LIMA,LIMA,SAN BORJA,150130,-12.097546260999934,-76.99520863399994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20138851258,INSTITUTO DE APOYO AGRARIO,productor,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20145914354,CONFEDERACION NACIONAL AGRARIA,productor,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20193591231,ASS.DE PROPIETARIOS AGROPECUARIOS CASABL,productor,LIMA,LIMA,MIRAFLORES,150122,-12.12123578099994,-77.03185553199995,False,False,-1,,Fuera de territorio,,,
20163749204,CEEGNE VIRGEN DE LA MEDALLA MILAGROSA,agro_otro,LIMA,LIMA,SAN MIGUEL,150136,-12.076444784999978,-77.09006733999996,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20141080840,C.E.I.G.N.E.  SENOR DE LOS MILAGROS,agro_otro,LIMA,LIMA,RIMAC,150128,-12.02358344299995,-77.03267751899995,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20111861812,CEGNE VIRGEN DE LA MEDALLA MILAGROSA,agro_otro,LIMA,LIMA,SANTIAGO DE SURCO,150140,-12.126991046999931,-76.98430619899995,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20197091089,ASOC VIVIENDA SERV DIRECC GRAL R AGRARIA,productor,LIMA,LIMA,LOS OLIVOS,150117,-11.972420735999949,-77.07436708199998,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20139668937,CEGNE  CRISTO SENOR DE LOS MILAGROS,agro_otro,LIMA,LIMA,JESUS MARIA,150113,-12.078106398999978,-77.04820820199996,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20140899691,CEP MARIA MILAGROSA,agro_otro,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,-12.17038942299996,-76.91898821199999,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20145971153,EL SEMILLERO,canal,LIMA,LIMA,SANTIAGO DE SURCO,150140,-12.126991046999931,-76.98430619899995,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20160733773,CEGNE MEDALLA MILAGROSA,agro_otro,LIMA,LIMA,CARABAYLLO,150106,-11.823787532833308,-77.01082871966662,False,False,-1,,Fuera de territorio,Pisco,3.144219045987484,False
20172823280,ASOCIACION AGROPECUARIA INDUSTRIAL LA RINCONADA,productor,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,-12.157858249999949,-76.96650742299994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20190094759,COOPERATIVA AGRARIA DE USUARIOS SAN ANTONIO DE PADUA TRAPICHE LTDA.,productor,LIMA,CANTA,SANTA ROSA DE QUIVES,150407,-11.675922962399955,-76.86557554179996,False,False,-1,,Fuera de territorio,Pisco,3.664838613294705,False
20614191032,AGRO 68 S.A.C.,agro_otro,AREQUIPA,CAYLLOMA,MAJES,040520,-16.355911164285665,-72.25542138499996,False,False,15,23.0,"Arequipa · Caylloma, Arequipa",Pisco,10.712589289729294,False
20101674429,AGROVERI S A,agro_otro,LIMA,LIMA,CHORRILLOS,150108,-12.192644506999956,-77.00588969799998,False,False,-1,,Fuera de territorio,,,
20155138701,ASOCIACION DE COMERCIANTES AGRO - ARTESANAL SAN BORJA,agro_otro,LIMA,LIMA,SAN BORJA,150130,-12.097546260999934,-76.99520863399994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20381349811,AGRICOLA DEL VALLE S.A.,productor,LIMA,LIMA,LA MOLINA,150114,-12.088085452999962,-76.92572938299998,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20139781822,CEIGNE EL MILAGRO,agro_otro,LIMA,LIMA,SURQUILLO,150141,-12.113436342999933,-77.01298608199994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20140027741,CEGNE  MILAGROSA MELCHORITA,agro_otro,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,-11.945962191999968,-76.97148873299994,False,False,-1,,Fuera de territorio,Pisco,3.051842853206836,False
20198988651,AGROPECUARIA SAN JUDAS TADEO SRLTDA,productor,LIMA,LIMA,CHACLACAYO,150107,-11.991637036999975,-76.76695168599997,False,False,-1,,Fuera de territorio,Pisco,3.2057128545857267,False
20147980486,ASOC.AGRICOLA LOS HUERTOS DE CIENEGUILLA,productor,LIMA,LIMA,CIENEGUILLA,150109,-12.076464905999956,-76.77752615099996,False,False,-1,,Fuera de territorio,Pisco,3.2057128545857267,False
20196592084,"CEGNE ""SENOR DE LOS MILAGROS""",agro_otro,LIMA,LIMA,PUCUSANA,150124,-12.465836826999976,-76.77562379499994,False,False,-1,,Fuera de territorio,Pisco,2.1865125002223067,False
20159446841,CEGNE SENOR DE LOS MILAGROS,agro_otro,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,-12.157858249999949,-76.96650742299994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20160660792,CEGNE VIRGEN DE LA MEDALLA MILAGROSA,agro_otro,LIMA,LIMA,SANTA ANITA,150137,-12.043207248999977,-76.96314006599994,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20101251382,VIVERO 4 ESTACIONES S.A.C.,productor,LIMA,LIMA,LA MOLINA,150114,-12.088085452999962,-76.92572938299998,False,False,-1,,Fuera de territorio,Pisco,2.7855116323335096,False
20164563490,FUNDO EL SAUCE SRL,productor,LIMA,LIMA,MIRAFLORES,150122,-12.12123578099994,-77.03185553199995,False,False,-1,,Fuera de territorio,,,
20212339432,AGROPECUARIA LA MOLINA SRLTDA,productor,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20204110078,MOLINO EL VIRREY S.R.LTDA.,agroindustria,LIMA,LIMA,LA VICTORIA,150115,-12.072332720999952,-77.01738574699993,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20107278801,AGRICOLA COMERCIAL SANTA ELVIRA S.A.,productor,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20193596208,AGROBEL SRL,agro_otro,LIMA,LIMA,LURIN,150119,-12.243244325666637,-76.86513057833328,False,False,-1,,Fuera de territorio,Pisco,2.512354416481685,False
20124268444,AGROFARMA S R LTDA,agro_otro,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
20100269113,AGROPEC SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,agro_otro,LIMA,LIMA,LIMA,150101,-12.044540457999972,-77.05082250599997,False,False,-1,,Fuera de territorio,Pisco,2.8756055096018827,False
