ruc,razon_social,clase,estado,condicion,ubigeo,direccion,exporta,importa,comex,activo,habido,distrito,provincia,dep
20616382013,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE CULTIVOS ANDINOS APU HUAYHUAYLLA,productor,ACTIVO,HABIDO,080704,---- ANEXO ARMIRE C.C. CHARAMUREY SN,False,False,False,True,True,COLQUEMARCA,CHUMBIVILCAS,CUSCO
20616379926,AGROEXPORTACIONES ORDOÑEZ INTERNACIONAL S.A.C.,agroindustria,ACTIVO,HABIDO,230110,---- PARCELA 7A 01 697,False,False,False,True,True,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA
20616380207,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVOS HORIZONTES DE RUCO BAYO,productor,ACTIVO,HABIDO,061002,CAR. MASMA SEC. LOS CHILCOS SN,False,False,False,True,True,CHANCAY,SAN MARCOS,CAJAMARCA
20616382374,AGROSEGAER S.R.L.,agro_otro,ACTIVO,HABIDO,200101,A.H. ALAN PERU 02 06 A,False,False,False,True,True,PIURA,PIURA,PIURA
20616378113,AGRO INVERSIONES J.D.S. E.I.R.L.,agro_otro,ACTIVO,HABIDO,150132,A.H. ENRIQUE MONTENEGRO 03 M,False,False,False,True,True,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20616378300,AGROXNOVA CASTRO E.I.R.L.,agro_otro,ACTIVO,HABIDO,150103,A.H. MUNICIPAL CESAR VALLEJO 10 D,False,False,False,True,True,ATE,LIMA,LIMA
20616387465,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES DEL VRAEM-PERU,agroindustria,ACTIVO,HABIDO,080907,AV. TUPAC AMARU 1984,False,False,False,True,True,KIMBIRI,LA CONVENCION,CUSCO
20616389344,ASOCIACION AGROPECUARIA ANDINA LOS MOROCHUCOS,productor,ACTIVO,HABIDO,050203,BAR. PICHIUCUCHO SN,False,False,False,True,True,LOS MOROCHUCOS,CANGALLO,AYACUCHO
20616390822,ASOCIACION DE PRODUCTORES AGROPECUARIOS HEREDEROS DE VICTORIA NINA ASPHVN,productor,ACTIVO,HABIDO,050101,---- BQ. ENACE JOSE ORTIZ VERG 10 I,False,False,False,True,True,AYACUCHO,HUAMANGA,AYACUCHO
20616388071,ASOCIACION DE PRODUCTORES AGROPECUARIOS AGRO VALLE SICAYA,productor,ACTIVO,HABIDO,120134,JR. JUNIN 920,False,False,False,True,True,SICAYA,HUANCAYO,JUNIN
20616391250,AGRO TOURS SOL DE INUYA S.A.C.,agro_otro,ACTIVO,HABIDO,250201,JR. NICOLAS VELA URB. PASCUAL ALEGRE 2 3,False,False,False,True,True,RAYMONDI,ATALAYA,UCAYALI
20616390750,ASOCIACION DE PRODUCTORES AGROPECUARIOS PROMOTORES DEL BIENESTAR COMUN DE TICUNGUE - SECTOR TICUNGUE,productor,ACTIVO,HABIDO,060802,SEC. TICUNGUE SN,False,False,False,True,True,BELLAVISTA,JAEN,CAJAMARCA
20616387651,SHEM AGRO SOLUTION S.A.C.,agro_otro,ACTIVO,HABIDO,150108,AV. LOS PUMAS URB. SAN PEDRO 870,False,False,False,True,True,CHORRILLOS,LIMA,LIMA
20616389310,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE ARBOLES FRUTALES Y CRIANZA DE ANIMALES MENORES ARMANCA,productor,ACTIVO,HABIDO,151009,---- PUEBLO NUEVO SN,False,False,False,True,True,CHOCOS,YAUYOS,LIMA
20616396669,AGROUP TELECOM S.A.C.,agro_otro,ACTIVO,HABIDO,140307,CAL. SAN JOSE 175,False,False,False,True,True,MOTUPE,LAMBAYEQUE,LAMBAYEQUE
20616397096,ASOCIACION DE AGROPECUARIOS SAN PEDRO CP. LA VIÑA,productor,ACTIVO,HABIDO,140304,---- CENTRO POBLADO LA VIÑA SEC. SAN PEDRO SN,False,False,False,True,True,JAYANCA,LAMBAYEQUE,LAMBAYEQUE
20616395182,ASOCIACION AGROECOLOGICA BIO COSECHA,agro_otro,ACTIVO,HABIDO,050201,JR. PROGRESO S/N,False,False,False,True,True,CANGALLO,CANGALLO,AYACUCHO
20616392728,HACIENDA INTI VINCENZO S.A.C.,productor,ACTIVO,HABIDO,250301,PJ. JOSE LUIS MAGUIÑA PAREDES 13 P,False,False,False,True,True,PADRE ABAD,PADRE ABAD,UCAYALI
20616393325,ASOCIACION DE PRODUCTORES AGROPECUARIOS FLOR DE LA PASION MALLAMPAMPA,productor,ACTIVO,HABIDO,190301,AV. MALLAMPAMPA SN,False,False,False,True,True,OXAPAMPA,OXAPAMPA,PASCO
20616394135,COOPERATIVA AGRARIA ECOLOGICA CORAZON ANDAMARQUINO,productor,ACTIVO,HABIDO,120203,JR. FRANCISCO IRALOZA OTR. PBLO. ANDAMARCA SN,False,False,False,True,True,ANDAMARCA,CONCEPCION,JUNIN
