dep,prov,dist,ha_agricola,ha_territorial,n_sectores,intensidad_agricola
LIMA,CAÑETE,NUEVO IMPERIAL,3485.49723,32016.402057,5,0.10886598762080257
LIMA,CAÑETE,PACARAN,495.303609,23840.862489,2,0.02077540647820646
LIMA,CAÑETE,QUILMANA,4888.200905,44900.007194,5,0.10886859959463907
LIMA,CAÑETE,SAN ANTONIO,598.427504,3935.297998,1,0.1520666298471255
LIMA,CAÑETE,SAN LUIS,3225.740268,3745.597768,6,0.8612084019161558
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,8992.59984,51918.228509,12,0.17320698525838835
LIMA,CAÑETE,SANTA CRUZ DE FLORES,1234.130357,9440.592984,2,0.13072593629357973
LIMA,CAÑETE,ZUÑIGA,742.884671,12928.455071,2,0.05746120993732461
LIMA,HUARAL,ATAVILLOS ALTO,1217.5427300000001,34513.812623,6,0.03527696992793632
LIMA,HUARAL,ATAVILLOS BAJO,1828.734147,17659.297865,5,0.10355644720306097
LIMA,HUARAL,AUCALLAMA,7624.855493,71936.23237,5,0.10599464611632677
LIMA,HUARAL,CHANCAY,5049.741012,15478.556566,3,0.32624108006893854
LIMA,HUARAL,HUARAL,12480.776081,64565.753865,8,0.1933033432413095
LIMA,HUARAL,IHUARI,4439.748622,47428.731498,8,0.09360884176687748
LIMA,HUARAL,LAMPIAN,1011.2847670000001,14797.893057,2,0.06833978074477445
LIMA,HUARAL,PACARAOS,1607.074,30569.442962999998,4,0.05257125561447543
LIMA,HUARAL,SAN MIGUEL DE ACOS,429.185553,4159.065490999999,3,0.10319278547758749
LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,999.3411619999999,21627.253187,3,0.046207493543410194
LIMA,HUARAL,SUMBILCA,1883.462193,23690.534515,3,0.07950273100876888
LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,987.731633,20684.822725,2,0.04775151550156686
LIMA,HUAROCHIRI,ANTIOQUIA,1134.675457,41751.256983,1,0.027177037028178808
LIMA,HUAROCHIRI,CALLAHUANCA,322.740118,5053.0944580000005,2,0.0638697971475759
LIMA,HUAROCHIRI,CARAMPOMA,604.090271,23183.50749,2,0.026056897182644558
LIMA,HUAROCHIRI,CHICLA,349.946026,23505.295918,1,0.014887965130105707
LIMA,HUAROCHIRI,CUENCA,335.148266,6754.221292,1,0.04962056342408628
LIMA,HUAROCHIRI,HUACHUPAMPA,479.804582,7880.371781,2,0.06088603372201736
LIMA,HUAROCHIRI,HUANZA,343.462398,23408.890272999997,2,0.014672305863048634
LIMA,HUAROCHIRI,HUAROCHIRI,1306.669684,24039.444755,4,0.05435523562698859
LIMA,HUAROCHIRI,LAHUAYTAMBO,1121.291518,8199.547146,2,0.1367504202408302
LIMA,HUAROCHIRI,LANGA,802.808796,7671.6642919999995,2,0.10464597582002746
LIMA,HUAROCHIRI,MARIATANA,813.7576730000001,16850.384834,4,0.04829312095935245
LIMA,HUAROCHIRI,MATUCANA,2506.064221,18055.695386,2,0.1387963281072602
LIMA,HUAROCHIRI,RICARDO PALMA,103.632402,3516.714605,1,0.029468527770964797
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,1932.532227,9651.746321,2,0.20022617283208638
LIMA,HUAROCHIRI,SAN ANTONIO,1100.395846,57033.637213,3,0.019293804494537485
LIMA,HUAROCHIRI,SAN BARTOLOME,471.381131,4267.639985,1,0.11045475547534969
LIMA,HUAROCHIRI,SAN DAMIAN,2130.771256,33348.124562,2,0.06389478520864114
LIMA,HUAROCHIRI,SAN JUAN DE IRIS,440.85075,12837.451829,1,0.03434098572460552
LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,311.928828,13885.341508,1,0.022464613334881475
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,1490.6393979999998,44994.223105000005,4,0.03312957297921101
LIMA,HUAROCHIRI,SAN MATEO,1226.630451,41667.171665,3,0.02943877402723634
LIMA,HUAROCHIRI,SAN MATEO DE OTAO,903.077429,13451.504336999998,2,0.06713579435988998
LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,920.316028,8238.755822,1,0.11170570507047611
LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,440.780869,3939.238388,1,0.11189494658224781
LIMA,HUAROCHIRI,SAN PEDRO DE LARAOS,337.419072,11736.142782,1,0.02875042322401766
LIMA,HUAROCHIRI,SANGALLAYA,1064.440079,9258.825681999999,3,0.11496491191851343
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,327.253946,3329.102424,1,0.09830095452779616
LIMA,HUAROCHIRI,SANTA EULALIA,803.520258,11668.629347,1,0.06886158040546422
LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,554.124533,9478.631967,3,0.05846039121776148
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,885.437848,6285.060578,1,0.14087976352994191
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,1300.170942,57776.720725,3,0.022503370313944032
LIMA,HUAROCHIRI,SURCO,964.7659679999999,10682.804522,3,0.09031017707130895
LIMA,HUAURA,AMBAR,3937.963234,94207.466679,3,0.04180096729931301
LIMA,HUAURA,CALETA DE CARQUIN,239.475184,329.825982,1,0.7260652497655566
LIMA,HUAURA,CHECRAS,2780.840839,16694.989565,5,0.16656739006473287
LIMA,HUAURA,HUACHO,5203.973327,71186.671011,4,0.07310319829671294
LIMA,HUAURA,HUALMAY,247.80282,606.097558,1,0.408849725146063
LIMA,HUAURA,HUAURA,10149.061623,48176.018972000005,5,0.21066625760212054
LIMA,HUAURA,LEONCIO PRADO,1722.490677,29483.781677,5,0.05842163314971558
LIMA,HUAURA,PACCHO,2796.059937,23755.327309,5,0.11770243788393006
LIMA,HUAURA,SANTA LEONOR,1853.531735,37461.40038,4,0.04947844224183271
LIMA,HUAURA,SANTA MARIA,3343.435077,13559.107883,3,0.24658223135696838
LIMA,HUAURA,SAYAN,13140.412692,131441.326151,4,0.0999716989838057
LIMA,HUAURA,VEGUETA,8630.060348,25796.753425000003,4,0.3345405604271306
LIMA,LIMA,ANCON,32.32931,31070.090368,1,0.001040528354346111
LIMA,LIMA,ATE,0.0,8503.850258,2,0.0
LIMA,LIMA,BARRANCO,0.0,274.851905,1,0.0
LIMA,LIMA,BREÑA,0.0,321.282838,1,0.0
LIMA,LIMA,CARABAYLLO,2764.199497,31223.514799,6,0.08852941492315687
LIMA,LIMA,CHACLACAYO,0.246259,4280.544383,1,5.7529832181627906e-05
LIMA,LIMA,CHORRILLOS,0.0,3701.555345,1,0.0
LIMA,LIMA,CIENEGUILLA,786.302406,22497.006698,1,0.03495142338513429
LIMA,LIMA,COMAS,56.108029,4888.0889449999995,2,0.011478520467061593
LIMA,LIMA,EL AGUSTINO,0.0,1338.936074,1,0.0
LIMA,LIMA,INDEPENDENCIA,0.0,1611.769375,1,0.0
LIMA,LIMA,JESUS MARIA,0.0,434.330347,1,0.0
LIMA,LIMA,LA MOLINA,0.456533,4873.980971,1,9.366737431195441e-05
LIMA,LIMA,LA VICTORIA,0.0,914.184059,1,0.0
LIMA,LIMA,LIMA,0.0,2152.165961,1,0.0
LIMA,LIMA,LINCE,0.0,274.948163,1,0.0
LIMA,LIMA,LOS OLIVOS,0.0,1822.441893,1,0.0
LIMA,LIMA,LURIGANCHO,577.9697679999999,24508.684594,6,0.02358224350161548
LIMA,LIMA,LURIN,2091.175071,18763.079425,3,0.11145159190733427
LIMA,LIMA,MAGDALENA DEL MAR,0.0,326.575242,1,0.0
LIMA,LIMA,MIRAFLORES,0.0,914.876593,1,0.0
LIMA,LIMA,PACHACAMAC,2142.35968,18589.776937,5,0.11524396915898293
LIMA,LIMA,PUCUSANA,55.293925,2908.310087,1,0.01901238978854458
LIMA,LIMA,PUEBLO LIBRE,0.0,464.517282,1,0.0
LIMA,LIMA,PUENTE PIEDRA,142.78464400000001,5055.725055999999,2,0.028242169504559395
LIMA,LIMA,PUNTA HERMOSA,247.177832,12194.618158,1,0.02026941957488391
LIMA,LIMA,PUNTA NEGRA,198.212518,12965.181957,1,0.015288062956415629
LIMA,LIMA,RIMAC,0.0,1206.676399,1,0.0
LIMA,LIMA,SAN BARTOLO,0.0,5364.259621,1,0.0
LIMA,LIMA,SAN BORJA,0.0,1035.913069,1,0.0
LIMA,LIMA,SAN ISIDRO,0.0,970.024322,1,0.0
LIMA,LIMA,SAN JUAN DE LURIGANCHO,5.571419,14045.068062,1,0.0003966815237495287
LIMA,LIMA,SAN JUAN DE MIRAFLORES,0.0,2222.949223,1,0.0
LIMA,LIMA,SAN LUIS,0.0,348.737481,1,0.0
LIMA,LIMA,SAN MARTIN DE PORRES,198.607808,3634.178245,1,0.0546499908949843
LIMA,LIMA,SAN MIGUEL,0.0,958.844862,1,0.0
LIMA,LIMA,SANTA ANITA,0.0,1067.907453,1,0.0
LIMA,LIMA,SANTA MARIA DEL MAR,0.0,774.907499,1,0.0
LIMA,LIMA,SANTA ROSA,0.0,1743.711883,1,0.0
LIMA,LIMA,SANTIAGO DE SURCO,1.264016,3471.320313,1,0.0003641311910244337
LIMA,LIMA,SURQUILLO,0.0,462.900418,1,0.0
LIMA,LIMA,VILLA EL SALVADOR,0.0,3384.304142,1,0.0
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,0.562365,6622.292408,1,8.491998923524429e-05
LIMA,OYON,ANDAJES,1480.891722,15301.631507,2,0.09677998854713891
LIMA,OYON,CAUJUL,717.322279,10445.318686,3,0.06867404437946317
LIMA,OYON,COCHAMARCA,1239.9247110000001,25859.959811,4,0.047947665814723185
LIMA,OYON,NAVAN,1540.7173,23073.618643,3,0.06677397784189425
LIMA,OYON,OYON,3357.392942,87680.325454,7,0.03829129197018548
LIMA,OYON,PACHANGARA,2509.201329,25516.763559,7,0.09833540696484533
LIMA,YAUYOS,ALIS,9.474206,14064.746973000001,2,0.0006736136823639678
LIMA,YAUYOS,ALLAUCA,1534.197335,51771.098325,4,0.0296342435188234
LIMA,YAUYOS,AYAVIRI,1081.227461,24473.123718,1,0.04418019838655727
LIMA,YAUYOS,AZANGARO,954.134393,7740.528414,2,0.1232647620379887
LIMA,YAUYOS,CACRA,595.986537,20978.233303,1,0.028409758266668275
LIMA,YAUYOS,CARANIA,498.617444,12201.047072,2,0.040866774880679684
LIMA,YAUYOS,CATAHUASI,582.296647,11823.043095,2,0.04925099590022259
LIMA,YAUYOS,CHOCOS,448.887467,21215.545044,1,0.021158422565577713
LIMA,YAUYOS,COCHAS,272.525317,3808.723592,1,0.07155292591261371
LIMA,YAUYOS,COLONIA,2619.477858,34625.694009,5,0.07565127380029231
LIMA,YAUYOS,HONGOS,315.494356,12097.796934,1,0.026078661901930714
LIMA,YAUYOS,HUAMPARA,522.175979,5401.931868,1,0.09666467326129556
LIMA,YAUYOS,HUANCAYA,162.363604,27777.510209,2,0.0058451460472290166
LIMA,YAUYOS,HUANGASCAR,863.725172,5003.200804,1,0.1726345205472189
LIMA,YAUYOS,HUANTAN,351.729006,51297.647478,2,0.006856630338668959
LIMA,YAUYOS,HUAÑEC,313.430841,4232.515689,2,0.0740530842719813
LIMA,YAUYOS,LARAOS,255.404272,40933.141934,1,0.006239547220973414
LIMA,YAUYOS,LINCHA,521.852296,21819.753646,2,0.02391650723772796
LIMA,YAUYOS,MADEAN,927.39546,20852.704743000002,3,0.04447362926918702
LIMA,YAUYOS,MIRAFLORES,356.206077,20181.31806,2,0.0176502880506111
LIMA,YAUYOS,OMAS,1030.059283,29441.38289,2,0.034986783292365924
LIMA,YAUYOS,PUTINZA,209.175491,7135.355669,1,0.02931535591263881
LIMA,YAUYOS,QUINCHES,1783.536492,11469.61951,3,0.15550092925445266
LIMA,YAUYOS,QUINOCAY,402.832187,15741.405536999999,2,0.025590611083181065
LIMA,YAUYOS,SAN JOAQUIN,300.598299,7574.221575,1,0.03968702209507252
LIMA,YAUYOS,SAN PEDRO DE PILAS,730.862584,10033.310227000002,2,0.0728436146659975
LIMA,YAUYOS,TANTA,0.0,34582.676378,1,0.0
LIMA,YAUYOS,TAURIPAMPA,632.369673,53035.596507,3,0.011923495060841553
LIMA,YAUYOS,TOMAS,50.277086,29140.079633,2,0.0017253585657008006
LIMA,YAUYOS,TUPE,548.462009,29013.922973,2,0.018903407495442514
LIMA,YAUYOS,VITIS,268.246546,10447.158323,1,0.025676508166765345
LIMA,YAUYOS,VIÑAC,2369.050134,15690.582712,3,0.15098547819949187
LIMA,YAUYOS,YAUYOS,1336.915316,33223.247298,3,0.04024035651928825
LORETO,ALTO AMAZONAS,BALSAPUERTO,43252.293384000004,300482.172936,4,0.14394295994795123
LORETO,ALTO AMAZONAS,JEBEROS,15197.878512,434500.10218,2,0.03497784795848906
LORETO,ALTO AMAZONAS,LAGUNAS,11666.449666,605645.532978,4,0.01926283449765621
LORETO,ALTO AMAZONAS,SANTA CRUZ,6264.910187,227000.61454799998,9,0.027598648574033994
LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,15696.822018,131977.115492,5,0.11893593794260102
LORETO,ALTO AMAZONAS,YURIMAGUAS,79812.627967,223463.746536,7,0.3571614152371789
LORETO,DATEM DEL MARAÑON,ANDOAS,4813.138757,1178843.339181,3,0.004082933327123791
LORETO,DATEM DEL MARAÑON,BARRANCA,11785.817894000002,739087.4905719999,3,0.015946444831421294
LORETO,DATEM DEL MARAÑON,CAHUAPANAS,16256.012489,478570.23610700003,3,0.033967871928762064
LORETO,DATEM DEL MARAÑON,MANSERICHE,11662.723206,357004.378064,3,0.03266829182668799
LORETO,DATEM DEL MARAÑON,MORONA,5677.735452,1104390.138246,3,0.005141059536277115
LORETO,DATEM DEL MARAÑON,PASTAZA,4161.606325,910018.24914,2,0.004573102054747658
LORETO,LORETO,NAUTA,14938.876155999998,675816.25641,3,0.02210493756891366
LORETO,LORETO,PARINARI,6148.84352,1321244.710339,2,0.0046538264046653045
LORETO,LORETO,TIGRE,13328.790765999998,2011378.295678,2,0.006626695134694739
LORETO,LORETO,TROMPETEROS,7664.769584,1256555.4584889999,2,0.006099825942594558
LORETO,LORETO,URARINAS,18839.200396,1576583.7205780002,2,0.011949381533061406
LORETO,MARISCAL RAMON CASTILLA,PEBAS,23902.440076,1125305.831122,3,0.021240839081201397
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,20587.282126,686014.401173,7,0.030009985345494622
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,35212.206042,508676.167118,6,0.0692232275034652
LORETO,MARISCAL RAMON CASTILLA,YAVARI,21376.913204999997,1436961.200318,3,0.01487647209978201
LORETO,MAYNAS,ALTO NANAY,5563.613067,1455428.928973,3,0.0038226621418923383
LORETO,MAYNAS,BELEN,9287.139296,65343.080345,3,0.14212888720527916
LORETO,MAYNAS,FERNANDO LORES,23073.405114,456923.841073,3,0.05049726680887658
LORETO,MAYNAS,INDIANA,10285.51403,336758.858266,3,0.030542668076976465
LORETO,MAYNAS,IQUITOS,6012.5601799999995,36650.850425,2,0.16404967716380076
LORETO,MAYNAS,LAS AMAZONAS,6554.047956,672820.313735,4,0.009741156475518375
LORETO,MAYNAS,MAZAN,21802.731677,1005144.600397,3,0.02169113943246436
LORETO,MAYNAS,NAPO,22855.267427,2415877.719215,4,0.009460440503762933
LORETO,MAYNAS,PUNCHANA,12830.229347,160284.58459,2,0.08004655831263555
LORETO,MAYNAS,SAN JUAN BAUTISTA,31383.11609,319990.49418399995,2,0.09807515116981624
LORETO,MAYNAS,TORRES CAUSANA,4621.901991000001,691476.382263,2,0.006684106803292207
LORETO,PUTUMAYO,PUTUMAYO,2612.501089,1107715.222538,2,0.002358459138093481
LORETO,PUTUMAYO,ROSA PANDURO,1457.828531,716202.112806,2,0.0020354987857944045
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,10329.404724,962109.943449,1,0.010736199947139976
LORETO,PUTUMAYO,YAGUAS,836.752269,1797068.79569,1,0.00046562061007726847
LORETO,REQUENA,ALTO TAPICHE,3280.873299,906212.3757900001,2,0.003620424291976662
LORETO,REQUENA,CAPELO,2578.701641,80061.08963,2,0.03220917493026131
LORETO,REQUENA,EMILIO SAN MARTIN,6293.595572,463774.30206699995,4,0.013570384439047218
LORETO,REQUENA,JENARO HERRERA,5566.085601,116008.178614,3,0.04798011370836468
LORETO,REQUENA,MAQUIA,7952.512982,489157.64092000003,4,0.016257566716208375
LORETO,REQUENA,PUINAHUA,1451.927267,628152.1947570001,3,0.0023114259237153128
LORETO,REQUENA,REQUENA,10614.651172,307298.174915,3,0.03454186206909969
LORETO,REQUENA,SAQUENA,4192.589502,259548.535119,3,0.016153393044879817
LORETO,REQUENA,SOPLIN,931.042417,469634.725677,2,0.00198248205700262
LORETO,REQUENA,TAPICHE,1121.8697750000001,209012.35391499999,2,0.0053674806966493285
LORETO,REQUENA,YAQUERANA,5873.093787,1104924.48508,1,0.005315380251144285
LORETO,UCAYALI,CONTAMANA,24202.189641999998,1100253.553972,3,0.02199692021409813
LORETO,UCAYALI,INAHUAYA,3172.68084,62969.61216,2,0.05038431604022762
LORETO,UCAYALI,PADRE MARQUEZ,6536.335623,243491.954908,3,0.026844154360129317
LORETO,UCAYALI,PAMPA HERMOSA,22153.314244,747199.13063,2,0.029648474330158096
LORETO,UCAYALI,SARAYACU,7072.519616,624446.361022,3,0.011326064266632544
LORETO,UCAYALI,VARGAS GUERRA,13376.661441,189675.482261,2,0.0705239353106969
MADRE DE DIOS,MANU,FITZCARRALD,990.233007,1067071.468896,3,0.0009279912694362473
MADRE DE DIOS,MANU,HUEPETUHE,2826.15664,152329.953518,5,0.018552862222636
MADRE DE DIOS,MANU,MADRE DE DIOS,5181.929971,784582.31229,5,0.006604698945959206
MADRE DE DIOS,MANU,MANU,1663.341611,870329.656577,5,0.0019111627398081664
MADRE DE DIOS,TAHUAMANU,IBERIA,32762.586851,258267.972748,7,0.12685501226653242
MADRE DE DIOS,TAHUAMANU,IÑAPARI,9945.482931999999,1381905.857747,4,0.007196932320856276
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,24427.328574,351001.620331,7,0.06959320743580798
MADRE DE DIOS,TAMBOPATA,INAMBARI,22713.239041,484653.875411,5,0.046864866234152244
MADRE DE DIOS,TAMBOPATA,LABERINTO,13927.984963,267642.509605,5,0.05203950965620374
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,42079.610094,773655.3797309999,6,0.054390638514826964
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,36976.767903,2071339.701189,12,0.017851619356194653
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,772.208824,85831.384921,3,0.008996811885428018
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,1543.019217,24469.243436,6,0.06305953925530271
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,564.271345,99875.291439,10,0.005649759183377556
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,772.136259,78033.48780100001,9,0.009894934607678846
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,291.220125,25526.438328,2,0.011408568687021255
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,491.259009,56243.286697999996,4,0.008734535939157146
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,1243.8156060000001,25541.117921999998,9,0.048698557745142076
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,2702.0958800000003,59411.855408,10,0.04548075230850566
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,233.176555,19465.481552,2,0.01197897695862767
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,2369.95001,87980.99140500001,12,0.026937068702607442
MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,350.283335,11073.567638,4,0.03163238320755539
MOQUEGUA,ILO,EL ALGARROBAL,426.102699279,74748.0573013,2,0.005700518711294847
MOQUEGUA,ILO,ILO,91.7155977767,27994.6649665,1,0.0032761812969168257
MOQUEGUA,ILO,PACOCHA,147.867392,33242.773266000004,2,0.004448106384410341
MOQUEGUA,MARISCAL NIETO,CARUMAS,2810.864522,226325.588358,6,0.012419561316035537
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,1190.009791,6885.419445,7,0.17283039915079565
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,5254.210644000001,394588.838221,6,0.013315659580459901
MOQUEGUA,MARISCAL NIETO,SAMEGUA,502.40257799999995,6460.566041,2,0.07776448298982723
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,1616.46961,53944.324133,5,0.029965517892384493
MOQUEGUA,MARISCAL NIETO,TORATA,3332.819507,176904.448953,6,0.01883965907429193
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,1977.5780450000002,16012.222128000001,2,0.12350428498876993
PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,18.752783,1930.717381,1,0.009712857606475342
PASCO,DANIEL ALCIDES CARRION,PAUCAR,1887.7135480000002,10746.455238,4,0.1756591830694973
PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,980.097741,7657.790726,2,0.12798701036218418
PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,1639.021803,28522.1655,8,0.05746484442073657
PASCO,DANIEL ALCIDES CARRION,TAPUC,2088.528371,4661.982977,3,0.4479914193817958
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,689.407242,8245.143469999999,2,0.08361373510459971
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,3482.0252680000003,74106.896354,11,0.04698652135378564
PASCO,OXAPAMPA,CHONTABAMBA,7750.51914,43753.777701,3,0.1771394276618739
PASCO,OXAPAMPA,CONSTITUCION,38537.496965,305071.641548,3,0.12632277706787934
PASCO,OXAPAMPA,HUANCABAMBA,19943.169,113403.725132,3,0.17585991092256
PASCO,OXAPAMPA,OXAPAMPA,11325.86688,40188.948123,3,0.2818154594476247
PASCO,OXAPAMPA,PALCAZU,47988.989449,278759.866368,3,0.17215171636525387
PASCO,OXAPAMPA,POZUZO,17871.441643,71610.512119,3,0.24956449987819973
PASCO,OXAPAMPA,PUERTO BERMUDEZ,53812.212252,767237.026284,4,0.07013766334066482
PASCO,OXAPAMPA,VILLA RICA,17215.657852,82191.578218,4,0.20945768684886698
PASCO,PASCO,CHAUPIMARCA,0.0,1554.0943,1,0.0
PASCO,PASCO,HUACHON,5829.89696,82821.500891,8,0.0703911049338822
PASCO,PASCO,HUARIACA,1231.250059,12309.988076,4,0.10002041036907987
PASCO,PASCO,HUAYLLAY,313.274024,101764.722423,1,0.0030784147643800426
PASCO,PASCO,NINACACA,4016.3552489999997,53811.484008,5,0.07463751136101171
PASCO,PASCO,PALLANCHACRA,567.339466,7258.380916,5,0.07816336350568019
PASCO,PASCO,PAUCARTAMBO,9628.460408,79314.83285400001,10,0.1213954573380207
PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,1087.042305,12016.921273,4,0.09045930153860632
PASCO,PASCO,SIMON BOLIVAR,1073.010864,69092.93093100001,2,0.015529965939229985
PASCO,PASCO,TICLACAYAN,1390.985684,71384.29595900001,5,0.019485878025594323
PASCO,PASCO,TINYAHUARCO,519.705259,9611.103227,1,0.054073423906218956
PASCO,PASCO,VICCO,1728.044564,17136.407885,2,0.1008405364529522
PASCO,PASCO,YANACANCHA,912.520466,15768.177442999999,5,0.05787101707211554
PIURA,AYABACA,AYABACA,84773.513314,154291.372493,20,0.5494378068212858
PIURA,AYABACA,FRIAS,32102.057555,56029.627797,8,0.5729478994811178
PIURA,AYABACA,JILILI,6845.054017,9753.14294,3,0.7018305851877529
PIURA,AYABACA,LAGUNAS,4784.169958,19035.950638,3,0.25132288105694767
PIURA,AYABACA,MONTERO,9810.9136,12968.693226,4,0.7565074930086869
PIURA,AYABACA,PACAIPAMPA,54008.879084,129350.622511,18,0.41753860967624706
PIURA,AYABACA,SAPILLICA,15766.408603,27523.061372,8,0.5728435652525057
PIURA,AYABACA,SICCHEZ,3082.462709,3522.711905,3,0.8750254894886159
PIURA,AYABACA,SUYO,18033.012123,106904.236594,6,0.16868379306131356
PIURA,HUANCABAMBA,CANCHAQUE,14029.297331000002,31144.394924,6,0.45045978145457455
PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,17911.608566,67446.750631,4,0.2655666640487115
PIURA,HUANCABAMBA,HUANCABAMBA,33899.034287999995,44313.513482,8,0.7649818672529693
PIURA,HUANCABAMBA,HUARMACA,49478.012442,194071.296471,7,0.25494760606905864
PIURA,HUANCABAMBA,LALAQUIZ,10086.775194,14584.090131,4,0.6916286928698767
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,9367.369485,20758.832373999998,4,0.4512474168215951
PIURA,HUANCABAMBA,SONDOR,11761.594848,34065.368784,4,0.34526544898360967
PIURA,HUANCABAMBA,SONDORILLO,11526.835173,22931.20578,4,0.5026702600634025
PIURA,MORROPON,BUENOS AIRES,4815.907186,24744.338732999997,3,0.19462662704246456
PIURA,MORROPON,CHALACO,12868.821286,14901.300039,6,0.8636039306852051
PIURA,MORROPON,CHULUCANAS,26338.685209,83478.600447,10,0.31551421643349487
PIURA,MORROPON,LA MATANZA,10863.813705,103435.534075,4,0.10502980239965469
PIURA,MORROPON,MORROPON,5150.293413,17208.926699,6,0.29928033880807225
PIURA,MORROPON,SALITRAL,4387.993219,60838.058875999996,3,0.07212579263818392
PIURA,MORROPON,SAN JUAN DE BIGOTE,5498.041123999999,25029.967822,4,0.21965833768142187
PIURA,MORROPON,SANTA CATALINA DE MOSSA,4363.309549,8036.641543,4,0.5429269833243326
PIURA,MORROPON,SANTO DOMINGO,10594.635966,18949.481285,6,0.5590989962551896
PIURA,MORROPON,YAMANGO,13068.656552,21844.102234,3,0.5982693365927779
PIURA,PAITA,AMOTAPE,1019.57035,6382.097943,3,0.15975473255127384
PIURA,PAITA,ARENAL,71.608547,828.415418,1,0.08644038418898668
PIURA,PAITA,COLAN,5459.017314,12235.478017,7,0.4461629783826369
PIURA,PAITA,LA HUACA,13487.751625,57443.026743,3,0.23480224475886652
PIURA,PAITA,PAITA,200.681736,70004.748419,1,0.0028666874823813086
PIURA,PAITA,TAMARINDO,2540.265094,6474.997157,3,0.392319105693161
PIURA,PAITA,VICHAYAL,1903.101286,15751.53496,3,0.12082005282868
PIURA,PIURA,CASTILLA,13867.686651,65086.115783999994,4,0.21306674217620264
PIURA,PIURA,CATACAOS,11690.447334,226668.46115100002,11,0.05157509463220893
PIURA,PIURA,CURA MORI,6747.524536,21548.099583000003,5,0.3131378017819883
PIURA,PIURA,EL TALLAN,4261.040013,10008.301782,4,0.42575055247269916
PIURA,PIURA,LA ARENA,7279.149880999999,16972.20275,7,0.42888657342960385
PIURA,PIURA,LA UNION,4628.069236,31805.915901,7,0.14550969858580587
PIURA,PIURA,LAS LOMAS,14365.639768000001,55273.620442,12,0.25990046704239733
PIURA,PIURA,PIURA,9063.440695000001,19441.283481,3,0.46619559371467
PIURA,PIURA,TAMBO GRANDE,66427.859129,148347.396876,12,0.4477858090393419
PIURA,PIURA,VEINTISEIS DE OCTUBRE,449.44384,7137.220083,1,0.06297183423984938
PIURA,SECHURA,BELLAVISTA DE LA UNION,1300.051354,1375.841273,3,0.9449137625921474
PIURA,SECHURA,BERNAL,5618.19503,7110.750635,6,0.7900987277414208
PIURA,SECHURA,CRISTO NOS VALGA,3584.310751,26292.069844999998,3,0.13632668603615603
PIURA,SECHURA,RINCONADA LLICUAR,1911.2144720000001,1984.4927750000002,5,0.9630745428135912
PIURA,SECHURA,SECHURA,3523.13517,572354.854917,4,0.006155508492211369
PIURA,SECHURA,VICE,2391.9953889999997,25869.339398,4,0.09246449444259595
PIURA,SULLANA,BELLAVISTA,0.0,199.343639,1,0.0
