h3,sectores,ha_agricola,ha_cosechada,clientes,sam_usd,horas_capital,horas_puerto,costo_viaje,region_nat,dep,prov,prospectos,empresas,exportadores,fob_export,centro_lat,centro_lon,km2,sam_por_km2,res,hub,horas_al_hub,cubierto_2h
858f4ad7fffffff,1,1223.1203423225438,299.1874467260527,3.5935661404997465,17658.538860416982,1.2827385990805986,10.84160066686805,46.57614263792267,SELVA BAJA,UCAYALI,PADRE ABAD,1,0,0,0.0,-9.135870688369558,-75.62774999365273,296.00556086474404,59.65610513812552,5,Bellavista,7.523535911588377,False
858f4187fffffff,1,3442.9180688325605,1110.3195462202325,5.060627301338119,17629.501169697665,1.8184308277957613,,65.30778347978807,SELVA BAJA,LORETO,UCAYALI,0,0,0,0.0,-6.9352912174682375,-74.99522243942742,293.4072675738509,60.08542772465683,5,Chiclayo,inf,False
858e6d37fffffff,3,826.6628376408478,253.32209885387115,3.1271096972660613,17457.334965986636,1.3753296857273802,11.15101500962568,51.78574155950799,SIERRA,APURIMAC,GRAU,0,3,0,0.0,-14.145010864851562,-72.42419505566313,285.72923113284355,61.097476435199695,5,Juliaca,7.346729056044869,False
858e6e2bfffffff,1,717.1041306674192,231.2128842557612,5.607035402181145,17416.428460379128,2.5577937460188087,4.447992620315867,96.6916176521042,SIERRA,AYACUCHO,LUCANAS,0,0,0,0.0,-14.146033783365178,-74.76185234910471,291.85098607393195,59.67575677804009,5,Pisco,4.976227196443623,False
858f4ac3fffffff,3,703.3006835204301,232.6016498651844,5.032100019904155,17415.072434554204,1.5221482597035287,10.269795794106855,58.1846900895795,SELVA ALTA,HUANUCO,LEONCIO PRADO,0,0,0,0.0,-9.205683242881497,-75.77992957858312,296.3495991579431,58.76529775656161,5,Bellavista,6.841613458013279,False
858b6383fffffff,1,230.93277399042813,159.07814041730376,8.208856027497715,17374.143457568603,1.3701602958762271,15.164075947148772,43.37264366601072,SELVA ALTA,CUSCO,QUISPICANCHI,0,0,0,0.0,-13.252984636762784,-70.91401076608804,281.915614403547,61.62887960046957,5,Juliaca,8.177910462348194,False
858f4cdbfffffff,1,3370.54578977672,1086.979938819278,4.954249768115485,17258.918090820844,5.5527223503113845,,199.76152949016904,SELVA BAJA,LORETO,UCAYALI,0,0,0,0.0,-7.459757314552938,-74.75273357030817,293.2287075432605,58.85821424314196,5,Chiclayo,inf,False
858f5babfffffff,1,810.2213419394682,144.7930961108351,10.985946148714032,17252.240815671204,1.5951163603144547,2.0499918722948256,53.1774801899153,SIERRA,ANCASH,OCROS,0,0,0,0.0,-10.570913325722408,-77.37584932551556,299.46462273930075,57.610280165514446,5,Pisco,6.818958263820206,False
858b640bfffffff,1,644.7190498959937,215.33198380156497,10.100771341917191,16958.265434727324,1.8892115852737967,7.184133772487796,68.7294181671613,SIERRA,PUNO,LAMPA,0,0,0,0.0,-15.06866916074277,-70.76590816059195,279.56423779803293,60.65963790039044,5,Juliaca,2.631695045437266,False
858f45b7fffffff,1,3289.865814248678,1060.9611512598835,4.835661036503017,16845.79535757349,9.025074948144178,,324.7496949482259,SELVA BAJA,LORETO,REQUENA,0,1,0,0.0,-5.971249013535591,-74.62251290620948,291.5966269184148,57.77088554006744,5,Chiclayo,inf,False
858b62b7fffffff,1,636.8005573322861,212.6872586104353,9.976712834926298,16749.98261950737,4.306175549762681,11.5948228461949,145.8574803738962,SELVA ALTA,PUNO,CARABAYA,1,0,0,0.0,-13.615485126427096,-70.37039639920405,279.81165732908374,59.86163256882425,5,Juliaca,4.309733816914869,False
858b40dbfffffff,1,3122.4628900977414,790.058434584622,9.395880167161982,16685.725329180867,3.116331924225684,19.106394675576023,112.68211022070928,SELVA BAJA,MADRE DE DIOS,TAHUAMANU,0,5,0,0.0,-11.635946154825811,-69.2380514601223,277.06597896014205,60.22293098490172,5,Juliaca,11.93642322041496,False
858f5977fffffff,3,312.1383094181753,155.42313529867505,6.232801848520552,16578.934876844814,1.3647480129144345,5.0942682930355065,55.268814404411,SIERRA,PASCO,DANIEL ALCIDES CARRION,0,0,0,0.0,-10.38837376728132,-76.62206871230536,298.1180473703229,55.61197996258986,5,Tarma,5.581741490953789,False
858f6c5bfffffff,1,3234.243245527201,1043.0232206940902,4.753903328589302,16560.979361162234,1.122132186414166,,40.39675871090998,SELVA BAJA,LORETO,REQUENA,0,0,0,0.0,-5.068407258846977,-73.68672385098876,288.12818790957897,57.47781736079025,5,Chiclayo,inf,False
858f59cbfffffff,1,775.9885964249016,138.6754280677256,10.52177780448674,16523.31460893224,1.9892482648512968,4.725871872869167,71.17764669961863,SIERRA,ANCASH,BOLOGNESI,0,0,0,0.0,-9.763659147962864,-77.00357379866182,298.8495445734698,55.28974331386379,5,Tarma,8.932846576521442,False
858e600ffffffff,1,162.36360398817618,81.82692677400897,3.3642859192071755,16430.263542686098,2.326345859883978,6.602060809083223,94.4487753021496,SIERRA,LIMA,YAUYOS,1,0,0,0.0,-12.06136100262961,-75.74911574013406,295.7904032667456,55.546979757383085,5,Tarma,4.222694169198821,False
858a6e47fffffff,1,3199.944232896369,1031.9620036163974,4.703488385143556,16385.35087648564,9.46453768784414,,340.7233567623891,SELVA BAJA,LORETO,MARISCAL RAMON CASTILLA,0,0,0,0.0,-4.044823784756769,-70.78829796219392,277.9512558281808,58.95044736410352,5,Chiclayo,inf,False
858f4113fffffff,2,3172.6808125956595,1023.1697210666824,4.6634148177965375,16245.74822243692,1.103535235042055,,39.72726846151399,SELVA BAJA,LORETO,UCAYALI,0,1,0,0.0,-7.07312634014517,-75.29648122595998,294.2130349648388,55.217635834450505,5,Chiclayo,inf,False
858e600bfffffff,1,192.31490710119945,94.46986169649496,5.522554656059639,16146.997520746563,3.247992098323864,6.32016084744017,123.59529312624034,SIERRA,JUNIN,JAUJA,1,0,0,0.0,-11.965728287454567,-75.88736748303715,296.1340247153556,54.525978689098885,5,Tarma,3.5397567024519794,False
85b32287fffffff,1,611.8535285104016,204.3551126826272,9.585869360034836,16093.792397367111,0.725748572603922,5.915947180803167,26.812803827983767,SIERRA,PUNO,EL COLLAO,0,0,0,0.0,-16.58785823138428,-69.73367480643662,273.94278888629526,58.74873532096193,5,Juliaca,2.9978442785996506,False
858a6d4bfffffff,1,3136.022221283776,1011.3475546204488,4.609531610496046,16058.037488259772,5.361592545574842,,192.97093750952484,SELVA BAJA,LORETO,MAYNAS,0,0,0,0.0,-3.8745868761230495,-72.45535098924019,282.9214462751156,56.757936521520456,5,Chiclayo,inf,False
858f582bfffffff,2,747.4058759053373,133.56746511356337,10.134219229863143,15914.695763629854,1.9536282900447084,4.313543712645663,73.93351919560408,SIERRA,ANCASH,AIJA,3,0,0,0.0,-9.805523439015436,-77.44893433932288,299.6379937052193,53.11307677252226,5,Pisco,8.560197712910293,False
858b6c73fffffff,1,209.97426298834915,144.6408611237873,7.463853937088823,15797.337487090615,5.196938300314545,15.9839558776419,182.5850766619916,SELVA ALTA,CUSCO,LA CONVENCION,0,0,0,0.0,-12.478231843350772,-72.57750130716569,287.58019348784364,54.931938446443766,5,Juliaca,13.561049921801096,False
858f5967fffffff,1,270.3853461590965,138.27820042440894,6.088393510965704,15715.576321414925,0.9238691861246424,4.04356498721917,34.90070874788809,SIERRA,PASCO,DANIEL ALCIDES CARRION,0,0,0,0.0,-10.55515965454037,-76.63784560145841,298.1256915621765,52.71459913121012,5,Tarma,4.409533741640098,False
858e6e33fffffff,1,646.5368987359185,208.4601869401817,5.05527039239715,15702.550246572036,2.725796989836563,7.45863825318912,95.18673835219128,SIERRA,AYACUCHO,HUANCA SANCOS,0,0,0,0.0,-13.908872505301796,-74.59360766743237,291.7071724395764,53.82983940795843,5,Pisco,8.058811734634121,False
85b3264ffffffff,1,596.3734847165473,199.1848783921972,9.343344522666046,15686.61551677124,2.089202616246879,7.032846414104734,78.48123184277354,SIERRA,PUNO,PUNO,0,0,0,0.0,-15.986757224735706,-70.40504091724404,277.1268815872018,56.604452902326,5,Juliaca,3.1602843574071984,False
858f6ccbfffffff,1,3062.4131046173056,987.609074824878,4.501336092048512,15681.121168316102,1.087386695573203,,39.32751016305197,SELVA BAJA,LORETO,REQUENA,0,0,0,0.0,-4.8365127346961225,-73.52491499928996,287.3823338806374,54.56536230521798,5,Chiclayo,inf,False
858f626bfffffff,1,3025.853466859582,975.8188202810352,4.447598333186739,15493.917126939636,6.821486573744271,,245.5508639550254,SELVA BAJA,LORETO,DATEM DEL MARAÑON,0,0,0,0.0,-4.708425819660662,-76.38169736375657,293.91044047783,52.71645710084382,5,Chiclayo,inf,False
858b44d7fffffff,1,2894.295375912749,732.326549394974,8.709295667432569,15466.45047957214,3.4222690314484328,15.458197222080193,123.40737030230557,SELVA BAJA,MADRE DE DIOS,TAMBOPATA,0,5,0,0.0,-12.760159396396856,-69.59887812581825,277.7982858089574,55.67511129355369,5,Juliaca,8.53382925926692,False
858e6bb7fffffff,1,622.9414476550655,200.85240437917184,4.8707776194749774,15129.483563275184,1.8511305942320428,8.950787027111845,76.68074463546156,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,0,0,0,0.0,-15.402896994817398,-73.40386381128472,286.8904687857253,52.73609690594216,5,Pisco,12.692997269785776,False
858e63bbfffffff,1,445.8936821860954,135.70943632263692,3.8635237273821095,15021.879108032894,3.6810169276762057,4.607737374350379,132.9167394126396,SIERRA,HUANCAVELICA,CASTROVIRREYNA,0,1,0,0.0,-12.916823652486933,-75.5335135584322,294.7522644346158,50.96442307863986,5,Pisco,4.781460169476985,False
