ubigeo,dep,prov,dist,cod_se,sector,ha_se,ha_agricola,intensidad,lat,lon
050505,AYACUCHO,LA MAR,CHUNGUI,5050505,VILLA AURORA,7784.251771997884,490.0452595953678,0.0629534185107163,-13.169211219999966,-73.45776464099998
050506,AYACUCHO,LA MAR,LUIS CARRANZA,5050601,ASNACCPAMPA,3273.9180878492457,807.1259782454094,0.24653212346422493,-13.202111523999974,-73.93155935499993
050506,AYACUCHO,LA MAR,LUIS CARRANZA,5050602,PAROBAMBA,5334.422437100507,683.8660780296246,0.1281987105620634,-13.246588365999969,-73.84253749399994
050506,AYACUCHO,LA MAR,LUIS CARRANZA,5050603,PAMPAS,4767.4804515417345,296.5339993363097,0.06219931100932252,-13.251231141999938,-73.90676233399995
050507,AYACUCHO,LA MAR,SANTA ROSA,5050701,UNION MEJORADA,1784.1843096941948,1176.4243296334548,0.6593625575796546,-12.660946001999946,-73.74478942799993
050507,AYACUCHO,LA MAR,SANTA ROSA,5050702,SAN AGUSTIN,1224.2740485381282,971.1195433168901,0.7932207208643172,-12.678312492999964,-73.77504510999995
050507,AYACUCHO,LA MAR,SANTA ROSA,5050703,LA UNION,999.4765046883166,717.7748707535779,0.7181508193405843,-12.682063911999933,-73.72682539499993
050507,AYACUCHO,LA MAR,SANTA ROSA,5050704,CCAHUASANA,5474.210555887714,2290.9408870499915,0.4184970350813417,-12.717098884999928,-73.81479774599995
050507,AYACUCHO,LA MAR,SANTA ROSA,5050705,PATACCOCHA,7902.5551186582015,3466.4542779983217,0.4386498070496092,-12.746984426999973,-73.77661048499994
050507,AYACUCHO,LA MAR,SANTA ROSA,5050706,COMUMPIARI,1150.2041811171432,1051.7139473639431,0.914371521708832,-12.699886253999978,-73.70262638899999
050507,AYACUCHO,LA MAR,SANTA ROSA,5050707,RINCONADA BAJA,807.2814570161758,656.7629373605766,0.8135488950632702,-12.713462727999968,-73.67952620699998
050507,AYACUCHO,LA MAR,SANTA ROSA,5050708,SAN LUIS,2373.0850075900635,1324.6378064346227,0.5581923117789324,-12.757541654999955,-73.71310322299996
050507,AYACUCHO,LA MAR,SANTA ROSA,5050709,HUANCHI,1891.6609254978546,968.1874490308786,0.5118187070317939,-12.75410544999994,-73.73376574699995
050507,AYACUCHO,LA MAR,SANTA ROSA,5050710,SAN PEDRO,6142.638870827739,0.0,0.0,-12.828715748999969,-73.78549528399998
050507,AYACUCHO,LA MAR,SANTA ROSA,5050711,ENCARNACION,9132.645983391563,163.05536816184417,0.01785412118879602,-12.822659162999969,-73.85707080599997
050508,AYACUCHO,LA MAR,TAMBO,5050801,QARHUAPAMPA,8096.610979148786,1588.6025808722593,0.19620586748744503,-12.911127447999945,-74.09289476899994
050508,AYACUCHO,LA MAR,TAMBO,5050802,CHALLHUAMAYO,6559.44219559753,3612.421083102801,0.5507207740205916,-12.88350999499994,-74.00546307099995
050508,AYACUCHO,LA MAR,TAMBO,5050803,HUAYAO,6535.775126372995,1649.455999638434,0.2523734320329643,-12.893155129999968,-73.94114323799994
050508,AYACUCHO,LA MAR,TAMBO,5050804,SANTA ROSA DE JERUSALEN,2771.9780046106475,1129.7912990863654,0.4075758527690973,-12.949168043999975,-73.98162386099995
050508,AYACUCHO,LA MAR,TAMBO,5050805,MOYA,4143.232926071722,911.5720302529897,0.22001467127682547,-12.969154764999928,-74.05802463899994
050508,AYACUCHO,LA MAR,TAMBO,5050806,ACCO,2793.9363996900765,1046.62001012687,0.37460409272128337,-12.901770085999942,-74.04783413499996
050509,AYACUCHO,LA MAR,SAMUGARI,5050901,IRIBAMBA,4344.051860590567,2781.700879322708,0.6403470696467559,-12.773867439999947,-73.69425350399996
050509,AYACUCHO,LA MAR,SAMUGARI,5050902,PALMAPAMPA,5657.127051590853,2532.3776149155337,0.4476437583637791,-12.809524474999932,-73.68210486799995
050509,AYACUCHO,LA MAR,SAMUGARI,5050903,PICHIWILLCA,3622.092993158973,2100.092480573372,0.5798008180739161,-12.830300430999955,-73.65944411099997
050509,AYACUCHO,LA MAR,SAMUGARI,5050905,RAYAMA,13156.217130152318,336.9220671230002,0.02560934224404211,-12.897980721999943,-73.79992177199995
050510,AYACUCHO,LA MAR,ANCHIHUAY,5051001,TOTORA,15734.485051922518,406.20926002310506,0.025816495340180986,-12.98681776899997,-73.77266051799995
050510,AYACUCHO,LA MAR,ANCHIHUAY,5051002,MIRAFLORES,8036.822919058838,2193.746388376645,0.272961891840905,-12.92736105199998,-73.64330004099997
050510,AYACUCHO,LA MAR,ANCHIHUAY,5051003,ANCHIHUAY,2915.5010066402597,2359.3330481578832,0.8092376036860681,-12.873070881999979,-73.58047366599999
050511,AYACUCHO,LA MAR,ORONCCOY,5051101,ORONCCOY,20402.487150681485,413.05924363040936,0.020245533820449548,-13.317691124999953,-73.45458870799996
050511,AYACUCHO,LA MAR,ORONCCOY,5051102,YERBABUENA,27449.441072489877,743.6652771084916,0.027092182866113108,-13.396619587999965,-73.34015346199999
050511,AYACUCHO,LA MAR,ORONCCOY,5051103,BELENCHAPI,7519.152252854596,134.71758702737264,0.017916592522279094,-13.24036694199998,-73.41598690499995
050512,AYACUCHO,LA MAR,UNION PROGRESO,5051201,UNION PROGRESO,3909.165044236697,2104.954184933616,0.5384664400488696,-12.927315847999978,-73.55252243999996
050513,AYACUCHO,LA MAR,RIO MAGDALENA,5051301,MONTERRICO,11225.101280950945,2584.6953003602052,0.2302603099667748,-12.884655604999978,-73.67742416399994
050514,AYACUCHO,LA MAR,NINABAMBA,5051401,NINABAMBA,6258.937298248031,862.5893011302959,0.137817214013591,-13.119870179999964,-73.96012679499995
050514,AYACUCHO,LA MAR,NINABAMBA,5051402,AQUILLA,3746.9562700538745,1199.6685542321763,0.32017148527194506,-13.096001727999976,-73.87255919999996
050515,AYACUCHO,LA MAR,PATIBAMBA,5051501,PATIBAMBA,5907.78112346136,1098.0408930823264,0.18586350274923286,-13.076403982999977,-73.98566817499994
050515,AYACUCHO,LA MAR,PATIBAMBA,5051502,CHORROBAMBA,3664.717380985118,1511.5356005213685,0.4124562533428022,-13.044585401999939,-73.91888640099995
050601,AYACUCHO,LUCANAS,PUQUIO,5060101,PUQUIO,36144.12086689142,3113.9610911576688,0.08615401388860743,-14.61247402999993,-74.08243753999994
050601,AYACUCHO,LUCANAS,PUQUIO,5060102,SAN ANDRES,38665.0973294286,1707.9114235137808,0.04417191579688235,-14.711748359999945,-73.94925014099994
050601,AYACUCHO,LUCANAS,PUQUIO,5060103,PAMPARQUE,11515.224914696464,2187.051717408585,0.18992696483221358,-14.757501244999958,-74.03375095999996
050602,AYACUCHO,LUCANAS,AUCARA,5060201,PAMPAMARCA,25149.176314576478,2784.6388748473787,0.11072485396801646,-14.146597892999978,-74.06251864899997
050602,AYACUCHO,LUCANAS,AUCARA,5060202,AUCARA,62039.395258619414,2394.3265948795065,0.03859364819560925,-14.213859680999974,-74.19100049099995
050603,AYACUCHO,LUCANAS,CABANA,5060301,CABANA,37869.821198260215,1630.6596075084833,0.0430596067240845,-14.367185621999965,-74.08872306899997
050603,AYACUCHO,LUCANAS,CABANA,5060302,SONDONDO,2634.236991364677,588.7936291854987,0.22351581543939666,-14.289483642999926,-73.91592218099998
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,5060401,CARMEN SALCEDO,32607.502054387496,1302.9306181851512,0.039958001566999385,-14.47247613099995,-74.01074557299995
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,5060402,CHIRICRE,13780.86012709255,1197.1412987001336,0.08686985338067597,-14.450055425999949,-73.91325716599994
050605,AYACUCHO,LUCANAS,CHAVIÑA,5060501,SAN JOSE,16982.215676486212,638.225565574136,0.03758199623255469,-14.904835832999936,-73.90534369099998
050605,AYACUCHO,LUCANAS,CHAVIÑA,5060502,CHAVIÑA,3512.2583586084725,1440.422659064825,0.41011295639296547,-15.005977905999941,-73.83368092899997
050605,AYACUCHO,LUCANAS,CHAVIÑA,5060503,PARA,16183.221160259218,368.1674275545181,0.022749947239095934,-15.059353752999982,-73.87178074199994
050606,AYACUCHO,LUCANAS,CHIPAO,5060601,CHIPAO,84384.39009208066,1324.9249026680222,0.015701066289893872,-14.456858218999969,-73.68077720299993
050606,AYACUCHO,LUCANAS,CHIPAO,5060602,MAYOBAMBA,31192.378979998815,1472.2197129014135,0.047198058020692504,-14.512113322999937,-73.82028391999995
050607,AYACUCHO,LUCANAS,HUAC-HUAS,5060701,HUAC-HUAS,8163.903238805954,1821.7781354346403,0.2231503831127097,-14.109358498999939,-74.96369500899993
050607,AYACUCHO,LUCANAS,HUAC-HUAS,5060702,SAYHUA,12703.553614064738,1205.9286096747696,0.09492844650489182,-14.201988748999952,-74.97856663699997
050607,AYACUCHO,LUCANAS,HUAC-HUAS,5060703,PAYLLIHUA,10368.177369878013,566.5436579378637,0.05464255073257195,-14.168520702999956,-75.03637815799993
050608,AYACUCHO,LUCANAS,LARAMATE,5060801,PATACHANA,51879.34253720763,1051.2580795765912,0.020263519700979896,-14.196786804999931,-74.68288781499996
050608,AYACUCHO,LUCANAS,LARAMATE,5060802,LARAMATE,15243.032366086814,793.9713174714174,0.052087491412658164,-14.300104233999946,-74.88629519399996
050608,AYACUCHO,LUCANAS,LARAMATE,5060803,COLCA,10813.729019026088,204.61391963792798,0.018921679956832877,-14.392419556999982,-74.95576261899998
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,5060901,UCHUYMARCA,36973.08134653157,749.4688204341423,0.020270661604038842,-14.618627445999948,-74.68418530899999
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,5060902,LEONCIO PRADO,57574.2201976269,603.5066214582074,0.010482237004455039,-14.678616640999962,-74.58459322999994
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,5060903,NUEVO SANTIAGO,16434.785858602147,252.80327855892713,0.015382207029281562,-14.765324119999946,-74.57080990699995
050610,AYACUCHO,LUCANAS,LLAUTA,5061001,PUCURI,19036.520861235796,443.23425415734295,0.02328336450700422,-14.353765390999968,-75.05277970099996
050610,AYACUCHO,LUCANAS,LLAUTA,5061002,LLAUTA,6896.010339880435,346.0657732671281,0.05018347656264221,-14.269784501999936,-74.94837753099995
050610,AYACUCHO,LUCANAS,LLAUTA,5061003,CARHUACUCHO,23382.857001870114,717.1041306674192,0.030667943211989308,-14.159168116999979,-74.84678775299994
050611,AYACUCHO,LUCANAS,LUCANAS,5061101,LUCANAS,55808.13973912089,1801.8861030913454,0.03228715580763648,-14.450401147999969,-74.24878857699997
050611,AYACUCHO,LUCANAS,LUCANAS,5061102,CCOCHAPATA,6066.82168664579,528.6049180991071,0.08713045238541714,-14.673539881999943,-74.23275913699996
050611,AYACUCHO,LUCANAS,LUCANAS,5061103,SANTIAGO DE VADO,59210.157406129525,591.5329263359566,0.009990396111913059,-14.503280091999954,-74.36416000499997
050612,AYACUCHO,LUCANAS,OCAÑA,5061201,OCAÑA,51476.28605962501,582.2016051862952,0.01131009343820824,-14.488720328999932,-74.94330318299995
050612,AYACUCHO,LUCANAS,OCAÑA,5061202,SAN JOSE DE TOMATE,15800.037106144207,1383.8716280571625,0.08758660620607102,-14.349341670999934,-74.75590051799998
050612,AYACUCHO,LUCANAS,OCAÑA,5061203,SONCONCHE,18564.519391850496,1936.9977180748008,0.10433869453820116,-14.307374219999929,-74.64627977099997
050613,AYACUCHO,LUCANAS,OTOCA,5061301,URUIZA,34175.482675583604,544.4079048460115,0.015929779544414727,-14.463107827999977,-74.54832855099994
050613,AYACUCHO,LUCANAS,OTOCA,5061302,OTOCA,21359.67070838815,663.908625515396,0.031082343664346507,-14.49869696199994,-74.72019708299996
050613,AYACUCHO,LUCANAS,OTOCA,5061303,CONCEPCION,16067.475388590423,447.00490719961545,0.027820481836059657,-14.545148965999942,-74.81835920199995
050614,AYACUCHO,LUCANAS,SAISA,5061401,SAISA,25504.50768518795,274.0409553402311,0.010744804750706233,-14.95424788799994,-74.42490051799996
050614,AYACUCHO,LUCANAS,SAISA,5061402,BUENA VISTA,32021.5861603191,163.26129496133962,0.005098476201146205,-14.957146275999946,-74.33428825999994
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,5061501,APURIMAC,30700.38107028753,760.4928515690893,0.024771446641915145,-14.768376499999931,-74.26721821899997
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,5061502,SAN CRISTOBAL,10019.116184720015,1394.6818099558252,0.13920207972863224,-14.77181651799998,-74.19453142899994
050616,AYACUCHO,LUCANAS,SAN JUAN,5061601,SAN JUAN,2471.072648421909,648.8005962743715,0.26255828483582316,-14.631856084999981,-74.19039252099998
050616,AYACUCHO,LUCANAS,SAN JUAN,5061602,UTEC,2211.5525488426065,666.9575062201186,0.3015788643906128,-14.678720689999977,-74.18194627299994
050617,AYACUCHO,LUCANAS,SAN PEDRO,5061701,SAN PEDRO,14912.872798833538,689.6703971205542,0.04624664921533423,-14.863766870999939,-74.01189559399995
050617,AYACUCHO,LUCANAS,SAN PEDRO,5061702,SAN ANTONIO,54948.463937806344,2791.181159600639,0.05079634551313117,-15.010698529999956,-74.26478927899996
050617,AYACUCHO,LUCANAS,SAN PEDRO,5061703,SANTA ANA,2843.060274371539,797.2294066943233,0.280412418224426,-14.767800005999959,-74.13423999299994
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,5061801,SAN ISIDRO DE TOTORA,48199.69460191625,733.8507984346654,0.015225216767358732,-14.282078615999978,-74.48353269899997
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,5061802,SAN PEDRO DE PALCO,3809.2765223362753,457.33688091602045,0.12005872459884592,-14.408015994999971,-74.62992097099993
050619,AYACUCHO,LUCANAS,SANCOS,5061901,CHAQUIPAMPA,15053.6798132179,2013.1261887460987,0.13372983972852082,-14.964232842999934,-74.02027806599995
050619,AYACUCHO,LUCANAS,SANCOS,5061902,SANCOS,87011.14713713748,2334.8490473764496,0.02683390719693093,-15.104304730999957,-74.15182212599996
050619,AYACUCHO,LUCANAS,SANCOS,5061903,LAMPALLA,48255.138608551315,1615.3283677251054,0.033474743090652986,-15.281100640999966,-74.21324368599994
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,5062001,HUAYCAHUACHO,4548.098058370471,1558.377743706666,0.34264383126889175,-14.220873831999938,-73.92560927799997
050621,AYACUCHO,LUCANAS,SANTA LUCIA,5062101,SANTA LUCIA,69480.8860199343,492.4823008249886,0.007088025628857032,-14.998165164999932,-74.58323247299995
050621,AYACUCHO,LUCANAS,SANTA LUCIA,5062102,UCHUYTAMBO,33845.99868708025,202.69326094792956,0.005988691981640416,-14.798421141999938,-74.46886605499998
050701,AYACUCHO,PARINACOCHAS,CORACORA,5070101,RUPASCCAHUASI,83166.7136997122,835.2269472452778,0.010042803305430692,-14.692618772999936,-73.73070018499999
050701,AYACUCHO,PARINACOCHAS,CORACORA,5070102,AYCARA,13056.206817287335,1689.5217972338774,0.12940372505411232,-14.884159247999946,-73.75178908899994
050701,AYACUCHO,PARINACOCHAS,CORACORA,5070103,CORACORA,18416.544086846076,3218.8561264735235,0.17478068150541748,-14.939873483999975,-73.70940623599995
050701,AYACUCHO,PARINACOCHAS,CORACORA,5070104,MUCHAPAMPA,24156.86920847017,2554.9955411208534,0.10576683257551399,-14.995293949999962,-73.63895129099996
050702,AYACUCHO,PARINACOCHAS,CHUMPI,5070201,ACOS,9105.513241363813,1339.3325101931798,0.1470902819743279,-15.148983501999965,-73.78202404799998
050702,AYACUCHO,PARINACOCHAS,CHUMPI,5070202,CHUMPI,5881.096383386372,2248.083182958312,0.3822557966077495,-15.09890175299995,-73.72382229899995
050702,AYACUCHO,PARINACOCHAS,CHUMPI,5070203,BELLAVISTA,15161.377367135516,1343.1037874518124,0.08858718801915615,-15.064936254999964,-73.64247593099998
050702,AYACUCHO,PARINACOCHAS,CHUMPI,5070204,CARHUANILLA,7061.626863877298,1106.8553050287564,0.15674225307637113,-15.143646160999936,-73.69748392799994
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,5070301,CORONEL CASTAÑEDA,108082.1825528425,2040.3417516638092,0.01887768828748684,-14.77829351899993,-73.16398844199995
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,5070401,PACAPAUSA,14703.167592983338,1134.6001291475698,0.07716705410397585,-14.95197688099995,-73.36300377199996
050705,AYACUCHO,PARINACOCHAS,PULLO,5070501,SACSARA,13596.592030649957,878.8002478754215,0.06463386162461861,-15.206276049999929,-73.90681844399995
050705,AYACUCHO,PARINACOCHAS,PULLO,5070502,PULLO,6293.891747384583,1010.3068463858605,0.16052180223876458,-15.206075333999934,-73.82758188899999
050705,AYACUCHO,PARINACOCHAS,PULLO,5070503,CHUSI,8843.15143069312,857.4997843272971,0.09696766939340841,-15.254436773999942,-73.81405608399996
050705,AYACUCHO,PARINACOCHAS,PULLO,5070504,TARCO,15093.00502792714,987.4063077701982,0.0654214522517659,-15.326808143999926,-73.76383374999995
050705,AYACUCHO,PARINACOCHAS,PULLO,5070505,MALCO,57073.97292005695,820.6757473949358,0.014379159280613769,-15.41229375499995,-73.98244412099996
050705,AYACUCHO,PARINACOCHAS,PULLO,5070506,PUEBLO NUEVO,55348.78696306995,1116.519462805163,0.020172428775180416,-15.31146466499996,-74.11088858699998
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,5070601,COLLONI,18925.799258796396,2439.113578787622,0.12887770526541767,-15.196943758999964,-73.64674662699997
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,5070602,INCUYO,15678.406188863966,3674.2041169606036,0.23434806272402303,-15.248311327999943,-73.55148124599998
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,5070603,CALERA,29708.28047441346,2728.95134227865,0.09185827313798876,-15.354091843999981,-73.59068388899993
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,5070701,SAN FRANCISCO DE RAVACAYCO,10299.14743271402,743.2027430993043,0.07216157919427475,-15.005830183999933,-73.36317938699995
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,5070801,UPAHUACHO,57654.66204942944,4382.872293159046,0.07601939092803026,-14.883471544999963,-73.52945822099997
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,5080101,MIRMACA,1587.254058255548,265.570980054534,0.16731472738926653,-15.239704801999949,-73.37302381199999
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,5080102,PAUSA,5461.508917552033,1001.5715469062095,0.18338733160123366,-15.279652132999956,-73.37370262199994
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,5080103,CASIRE,18093.04689141801,622.9414476550655,0.03442988079307651,-15.34019961699994,-73.35184437999999
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,5080201,COLTA,4266.909462080244,765.0476793482964,0.17929784687189332,-15.147246208999945,-73.29876085999996
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,5080202,POMACOCHA,5770.355084728258,488.97138431373884,0.08473852598912739,-15.212073453999949,-73.29353626899996
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,5080203,CCAHUANAMARCA,14775.48491172877,317.43027158263044,0.021483577255096007,-15.093122403999928,-73.23410082699996
050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,5080301,PAMPACHACRA,3118.4168359719797,805.1466403962082,0.2581908329600369,-15.230509405999953,-73.24786243499994
050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,5080302,CORCULLA,6968.919011889581,665.694587274332,0.09552336397346549,-15.272031090999974,-73.21178572199995
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,5080401,LAMPA,2009.632384486358,703.2216701949434,0.349925526491095,-15.187002388999929,-73.33736946599998
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,5080402,SAN SEBASTIAN DE SACRACA,3263.81104763382,201.270538002394,0.06166733768130052,-15.207282060999944,-73.37687414699997
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,5080403,CHACARAY,1278.9625773344765,445.8919377673333,0.348635640846216,-15.203660687999957,-73.51705665899993
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,5080404,CHAICHA,20919.8924450991,684.0211446212612,0.0326971635450022,-15.131755219999945,-73.49369405099998
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,5080405,SAN JUAN,625.3501511817449,264.3857307562156,0.422780309969698,-15.232814642999926,-73.33747437999995
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,5080501,SEQUELLO,8744.978951607944,489.4458569196283,0.05596878616038677,-15.079190706999952,-73.38406748399996
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,5080502,MARCABAMBA,3290.19191171818,332.05063165313175,0.10092135673621867,-15.125035707999928,-73.36611533199994
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,5080601,OYOLO,79386.8744776953,1826.508053362209,0.02300768313879631,-15.023014831999944,-73.11858264199998
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,5080701,PARARCA,3634.0855456971867,767.7962327127933,0.2112763233165702,-15.19871090099997,-73.46918674999995
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,5080702,AULLA,2031.4846418682669,282.47032942990563,0.1390462539604189,-15.218263561999947,-73.42212885799995
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,5080801,HUALLHUA,5650.8794865517175,504.144109360311,0.08921515855365553,-15.01338665999998,-73.29354028499995
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,5080802,SAN JAVIER DE ALPABAMBA,1783.6039792003735,404.0222953581997,0.2265201805275918,-15.090048706999937,-73.31933569199998
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,5080803,SOTECA,4316.003796529054,384.1771430091653,0.08901223472465941,-15.076498114999936,-73.28518763599999
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,5080901,SAN JOSE DE USHUA,2841.8224622448965,464.12912808257306,0.1633209443055547,-15.223544498999956,-73.19613269599995
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,5081001,QUILCATA,8502.001981262838,1127.1573553985213,0.13257552255134852,-15.260028655999974,-73.45949161699997
050901,AYACUCHO,SUCRE,QUEROBAMBA,5090101,HUICSE,5969.288589562796,590.5859469569782,0.09893740905568012,-13.909315057999947,-73.78592617499999
050901,AYACUCHO,SUCRE,QUEROBAMBA,5090102,CHONTA,4258.173127185794,250.01492687494382,0.05871412913644905,-13.953924935999964,-73.84523301299998
050901,AYACUCHO,SUCRE,QUEROBAMBA,5090103,POMA,5138.994259855085,381.89720559155376,0.07431360812656812,-13.98599352399998,-73.79875734099994
050901,AYACUCHO,SUCRE,QUEROBAMBA,5090104,QUEROBAMBA,12834.835541244496,1342.5934168856,0.10460542424335723,-14.051650413999937,-73.80264870999997
050902,AYACUCHO,SUCRE,BELEN,5090201,BELEN,3633.884063608542,1008.2764743187165,0.27746522912386795,-13.804314365999971,-73.76725697099994
050903,AYACUCHO,SUCRE,CHALCOS,5090301,PAMPARCA,2509.0219842416404,422.1283256806708,0.1682441717657011,-13.856709380999973,-73.77466986799999
050903,AYACUCHO,SUCRE,CHALCOS,5090302,CHALCOS,2978.2294347429333,1233.6209565524957,0.4142128682772139,-13.846106986999928,-73.73401807899995
050904,AYACUCHO,SUCRE,CHILCAYOC,5090401,CHILCAYOC,1681.093472144737,640.698746747546,0.38112023951300183,-13.879989671999965,-73.71387924699997
050904,AYACUCHO,SUCRE,CHILCAYOC,5090402,JATUN RUMI,1294.3554250089956,439.6676377277141,0.339680762511316,-13.905846766999957,-73.73199558099998
050905,AYACUCHO,SUCRE,HUACAÑA,5090501,CHUSCHAMA,2820.0937701792845,513.8988634348035,0.18222758011416512,-14.163958948999948,-73.90286039099993
050905,AYACUCHO,SUCRE,HUACAÑA,5090502,HUACAÑA,11579.881913721561,794.1424714016646,0.06857949651979152,-14.226340186999948,-73.85537124799998
050906,AYACUCHO,SUCRE,MORCOLLA,5090601,PINCOCALLA,5156.704883907721,709.1903614113772,0.13752781618830143,-14.135059983999952,-73.93693632299994
050906,AYACUCHO,SUCRE,MORCOLLA,5090602,MORCOLLA,4116.611777146889,946.9491888027273,0.23003121014705738,-14.107171420999975,-73.87304368399998
050906,AYACUCHO,SUCRE,MORCOLLA,5090603,TINTAY,19609.27256365903,581.1931394854344,0.029638689431169065,-14.16991146099997,-73.79942877399998
050907,AYACUCHO,SUCRE,PAICO,5090701,SIHUE,2491.5972735209575,311.9922180714881,0.12521775544833602,-13.98220827199998,-73.67339290699994
050907,AYACUCHO,SUCRE,PAICO,5090702,PAICO,5438.617856479461,578.5309610837842,0.10637462979579157,-14.026506948999952,-73.66347228799998
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,5090801,SAN PEDRO DE LARCAY,29278.230451004027,1011.3200923792649,0.03454170818389006,-14.314094497999974,-73.57859839799994
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,5090802,CHICHA,2141.8162713813335,392.8515054994046,0.18341979690257965,-14.223822405999954,-73.55308432099997
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,5090901,HUAYHUANI,1451.401387535763,143.19990524257193,0.09866319990619649,-13.944034724999938,-73.73497722599996
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,5090902,SAN SALVADOR DE QUIJE,8572.22680828163,649.9027166936547,0.07581492314993155,-14.013831877999962,-73.72842802799994
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,5090903,VISTA ALEGRE,4154.694670928496,292.61341715310385,0.07042958395970654,-13.933900079999944,-73.68973915999999
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,5091001,SANTIAGO DE PAUCARAY,1650.1421446446227,492.7885402062635,0.29863399453529577,-14.058158706999961,-73.64815973699996
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,5091002,AUTAMA,4502.640884242374,649.3114567296134,0.14420680516671233,-14.098219445999973,-73.65529293999998
050911,AYACUCHO,SUCRE,SORAS,5091101,SORAS,35171.124145592075,1271.5977288802856,0.03615459442286983,-14.209542491999969,-73.69098623599996
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,5100101,PITAHUA,1643.3775228330342,680.9883440057142,0.41438338698447813,-13.67982971999993,-74.11070389799994
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,5100102,HABAS PAMPA,1602.082360401809,495.91426219004995,0.3095435505985301,-13.743015670999966,-74.05810544099995
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,5100103,LUREN DE CCOCHA,4098.51362096378,174.56396409864772,0.04259201755625699,-13.815663297999947,-74.03181542899995
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,5100104,HUANCAPI,16579.870602539955,968.6593402330624,0.05842381786047646,-13.820251419999977,-74.10518048499995
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,5100201,CARAMPA,5724.296368060911,1292.4403037475977,0.22578151455589435,-13.669151006999982,-74.24534419699995
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,5100202,HUAMBO,3196.198610202477,723.5105029643445,0.22636594004354146,-13.665675901999975,-74.19669874699997
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,5100203,ALCAMENCA,2674.4911597467917,861.5127459064491,0.3221221138708169,-13.657627350999974,-74.15220114499994
051003,AYACUCHO,VICTOR FAJARDO,APONGO,5100301,APONGO,12540.713171878106,601.8956827976781,0.04799533125017146,-14.042413068999963,-74.00995577899994
