ubigeo,dep,prov,dist,cod_se,sector,ha_se,ha_agricola,intensidad,lat,lon,region_nat,region_agraria,agencia_agraria,k,ha_dep,share,productores,ua_total,ua_micro_0_5,ua_pequeno_5_20,ua_mediano_20_100,ua_grande_100_mas,ua_objetivo_5_mas,est_productores,est_ua_micro_0_5,est_ua_pequeno_5_20,est_ua_mediano_20_100,est_ua_grande_100_mas,est_ua_objetivo_5_mas,gasto_ha,tam_usd,ha_comercial,sam_usd
120213,JUNIN,CONCEPCION,ORCOTUNA,12021304,VICSO,988.922070413775,721.9277458916487,0.7300147984255086,-11.978621373999944,-75.34796824499995,SIERRA,JUNIN,CONCEPCION,JUNIN,577133.3414644432,0.0012508855303001519,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,169.93154840574533,128.82744988008233,28.353822315313543,6.763538062332921,1.2508855303001518,36.368245907946616,450,324867.4856512419,349.65524049066244,157344.8582207981
120213,JUNIN,CONCEPCION,ORCOTUNA,12021305,COCHA,396.6926911597244,246.9103622702296,0.6224222623018119,-11.98381977899993,-75.36745105299997,SIERRA,JUNIN,CONCEPCION,JUNIN,577133.3414644432,0.00042782203787379276,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,58.11919602311687,44.060963858584046,9.69744213248526,2.3132337587835976,0.42782203787379275,12.43849792914265,450,111109.66302160332,119.58745537976756,53814.35492089541
120213,JUNIN,CONCEPCION,ORCOTUNA,12021306,CERRO JERUSALEN,1032.2346500043298,344.1712108604742,0.3334234235006842,-11.964138746999936,-75.33161064399997,SIERRA,JUNIN,CONCEPCION,JUNIN,577133.3414644432,0.0005963460887342936,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,81.01301980846505,61.41708733265616,13.517376793340231,3.224443301786325,0.5963460887342935,17.33816618386085,450,154877.0448872134,166.69433774809252,75012.45198664164
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,12021401,USIBAMBA,12171.478467455025,1806.238160411965,0.1483992405065346,-12.047403594999937,-75.61786593099998,SIERRA,JUNIN,CHUPACA,JUNIN,577133.3414644432,0.003129672175634036,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,425.1628353877081,322.32180769637375,70.94027920509669,16.92213745365323,3.129672175634036,90.99208883438396,450,812807.1721853843,874.8252743523807,393671.3734585713
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,12021402,CHAQUICOCHA,5391.589494501492,1772.835997357632,0.3288150923147291,-12.071823154999947,-75.56458039799998,SIERRA,JUNIN,CHUPACA,JUNIN,577133.3414644432,0.0030717961864049665,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,417.30044012692827,316.3612174416611,69.62840415724138,16.609201979891655,3.0717961864049665,89.309402323538,450,797776.1988109344,858.6474207899772,386391.33935548976
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,12021403,CHALA,2358.485767634815,1503.2291804951794,0.6373704692747323,-12.051677119999963,-75.48607598099994,SIERRA,JUNIN,CHUPACA,JUNIN,577133.3414644432,0.0026046479600031775,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,353.83882071847165,268.2500887527672,59.03955530939202,14.08333151973718,2.6046479600031773,75.72753478913238,450,676453.1312228307,728.0672665786562,327630.2699603953
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,12021404,SULCAN,1755.9096488830992,766.3523636638662,0.43644179764678,-12.093043514999977,-75.49151038399998,SIERRA,JUNIN,CHUPACA,JUNIN,577133.3414644432,0.001327860147049017,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,180.3884731164619,136.75498868443123,30.098605953160067,7.179739815094035,1.327860147049017,38.60620591530312,450,344858.5636487398,371.1716602421507,167027.24710896783
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,12021405,SAN JOSE DE QUERO,9121.379200911417,987.9933514550954,0.1083162238618886,-12.12048787599997,-75.55519631799996,SIERRA,JUNIN,CHUPACA,JUNIN,577133.3414644432,0.0017118978933847733,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,232.55961691842808,176.30665214180442,38.80358954935266,9.256231909531468,1.7118978933847733,49.771719352268896,450,444597.00815479294,478.5202603337194,215334.11715017373
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,12021501,SANTA ROSA,813.7463882927954,446.7921503554726,0.549055770671773,-11.87197102999994,-75.29085229699996,SIERRA,JUNIN,CONCEPCION,JUNIN,577133.3414644432,0.0007741575789431308,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,105.16853294184537,79.7297148977741,17.547829841903944,4.185870029345508,0.7741575789431308,22.507857450192585,450,201056.46765996265,216.39730245986405,97378.78610693882
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,12021502,HUANCHAR,798.4528995156926,319.12452136051365,0.3996785803571894,-11.86785102799996,-75.32314796999998,SIERRA,JUNIN,CONCEPCION,JUNIN,577133.3414644432,0.0005529476438681452,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,75.11738447184366,56.94752489433641,12.53366424355925,2.9897879103950613,0.5529476438681452,16.076399797822454,450,143606.03461223113,154.56333670201545,69553.50151590694
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,12030101,QUEBRADA EL CARMEN,22695.14052475089,1421.907731137926,0.0626525193614562,-11.070197408999944,-75.50222725599997,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0024637421354481367,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,334.69690535849395,253.73833878766817,55.84564298420292,13.321453726368075,2.4637421354481366,71.63083884601913,520,739392.0201917215,688.6804012117622,358113.80863011634
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,12030102,MIJANDARIS,4770.851039086821,761.139631821806,0.1595395927447556,-10.99472670199998,-75.39989857799998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.001318828037019066,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,179.1614700010031,135.8247807045566,29.893875115111168,7.130903196162089,1.318828037019066,38.343606348292326,520,395792.6085473391,368.64694912497686,191696.41354498797
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,12030103,VAQUERIA,3638.360864723972,2301.902331051059,0.6326756516565861,-11.007899952999937,-75.33820409199996,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.003988510393820104,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,541.8351484900674,410.77269694913866,90.40756509672029,21.565875699385302,3.988510393820104,115.9619511899257,520,1196989.2121465506,1114.8930315118746,579744.3763861748
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,12030104,PAMPA AMERICANA,14082.727813289415,2919.1959954308354,0.207289101524499,-10.929301995999936,-75.36755446799998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.005058096259043951,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,687.1373186948617,520.9282756226775,114.65186790374923,27.349126472650642,5.058096259043951,147.05909063544382,520,1517981.9176240345,1413.870271132289,735212.5409887902
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,12030105,PAMPA MICHI,5228.152879790905,2681.426676787369,0.5128822240742529,-10.909128686999964,-75.26535225699996,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.004646112924239311,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,631.1697946449862,478.4985239544824,105.31344165373245,25.121532581361954,4.646112924239311,135.08108715933372,520,1394341.871929432,1298.7101477477806,675329.276828846
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,12030106,QUIMIRI CENTRO,9126.826319813015,2245.493815763842,0.2460322720165278,-11.01877053499993,-75.28210320199997,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0038907712558522932,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,528.5573843362782,400.7066408689718,88.19211205640393,21.037400180393348,3.890771255852293,113.12028349264958,520,1167656.784197198,1087.572384687153,565537.6400373196
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,12030107,PUENTE QUIMIRI,14321.786794379002,1471.8462535656608,0.1027697363951353,-11.147942119999982,-75.18947266399994,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.002550270704913589,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,346.4517249918062,262.6498296283456,57.80698606827632,13.789313701467776,2.550270704913589,74.1465704746577,520,765360.0518541436,712.8674007675857,370691.04839914455
120302,JUNIN,CHANCHAMAYO,PERENE,12030201,PAMPA TIGRE,27314.750389463323,7826.132895979376,0.286516727569962,-11.03684255199994,-75.17233205899998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.013560354832595543,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1842.160643653272,1396.5673838541825,307.37256299044316,73.32083857984411,13.560354832595543,394.2537564028828,520,4069589.105909276,3790.4740404121494,1971046.5010143176
120302,JUNIN,CHANCHAMAYO,PERENE,12030202,LA ESPERANZA,8275.890861985947,4258.001338589567,0.514506705030156,-10.903069337999966,-75.17510294699997,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.007377846734318155,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1002.2731010103871,759.8370573206925,167.23365192678963,39.89201729245826,7.3778467343181555,214.50351595356605,520,2214160.696066575,2062.301235167585,1072396.6422871442
120302,JUNIN,CHANCHAMAYO,PERENE,12030203,ZONA PATRIA,6430.413903965835,3255.6143654611333,0.5062837966702727,-10.863225890999956,-75.13375569699997,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.005641008986242583,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,766.3254297720687,580.9618744841373,127.86475069116062,30.500935588613643,5.641008986242583,164.00669526601686,520,1692919.4700397893,1576.8096327897852,819941.0090506882
120302,JUNIN,CHANCHAMAYO,PERENE,12030204,LA FLORIDA,26113.191848345054,6100.953927243205,0.2336349368041677,-10.785519635999949,-75.08128765599997,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.010571134067150547,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1436.0779918883345,1088.7105264417676,239.61589590010144,57.15812190108301,10.571134067150547,307.345151868335,520,3172496.0421664664,2954.9086107196695,1536552.477574228
120302,JUNIN,CHANCHAMAYO,PERENE,12030205,LOS ANGELES UBIRIKI,12519.661033178276,4134.753666166339,0.3302608317596502,-10.77267238899998,-74.99412131899999,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.007164295266107196,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,973.2623476053965,737.843605161114,162.39308079685182,38.73734450384161,7.164295266107197,208.29472056680063,520,2150071.906406496,2002.608011314784,1041356.1658836878
120302,JUNIN,CHANCHAMAYO,PERENE,12030206,SANTA ROSA ALTO SOTANI,6261.156805990133,3915.6233489276106,0.6253833708782826,-10.82556623399995,-74.92743550999995,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.00678460776324573,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,921.6821800291692,698.7399689289145,153.78670416949097,36.684374175869664,6.78460776324573,197.25568610860637,520,2036124.1414423576,1896.4754181170122,986167.2174208463
120302,JUNIN,CHANCHAMAYO,PERENE,12030207,BAJO ALDEA,7757.16482106444,5843.52825755259,0.7533072188545736,-10.923897924999949,-74.93340958099998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.01012509213681013,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1375.4836416935193,1042.7731140779385,229.5054634650752,54.74637318373237,10.12509213681013,294.37692878561774,520,3038634.6939273467,2830.228218594041,1471718.6736689014
120302,JUNIN,CHANCHAMAYO,PERENE,12030208,SAN FERNANDO DE KIVINAKI,6104.107060508863,3188.088830809122,0.5222858641249569,-10.909395390999975,-75.00348423499997,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.005524007368417716,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,750.4308769921782,568.9119948659721,125.21267501992436,29.86830784103459,5.524007368417716,160.60499022937665,520,1657806.1920207434,1544.1046187598172,802934.4017551049
120302,JUNIN,CHANCHAMAYO,PERENE,12030209,PUMPURIANI,9673.199635687475,2761.2530035239456,0.2854539456972246,-10.919226435999974,-75.07403514399994,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.004784428147085424,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,649.9597793534077,492.7434704401807,108.44863280998531,25.869402991290887,4.784428147085424,139.10246394836162,520,1435851.5618324517,1337.372872142852,695433.893514283
120302,JUNIN,CHANCHAMAYO,PERENE,12030210,SANTA ROSA DE RIO AMARILLO,7225.029081346061,3090.385549670941,0.4277333025066781,-10.987155021999968,-75.03151720299996,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.005354716713869384,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,727.432910862442,551.476919644694,121.37536375327734,28.95295327189176,5.354716713869385,155.68303373903848,520,1607000.4858288893,1496.7834505992785,778327.3943116248
120302,JUNIN,CHANCHAMAYO,PERENE,12030211,SANTA ROSA TOTERANI,5925.249498472373,1549.4810222769015,0.2615047725292215,-11.001644145999933,-75.09490843499998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.002684788611146916,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,364.7258480356974,276.50369427340974,60.856103448867145,14.516652020471374,2.684788611146916,78.05754408048544,520,805730.1315839888,750.4686757963472,390243.71141410054
120302,JUNIN,CHANCHAMAYO,PERENE,12030212,SAN ANTONIO ALTO PICHANAKI,25454.0509012889,3340.6042568035787,0.1312405742315233,-11.129321096999943,-75.05717087199997,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.005788271126958259,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,786.3308443261526,596.1282550943041,131.20274163476287,31.297181983463307,5.788271126958259,168.28819474518443,520,1737114.213537861,1617.9732548637846,841346.092529168
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030301,ANDRES AVELINO CACERES,22155.20565664229,8162.065865431352,0.3684039765608903,-11.043771421999963,-74.94216949299994,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.014142426505321232,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1921.234498321384,1456.5143633565283,320.5663815961164,76.4681001142719,14.142426505321232,411.1769082157095,520,4244274.250024303,3953.1783053346703,2055652.7187740286
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030302,PRIMAVERA,6919.8773810215,4577.784793946776,0.6615413166860207,-10.985095042999944,-74.83821458099999,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.007931936114331751,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1077.545589195854,816.9021684789127,179.7931959035578,42.88797857019178,7.9319361143317515,230.61311058808133,520,2380448.0928523233,2217.183717000665,1152935.532840346
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030303,CENTRO KUVIRIANI,11764.319984345058,7903.88562773439,0.6718523160074019,-10.855534293999938,-74.87550990599993,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.01369507713361132,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1860.462533523964,1410.4422989134962,310.4263133875678,74.0492820614364,13.69507713361132,398.1706725826155,520,4110020.526421883,3828.1324491314704,1990628.8735483645
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030304,28 DE JULIO,17035.004529740956,7356.702448091051,0.43185796841129,-10.84867176299997,-74.81329726299998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.012746971833967925,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1731.6633766727086,1312.7978822085227,288.93561056055097,68.92287670626457,12.746971833967926,370.60545910078343,520,3825485.273007347,3563.1122066495413,1852818.3474577614
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030305,DELTA,5734.188346747867,823.8604525945732,0.1436751642561277,-10.878527584999972,-74.72995538599997,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0014275045182870112,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,193.92506130477219,147.017262833861,32.35724491601168,7.718516930377869,1.4275045182870112,41.50326636467656,520,428407.43534917803,399.0248696244684,207492.93220472356
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030306,CC.NN. MAUNARI,12177.722139355186,4583.494373494376,0.3763835568789775,-10.973939723999932,-74.71487386599995,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.007941829113292984,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1078.8895432117386,817.921038548931,180.01744051101207,42.94147001557516,7.941829113292983,230.90073963988021,520,2383417.0742170755,2219.9490691029746,1154373.5159335467
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030307,LAS PALMAS IPOKI,5513.804792158666,3318.540476903432,0.6018603490683638,-11.035735559999978,-74.77331056899999,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.005750041175030407,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,781.1373435867057,592.1909905752066,130.33618331441423,31.09047263338941,5.750041175030407,167.17669712283404,520,1725641.0479897847,1607.2869828496919,835789.2310818398
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030308,SAN JOSE ALTO IPOKI,11899.520259513334,5070.390663747173,0.4261004270061675,-11.072657825999954,-74.84335557499998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.008785475209041542,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,1193.4980216730844,904.8073063039793,199.14036656334463,47.503064455287614,8.785475209041541,255.4289062276738,520,2636603.1451485297,2455.7702304743016,1277000.5198466368
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,12030309,VALLE HERMOSO,31037.07511424011,2357.8989760708705,0.0759703988662592,-11.20956833899993,-74.96292889599994,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.004085535883419653,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,555.0159642266764,420.7652550975066,92.60684186947327,22.090492521650063,4.085535883419653,118.78287027454299,520,1226107.4675568526,1142.0141949420042,593847.3813698422
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,12030401,RIO SECO,4431.667935840874,1054.7520593575769,0.2380034051800963,-10.888600979999978,-75.33423117699994,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0018275708290933306,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,248.27366956149987,188.21969211749303,41.42554798305852,9.881675472907638,1.8275708290933306,53.13479428505949,520,548471.07086594,510.85387294152656,265644.0139295938
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,12030402,PUENTE CAPELO,5299.152776727875,1321.6484942703992,0.2494075090785534,-10.848778348999929,-75.31982930999999,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.002290022771716482,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,311.09730351491237,235.84715523630877,51.907946166497496,12.382153126671017,2.290022771716482,66.580122064885,520,687257.2170206076,640.1212929383605,332863.0723279475
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,12030403,MARISCAL CASTILLA,3741.2774809469706,1532.430092832058,0.4096007581998911,-10.83793230599997,-75.24016214299996,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0026552444344033277,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,360.71230116925767,273.4609690547643,60.18642559462023,14.356906656818794,2.6552444344033277,77.19857668584235,520,796863.6482726702,742.2103052467261,385949.3587282976
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,12030404,SANCHIRIO PALOMAR,5761.679746721251,2221.3994694751623,0.3855471958050557,-10.806825543999937,-75.20336565399998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.003849022937816219,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,522.8859170793955,396.40702334275454,87.24580293148023,20.811667024772294,3.849022937816219,111.90649289406875,520,1155127.7241270845,1075.9026372727103,559469.3713818094
120305,JUNIN,CHANCHAMAYO,SAN RAMON,12030501,NARANJAL,26702.19042953669,1599.132532168211,0.0598876911011512,-11.14784246499994,-75.50675864599998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0027708198734637344,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,376.41310899017486,285.3639679481565,62.80617407180247,14.981823055818412,2.7708198734637346,80.55881700108462,520,831548.9167274697,774.5166649899583,402748.66579477827
120305,JUNIN,CHANCHAMAYO,SAN RAMON,12030502,SANTA CLARA,4063.273647819715,1165.6868596902484,0.2868836708341651,-11.08556680299995,-75.36965207399999,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0020197877612344903,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,274.3861475759443,208.01592174177893,45.78252918390219,10.920992424994889,2.01978776123449,58.72330937013157,520,606157.1670389292,564.5835356534035,293583.4385397698
120305,JUNIN,CHANCHAMAYO,SAN RAMON,12030503,JESUS MARIA,18383.061253472675,1386.9003764703125,0.0754444734392819,-11.16026390999997,-75.25879884099999,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0024030848277646396,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,326.4566707669985,247.49130332665246,54.470723790941086,12.993479663723406,2.4030848277646397,69.86728828242913,520,721188.1957645625,671.725096356249,349297.05010524945
120305,JUNIN,CHANCHAMAYO,SAN RAMON,12030504,TULUMAYO,5227.077218019927,1343.6866842387446,0.2570627194116232,-11.16493676099998,-75.37642197399998,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.002328208383922536,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,316.2847807474926,239.77985325179807,52.77349943837213,12.588622731869153,2.328208383922536,67.69033055416382,520,698717.0758041472,650.7951708398717,338413.4888367333
120305,JUNIN,CHANCHAMAYO,SAN RAMON,12030505,SAN FELIX,7755.55334070192,380.39673091193305,0.0490483030934199,-11.211313815999972,-75.43979554699996,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0006591141138141453,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,89.53999324753782,67.88150346760501,14.940139617825231,3.563830013393084,0.6591141138141453,19.16308374503246,520,197806.30007420518,184.23964335183808,95804.61454295581
120306,JUNIN,CHANCHAMAYO,VITOC,12030601,SHINCAYACU,2485.460694326315,834.020596917985,0.3355597611428116,-11.206603048999966,-75.35521201999995,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.0014451090190036584,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,196.316615122628,148.83033275816777,32.75628613375593,7.813704465752781,1.4451090190036584,42.015099618512366,520,433690.71039735223,403.9457882718528,210051.80990136345
120306,JUNIN,CHANCHAMAYO,VITOC,12030602,SANTA ANA,5348.877644528148,134.5031660394753,0.0251460539907976,-11.21343008799994,-75.29247890499994,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.00023305388265765605,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,31.660136905159916,24.00198632102934,5.28263235820109,1.2601223435299462,0.23305388265765606,6.775808584388692,520,69941.64634052716,65.14465905476743,33875.222708479065
120306,JUNIN,CHANCHAMAYO,VITOC,12030603,LA FLORENCIA,25211.400638706407,17.65619964443106,0.0007003260111349,-11.283560473999955,-75.18193146799996,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,3.0592929529299846e-05,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,4.156018883625855,3.150735219293062,0.6934499336406396,0.16541596996492428,0.030592929529299845,0.8894588331348637,520,9181.223815104151,8.551524398331214,4446.792687132232
120306,JUNIN,CHANCHAMAYO,VITOC,12030604,VISCATAN,6258.385296420837,1247.3237723796835,0.1993044073353915,-11.257694073999971,-75.36198252699995,SELVA ALTA,JUNIN,CHANCHAMAYO,JUNIN,577133.3414644432,0.00216124018968419,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,293.6023185284075,222.58396589538503,48.98883137957153,11.685825705622415,2.16124018968419,62.835897274878135,520,648608.3616374354,604.1231911130841,314144.0593788037
120401,JUNIN,JAUJA,JAUJA,12040101,JAUJA,947.484217134803,490.1087535897039,0.5172737917173916,-11.774085680999974,-75.49113851199996,SIERRA,JUNIN,JAUJA,JUNIN,577133.3414644432,0.0008492123368684274,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,115.364646751239,87.45952936174247,19.249096039796644,4.591691105447587,0.8492123368684273,24.689999482112658,450,220548.93911536675,237.3770714288447,106819.6821429801
120402,JUNIN,JAUJA,ACOLLA,12040201,TAMBO PACCHA,527.2810037661751,444.27754560020855,0.8425821192625882,-11.646165745999951,-75.60450540599999,SIERRA,JUNIN,JAUJA,JUNIN,577133.3414644432,0.0007698005186684924,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,104.57663066059602,79.28098561714937,17.449068356658717,4.162311404440539,0.7698005186684924,22.38118027976775,450,199924.89552009385,215.179390091979,96830.72554139055
120402,JUNIN,JAUJA,ACOLLA,12040202,TINGO PACCHA,2948.8877526469487,745.9432047533224,0.2529574766227561,-11.612260134999929,-75.59510307499994,SIERRA,JUNIN,JAUJA,JUNIN,577133.3414644432,0.0012924971599466662,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,175.58444668159467,133.1129900057472,29.297033124511085,6.988532143831624,1.2924971599466661,37.57806242828937,450,335674.4421389951,361.28677992318677,162579.05096543406
120402,JUNIN,JAUJA,ACOLLA,12040203,SACAS,1315.8122055189417,109.43161097332565,0.0831665875375939,-11.611186240999928,-75.54979808299998,SIERRA,JUNIN,JAUJA,JUNIN,577133.3414644432,0.00018961235317933482,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,25.758648567059456,19.527986641586512,4.297943209515982,1.0252339936406634,0.1896123531793348,5.512789556335981,450,49244.22493799654,53.001614732094794,23850.726629442655
120402,JUNIN,JAUJA,ACOLLA,12040204,CHUQUISHUARI,836.642830788454,376.0953352651123,0.4495291436498406,-11.62797986299995,-75.55898465099995,SIERRA,JUNIN,JAUJA,JUNIN,577133.3414644432,0.000651661077682311,135849.0,132063.0,102989.0,22667.0,5407.0,1000.0,29074.0,88.52750574206426,67.11392272942352,14.771201647824943,3.5235314470282555,0.651661077682311,18.94639417253551,450,169242.90086930053,182.15632471241247,81970.34612058561
