ubigeo,dep,prov,dist,cod_se,sector,ha_se,ha_agricola,intensidad,lat,lon,region_nat,region_agraria,agencia_agraria,k,ha_dep,share,productores,ua_total,ua_micro_0_5,ua_pequeno_5_20,ua_mediano_20_100,ua_grande_100_mas,ua_objetivo_5_mas,est_productores,est_ua_micro_0_5,est_ua_pequeno_5_20,est_ua_mediano_20_100,est_ua_grande_100_mas,est_ua_objetivo_5_mas,gasto_ha,tam_usd,ha_comercial,sam_usd
21001,ANCASH,HUARI,HUARI,02100102,PUMACANCHA,13022.152776720604,2373.9624881421487,0.1823018458504054,-9.24879969799997,-77.20956272599994,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.00476109544990154,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,809.091038565368,751.7722104440033,42.502299081271055,4.5420850592060695,2.2519981478034286,49.29638228828055,450,1068283.1196639668,321.39704329130757,144628.6694810884
21002,ANCASH,HUARI,ANRA,02100201,ANRA,3588.489798557521,732.7887799921543,0.2042053401647445,-9.242425257999969,-76.88817656999998,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0014696429887103757,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,249.7481902154638,232.0551582743796,13.119502960217524,1.4020394112296983,0.6951411336600077,15.21668350510723,450,329754.9509964695,99.20803231850418,44643.61454332688
21002,ANCASH,HUARI,ANRA,02100202,HUARANGAL,4480.226742931185,1542.829258072616,0.3443641017738358,-9.26061991199998,-76.91749610799997,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.003094217957223536,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,525.8252112146532,488.5739212276391,27.622083704134504,2.9518839311912535,1.4635650937667324,32.03753272909249,450,694273.1661326772,208.87472499024983,93993.62624561242
21003,ANCASH,HUARI,CAJAY,02100301,CAJAY,10670.920956542794,1984.5879755446808,0.1859809461270393,-9.26954328499994,-77.14244304099998,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0039801862192395815,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,676.384885725136,628.4674238317107,35.531122379151746,3.7970976531545606,1.882628081700322,41.21084811400663,450,893064.5889951064,268.68188131764174,120906.84659293879
21003,ANCASH,HUARI,CAJAY,02100302,RAYAMPAMPA,5883.168144908859,669.2956337003072,0.1137644917185476,-9.254706602999931,-77.10085454199998,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0013423044433795172,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,228.1085324990284,211.9485293051824,11.98275176604895,1.2805584389840594,0.6349100017185116,13.898220206751521,450,301183.03516513825,90.61206267307305,40775.428202882875
21004,ANCASH,HUARI,CHAVIN DE HUANTAR,02100400,,14673.405858892544,0.0,0.0,-9.766815061999978,-77.18400996299994,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,0.0,0.0,0.0,0.0,0.0,0.0,450,0.0,0.0,0.0
21004,ANCASH,HUARI,CHAVIN DE HUANTAR,02100401,CHAVIN,14420.79279826234,3439.2591395681493,0.2384930695337755,-9.547654437999938,-77.23495830099995,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.006897598897295515,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,1172.1641614086052,1089.1239682840646,61.57486535615706,6.580309348019922,3.2625642784207787,71.41773898259777,450,1547666.612805667,465.62139212017,209529.6264540765
21004,ANCASH,HUARI,CHAVIN DE HUANTAR,02100402,MACHAC,12871.415831708471,2376.5287698954617,0.1846361582104224,-9.64911895299997,-77.21730930399997,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0047662422508471716,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,809.9656756244666,752.5848851665176,42.5482445733127,4.546995107308201,2.2544325846507123,49.349672265271614,450,1069437.9464529578,321.74447732697035,144785.01479713665
21005,ANCASH,HUARI,HUACACHI,02100501,HUACACHI,5925.4430898637165,1631.2945890059304,0.2753033932258135,-9.322856638999951,-76.92799002299995,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0032716394146747275,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,555.9758588509939,516.5885919377248,29.20592505480129,3.12114400159969,1.5474854431411462,33.87455449954213,450,734082.5650526687,220.8515342017574,99383.19039079083
21005,ANCASH,HUARI,HUACACHI,02100502,LA MERCED,2962.729612393706,1204.881370219383,0.4066794908246493,-9.28000621299998,-76.93261979499994,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.002416447285109394,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,410.64621873692016,381.5546098714882,21.57162491417156,2.305290709994362,1.1429795658567434,25.019895190022666,450,542196.6165987223,163.121916137919,73404.86226206354
21006,ANCASH,HUARI,HUACCHIS,02100601,HUACCHIS,3268.361411003119,666.4135696110402,0.2038983716328072,-9.220270738999943,-76.81983909499996,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0013365243258375286,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,227.12627088417793,211.03585452541992,11.931152656751618,1.2750442068490022,0.632176006121151,13.838372869721772,450,299886.1063249681,90.22187669435887,40599.84451246149
21006,ANCASH,HUARI,HUACCHIS,02100602,QUEROPAMPA,4411.400320522969,1674.2740948205164,0.379533475352795,-9.165243457999964,-76.79931421199996,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.003357836871709099,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,570.6240823045008,530.199084205995,29.975409753747126,3.2033763756104805,1.5882568403184039,34.76704296967601,450,753423.3426692324,226.6702807741769,102001.6263483796
21007,ANCASH,HUARI,HUACHIS,02100701,HUACHIS,8893.952146103222,2036.6905757109328,0.2289972491704134,-9.434683813999982,-77.09686773499999,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.004084680478866117,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,694.1424312175502,644.966962932481,36.46394263483783,3.896785176838276,1.9320538665036735,42.29278167817978,450,916510.7590699197,275.7357508395345,124081.08787779052
21007,ANCASH,HUARI,HUACHIS,02100702,RANRACANCHA,6320.539082649292,1348.1647478651582,0.2132990129854662,-9.414719898999977,-77.05181785899998,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.002703808960267834,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,459.47988708999515,426.9287310173307,24.136902588310953,2.5794337480955134,1.2789016382066853,27.99523797461315,450,606674.1365393212,182.52022346508454,82134.10055928804
21008,ANCASH,HUARI,HUANTAR,02100800,,7140.761528385668,0.0,0.0,-9.470528151999927,-77.28196693399997,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,0.0,0.0,0.0,0.0,0.0,0.0,450,0.0,0.0,0.0
21008,ANCASH,HUARI,HUANTAR,02100801,HUANTAR,9045.808487171971,3108.874089824463,0.3436811750141753,-9.465694112999929,-77.20001218799996,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.006234995859165298,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,1059.5627263148324,984.4996111663414,55.659808034768616,5.948186049643694,2.949153041385186,64.5571471257975,450,1398993.3404210084,420.892472153801,189401.61246921046
21009,ANCASH,HUARI,MASIN,02100901,MASIN,7525.97859477625,1743.023267336248,0.231600880255768,-9.33161972099998,-77.09253666099994,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0034957166293228367,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,594.0550925538643,551.9701600534466,31.206262349964963,3.3349136643739863,1.6534739656697017,36.19464998000865,450,784360.4703013116,235.97783339375184,106190.02502718833
21010,ANCASH,HUARI,PAUCAS,02101001,PAUCAS,8795.758375947842,1854.1091960967976,0.2107958309958686,-9.138821562999963,-76.90362391399998,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.003718504778929972,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,631.9152651218016,587.1481860882636,33.19509216150786,3.547453559099193,1.7588527604338766,38.50139848104093,450,834349.1382435589,251.0171144410485,112957.70149847183
21010,ANCASH,HUARI,PAUCAS,02101002,VISCAS,5172.988102026609,814.8595040084468,0.1575220139573124,-9.171950032999971,-76.85053114799996,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0016342397557763504,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,277.7194356171214,258.04482319732995,14.58885829981548,1.5590647270106381,0.7729954044822137,16.920918431308333,450,366686.77680380107,110.31911270472212,49643.60071712495
21011,ANCASH,HUARI,PONTO,02101101,PONTO,5431.723842633095,2514.844134403634,0.4629918985690798,-9.362740175999932,-77.00111903299995,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.005043640337759108,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,857.1061517181073,796.3857656918254,45.02457729517556,4.811632882222189,2.3856418797600583,52.221852057157804,450,1131679.8604816354,340.47019410502935,153211.5873472632
21011,ANCASH,HUARI,PONTO,02101102,YUNGUILLA,6472.151893433269,1859.0933825158545,0.2872450172873902,-9.334490659999972,-76.97123611099994,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0037285008034669068,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,633.6139695395592,588.7265483666212,33.28432667254908,3.5569897665074293,1.763580880039847,38.60489731909635,450,836592.0221321345,251.69189459713735,113261.35256871181
21012,ANCASH,HUARI,RAHUAPAMPA,02101201,RAHUAPAMPA,955.1416835280044,289.8098447481366,0.3034207905969162,-9.355631976999971,-77.06271108899995,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0005812275215211422,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,98.77264255225985,91.77524442066682,5.188618084619236,0.5544910555311696,0.27492061767950027,6.018029757829906,450,130414.43013666147,39.2356777682945,17656.054995732524
21013,ANCASH,HUARI,RAPAYAN,02101301,RAPAYAN,14498.40509792528,1600.694630225291,0.1104048769098298,-9.272137590999932,-76.77601434299999,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.003210269732025827,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,545.546817721005,506.8983804171461,28.65807789779456,3.062597324352639,1.5184575832482161,33.239132805395414,450,720312.5836013809,216.70878286256922,97518.95228815616
21014,ANCASH,HUARI,SAN MARCOS,02101400,,22542.53336294151,0.0,0.0,-9.723761056999932,-77.08757371399997,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,0.0,0.0,0.0,0.0,0.0,0.0,450,0.0,0.0,0.0
21014,ANCASH,HUARI,SAN MARCOS,02101401,SAN MARCOS,29297.401970836712,4342.0707425819655,0.1482066821796744,-9.551951432999942,-77.08574035199996,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.00870823079931486,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,1479.8593255739686,1375.020934981017,77.73837634548376,8.307652182546377,4.118993168075929,90.16502169610607,450,1953931.8341618844,587.8478305357175,264531.5237410729
21014,ANCASH,HUARI,SAN MARCOS,02101402,PICHIU QUINUARAGRA,4338.5794114158025,1289.5072104241135,0.2972187640569913,-9.645694765999965,-77.15593034999995,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.002586168460045968,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,439.4882957632917,408.3534136727983,23.086725842830358,2.4672047108838537,1.2232576816017429,26.777188235315954,450,580278.2446908511,174.57891891858569,78560.51351336356
21015,ANCASH,HUARI,SAN PEDRO DE CHANA,02101500,,3476.434974908957,0.0,0.0,-9.519752343999926,-76.96148520499997,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,0.0,0.0,0.0,0.0,0.0,0.0,450,0.0,0.0,0.0
21015,ANCASH,HUARI,SAN PEDRO DE CHANA,02101501,CHANA,10935.794295038217,2651.0694834057595,0.2424213012683131,-9.449605033999944,-76.98897959799996,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.005316846798490864,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,903.5343112419404,839.5247926349089,47.46349137012794,5.072271845760284,2.5148685356861784,55.0506317515744,450,1192981.2675325917,358.9129557785188,161510.83010033346
21016,ANCASH,HUARI,UCO,02101601,UCO,2290.477977007359,907.4838377433748,0.3961984558913133,-9.171607734999952,-76.93686338399993,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0018200022925048253,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,309.287549583685,287.3765419842194,16.247160465190575,1.7362821870496032,0.8608610843547824,18.844303736594963,450,408367.72698451864,122.85898523764087,55286.54335693839
21016,ANCASH,HUARI,UCO,02101602,QUICHIPATA,2876.742815111196,1147.056088934199,0.3987343195605969,-9.20679055499994,-76.92656436499993,SIERRA,ANCASH,HUARI,ANCASH,498616.86519879417,0.0023004759144616533,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,390.9382759517844,363.2428464175806,20.536348488399177,2.194654022396417,1.088125107540362,23.81912761833596,450,516175.2400203895,155.29328593614574,69881.97867126558
21101,ANCASH,HUARMEY,HUARMEY,02110101,EL PUEBLO,66421.45810169088,2854.691506469677,0.042978452868336,-9.945583970999962,-77.99821981199995,COSTA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.005725220516421033,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,972.9325241195576,904.0065943223647,51.10904355009056,5.461860372665666,2.7080293042671486,59.27893322702338,1400,3996568.1090575475,386.4801631327315,541072.2283858241
21101,ANCASH,HUARMEY,HUARMEY,02110102,BUENOS AIRES,225034.17218399383,2109.653262745199,0.0093748129107266,-10.241076527999953,-77.89517798699995,COSTA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.00423101064161578,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,719.0094864149024,668.07234930049,37.770231997704066,4.036384152101454,2.001268033484264,43.80788418328979,1400,2953514.5678432784,285.61374680641853,399859.2455289859
21102,ANCASH,HUARMEY,COCHAPETI,02110201,COCHAPETI,9864.907430874631,1171.6687690848498,0.1187713901316323,-9.985848695999948,-77.69227311899994,SIERRA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.002349837823110367,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,399.32673998372957,371.03704243130386,20.97700224690625,2.2417452832472904,1.1114732903312037,24.33022082048474,450,527250.9460881824,158.62545426964144,71381.45442133864
21103,ANCASH,HUARMEY,CULEBRAS,02110301,BAJO CULEBRAS,53932.0905664804,1770.8039382496418,0.0328339569197086,-9.824212427999951,-78.12413453399995,COSTA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.0035514320951491236,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,603.5232673854517,560.7675763919515,31.703634313396226,3.388066218772264,1.6798273810055355,36.771527913174026,1400,2479125.5135494983,239.7388976636431,335634.4567291003
21103,ANCASH,HUARMEY,CULEBRAS,02110302,ALTO CULEBRAS,9134.753786641211,463.4286381101919,0.0507324717156488,-9.81307841399996,-77.98125089699994,COSTA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.0009294283255449592,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,157.94519078645928,146.75580317522352,8.29700666213985,0.886674622569891,0.4396195979827657,9.623300882692508,1400,648800.0933542687,62.740921480059434,87837.29007208321
21104,ANCASH,HUARMEY,HUAYAN,02110401,EL PUEBLO,7354.461803234019,1637.2407659622463,0.2226187054560938,-9.87823224799996,-77.70986001799997,SIERRA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.0032835647573001624,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,558.002427726075,518.4715916129384,29.31238258841855,3.1325207784643547,1.5531261302029769,33.99802949708588,450,736758.3446830108,221.65655268970428,99745.44871036692
21104,ANCASH,HUARMEY,HUAYAN,02110402,HUIÑA,3909.0065937599375,257.3114756465542,0.0658252856511698,-9.932662092999976,-77.80863483599995,SIERRA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.0005160504860660226,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,87.69658750108775,81.4838556993389,4.606782689111384,0.49231216370698555,0.2440918799092287,5.343186732727598,450,115790.16404094938,34.83591164174029,15676.16023878313
21105,ANCASH,HUARMEY,MALVAS,02110501,MOLIPAMPA,5386.953395252095,395.7140462180802,0.0734578558943634,-9.935051900999952,-77.73597477099997,SIERRA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.0007936234689139777,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,134.86678506030353,125.31235211804815,7.0846767069950785,0.7571167893439347,0.37538390079631145,8.217177397135325,450,178071.3207981361,53.57343474406047,24108.045634827213
21105,ANCASH,HUARMEY,MALVAS,02110502,MALVAS,11400.944059832887,1167.26372274817,0.1023830760525001,-9.914400282999964,-77.63101349699997,SIERRA,ANCASH,HUARMEY,ANCASH,498616.86519879417,0.00234100329174143,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,397.8254173919551,369.64207876268006,20.898136385375746,2.2333171403213243,1.1072945569936963,24.238748082690766,450,525268.6752366765,158.02908053785677,71113.08624203554
21201,ANCASH,HUAYLAS,CARAZ,02120100,,10467.773731343494,0.0,0.0,-8.999849849999976,-77.68535593099995,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.0,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,0.0,0.0,0.0,0.0,0.0,0.0,450,0.0,0.0,0.0
21201,ANCASH,HUAYLAS,CARAZ,02120101,YANAHUARA,6985.674760470204,4607.263076243038,0.6595301433605426,-9.013942179999958,-77.78544815699996,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.009240086723512978,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,1570.2418576203486,1459.0004535559758,82.48625418080036,8.815042734231382,4.370561020221639,95.67185793525339,450,2073268.384309367,623.7506859379916,280687.80867209623
21201,ANCASH,HUAYLAS,CARAZ,02120102,CARAZ,3008.21543592213,1982.8540385327635,0.6591462881463956,-9.055315119999932,-77.77451225099998,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.003976708725530608,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,675.7939273992204,627.9183310525574,35.500078792811735,3.7937801241561995,1.8809832271759774,41.17484214414391,450,892284.3173397436,268.44713361978756,120801.21012890441
21201,ANCASH,HUAYLAS,CARAZ,02120103,RINCONADA,3953.280471013096,647.5049715952415,0.1637892824308787,-9.07273380199996,-77.83847517999999,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.0012986022270568144,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,220.68186526158092,205.04799305004394,11.592622080936183,1.2388665246122008,0.6142388533978732,13.445727458946257,450,291377.23721785867,87.6619510319203,39447.87796436413
21202,ANCASH,HUAYLAS,HUALLANCA,02120201,HUALLANCA,19538.75041111741,1213.460212542887,0.0621053131346842,-8.787889857999971,-77.91753369499997,COSTA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.002433652564196943,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,413.5700494545001,384.27130623413314,21.725216440586113,2.321704546243884,1.151117662865154,25.19803864969515,1400,1698844.2975600415,164.2833559548532,229996.69833679448
21203,ANCASH,HUAYLAS,HUATA,02120301,HUATA,6955.717951913688,1759.6648864600077,0.2529810579763201,-9.030069258999958,-77.87658282299998,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.003529092193378667,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,599.7268691583839,557.2401282422982,31.50420601029136,3.3667539524832484,1.6692606074681096,36.54022057024272,450,791849.1989070035,238.23084590286783,107203.88065629052
21204,ANCASH,HUAYLAS,HUAYLAS,02120401,HUAYLAS,5409.48345741219,1829.0630731454837,0.3381215762180143,-8.889692833999959,-77.89401811599998,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.0036682735799886197,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,623.3790756361061,579.216730006623,32.74667824855841,3.4995329953091434,1.735093403334617,37.981304647202165,450,823078.3829154677,247.62626479507853,111431.81915778534
21205,ANCASH,HUAYLAS,MATO,02120501,MATO,10600.957320969048,2574.169467623631,0.2428242459321893,-8.958027930999947,-77.89096736899995,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.005162620134393834,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,877.3253403986195,815.172556600652,46.08670993973376,4.925139608211718,2.4419193235682837,53.45376887151376,450,1158376.260430634,348.5019076575465,156825.85844589592
21206,ANCASH,HUAYLAS,PAMPAROMAS,02120601,PAMPAROMAS,31332.994620194797,4723.664612460294,0.1507568832701292,-9.102006849999952,-77.95928470199993,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.009473535578418532,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,1609.9136891252886,1495.8617942967078,84.57025210854223,9.037752941811279,4.480982328591965,98.08898737894548,450,2125649.075607132,639.5096163177509,287779.3273429879
21206,ANCASH,HUAYLAS,PAMPAROMAS,02120602,RIO LOCO,18767.94329215531,2750.7758913014063,0.1465677857440663,-9.212061916999971,-77.95325917899999,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.005516812774081952,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,937.5161292019387,871.0992202147661,49.24858763422958,5.263039386474182,2.609452442140763,57.12107946284453,450,1237849.1510856329,372.4116293485196,167585.23320683383
21207,ANCASH,HUAYLAS,PUEBLO LIBRE,02120701,SAN JUAN,7073.589348254579,1887.6846906676467,0.2668637657250256,-9.131035289999945,-77.83355688299997,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.0037858420410931013,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,643.3584247792794,597.7806724465596,33.79621190083812,3.6116933072028186,1.7907032854370368,39.19860849347797,450,849458.110800441,255.5627063516264,115003.21785823187
21207,ANCASH,HUAYLAS,PUEBLO LIBRE,02120702,LLACTA,5668.465954938313,2422.5938781292743,0.4273808641328672,-9.17075009399997,-77.80021982199997,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.004858628031290934,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,825.6655303815187,767.1725075128071,43.37297243533416,4.63513114185155,2.2981310588006116,50.30623463598633,450,1090167.2451581734,327.9809657547331,147591.4345896299
21208,ANCASH,HUAYLAS,SANTA CRUZ,02120800,,26250.881918795087,0.0,0.0,-8.901723617999949,-77.69341943899997,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.0,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,0.0,0.0,0.0,0.0,0.0,0.0,450,0.0,0.0,0.0
21208,ANCASH,HUAYLAS,SANTA CRUZ,02120801,COLCAS,5669.004133209549,1745.517399337912,0.3079054730464051,-8.905230094999979,-77.80331558999995,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.0035007187304865617,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,594.9051396214253,552.7599868250976,31.250916107053538,3.33968566888418,1.6558399595201436,36.24644173545786,450,785482.8297020603,236.3154994920651,106341.97477142929
21208,ANCASH,HUAYLAS,SANTA CRUZ,02120802,HUARIPAMPA,4072.235825154627,2216.1885287031973,0.5442191031800194,-8.958207724999966,-77.79823163999998,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.00444467221905866,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,755.3187075623906,701.8092987171434,39.67758889953666,4.240217296981962,2.1023299596147464,46.02013615613337,450,997284.8379164388,300.03693995129,135016.6229780805
21209,ANCASH,HUAYLAS,SANTO TORIBIO,02120901,SANTO TORIBIO,8454.396406130027,1788.6774566012732,0.2115677300515927,-8.846396053999968,-77.95249676199995,SIERRA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.0035872782920973664,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,609.6148984024422,566.427655043882,32.02363331355319,3.4222634906608875,1.6967826321620543,37.142679436376135,450,804904.855470573,242.15868988029388,108971.41044613224
21210,ANCASH,HUAYLAS,YURACMARCA,02121001,YURACMARCA,54818.41702812605,909.9001242197434,0.0165984385093224,-8.761931369999957,-77.74118749499996,COSTA,ANCASH,HUAYLAS,ANCASH,498616.86519879417,0.0018248482707398479,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,310.11106543298825,288.14171710155125,16.29042051289462,1.7409052502858149,0.8631532320599481,18.894478995240384,1400,1273860.1739076406,123.18611228077175,172460.55719308046
21301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,02130100,,858.224121948844,43.71870879864497,0.0509408995628893,-8.838377951999973,-77.33026976899998,SIERRA,ANCASH,MARISCAL LUZURIAGA,ANCASH,498616.86519879417,8.76799640164893e-05,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,14.900157725034159,13.844578638239645,0.7827190387752,0.0836466856717308,0.04147262297979944,0.9078383474267302,450,19673.418959390237,5.9188229867079585,2663.4703440185813
21301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,02130101,PISCOBAMBA,2062.981653282255,956.779795194938,0.4637849268667405,-8.860775566999962,-77.35049515799994,SIERRA,ANCASH,MARISCAL LUZURIAGA,ANCASH,498616.86519879417,0.0019188676957677278,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,326.0885384833761,302.98729029402847,17.129731920118505,1.8305997817624124,0.9076244200981353,19.867956121979052,450,430550.9078377221,129.53287964426463,58289.79583991908
21301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,02130102,SOCOSBAMBA,1661.836221692876,1374.5310020447398,0.8271158036527422,-8.879430242999945,-77.37522235599994,SIERRA,ANCASH,MARISCAL LUZURIAGA,ANCASH,498616.86519879417,0.0027566877456034833,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,468.4660021123648,435.2782383430444,24.608951505002295,2.629880109305723,1.3039133036704476,28.542744917978467,450,618538.9509201329,186.0897980385296,83740.40911733832
21302,ANCASH,MARISCAL LUZURIAGA,CASCA,02130200,,3088.3929410813184,37.16553485437648,0.0120339398397161,-8.80413836699995,-77.36714915099998,SIERRA,ANCASH,MARISCAL LUZURIAGA,ANCASH,498616.86519879417,7.453725986496448e-05,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,12.666712866932333,11.769358795418025,0.6653941188145379,0.07110854591117612,0.035256123916128194,0.7717587886418422,450,16724.490684469416,5.031626689217257,2264.2320101477653
21302,ANCASH,MARISCAL LUZURIAGA,CASCA,02130201,CASCA,1818.0273253681903,1633.7675603858966,0.8986485173180896,-8.84184950599996,-77.42895434999997,SIERRA,ANCASH,MARISCAL LUZURIAGA,ANCASH,498616.86519879417,0.003276599077198337,169938.0,168253.0,157899.0,8927.0,954.0,473.0,10354.0,556.818693980931,517.3717176905402,29.250199962149555,3.1258755196472134,1.5498313635148133,33.92590684531158,450,735195.4021736535,221.18633548595426,99533.85096867941
