ubigeo,dep,prov,dist,cod_se,sector,ha_se,ha_agricola,intensidad,lat,lon,k,region_nat,agencia_agraria,share,ha_cosechada,gasto_ha,sam_usd,clientes_sam,tam_usd,share_comercial,tasa_compra,s_ha_cosechada,s_sam_usd,s_clientes_sam,s_tam_usd
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,13090602,SANAGORAN,5308.453021592816,2907.8631343261677,0.5477797622957309,-7.745435762999932,-78.15469922499994,lalibertad,SIERRA,SANCHEZ CARRION,0.004666057818182888,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,1297.6611019336358,252464.65362313404,65.82574839322818,606763.5084408431
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,13090603,HUALAGOSDAY,5882.624956814711,2410.003685876716,0.4096816818289348,-7.701723497999978,-78.11492426199999,lalibertad,SIERRA,SANCHEZ CARRION,0.0038671753177064354,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,1075.4866698372311,209239.81552052448,54.55562690712216,502878.6515211197
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,13090604,CARACMACA,2621.8244508640987,1161.714124771339,0.4430937869957166,-7.8095434149999505,-78.13225942599996,lalibertad,SIERRA,SANCHEZ CARRION,0.0018641266882180498,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,518.4257860994469,100861.60887605262,26.29790266926639,242406.77968321313
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,13090605,CUSHURO,9120.161566706063,3136.388111804582,0.3438961128993852,-7.856199570999934,-78.18199732499994,lalibertad,SIERRA,SANCHEZ CARRION,0.00503275690564194,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,1399.6425090340483,272305.5046598496,70.99890372213196,654448.2207865976
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,13090606,CHUYUGUAL,7631.612766128727,2927.171082518214,0.3835586490328536,-7.823785934999933,-78.23648361299996,lalibertad,SIERRA,SANCHEZ CARRION,0.004697040020044821,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,1306.2774542753955,254140.99608744602,66.26282540853744,610792.3632543674
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,13090701,CERPAQUINO,10269.37502054571,1845.6326974471776,0.1797220077906066,-7.943435075999957,-77.96859275699995,lalibertad,SIERRA,SANCHEZ CARRION,0.0029615660984033815,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,823.630841376942,160240.35456693094,41.77987338342373,385115.29568797594
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,13090702,SARIN,4240.666638311095,911.1907247954068,0.214869689723666,-7.947025118999932,-77.90047474599999,lalibertad,SIERRA,SANCHEZ CARRION,0.0014621281707168688,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,406.62737735203433,79110.82471678717,20.6267656412669,190131.81002541672
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,13090703,CEBADAPAMPA,9423.646636064444,3105.972361007558,0.3295934664104395,-7.915932313999974,-77.87224311199998,lalibertad,SIERRA,SANCHEZ CARRION,0.004983950739310716,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,1386.0691959611306,269664.7675842246,70.31037765791608,648101.5783165278
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,13090704,COCHAS,9654.635279863402,1430.681432086954,0.1481859635931473,-7.955902916999946,-77.78208580199998,lalibertad,SIERRA,SANCHEZ CARRION,0.002295720937727474,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,638.4549608825246,124213.718291312,32.38655728590276,298530.3107793652
130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,13090801,SAN ALFONSO,4070.534883154959,2000.1834758596617,0.4913809937207502,-7.568234287999928,-77.83697672099998,lalibertad,SIERRA,SANCHEZ CARRION,0.0032095636260053573,278106.52,467.5824123391761,54106627.79173444,14107.358065027756,130037717.50885336,0.6455083057947524,0.6445836637589215,892.6005707469315,173658.66448616143,45.278463304546406,417364.3281251757
