dep,prov,dist,sector,ha_agricola,ha_territorial,intensidad_agricola
AYACUCHO,HUAMANGA,CHIARA,ICHUBAMBA,109.206833,2687.015591,0.040642426253789464
AYACUCHO,HUAMANGA,CHIARA,MANALLASACC,2192.765567,2671.293304,0.8208628995238181
AYACUCHO,HUAMANGA,CHIARA,ORCCOHUASI,605.66503,1741.467546,0.34779001847674973
AYACUCHO,HUAMANGA,CHIARA,QUISHUARCANCHA,1206.392125,3331.814905,0.36208257643291863
AYACUCHO,HUAMANGA,CHIARA,SACHABAMBA,4106.960653,10195.055785,0.4028384679407617
AYACUCHO,HUAMANGA,JESUS NAZARENO,JESUS NAZARENO,163.270847,1587.444436,0.10285137753319135
AYACUCHO,HUAMANGA,OCROS,CCACCAMARCA,1107.047615,4746.645809,0.2332273482257627
AYACUCHO,HUAMANGA,OCROS,CCERAOCRO,653.845241,2019.208018,0.323812720220686
AYACUCHO,HUAMANGA,OCROS,CHUMBES,570.899117,1730.465903,0.32991064198969083
AYACUCHO,HUAMANGA,OCROS,MAYABAMBA,2404.616974,9102.426301,0.26417318794834155
AYACUCHO,HUAMANGA,OCROS,NINABAMBA,350.735124,2171.559087,0.16151304659388252
AYACUCHO,HUAMANGA,OCROS,OCROS,405.456018,2622.871294,0.15458479374398154
AYACUCHO,HUAMANGA,OCROS,PAJONAL,451.750664,1476.028932,0.30605813626422873
AYACUCHO,HUAMANGA,OCROS,SAN JOSE COLPA,689.319757,3348.650879,0.20584999210364086
AYACUCHO,HUAMANGA,OCROS,URUBAMBA,812.596295,1901.167762,0.4274195635135118
AYACUCHO,HUAMANGA,OCROS,VALLE SAN FRANCISCO,228.314127,953.503167,0.23944768607150313
AYACUCHO,HUAMANGA,PACAYCASA,ALLPAORCCUNA,367.685833,545.308469,0.6742712682865009
AYACUCHO,HUAMANGA,PACAYCASA,CANGARI,249.119904,1082.117197,0.2302152712207567
AYACUCHO,HUAMANGA,PACAYCASA,COMPAÑIA,261.452002,1454.321971,0.17977587302777534
AYACUCHO,HUAMANGA,PACAYCASA,PACAYCASA,1100.902398,2191.379616,0.5023786796052774
AYACUCHO,HUAMANGA,QUINUA,CHACCO,1206.275532,3981.290635,0.3029860521599424
AYACUCHO,HUAMANGA,QUINUA,MOYA,1213.067966,1537.331261,0.7890738949853437
AYACUCHO,HUAMANGA,QUINUA,QUINUA,1660.328881,5963.74406,0.27840377861554305
AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,CAMPAMENTO,664.937812,1922.458716,0.345878851111828
AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,TICLLAS,1899.476857,6182.660519,0.30722645229552836
AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,HUATATAS,252.085246,1495.616762,0.16854935863576528
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,CACHI,1132.288421,4548.629292,0.2489295891822701
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,CCAYARPACHI,923.241672,4420.592124,0.20885022777550424
AYACUCHO,HUAMANGA,SOCOS,ACCO,850.893084,1697.616477,0.5012281015931728
AYACUCHO,HUAMANGA,SOCOS,CASACANCHA,683.448338,2424.330028,0.2819122520888068
AYACUCHO,HUAMANGA,SOCOS,CHUPAS,1313.075726,3622.514998,0.36247627041570635
AYACUCHO,HUAMANGA,SOCOS,MAUCALLACCTA,1057.251758,1291.94795,0.8183392821669017
AYACUCHO,HUAMANGA,SOCOS,PUTACCA,942.839097,2088.627024,0.4514157320412034
AYACUCHO,HUAMANGA,SOCOS,QUISHUARPAMPA,974.38384,1117.807246,0.8716921843965215
AYACUCHO,HUAMANGA,SOCOS,RANCHA,21.401086,294.460412,0.0726789922442953
AYACUCHO,HUAMANGA,SOCOS,SAMANA,868.99378,1369.125718,0.6347070751613768
AYACUCHO,HUAMANGA,SOCOS,SANTA ROSA COCHABAMBA,329.404389,480.227392,0.6859341938578963
AYACUCHO,HUAMANGA,SOCOS,SOCOS,1133.596984,1594.391586,0.7109903200404872
AYACUCHO,HUAMANGA,SOCOS,TOCCYASCCA,427.231946,988.127428,0.4323652333634038
AYACUCHO,HUAMANGA,TAMBILLO,CONDORAY,1078.565093,1978.208723,0.545223100302748
AYACUCHO,HUAMANGA,TAMBILLO,NIÑO YUCAY,392.503434,1889.789231,0.20769693654794671
AYACUCHO,HUAMANGA,TAMBILLO,ÑEQUE,692.426428,2588.972897,0.26745217333188637
AYACUCHO,HUAMANGA,TAMBILLO,PINAO,353.029734,692.031592,0.5101352858468924
AYACUCHO,HUAMANGA,TAMBILLO,TAMBILLO,875.474805,2032.342201,0.4307713556158154
AYACUCHO,HUAMANGA,TAMBILLO,TINTE,1265.034402,2637.976103,0.4795473319721729
AYACUCHO,HUAMANGA,TAMBILLO,UCHUYPAMPA,978.829784,2345.005896,0.41741037225946487
AYACUCHO,HUAMANGA,TAMBILLO,YANAMILLA,407.397518,924.077683,0.44086933976956566
AYACUCHO,HUAMANGA,VINCHOS,ANCHACHUASI,738.722552,4790.379129,0.15420962143224134
AYACUCHO,HUAMANGA,VINCHOS,ANGASMAYO,847.133622,7411.80973,0.1142951118363369
AYACUCHO,HUAMANGA,VINCHOS,CCASANCCAY,2870.845489,6254.434493,0.45900960226109444
AYACUCHO,HUAMANGA,VINCHOS,CONCEPCION CANGALLO,1868.314043,9575.124311,0.19512164879715055
AYACUCHO,HUAMANGA,VINCHOS,CORAZON DE NAUPAS,1267.796596,2444.709905,0.5185877446673984
AYACUCHO,HUAMANGA,VINCHOS,INGAHUASI,352.714399,14914.186604,0.023649590042369568
AYACUCHO,HUAMANGA,VINCHOS,OCCOLLO,1201.551453,24774.765547,0.048499003985347386
AYACUCHO,HUAMANGA,VINCHOS,PACCHA,2115.867871,4574.223016,0.4625633388662919
AYACUCHO,HUAMANGA,VINCHOS,PUTACCA,5127.332282,6757.462491,0.7587659256457425
AYACUCHO,HUAMANGA,VINCHOS,SALLALLI,994.125736,2959.773271,0.33587901672756204
AYACUCHO,HUAMANGA,VINCHOS,SASACANCHA,567.503256,2138.689342,0.2653509534345451
AYACUCHO,HUAMANGA,VINCHOS,VINCHOS,2378.748194,4849.661411,0.49049778786711257
AYACUCHO,HUANCA SANCOS,CARAPO,CARAPO,1924.980658,14883.487173,0.12933666926471976
AYACUCHO,HUANCA SANCOS,CARAPO,PORTACRUZ,1337.190141,2961.989919,0.45144992979971044
AYACUCHO,HUANCA SANCOS,CARAPO,SAN GERONIMO TAULLI,291.876934,1807.919792,0.1614435193925904
AYACUCHO,HUANCA SANCOS,SACSAMARCA,PALLCA,400.959667,25409.174948,0.015780113593635604
AYACUCHO,HUANCA SANCOS,SACSAMARCA,SACSAMARCA,1089.685649,38497.633132,0.028305263475905264
AYACUCHO,HUANCA SANCOS,SANCOS,SANCOS,1874.065933,135605.184944,0.013820016791938457
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,LUCANAMARCA,947.886125,45033.26841,0.021048574941753825
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,SAN JOSE DE HUARCAYA,889.704747,18954.003248,0.046940202307598544
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,SAN MARTIN DE TIOPAMPA,179.205092,555.254887,0.32274383566118886
AYACUCHO,HUANTA,AYAHUANCO,AYAHUANCO,409.657428,12641.261552,0.032406372284512
AYACUCHO,HUANTA,AYAHUANCO,PAMPA CORIS,1121.130755,24359.558203,0.04602426471190792
AYACUCHO,HUANTA,CANAYRE,CANAYRE,2334.528791,10757.388817,0.2170163067184783
AYACUCHO,HUANTA,CANAYRE,PAMPA AURORA,16.078658,12737.289636,0.0012623296210958518
AYACUCHO,HUANTA,CANAYRE,SANTA ROSA,874.403105,3408.054154,0.25656960408734164
AYACUCHO,HUANTA,CHACA,CHACA,1630.599834,5864.200262,0.2780600527178927
AYACUCHO,HUANTA,CHACA,PUROS,671.243261,4723.796744,0.14209825218508595
AYACUCHO,HUANTA,HUAMANGUILLA,ACLLAHUASI,1538.897941,1760.943551,0.8739053220224433
AYACUCHO,HUANTA,HUAMANGUILLA,ALLPAORCUNNA,309.215016,576.526496,0.5363413791826838
AYACUCHO,HUANTA,HUAMANGUILLA,HUAMANGUILLA,1039.038836,5064.748282,0.20515113054931483
AYACUCHO,HUANTA,HUAMANGUILLA,PACAYCASA,637.169662,1075.661535,0.5923514425938825
AYACUCHO,HUANTA,HUAMANGUILLA,QUITURARA,738.501901,903.476526,0.8174002088018831
AYACUCHO,HUANTA,HUANTA,HUANCAYOCC,2846.8339,8312.849498,0.3424618598814912
AYACUCHO,HUANTA,HUANTA,MARAYPATA,1139.667322,4431.756195,0.2571593002534292
AYACUCHO,HUANTA,HUANTA,MAYNAY,1826.509756,2161.442552,0.8450420087778489
AYACUCHO,HUANTA,HUANTA,QUINRAPA,1260.733252,1554.518086,0.8110122766368381
AYACUCHO,HUANTA,IGUAIN,CANGARI,946.324557,2133.750802,0.443502847714454
AYACUCHO,HUANTA,IGUAIN,MACACHACRA,1848.115732,2924.021922,0.632045785325682
AYACUCHO,HUANTA,IGUAIN,VILLA FLORIDA,545.495814,992.365741,0.5496923074453454
AYACUCHO,HUANTA,LLOCHEGUA,CORAZON PATA,456.788089,734.51639,0.6218895796185024
AYACUCHO,HUANTA,LLOCHEGUA,GLORIA SOL NACIENTE,3269.673291,36989.431922,0.08839479605674383
AYACUCHO,HUANTA,LLOCHEGUA,LLOCHEGUA,836.208931,3267.390771,0.2559255961735102
AYACUCHO,HUANTA,LLOCHEGUA,MAYAPO,1550.410556,5352.228759,0.28967568947663513
AYACUCHO,HUANTA,LLOCHEGUA,YARURI,3242.646337,5224.518329,0.6206593857659333
AYACUCHO,HUANTA,LURICOCHA,AZANGARO,983.367106,1453.164512,0.676707349979656
AYACUCHO,HUANTA,LURICOCHA,HUAYLLAY,1079.142562,4341.57629,0.24856008277122776
AYACUCHO,HUANTA,LURICOCHA,LURICOCHA,1604.888586,4302.907439,0.3729777153591242
AYACUCHO,HUANTA,LURICOCHA,SIMPAYHUASI,1094.737113,4082.5993,0.26814708781241403
AYACUCHO,HUANTA,PUCACOLPA,HUALLHUA,678.260696,6475.762615,0.1047383507278239
AYACUCHO,HUANTA,PUCACOLPA,PUCACOLPA,118.585952,52908.595971,0.002241336210565836
AYACUCHO,HUANTA,PUCACOLPA,SACHABAMBA,960.873281,12197.769163,0.07877450935164905
AYACUCHO,HUANTA,SANTILLANA,ARANHUAY,1553.735944,6455.41464,0.24068724174160872
AYACUCHO,HUANTA,SANTILLANA,SANTILLANA,1817.914462,6277.293815,0.2896016206308482
AYACUCHO,HUANTA,SANTILLANA,TOCCAS QUESERA,1072.301572,15867.262807,0.06757949276083987
AYACUCHO,HUANTA,SIVIA,CHALLHUAMAYO,1474.913965,20670.102096,0.0713549433935994
AYACUCHO,HUANTA,SIVIA,GUAYAQUIL,2415.943256,5962.777324,0.405170799566152
AYACUCHO,HUANTA,SIVIA,SAN GERARDO,2153.173842,43346.433604,0.049673610098370485
AYACUCHO,HUANTA,SIVIA,SAN JUAN DE MATUCANA,2389.927471,12016.321426,0.19889010840113325
AYACUCHO,HUANTA,SIVIA,SEVITE BAJA,1108.730546,3917.625682,0.2830108427903654
AYACUCHO,HUANTA,SIVIA,TRIBOLINE,1714.583057,3714.837233,0.46154998172432715
AYACUCHO,HUANTA,UCHURACCAY,CCANO,1578.843044,7663.046024,0.2060333500614768
AYACUCHO,HUANTA,UCHURACCAY,CCARHUAHUARAN,1501.38457,10163.308172,0.14772597116914424
AYACUCHO,HUANTA,UCHURACCAY,UCHURACCAY,725.694741,7720.308725,0.0939981504431353
AYACUCHO,LA MAR,ANCHIHUAY,ANCHIHUAY,2359.33305,2915.501018,0.8092376011648507
AYACUCHO,LA MAR,ANCHIHUAY,MIRAFLORES,2193.746386,8036.822889,0.27296189256610104
AYACUCHO,LA MAR,ANCHIHUAY,TOTORA,406.20926,15734.485045,0.025816495350070735
AYACUCHO,LA MAR,ANCO,AMARGURA,2637.867735,8349.882206,0.3159167602513601
AYACUCHO,LA MAR,ANCO,ANCO,898.483249,17799.093933,0.0504791565448277
AYACUCHO,LA MAR,ANCO,LECHEMAYO,1765.949339,10636.425478,0.16602845971634234
AYACUCHO,LA MAR,ANCO,PACOBAMBA,593.688685,17064.102985,0.03479167264296723
AYACUCHO,LA MAR,ANCO,PATERINE,1718.353651,4267.444357,0.402665742596348
AYACUCHO,LA MAR,ANCO,SACHARACCAY,968.048637,7189.123241,0.13465461705805246
AYACUCHO,LA MAR,ANCO,UNIÓN PROGRESO,2433.082206,13446.833417,0.1809409048619584
AYACUCHO,LA MAR,AYNA,CARMEN PAMPA,1183.760613,19413.609971,0.060975811029906256
AYACUCHO,LA MAR,AYNA,LIMONCHAYOCC,1648.53288,2973.725812,0.5543661333360347
AYACUCHO,LA MAR,AYNA,MACHENTE,1257.182108,2328.168732,0.5399875407312188
AYACUCHO,LA MAR,AYNA,NARANJAL,406.315337,1356.358001,0.2995634903915017
AYACUCHO,LA MAR,AYNA,SAN PEDRO,1966.037132,2442.841273,0.8048157503027418
AYACUCHO,LA MAR,CHILCAS,APUCANCHA,673.123274,4402.458628,0.15289712655534807
AYACUCHO,LA MAR,CHILCAS,CHILCAS,1106.605982,4723.076739,0.23429769261684655
AYACUCHO,LA MAR,CHILCAS,HUEMCHE,789.705321,6292.90061,0.12549146569152633
AYACUCHO,LA MAR,CHUNGUI,ANGEA,295.933889,10485.121221,0.028224174309715407
AYACUCHO,LA MAR,CHUNGUI,BELLA VISTA,553.87337,7636.132084,0.0725332359245765
AYACUCHO,LA MAR,CHUNGUI,CHUNGUI,1975.686714,19818.197034,0.09969053746970633
AYACUCHO,LA MAR,CHUNGUI,RUMICHACA,83.531082,8099.820208,0.01031270816573167
AYACUCHO,LA MAR,CHUNGUI,VILLA AURORA,145.78262,5806.567797,0.025106504409596237
AYACUCHO,LA MAR,LUIS CARRANZA,ASNACCPAMPA,807.125979,3273.918088,0.24653212368335833
AYACUCHO,LA MAR,LUIS CARRANZA,PAMPAS,296.534,4767.480448,0.062199311194741994
AYACUCHO,LA MAR,LUIS CARRANZA,PAROBAMBA,683.866078,5334.422433,0.12819871065505473
AYACUCHO,LA MAR,ORONCCOY,ORONCCOY,547.77683,27921.639374,0.01961836204037781
AYACUCHO,LA MAR,ORONCCOY,YERBABUENA,743.665277,27449.441105,0.027092182830073686
AYACUCHO,LA MAR,SAMUGARI,IRIBAMBA,3770.567738,7217.090701,0.5224498200469547
AYACUCHO,LA MAR,SAMUGARI,MONTERRICO,336.922067,19062.11039,0.017674961486780057
AYACUCHO,LA MAR,SAMUGARI,PALMAPAMPA,1301.017363,2865.380714,0.45404694623766495
AYACUCHO,LA MAR,SAMUGARI,PICHIHUILLCA,2145.5803,4515.956693,0.4751109113437196
AYACUCHO,LA MAR,SAMUGARI,RAYAMA,2781.70087,4344.051869,0.6403470662610544
AYACUCHO,LA MAR,SAN MIGUEL,AQUILLA,276.047466,4206.963402,0.06561679758582316
AYACUCHO,LA MAR,SAN MIGUEL,CHACA,2124.531013,8524.21526,0.24923479149680688
AYACUCHO,LA MAR,SAN MIGUEL,COCHAS,1472.261913,5113.42402,0.28792095223114317
AYACUCHO,LA MAR,SAN MIGUEL,LLAUSA,2011.406325,11986.758005,0.16780236358830203
AYACUCHO,LA MAR,SAN MIGUEL,PARIAHUANCA,5014.69026,8377.689353,0.5985767732249788
AYACUCHO,LA MAR,SAN MIGUEL,SOCOS,1991.673407,6877.703335,0.2895840820677096
AYACUCHO,LA MAR,SANTA ROSA,CCHAUSANA,163.055368,9132.645973,0.017854121191389797
AYACUCHO,LA MAR,SANTA ROSA,COMUNPIARI,3466.454276,7902.555131,0.4386498061116785
AYACUCHO,LA MAR,SANTA ROSA,ENCARNACION,0.0,6142.638873,0.0
AYACUCHO,LA MAR,SANTA ROSA,HUANCHI,1324.637814,2373.085006,0.5581923153409365
AYACUCHO,LA MAR,SANTA ROSA,LA UNION,717.774872,999.476504,0.7181508210822333
AYACUCHO,LA MAR,SANTA ROSA,PATACCOCHA,2290.940886,5474.210542,0.41849703595123433
AYACUCHO,LA MAR,SANTA ROSA,RINCONADA BAJA,1051.713947,1150.20417,0.9143715302301504
AYACUCHO,LA MAR,SANTA ROSA,SAN AGUSTIN,1176.42433,1784.184311,0.659362557302523
AYACUCHO,LA MAR,SANTA ROSA,SAN LUIS,656.762939,807.281446,0.813548908195767
AYACUCHO,LA MAR,SANTA ROSA,SAN PEDRO,968.187451,1891.660931,0.5118187065840502
AYACUCHO,LA MAR,SANTA ROSA,UNION MEJORADA,971.119536,1224.274044,0.7932207178281074
AYACUCHO,LA MAR,TAMBO,CCARHUAPAMPA,1804.553001,8804.992601,0.2049465664281255
AYACUCHO,LA MAR,TAMBO,CHALLHUAMAYO,4503.674716,8713.175717,0.5168809699559971
AYACUCHO,LA MAR,TAMBO,HUAYAO,1649.456,6535.77514,0.25237343156209013
AYACUCHO,LA MAR,TAMBO,MOYA,850.987987,4075.054189,0.20882863086756365
AYACUCHO,LA MAR,TAMBO,SANTA ROSA,1129.791299,2771.978003,0.4075758529747611
AYACUCHO,LUCANAS,AUCARA,AUCARA,2784.638875,25149.176303,0.11072485402505312
AYACUCHO,LUCANAS,AUCARA,PAMPAMARCA,2394.326596,62039.39529,0.03859364819414893
AYACUCHO,LUCANAS,CABANA,CABANA,1630.659609,37869.82119,0.04305960677286208
AYACUCHO,LUCANAS,CABANA,SONDONDO,588.79363,2634.236988,0.2235158160340887
AYACUCHO,LUCANAS,CARMEN SALCEDO,CARMEN SALCEDO,1302.930617,32607.502062,0.03995800152132487
AYACUCHO,LUCANAS,CARMEN SALCEDO,CHIRICRE,1197.141298,13780.860118,0.08686985338718754
AYACUCHO,LUCANAS,CHAVIÑA,CHAVIÑA,638.225565,16982.215677,0.03758199619760959
AYACUCHO,LUCANAS,CHAVIÑA,PARA,368.167428,16183.221152,0.022749947278233918
AYACUCHO,LUCANAS,CHAVIÑA,SAN JOSE,1440.42266,3512.258354,0.4101129571973395
AYACUCHO,LUCANAS,CHIPAO,CHIPAO,1472.219712,31192.379,0.04719805796152964
AYACUCHO,LUCANAS,CHIPAO,MAYOBAMBA,1324.924902,84384.390063,0.015701066287388377
AYACUCHO,LUCANAS,HUAC-HUAS,HUAC - HUAS,2017.826811,8488.531154,0.2377121287997101
AYACUCHO,LUCANAS,HUAC-HUAS,PAYLLIHUA,370.494957,10043.549452,0.036888846793722146
AYACUCHO,LUCANAS,HUAC-HUAS,SAYHUA,1205.92861,12703.553605,0.09492844659823042
AYACUCHO,LUCANAS,LARAMATE,COLCA,141.861899,7278.40749,0.01949078822460928
AYACUCHO,LUCANAS,LARAMATE,LARAMATE,771.907236,18390.470897,0.04197321756050954
AYACUCHO,LUCANAS,LARAMATE,PATACHANA,1136.074185,52267.225497,0.021735880835404352
AYACUCHO,LUCANAS,LEONCIO PRADO,LEONCIO PRADO,749.468833,36973.081331,0.020270661952419135
AYACUCHO,LUCANAS,LEONCIO PRADO,NUEVO SANTIAGO,603.506625,57574.220199,0.010482237065722032
AYACUCHO,LUCANAS,LEONCIO PRADO,UCHUYMARCA,252.803283,16434.785838,0.015382207318788184
AYACUCHO,LUCANAS,LLAUTA,CARHUACUCHO,473.863644,7409.886948,0.06395018538412389
AYACUCHO,LUCANAS,LLAUTA,LLAUTA,419.539723,19009.354059,0.022070172489704793
AYACUCHO,LUCANAS,LLAUTA,PUCURI,613.000791,22896.147213,0.026773097905832374
AYACUCHO,LUCANAS,LUCANAS,CCOCHAPATA,591.532926,59210.157414,0.009990396104911122
AYACUCHO,LUCANAS,LUCANAS,LUCANAS,1801.886103,55808.139739,0.032287155806069646
AYACUCHO,LUCANAS,LUCANAS,SANTIAGO DE VADO,528.604917,6066.821686,0.08713045221352497
AYACUCHO,LUCANAS,OCAÑA,OCAÑA,488.129101,49486.519878,0.009863880147631988
AYACUCHO,LUCANAS,OCAÑA,SONCONCHE,1050.776967,13921.635878,0.07547798090743887
AYACUCHO,LUCANAS,OCAÑA,TOMATE,2364.164882,22432.686849,0.10538928742302615
AYACUCHO,LUCANAS,OTOCA,CONCEPCION,447.004905,16067.475387,0.027820481701914805
AYACUCHO,LUCANAS,OTOCA,OTOCA,550.152234,32875.403485,0.016734463327606516
AYACUCHO,LUCANAS,OTOCA,URUIZA,658.164296,22659.749898,0.029045523404390757
AYACUCHO,LUCANAS,PUQUIO,PAMPARQUE,2187.051718,11515.2249,0.1899269651259699
AYACUCHO,LUCANAS,PUQUIO,PUQUIO,3113.961082,36144.120861,0.08615401364928497
AYACUCHO,LUCANAS,PUQUIO,SAN ANDRES,1707.911422,38665.097349,0.04417191573537243
AYACUCHO,LUCANAS,SAISA,BUENA VISTA,163.261296,32021.586172,0.005098476231722628
AYACUCHO,LUCANAS,SAISA,SAISA,274.040954,25504.507693,0.010744804694866298
AYACUCHO,LUCANAS,SAN CRISTOBAL,APURIMAC,1394.681811,10019.116177,0.13920207994010966
AYACUCHO,LUCANAS,SAN CRISTOBAL,SAN CRISTOBAL,760.492852,30700.381046,0.02477144667554821
AYACUCHO,LUCANAS,SAN JUAN,SAN JUAN,496.831294,1938.687101,0.2562720377846059
AYACUCHO,LUCANAS,SAN JUAN,UTEC,818.926821,2743.938099,0.29844945164705045
AYACUCHO,LUCANAS,SAN PEDRO,SAN ANTONIO,2791.181156,54948.463958,0.05079634542893586
AYACUCHO,LUCANAS,SAN PEDRO,SAN PEDRO,689.670397,14912.872791,0.04624664923154309
AYACUCHO,LUCANAS,SAN PEDRO,SANTA ANA,797.229405,2843.060268,0.28041241825690344
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,PALCO,664.158222,47624.864292,0.013945619202773561
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,TOTORA,527.029458,4384.106828,0.12021364411880156
AYACUCHO,LUCANAS,SANCOS,CHAQUIPAMPA,2349.170277,87027.623453,0.026993386510993138
AYACUCHO,LUCANAS,SANCOS,LAMPALLA,1615.328376,48255.138631,0.033474743246562404
AYACUCHO,LUCANAS,SANCOS,SANCOS,1998.80496,15037.203456,0.13292398189920454
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,HUAYCAHUACHO,1558.377744,4548.098073,0.3426438302312308
AYACUCHO,LUCANAS,SANTA LUCIA,SANTA LUCIA,492.482306,69480.886034,0.007088025701903213
AYACUCHO,LUCANAS,SANTA LUCIA,UCHUYTAMBO,202.693261,33845.998682,0.0059886919840777654
AYACUCHO,PARINACOCHAS,CHUMPI,ACOS,1339.332513,9105.513244,0.14709028223999804
AYACUCHO,PARINACOCHAS,CHUMPI,BELLAVISTA,1343.103787,15161.377357,0.08858718804857725
AYACUCHO,PARINACOCHAS,CHUMPI,CARHUANILLA,1106.855305,7061.626832,0.1567422537798582
AYACUCHO,PARINACOCHAS,CHUMPI,CHUMPI,2248.083184,5881.0964,0.38225579570503215
AYACUCHO,PARINACOCHAS,CORACORA,AYCARA,175.260927,81412.21179,0.002152759679986088
AYACUCHO,PARINACOCHAS,CORACORA,CORACORA,2884.278703,17569.421835,0.16416469079558643
AYACUCHO,PARINACOCHAS,CORACORA,MUCHAPAMPA,2456.929887,24001.407609,0.10236607481632473
AYACUCHO,PARINACOCHAS,CORACORA,RUPASCCAHUASI,2782.130898,15813.292571,0.17593621856476305
AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,CORONEL CASTAÑEDA,2040.341752,108082.182573,0.01887768828707663
AYACUCHO,PARINACOCHAS,PACAPAUSA,PACAPAUSA,1134.600128,14703.167576,0.07716705411506085
AYACUCHO,PARINACOCHAS,PULLO,CHUSI,980.500923,14861.124681,0.06597757195682329
AYACUCHO,PARINACOCHAS,PULLO,MALCO,651.866991,46942.283477,0.01388656330106717
AYACUCHO,PARINACOCHAS,PULLO,PUEBLO NUEVO,1073.452056,17730.050807,0.060544217706143884
AYACUCHO,PARINACOCHAS,PULLO,PULLO,864.405169,9075.031746,0.0952509250869567
AYACUCHO,PARINACOCHAS,PULLO,SACSARA,1219.683325,7353.566296,0.16586283116308495
AYACUCHO,PARINACOCHAS,PULLO,TARCO,881.299927,60287.343104,0.014618324205790498
AYACUCHO,PARINACOCHAS,PUYUSCA,CALERA,2728.951342,29708.280481,0.09185827310824357
AYACUCHO,PARINACOCHAS,PUYUSCA,COLLONI,2439.113579,18925.79928,0.12887770513225055
AYACUCHO,PARINACOCHAS,PUYUSCA,INCUYO,3674.204117,15678.406181,0.23434806284408
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,SAN FRANCISCO DE REVACAYCO,743.202744,10299.147448,0.07216157917462607
AYACUCHO,PARINACOCHAS,UPAHUACHO,UPAHUACHO,4382.87229,57654.66204,0.0760193908856707
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,COLTA,765.047679,4266.909484,0.179297845869186
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,POMACOCHA,806.401655,20545.839979,0.03924890176426113
AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,CORCULLA,805.14664,3118.416861,0.2581908307607756
AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,PAMPACHACRA,665.694587,6968.919004,0.09552336404224335
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,CHACARAY,1129.913082,22198.855011,0.05089961087813332
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,703.22167,2009.632378,0.349925527523522
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN,465.656274,3889.161215,0.11973180031828534
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,489.445857,8744.978956,0.055968786141467754
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,SEQUELLO,332.050632,3290.191916,0.10092135671030565
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,OYOLO,1826.508053,79386.874496,0.02300768312892871
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,AULLA,282.47033,2031.484642,0.13904625423203176
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,PARARCA,767.796233,3634.085557,0.2112763227384853
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,CASIRE,622.941448,18093.046895,0.03442988080532469
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,MIRMACA,1001.571547,5461.508914,0.18338733173767735
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,PAUSA,265.570975,1587.254051,0.16731472496963248
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,HUALLHUA,788.199438,6099.60777,0.12922133155456977
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,SAN JAVIER DE ALPABAMBA,504.14411,5650.87948,0.08921515877029465
AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,USHUA,464.129128,2841.822445,0.16332094526757107
AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,QUILCATO,1127.157355,8502.001984,0.1325755224617929
AYACUCHO,SUCRE,BELEN,BELEN,1008.276475,3633.884059,0.277465229663234
AYACUCHO,SUCRE,CHALCOS,CHALCOS,422.128326,2509.021984,0.16824417190917687
AYACUCHO,SUCRE,CHALCOS,PAMPARCA,1233.620957,2978.229433,0.41421286866988
AYACUCHO,SUCRE,CHILCAYOC,CHILCAYOC,640.698745,1681.093471,0.3811202387329955
AYACUCHO,SUCRE,CHILCAYOC,QATUN RUMI,439.667638,1294.355433,0.33968076062458186
AYACUCHO,SUCRE,HUACAÑA,CHUSCHAMA,513.898863,2820.093767,0.18222758016542223
AYACUCHO,SUCRE,HUACAÑA,HUACAÑA,794.142471,11579.881892,0.06857949661374664
