cultivo,plaga,producto,ingrediente_activo,clase,toxicidad,dosis_min,dosis_max,unidad_dosis,dosis_estimada,cilindros_por_ha,precio_usd_kg,costo_ha_min_usd,costo_ha_max_usd,costo_ha_min_fob_usd,carencia_dias,lmr_ppm,titular,registro
Tabaco,Gusano cachudo,KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.6,kl,False,,47.6728,19.07,28.6,3.94,7,0.2,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Tabaco,Gusano cachudo,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.5,0.5,lt,False,,43.2034,21.6,21.6,8.45,7,,BAYER S.A.,219-96-AG-SENASA
Tabaco,Gusano medidor de la hoja,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.5,0.5,lt,False,,43.2034,21.6,21.6,8.45,7,,BAYER S.A.,219-96-AG-SENASA
Tabaco,Oidiosis,TOPAS 100 EC,PENCONAZOLE,Fungicida,Ligeramente Peligroso,0.2,0.24,lt,True,2.0,95.3455,19.07,22.88,9.61,14,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,015-96-AG-SENASA
Tabaco,Pulguilla,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.5,0.5,lt,False,,43.2034,21.6,21.6,8.45,7,,BAYER S.A.,219-96-AG-SENASA
Tangelo,Mancha negra de la hoja,AMISTAR TOP,"AZOXYSTROBIN, DIFENOCONAZOLE",Fungicida,Moderadamente Peligroso,0.5,0.5,lt,False,,105.7739,52.89,52.89,20.78,,,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 327-SENASA
Tangelo,Mosca blanca lanuda de los cítricos / Mosca blanca,ACTARA 25 WG,THIAMETHOXAM,Insecticida,Ligeramente Peligroso,0.2,0.2,,True,2.0,208.5683,41.71,41.71,12.05,14,0.5,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3270-SENASA
Tomate,,AGRISPON,EXTRACTO VEGETAL (VARIOS),Bioestimulante,Ligeramente Peligroso,0.25,0.5,lt,False,,47.6728,11.92,23.84,1.7,,,SILVESTRE PERU S.A.C.,PBUA N° 135-SENASA
Tomate,,MATCH 50 EC,LUFENURON,Insecticida,Ligeramente Peligroso,0.4,0.5,lt,False,,74.4887,29.8,37.24,9.14,7,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,565-98-AG-SENASA
Tomate,,SORBA 50 EC,LUFENURON,Insecticida,Ligeramente Peligroso,0.4,0.5,lt,False,,78.958,31.58,39.48,11.34,7,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,645-98-AG-SENASA
Tomate,,TRIGGRR FOLIAR,CITOQUININAS,,Ligeramente Peligroso,1.0,1.0,,False,,32.775,32.77,32.77,12.67,,,FARMEX S A,PBUA Nº 212-SENASA
Tomate,,RYZ UP,GIBBERELLIC ACID,Regulador de Crecimiento de Plantas,Ligeramente Peligroso,0.1,0.2,lt,True,2.0,333.7093,33.37,66.74,3.28,14,0.15,SMTM PERU SAC,PBUA N° 016-SENASA
Tomate,,TRIGGRR SUELO,CITOQUININAS,Regulador de Crecimiento de Plantas,Ligeramente Peligroso,1.0,1.0,,False,,35.1587,35.16,35.16,17.0,,,FARMEX S A,PBUA Nº 210-SENASA
Tomate,,BIOZYME TF,"MICROELEMENTOS, CITOQUININAS, EXTRACTOS VEGETALES Y FITOHORMONAS, AUXINAS, GIBBERELLIC ACID",Regulador de Crecimiento de Plantas,Ligeramente Peligroso,1.0,1.0,lt,False,,46.183,46.18,46.18,12.06,,0.15,UPL PERU S.A.C.,PBUA N° 042-SENASA
Tomate,,PROMALINA,"CITOQUININAS, GIBBERELLIC ACID",Regulador de Crecimiento de Plantas,Ligeramente Peligroso,0.125,0.18,lt,False,,560.1548,70.02,100.83,11.62,,,SMTM PERU SAC,PBUA N° 048-SENASA
Tomate,Alternaria,AMISTAR TOP,"AZOXYSTROBIN, DIFENOCONAZOLE",Fungicida,Moderadamente Peligroso,1.0,1.0,lt,True,2.0,105.7739,105.77,105.77,41.56,7,0.5,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 327-SENASA
Tomate,Arañita roja,VERTIMEC 1.8% EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.5,0.6,lt,False,,40.2239,20.11,24.13,7.87,3,0.02,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,231-96-AG-SENASA
Tomate,Azul o hielo,METARRANCH MZ 58 WP,"MANCOZEB, METALAXYL",Fungicida,Ligeramente Peligroso,1.6,2.0,kl,True,2.0,21.7507,34.8,43.5,7.04,15,1,HORTUS S A,516-97-AG-SENASA
Tomate,Azul o hielo,FUJI-ONE 40 CE,ISOPROTHIOLANE,Fungicida,Ligeramente Peligroso,1.0,1.0,lt,True,2.0,101.3046,101.3,101.3,7.64,15,0.01,ADAMA AGRICULTURE PERU S.A.,160-96-AG-SENASA
Tomate,CUAJADO DE FRUTOS,CRECIGIB,GIBBERELLIC ACID,Regulador de Crecimiento de Plantas,Ligeramente Peligroso,0.04,0.08,kg,True,2.0,521.4207,20.86,41.71,3.41,15,0.15,POINT ANDINA S.A,PBUA N° 116-SENASA
Tomate,Caballada (gusano ejército),SUPERMILL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.5,1.0,kg,False,,4.4693,2.23,4.47,4.71,2,1,DROKASA  PERU S.A,PQUA N° 1509-SENASA
Tomate,Caballada (gusano ejército),HORTIQUIM 50 EC,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.2,0.2,lt,True,2.0,25.3261,5.07,5.07,1.82,7,1,SERFI S.A.,466-97-AG-SENASA
Tomate,Caballada (gusano ejército),POUNCE,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.1,0.12,lt,False,,59.5909,5.96,7.15,2.1,7,2,FMC LATINOAMERICA S.A. SUCURSAL,083-96-AG-SENASA
Tomate,Caballada (gusano ejército),NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.2,0.4,kl,False,,53.6318,10.73,21.45,1.87,7,1,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
Tomate,Caballada (gusano ejército),TRACER 120 SC,SPINOSAD,Insecticida,Ligeramente Peligroso,0.1,0.15,lt,False,,134.0796,13.41,20.11,7.69,1,0.4,CORTEVA AGRISCIENCE PERU S.A.C,PQUA N° 100-SENASA
Tomate,Caballada (gusano ejército),KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.6,kl,False,,47.6728,19.07,28.6,3.94,3,1,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Tomate,Caballada (gusano ejército),LANNACROP 90 SP,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.4,kl,False,,53.6318,21.45,21.45,3.54,2,0.5,CROP BUSINESS S.A.C.,PQUA N° 775-SENASA
Tomate,Caballada (gusano ejército),DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.5,0.5,lt,False,,43.2034,21.6,21.6,8.45,7,0.3,BAYER S.A.,219-96-AG-SENASA
Tomate,Caballada (gusano ejército),LANNATE 40 SP,METHOMYL,Insecticida,Moderadamente Peligroso,0.675,0.8,kl,False,,70.6263,47.67,56.5,10.05,1,1,CLABEREP DE PERU S.A.C.,PQUA N° 1340-SENASA
Tomate,Caracha (mosquilla de los brotes),CONTROLLER 350 SC,IMIDACLOPRID,Insecticida,Moderadamente Peligroso,0.3,0.3,lt,False,,37.2443,11.17,11.17,1.29,3,0.5,NEOAGRUM S.A.,PQUA N° 185-SENASA
Tomate,Caracha (mosquilla de los brotes),THUNDER 350 SC,IMIDACLOPRID,Insecticida,Moderadamente Peligroso,0.4,0.4,lt,True,2.0,37.2443,14.9,14.9,1.88,21,0.1,SILVESTRE PERU S.A.C.,PQUA N° 203-SENASA
Tomate,Caracha (mosquilla de los brotes),CONFIDOR 350 SC,IMIDACLOPRID,Insecticida,Moderadamente Peligroso,0.3,0.5,lt,False,,72.9989,21.9,36.5,4.53,3,0.05,BAYER S.A.,PQUA N° 028-SENASA
Tomate,Caracha (mosquilla de los brotes),AMIPRID 20 SP,ACETAMIPRID,Insecticida,Moderadamente Peligroso,0.2,0.4,kl,False,,114.7126,22.94,45.89,0.64,1,0.2,SILVESTRE PERU S.A.C.,PQUA N° 131-SENASA
Tomate,Caracha (mosquilla de los brotes),HUMMER,THIAMETHOXAM,Insecticida,Ligeramente Peligroso,0.225,0.225,kl,False,,119.1819,26.82,26.82,3.59,7,0.2,SHARDA PERU SOCIEDAD ANONIMA CERRADA,PQUA N° 563-SENASA
Tomate,Caracha (mosquilla de los brotes),REGENT SC,FIPRONIL,Insecticida,Moderadamente Peligroso,0.3,0.5,lt,False,,104.2841,31.29,52.14,14.71,21,0.005,BAYER S.A.,PQUA N° 1762-SENASA
Tomate,Caracha (mosquilla de los brotes),ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,1.0,1.0,lt,True,2.0,45.5871,45.59,45.59,18.51,45,0.005,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Tomate,Caracha (mosquilla de los brotes),ACTARA 25 WG,THIAMETHOXAM,Insecticida,Ligeramente Peligroso,0.28,0.4,kl,False,,208.5683,58.4,83.43,16.87,14,0.2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3270-SENASA
Tomate,Caracha (mosquilla de los brotes),FUZZIL 800 WG,"DINOTEFURAN, FIPRONIL",Insecticida,Moderadamente Peligroso,0.2,0.4,kg,True,2.0,297.9547,59.59,119.18,6.69,3,,SILVESTRE PERU S.A.C.,PQUA N° 1732 SENASA
Tomate,Caracha (mosquilla de los brotes),EN VIVO SC,MAMESTRA BRASSICAE VIRUS DE LA POLIEDROSIS NUCLEAR,Insecticida,,0.8,1.2,lt,True,2.0,101.3046,81.04,121.57,32.86,,,POINT ANDINA S.A,004-SENASA-PBA-ACBM
Tomate,Caracha (mosquilla de los brotes),INCIPIO 200 SC,ISOCYCLOSERAM,Insecticida,Ligeramente Peligroso,0.25,0.3,lt,False,,357.5456,89.39,107.26,29.16,1,0.2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3368-SENASA
Tomate,Caracha (mosquilla de los brotes),MINECTO DUO 40 WG,"THIAMETHOXAM, CYANTRANILIPROLE",Insecticida,Ligeramente Peligroso,0.7,0.7,kl,False,,524.4003,367.08,367.08,100.43,,1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N°2558-SENASA
Tomate,Gusano medidor de la hoja,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.5,0.5,lt,False,,43.2034,21.6,21.6,8.45,7,0.3,BAYER S.A.,219-96-AG-SENASA
Tomate,Gusano medidor de la hoja,MATCH 50 EC,LUFENURON,Insecticida,Ligeramente Peligroso,0.4,0.5,lt,False,,74.4887,29.8,37.24,9.14,7,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,565-98-AG-SENASA
Tomate,Gusano medidor de la hoja,SORBA 50 EC,LUFENURON,Insecticida,Ligeramente Peligroso,0.4,0.5,lt,False,,78.958,31.58,39.48,11.34,7,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,645-98-AG-SENASA
Tomate,Hielo / Rancha / Tizón tardío,GALBEN 73,"MANCOZEB, BENALAXYL",Fungicida,Ligeramente Peligroso,0.5,0.6,kl,False,,23.8364,11.92,14.3,2.83,28,0.5,NEOAGRUM S.A.,PQUA N° 174-SENASA
Tomate,Hielo / Rancha / Tizón tardío,CURTINE V,"CYMOXANIL, MANCOZEB",Fungicida,Ligeramente Peligroso,1.0,1.0,kl,True,2.0,21.7507,21.75,21.75,4.29,15,0.5,SILVESTRE PERU S.A.C.,400-97-AG-SENASA
Tomate,Hielo / Rancha / Tizón tardío,REVUS 250 SC,MANDIPROPAMID,Fungicida,Ligeramente Peligroso,0.3,0.5,lt,False,,74.4887,22.35,37.24,10.73,1,1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 405-SENASA
Tomate,Hielo / Rancha / Tizón tardío,ANTRACOL 70% PM,PROPINEB,Fungicida,Ligeramente Peligroso,1.5,2.5,kl,False,,20.8568,31.29,52.14,9.32,7,0.1,BAYER S.A.,043-96-AG-SENASA
Tomate,Hielo / Rancha / Tizón tardío,MANGANEB PLUS,MANCOZEB,Fungicida,Ligeramente Peligroso,3.0,3.0,kl,False,,11.0243,33.07,33.07,9.4,4,0.2,FARMAGRO S A,PQUA N° 1741-SENASA
Tomate,Hielo / Rancha / Tizón tardío,CURZATE M8,"CYMOXANIL, MANCOZEB",Fungicida,Ligeramente Peligroso,2.0,3.0,kl,False,,23.2405,46.48,69.72,14.85,3,0.5,CORTEVA AGRISCIENCE PERU S.A.C,728-98-AG-SENASA
Tomate,Hielo / Rancha / Tizón tardío,ORONDIS ULTRA,"MANDIPROPAMID, OXATHIAPIPROLIN",Fungicida,Ligeramente Peligroso,0.5,0.5,lt,False,,137.0592,68.53,68.53,31.5,1,0.3,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N°2557-SENASA
Tomate,Mancha gris de la hoja o moho gris,FUJI-ONE 40 CE,ISOPROTHIOLANE,Fungicida,Ligeramente Peligroso,1.0,1.0,lt,True,2.0,101.3046,101.3,101.3,7.64,15,0.01,ADAMA AGRICULTURE PERU S.A.,160-96-AG-SENASA
Tomate,Marchitez,T-REX 360 SL,HYMEXAZOL,"Regulador de Crecimiento de Plantas, Fungicida",Ligeramente Peligroso,1.0,2.0,lt,False,,105.7739,105.77,211.55,3.98,14,1,SILVESTRE PERU S.A.C.,PQUA N°1601-SENASA
Tomate,Mosca blanca,CIGARAL 70 WP,IMIDACLOPRID,Insecticida,Ligeramente Peligroso,0.1,0.12,kl,True,2.0,96.8353,9.68,11.62,1.36,7,0.1,HORTUS S A,PQUA N° 1440-SENASA
Tomate,Mosca blanca,APPLAUD,BUPROFEZIN,Insecticida,Ligeramente Peligroso,0.34,0.34,kl,True,2.0,53.6318,18.23,18.23,4.7,1,1,TECNOLOGIA QUIMICA Y COMERCIO S.A,166-96-AG-SENASA
Tomate,Mosca blanca,HOOK,BUPROFEZIN,Insecticida,Ligeramente Peligroso,0.5,0.5,kl,False,,59.5909,29.8,29.8,1.29,1,1,ADAMA AGRICULTURE PERU S.A.,PQUA N° 2268-SENASA
Tomate,Mosca blanca,OCAREN,"PROFENOFOS, FIPRONIL",Insecticida,Moderadamente Peligroso,0.4,0.5,lt,True,2.0,125.141,50.06,62.57,4.24,21,0.01,INTEROC SOCIEDAD  ANONIMA,PQUA N° 426-SENASA
Tomate,Mosca blanca de la hoja plateada,ENGEO,"THIAMETHOXAM, LAMBDA-CYHALOTHRIN",Insecticida,Moderadamente Peligroso,0.3,0.4,litro,True,2.0,63.1664,18.95,25.27,9.32,,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 278-SENASA
Tomate,Mosca blanca de la hoja plateada,CONFIDOR 350 SC,IMIDACLOPRID,Insecticida,Moderadamente Peligroso,0.75,1.0,lt,False,,72.9989,54.75,73.0,11.33,,,BAYER S.A.,PQUA N° 028-SENASA
Tomate,Mosca blanca de la hoja plateada,ACTARA 25 WG,THIAMETHOXAM,Insecticida,Ligeramente Peligroso,0.28,0.4,kl,False,,208.5683,58.4,83.43,16.87,14,0.2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3270-SENASA
Tomate,Mosca blanca de la hoja plateada,CONFIDOR 70 WG,IMIDACLOPRID,Insecticida,Moderadamente Peligroso,0.375,0.5,k/ha,False,,297.9547,111.73,148.98,21.4,7,0.5,BAYER S.A.,PQUA N° 035-SENASA
Tomate,Mosca blanca de los invernaderos,GLADIADOR,ACETAMIPRID,Insecticida,Moderadamente Peligroso,0.3,0.3,lt,False,,71.5091,21.45,21.45,2.32,7,0.1,NEOAGRUM S.A.,PQUA N° 133-SENASA
Tomate,Mosca minadora,ABASAC 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.4,0.5,lt,True,2.0,35.7546,14.3,17.88,1.47,3,0.01,HORTUS S A,484-97-AG-SENASA
Tomate,Mosca minadora,VERTIMEC 1.8% EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.5,0.6,lt,False,,40.2239,20.11,24.13,7.87,3,0.02,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,231-96-AG-SENASA
Tomate,Mosquilla de los brotes de papa,CIGARAL 70 WP,IMIDACLOPRID,Insecticida,Ligeramente Peligroso,0.12,0.16,kl,True,2.0,96.8353,11.62,15.49,1.63,14,0.1,HORTUS S A,PQUA N° 1440-SENASA
Tomate,Oidiosis,TOPAS 100 EC,PENCONAZOLE,Fungicida,Ligeramente Peligroso,0.2,0.24,lt,True,2.0,95.3455,19.07,22.88,9.61,10,0.2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,015-96-AG-SENASA
Tomate,Oruga minadora de hoja y tallo,ALFACROP 100 EC,ALPHA-CYPERMETHRIN,Insecticida,Moderadamente Peligroso,0.5,0.5,lt,False,,8.3427,4.17,4.17,1.76,7,0.2,CROP BUSINESS S.A.C.,PQUA Nº 1261-SENASA
Tomate,Oruga minadora de hoja y tallo,HORTIQUIM 50 EC,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.2,0.2,lt,True,2.0,25.3261,5.07,5.07,1.82,7,1,SERFI S.A.,466-97-AG-SENASA
Tomate,Oruga minadora de hoja y tallo,POUNCE,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.1,0.12,lt,False,,59.5909,5.96,7.15,2.1,7,2,FMC LATINOAMERICA S.A. SUCURSAL,083-96-AG-SENASA
Tomate,Oruga minadora de hoja y tallo,TAJANTE 50 CE,PERMETHRIN,Insecticida,Ligeramente Peligroso,0.2,0.2,lt,False,,40.2239,8.04,8.04,2.44,7,2,INSUMOS AGRICOLAS PERUANOS S.A.C.- INAP S.A.C.,PQUA N° 4204-SENASA
Tomate,Oruga minadora de hoja y tallo,FISTFUL,LUFENURON,Insecticida,Ligeramente Peligroso,0.2,0.4,lt,False,,43.2034,8.64,17.28,1.47,7,0.5,SHARDA PERU SOCIEDAD ANONIMA CERRADA,PQUA N° 493-SENASA
Tomate,Oruga minadora de hoja y tallo,NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.2,0.4,kl,False,,53.6318,10.73,21.45,1.87,7,1,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
Tomate,Oruga minadora de hoja y tallo,DERRIBE 50 EC,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.3,0.3,lt,False,,43.2034,12.96,12.96,3.52,7,1,POINT ANDINA S.A,PQUA N° 117-SENASA
Tomate,Oruga minadora de hoja y tallo,BULL FIRE 240 SC,CHLORFENAPYR,Insecticida,Moderadamente Peligroso,0.25,0.25,lt,False,,56.6114,14.15,14.15,1.45,3,0.05,SILVESTRE PERU S.A.C.,PQUA N° 440-SENASA
Tomate,Oruga minadora de hoja y tallo,CERTERO 240 SC,CHLORFENAPYR,Insecticida,Moderadamente Peligroso,0.25,0.25,lt,False,,70.0194,17.5,17.5,1.51,3,0.05,NEOAGRUM S.A.,PQUA N° 295-SENASA
Tomate,Oruga minadora de hoja y tallo,KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.6,kl,False,,47.6728,19.07,28.6,3.94,3,1,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Tomate,Oruga minadora de hoja y tallo,TRACER 120 SC,SPINOSAD,Insecticida,Ligeramente Peligroso,0.15,0.2,lt,False,,134.0796,20.11,26.82,11.54,1,0.4,CORTEVA AGRISCIENCE PERU S.A.C,PQUA N° 100-SENASA
Tomate,Oruga minadora de hoja y tallo,VERTIMEC 1.8% EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.5,0.6,lt,False,,40.2239,20.11,24.13,7.87,3,0.02,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,231-96-AG-SENASA
Tomate,Oruga minadora de hoja y tallo,ATABRON,CHLORFLUAZURON,Insecticida,Ligeramente Peligroso,0.4,0.5,lt,False,,53.6318,21.45,26.82,5.89,10,2,ADAMA AGRICULTURE PERU S.A.,PQUA N° 2247-SENASA
Tomate,Oruga minadora de hoja y tallo,LEPIBAC 10 PM,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,0.7,0.7,kg,True,2.0,36.6484,25.65,25.65,3.68,,,SILVESTRE PERU S.A.C.,PBUA N° 009-SENASA
Tomate,Oruga minadora de hoja y tallo,KIETO 150 WG,"LUFENURON, EMAMECTIN BENZOATO",Insecticida,Moderadamente Peligroso,0.2,0.2,kg,True,2.0,134.0796,26.82,26.82,1.72,7,,NEOAGRUM S.A.,PQUA N° 1203-SENASA
Tomate,Oruga minadora de hoja y tallo,PROCLAIM OPTI,EMAMECTIN BENZOATO,Insecticida,Moderadamente Peligroso,0.175,0.175,kl,False,,178.7728,31.29,31.29,10.46,1,0.02,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N°1511-SENASA
Tomate,Oruga minadora de hoja y tallo,PROAXIS 60 CS,GAMMA CYHALOTHRINA,Insecticida,Ligeramente Peligroso,0.6,0.8,lt,False,,63.1664,37.9,50.53,13.82,1,0.1,FMC LATINOAMERICA S.A. SUCURSAL,PQUA N° 586-SENASA
Tomate,Oruga minadora de hoja y tallo,ABSOLUTE 60 SC,SPINETORAM,Insecticida,Ligeramente Peligroso,0.15,0.15,lt,False,,291.9956,43.8,43.8,13.14,1,0.06,CORTEVA AGRISCIENCE PERU S.A.C,PQUA N° 206-SENASA
Tomate,Oruga minadora de hoja y tallo,CORAGEN SC,CHLORANTRANILIPROLE,Insecticida,Ligeramente Peligroso,0.1,0.1,lt,False,,448.4218,44.84,44.84,16.43,1,0.6,FMC LATINOAMERICA S.A. SUCURSAL,PQUA N° 451-SENASA
Tomate,Oruga minadora de hoja y tallo,INCIPIO 200 SC,ISOCYCLOSERAM,Insecticida,Ligeramente Peligroso,0.25,0.25,lt,False,,357.5456,89.39,89.39,29.16,1,0.2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3368-SENASA
Tomate,Podredumbre gris/ Moho gris,CARDAZINA 500 SC,CARBENDAZIM,Fungicida,Moderadamente Peligroso,0.4,0.4,lt,True,2.0,17.8773,7.15,7.15,1.21,14,1,ARIS INDUSTRIAL S.A.,PQUA N° 086-SENASA
Tomate,Podredumbre gris/ Moho gris,LUXAZIM 500,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.4,0.4,lt,False,,18.7711,7.51,7.51,1.08,3,0.5,NEOAGRUM S.A.,PQUA N° 3904-SENASA
Tomate,Podredumbre gris/ Moho gris,PROTEXIN 500 FW,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.4,0.6,lt,True,2.0,19.3671,7.75,11.62,1.08,7,5,SILVESTRE PERU S.A.C.,850-99-AG-SENASA
Tomate,Podredumbre gris/ Moho gris,BOTRIZIM 50 FW,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,23.8364,9.53,9.53,1.29,1,5,SERFI S.A.,PQUA 1649-SENASA
Tomate,Podredumbre gris/ Moho gris,FITOZIM 500 SC,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.6,1.0,lt,False,,19.3671,11.62,19.37,1.95,7,0.5,CROP BUSINESS S.A.C.,PQUA N° 944-SENASA
Tomate,Podredumbre gris/ Moho gris,FORDAZIM 5 FW,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.6,1.0,lt,False,,21.7507,13.05,21.75,1.56,7,0.5,AGRO KLINGE S.A.,323-96-AG-SENASA
Tomate,Podredumbre gris/ Moho gris,TEBUSAC 25 EW,TEBUCONAZOLE,Fungicida,Ligeramente Peligroso,0.5,0.5,lt,True,2.0,27.7098,13.85,13.85,3.28,7,0.2,HORTUS S A,PQUA N° 115-SENASA
Tomate,Podredumbre gris/ Moho gris,DK-ESCALON,PYRIMETHANIL,Fungicida,Moderadamente Peligroso,0.4,0.4,lt,True,2.0,50.6523,20.26,20.26,1.51,3,0.7,DROKASA  PERU S.A,PQUA N° 218-SENASA
Tomate,Podredumbre gris/ Moho gris,YARDA 500  WP,IPRODIONE,Fungicida,Ligeramente Peligroso,0.4,0.4,kilogramo,True,2.0,56.6114,22.64,22.64,5.53,7,0.5,SILVESTRE PERU S.A.C.,PQUA N° 311-SENASA
Tomate,Podredumbre gris/ Moho gris,FARMATHE,BENOMYL,Fungicida,Moderadamente Peligroso,0.4,0.4,kl,True,2.0,74.4887,29.8,29.8,2.4,3,5,FARMAGRO S A,PQUA Nº 1023-SENASA
Tomate,Podredumbre gris/ Moho gris,MERTECT 500 SC,THIABENDAZOLE,Fungicida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,128.1205,51.25,51.25,19.95,,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 1980-SENASA
Tomate,Podredumbre gris/ Moho gris,SERENADE ASO,BACILLUS AMYLOLIQUEFACIENS,Fungicida,Ligeramente Peligroso,2.0,2.4,,True,2.0,28.3057,56.61,67.93,19.5,,,BAYER S.A.,PBUA N° 090-SENASA
Tomate,Podredumbre gris/ Moho gris,CANTUS,BOSCALID,Fungicida,Ligeramente Peligroso,0.8,1.2,kl,False,,165.3649,132.29,198.44,38.83,1,3,BASF PERUANA S A,PQUA N° 168-SENASA
Tomate,Pulgón negro de los cítricos,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.2,0.2,lt,True,2.0,45.5871,9.12,9.12,3.7,35,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Tomate,Pulgón verde de los citricos,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.2,0.2,lt,True,2.0,45.5871,9.12,9.12,3.7,35,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Tomate,Septoriosos (viruela),BENOPOINT 50 PM,BENOMYL,Fungicida,Ligeramente Peligroso,0.6,0.6,lt,False,,35.7546,21.45,21.45,5.41,5,5,POINT ANDINA S.A,868-99-AG-SENASA
Tomate,Tizon temprano,BUCANER,PROCHLORAZ,Fungicida,Moderadamente Peligroso,0.2,0.3,lt,False,,43.2034,8.64,12.96,0.88,,,DROKASA  PERU S.A,PQUA N° 258-SENASA
Tomate,Tizon temprano,SPORTAK 45 CE,PROCHLORAZ,Fungicida,Ligeramente Peligroso,0.14,0.3,lt,False,,96.8353,13.56,29.05,4.2,13,0.03,FMC LATINOAMERICA S.A. SUCURSAL,PQUA N° 4273-SENASA
Tomate,Tizon temprano,SCORE 250 EC,DIFENOCONAZOLE,Fungicida,Moderadamente Peligroso,0.3,0.4,lt,True,2.0,119.1819,35.75,47.67,7.2,,2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 326-SENASA
Tomate,Tizon temprano,ROVRAL 50 PM,IPRODIONE,Fungicida,Ligeramente Peligroso,1.0,1.5,kl,False,,70.0194,70.02,105.03,35.66,5,5,FMC LATINOAMERICA S.A. SUCURSAL,PQUA N° 3438-SENASA
