h3,sectores,ha_agricola,ha_cosechada,clientes,sam_usd,horas_capital,horas_puerto,costo_viaje,region_nat,dep,prov,prospectos,empresas,exportadores,fob_export,centro_lat,centro_lon,km2,sam_por_km2,res
858e6403fffffff,4,5057.538396316277,2586.483764576744,113.8829614511488,293958.7214871737,3.5358679752526108,7.661723342475775,119.59561691773256,SIERRA,PASCO,PASCO,0,0,0,0.0,-10.730065169454532,-75.62695055315906,296.0320017110031,992.9964321024543,5
858e619bfffffff,8,6081.903772412795,2182.066756527131,88.2162352249488,293945.1875377121,2.7438314884509154,8.89083987427878,99.67131186398092,SIERRA,HUANCAVELICA,TAYACAJA,0,1,0,0.0,-12.063010508722003,-74.72266017630822,293.4779976559607,1001.5919076914894,5
858b66b7fffffff,8,11167.492553402728,3729.87012870388,174.9603781099393,293742.3719548775,1.3040164457028967,8.03110244846459,46.728219050136595,SIERRA,PUNO,MELGAR,8,16,0,0.0,-14.758323134745028,-70.45580872598353,278.9233347437249,1053.1294279296078,5
858e6407fffffff,1,3489.010707045225,1713.8887667127533,100.19115322711436,292941.65535941493,5.3356321678472,9.414489447047854,177.0552694415423,SIERRA,JUNIN,JUNIN,0,0,0,0.0,-10.826029178519805,-75.48932212347523,295.7112003741905,990.6342911216382,5
858f725bfffffff,2,6804.335446178061,2156.319828144129,74.84771042183297,292631.6292958233,1.189890924946145,4.587462194070678,38.22117850214186,SIERRA,PIURA,AYABACA,0,0,0,0.0,-4.436681948021125,-79.69804174425423,298.6769331222381,979.7597231121271,5
858e61abfffffff,15,8677.942503892975,2641.1647724402146,75.19154925961796,292354.45221117686,1.6880823225114485,10.336960816478063,58.30753376071454,SIERRA,HUANCAVELICA,CHURCAMPA,0,16,0,0.0,-12.583918096560947,-74.47622834400508,292.5644217479838,999.2823134967936,5
858f73bbfffffff,1,8184.259590848103,4240.98923138985,83.51980004969117,292156.68788933964,2.911435956512926,10.026671625979716,104.64615180290232,SELVA BAJA,AMAZONAS,CONDORCANQUI,0,0,0,0.0,-5.05341151864232,-77.86452644868484,297.0510757926857,983.5234129676679,5
858f730bfffffff,1,8162.151556992115,4229.533102405953,83.29418910142546,291367.48883285647,1.298917931455446,7.063859611811029,48.00866794865315,SELVA BAJA,AMAZONAS,BAGUA,0,0,0,0.0,-5.256287454736654,-78.32151211646898,298.0225225283891,977.6693598890712,5
858e6103fffffff,5,8628.406294107654,2626.0882387818615,74.76233411368483,290685.6083037751,1.8688856856394516,7.973589073281326,65.91116445812361,SIERRA,HUANCAVELICA,HUANCAVELICA,0,0,0,0.0,-12.560805482221454,-74.76692472196818,293.2770496648791,991.163845367153,5
858f5497fffffff,3,14985.14863261556,4605.702364037106,158.65817615504318,290675.7283965755,1.130296490462885,6.863545651119298,45.5056619699985,SELVA ALTA,CAJAMARCA,SAN IGNACIO,0,0,0,0.0,-5.1945662746942,-78.89913745716505,298.75746444908106,972.9488397305535,5
858f556ffffffff,4,14934.306127280073,4590.075862575017,158.1198712395935,289689.5064621642,1.6348067002994624,5.267423539243289,62.97992392345808,SIERRA,CAJAMARCA,CAJAMARCA,0,0,0,0.0,-6.920091414263377,-78.487231032131,300.01999921658364,965.5673195740466,5
858f43cffffffff,4,8130.243275810339,3399.2845847962353,62.9752156226296,289156.9981193977,2.1468287577485774,13.950153706531584,77.26554822117987,SELVA BAJA,SAN MARTIN,MARISCAL CACERES,0,11,2,3118742.744,-7.5274265345141975,-76.64521828653957,297.37049816703933,972.3795732990703,5
858f7367fffffff,5,8096.517841133378,4195.522465391914,82.62440159478653,289024.53662975173,1.1667095900258737,6.357784903882368,45.7560967954121,SELVA ALTA,AMAZONAS,UTCUBAMBA,0,25,1,617240.0,-5.68678569227641,-78.21830513707287,298.3934442283488,968.6021667707035,5
85b3260bfffffff,6,10976.579890684796,3666.1065367912115,171.9693618638683,288720.7309629702,0.9770104625514896,6.661483072664649,35.242493219907466,SIERRA,PUNO,PUNO,4,0,0,0.0,-15.838541808337768,-70.1073447816249,276.3503565539147,1044.7633741577679,5
858e6153fffffff,8,6457.534118899371,2229.631387452914,84.30751774236779,288640.25961599447,2.3378749693420153,8.127304136897378,82.70606430542571,SIERRA,HUANCAVELICA,HUANCAVELICA,0,6,0,0.0,-12.442443325880863,-75.19622087624906,294.34768810827626,980.6099088837337,5
858f51c3fffffff,8,14826.323892717128,4556.887400772368,156.97658832576144,287594.9116433208,2.0645739660098044,4.28005030033577,77.52361203505015,COSTA,CAJAMARCA,CAJAMARCA,1,7,0,0.0,-7.155195433076146,-78.657490615935,300.4492745961763,957.2161957450802,5
858f5c67fffffff,6,13500.083045416195,2412.573849536094,183.05020821235047,287460.5637683642,2.33711725798798,5.665275294030557,84.47088541098294,SIERRA,ANCASH,POMABAMBA,0,0,0,0.0,-8.70607994149362,-77.48929216678978,299.4954320234776,959.8161875999165,5
858f09cffffffff,3,6674.563561270598,2115.194623372107,73.42021929661146,287050.57609560346,0.8853251814574512,2.0473293420211696,31.962369136371105,COSTA,PIURA,SULLANA,1,0,0,0.0,-4.772340425198984,-80.46478654209238,299.94662210747174,957.0055301131293,5
858f551bfffffff,8,12015.828984368312,4382.809817149407,125.96775638707959,286401.0898530817,4.306583566719469,8.528887557094428,159.41035816770886,SELVA ALTA,AMAZONAS,CHOTA,0,0,0,0.0,-6.25369788721754,-78.4207316065718,299.3106555217966,956.8690073989872,5
858f5587fffffff,9,8021.900762378799,4156.856753000557,81.86293949443437,286360.90183824376,1.8126068879834132,7.065180270670883,66.84224094379329,SIERRA,AMAZONAS,LUYA,0,13,0,0.0,-6.0495508676660785,-77.96214440329722,298.4011001932121,959.6509585682747,5
858e6b5bfffffff,2,1609.123362140621,1285.284402386867,55.101752303918865,285647.855466348,2.0259637180230925,5.9645208216842285,71.9220405989322,COSTA,AREQUIPA,CARAVELI,10,0,0,0.0,-15.488135931024944,-74.58765409550882,289.72798277094665,985.9173861441463,5
858b657bfffffff,4,3790.6341870785864,2611.1799856858484,134.74384669162944,285186.9876390827,1.9815364213907865,9.74123254485265,72.34504014778133,SIERRA,CUSCO,CANAS,0,1,0,0.0,-14.200353679679381,-71.56145927216495,283.08966645260557,1007.4086815416425,5
858b6463fffffff,6,10819.135835310657,3613.5212427985093,169.50269610808698,284579.42618442327,0.6144419751528601,7.648706885760354,21.559889208272324,SIERRA,PUNO,MELGAR,6,0,0,0.0,-14.742290470837078,-70.7410276001369,279.88044975007824,1016.7892271094355,5
858b6433fffffff,2,3768.3056734773213,2595.7989795142475,133.95014577904954,283507.11002015823,0.9549176690675378,5.996688471044168,32.89198536620183,SIERRA,CUSCO,ESPINAR,0,0,0,0.0,-14.962704520894064,-71.18903401397205,281.05078323438147,1008.7397969772898,5
858f465bfffffff,7,7907.455603691778,4097.5525874632,80.69503460773164,282275.5086348856,0.8263448034191484,7.686328795403675,30.26688078192228,SIERRA,AMAZONAS,BONGARA,0,0,0,0.0,-5.815353884966857,-77.79334653348985,297.87360560441107,947.6351825873408,5
85b33697fffffff,1,1589.3562154978877,1269.495429423476,54.42485925538704,282138.83733881667,1.874079412799736,5.714922076215447,58.71408310893908,SIERRA,AREQUIPA,CASTILLA,0,0,0,0.0,-15.69509843923892,-72.6976177220268,284.5510486264982,991.5227467994757,5
858f5583fffffff,6,7893.473805112882,4090.3073801783685,80.55235132542833,281776.3949498659,1.5221213147611123,6.619092855471139,58.013729446809016,SELVA ALTA,AMAZONAS,BONGARA,0,9,0,0.0,-5.951301419869617,-78.0984616051406,298.5083180860639,943.9482181150677,5
858f726bfffffff,1,6549.238238743206,2075.478551160211,72.04164037097637,281660.7546187957,2.624205865559809,5.255951459437321,92.55929230682194,SIERRA,PIURA,AYABACA,0,0,0,0.0,-4.9660866079534625,-79.46043068463067,299.1606644707588,941.5033059813464,5
858f095bfffffff,6,6531.526179768113,2069.865532186153,71.8468076688516,280899.01841148146,0.6017449125600153,1.192105005646386,21.505457440375196,COSTA,PIURA,SULLANA,15,8,0,0.0,-4.906622346776543,-80.7722723991982,300.4028171082128,935.0745146650687,5
858f5bb7fffffff,4,2775.4505872440923,1398.7530849822792,57.50925146254184,280859.6475934604,0.7608777672380462,3.982411717770449,27.627371687896893,SIERRA,LIMA,CAJATAMBO,0,0,0,0.0,-10.431278221306073,-77.06754699798392,298.94167200753134,939.5132023827866,5
858e65cbfffffff,1,3340.6042568035787,1640.9878302199909,95.92948290147493,280481.2661975197,3.527678803195891,9.827531989984951,129.28573989529733,SELVA ALTA,JUNIN,CHANCHAMAYO,0,0,0,0.0,-11.11312673967385,-75.07651826532167,294.7072657537765,951.7283718137361,5
858f425bfffffff,5,4669.382445101379,2260.577864788503,75.13959370059345,279724.9004847475,4.2070367499557255,9.001033810524486,155.83283137048042,SIERRA,LA LIBERTAD,BOLIVAR,0,3,0,0.0,-6.979948199072409,-77.90727849597486,299.18757671575753,934.948247368237,5
858e6d87fffffff,5,4401.204121299663,2668.25680487484,126.25334615340397,279680.32534946076,1.4881460835154234,12.73350666891487,50.08929618742761,SIERRA,CUSCO,ANTA,0,0,0,0.0,-13.559525091276853,-72.52121718054197,286.58600187417574,975.9036502845422,5
858e4503fffffff,1,1643.1319700864908,1086.2051512642383,37.97454356887469,279353.938211212,1.53078642631329,2.3338877709662103,55.89013890430963,COSTA,ICA,ICA,0,0,0,0.0,-14.220872355256756,-75.94995299807597,294.3738825916806,948.9766406984465,5
858f5d6bfffffff,9,6826.693437271927,3173.8799291459545,93.70309615294498,278871.50143154204,2.1095499830622533,6.8621414901541735,75.7909083248011,SIERRA,HUANUCO,HUAMALIES,0,2,0,0.0,-9.360342064426877,-76.81833390901095,298.462359699728,934.3607070322181,5
858f50a7fffffff,4,14346.339880623062,4409.363772318653,151.8946642281469,278284.37987919233,1.4803694780403258,4.752003169995218,52.96004827649649,SIERRA,CAJAMARCA,SAN MIGUEL,0,13,0,0.0,-6.889858838850174,-78.77754013783102,300.40281710822035,926.370739655681,5
85b3268bfffffff,8,10579.4341575823,3533.4624361072274,165.74730554316008,278274.471062153,1.2249625264718085,6.718038015658314,44.23485788853469,SIERRA,PUNO,HUANCANE,0,4,0,0.0,-15.439606005561096,-69.93493615472225,276.31667687698723,1007.0853276294914,5
858e623bfffffff,3,2744.9700521124273,1383.3917080789124,56.877673740475345,277775.1926242801,1.3430085767630915,1.3798970351617665,42.7148630626774,COSTA,LIMA,CAÑETE,15,26,0,0.0,-12.651866650871808,-76.68971468186074,297.2943933132336,934.3438654479171,5
858e66b7fffffff,1,3304.629983172076,1623.3163729948285,94.89643821795764,277460.82167819364,1.8089796650434649,5.057440713991196,65.01058179779935,SIERRA,JUNIN,JUNIN,0,1,0,0.0,-11.107787404765203,-76.10175791966778,296.93713493407773,934.4093043121468,5
858f5127fffffff,3,3190.7645645357475,1423.9085092929354,72.22983190913804,277026.54264199303,2.6184904522344206,4.336578716642729,96.22356356324508,SIERRA,LA LIBERTAD,SANTIAGO DE CHUCO,0,0,0,0.0,-7.980523845994778,-78.00561704348875,300.0199992165946,923.3602538676035,5
85b33033fffffff,3,1557.343814689915,1243.9255816358532,53.32864785141605,276456.0700294402,1.244966732563742,1.5972454493057884,46.681679442375376,COSTA,AREQUIPA,ISLAY,0,0,0,0.0,-16.9772814938103,-71.78305682350826,279.84261043074736,987.898410481183,5
85b32263fffffff,3,2474.9333368238813,1484.5946977714484,83.83487392469553,276102.4913948326,1.3481334332557557,3.758355909430847,43.322244591130925,SIERRA,TACNA,CANDARAVE,0,2,0,0.0,-17.296491788454116,-70.21659665821832,274.36158425546097,1006.3453021096083,5
858f42a3fffffff,1,7760.265326919566,3244.5954450357053,60.10944146106954,275998.50956716365,1.6293144594856257,13.71739374220134,61.740831009717866,SELVA BAJA,SAN MARTIN,HUALLAGA,0,4,0,0.0,-6.999544471365478,-76.88691938426459,297.4390203017049,927.9162810824444,5
858f5017fffffff,3,2745.2844947654876,1081.1136253589962,61.8318362418054,275283.31384238205,1.610932722963376,1.9642036859498713,59.07184587231814,COSTA,LAMBAYEQUE,CHICLAYO,1,0,0,0.0,-6.760714928412649,-79.20485038990715,300.8524082691884,915.0111691845646,5
858f7327fffffff,2,7677.383416806918,3446.922372684212,65.29017351771687,273362.80538051645,0.4658559274319741,7.787448408783824,17.789754670007678,SELVA ALTA,AMAZONAS,BONGARA,0,0,0,0.0,-5.649276960035825,-77.77714007291435,297.65618076484003,918.3844416672258,5
85b33433fffffff,2,1539.189696959421,1229.4250126259926,52.706990294253295,273233.39306159073,1.3328808100340521,5.300336095903677,47.551972925808386,SIERRA,AREQUIPA,CAYLLOMA,0,1,0,0.0,-15.836500489638786,-71.69129082818455,281.41493119341425,970.9271356102978,5
858f7033fffffff,1,7624.292129568597,3950.8205305008055,77.80537104346863,272167.3123084181,3.023927254584969,12.011542369329511,108.94003422134598,SELVA BAJA,AMAZONAS,CONDORCANQUI,0,1,0,0.0,-4.225785039637057,-77.78365376206793,295.72628391412786,920.3352123663423,5
85b3220bfffffff,1,2431.7024222535124,1458.6625299849238,82.37048770518336,271279.6692846122,0.7885865362814714,5.001547340533169,29.928879404748045,SIERRA,TACNA,CANDARAVE,0,0,0,0.0,-16.97312932818923,-70.19222083695757,274.8481912671158,987.0163890617148,5
858b618bfffffff,6,3592.77610381098,2474.8853601596884,127.71068075612756,270301.206536945,1.292971798449491,11.146023988350287,48.23276484457016,SIERRA,CUSCO,ACOMAYO,2,2,0,0.0,-13.689823388656986,-71.80930127019423,284.3566495148488,950.5710768435192,5
858e6ba7fffffff,1,1522.4909343773388,1216.086905933315,52.1351689527523,270269.06737175176,3.790129456688428,10.889785889568236,148.9904819321997,SIERRA,AREQUIPA,CARAVELI,0,1,0,0.0,-15.567171848206355,-73.41795929029922,286.69339926563276,942.7111613453535,5
858f5d97fffffff,1,7598.730739239428,3177.0572404353293,58.85822730368563,270253.4346805345,1.406618266597644,11.871357960551563,51.99918055521235,SELVA BAJA,SAN MARTIN,TOCACHE,0,0,0,0.0,-8.415806720364126,-76.14483633899478,296.86121482253253,910.3696312840851,5
858e6eb7fffffff,11,11121.215195400491,3585.766880696024,86.95675376719537,270102.82127771614,1.7977593613833454,7.042128881407206,62.65053583172849,SIERRA,AYACUCHO,CANGALLO,2,0,0,0.0,-13.599908356581485,-74.27285497551128,291.23599767302943,927.436249075777,5
858f5483fffffff,3,13817.623608524958,4246.862228689848,146.29677784802783,268028.55984863633,2.0209611586873666,7.328080844542886,77.05359648440124,SELVA ALTA,CAJAMARCA,SAN IGNACIO,0,0,0,0.0,-5.262107878464506,-79.05211256334653,299.0453719630909,896.2805814019327,5
858f581bfffffff,14,12583.900675232833,2248.8446620729933,170.62751621420813,267952.0689123293,1.366333126783586,4.218643493342542,48.659812702139995,SIERRA,ANCASH,CARHUAZ,7,23,0,0.0,-9.276256272003955,-77.69179868848686,299.98523790969256,893.2175155665277,5
858b647bfffffff,4,10179.582622301572,3399.9146150338606,159.48285759604772,267757.0395222168,0.9279119178085382,7.463864155184338,32.98297262831596,SIERRA,PUNO,MELGAR,10,0,0,0.0,-14.831929612689331,-70.60451288655865,279.32746937759185,958.577543837143,5
85b32063fffffff,1,10178.403327639307,3399.520738260477,159.4643816634222,267726.0201318146,1.704595624760096,7.17931220424595,58.80387915891742,SIERRA,PUNO,CHUCUITO,0,0,0,0.0,-16.773652747104883,-69.17661968238328,271.704174613164,985.3585080648345,5
858f4007fffffff,2,7512.565706867401,3141.031323823196,58.1908104369722,267188.9234158242,1.3629496444812685,12.023578842727028,47.9047916262717,SELVA BAJA,SAN MARTIN,SAN MARTIN,0,0,0,0.0,-6.656418753523894,-76.12780011923783,295.65841808059065,903.7081546685195,5
858f5d4ffffffff,7,9451.708777091262,2639.0177680447277,128.71110434854882,266165.3719937335,1.6264978790227824,7.196343412989629,54.15148629446659,SIERRA,ANCASH,HUACAYBAMBA,1,0,0,0.0,-9.09625674990306,-76.93987841259941,298.63476448396756,891.273902600254,5
858f4e2bfffffff,3,18431.414879050568,4508.508089024592,54.15207820441346,266099.6180278992,1.2762953094904577,12.297737646771544,45.4820550168642,SELVA BAJA,UCAYALI,PADRE ABAD,0,19,1,107951343.916,-8.82999288146555,-75.30899164182344,295.21416194823183,901.3782274935776,5
85b3354ffffffff,4,1496.6236322667182,1195.425444719812,51.249386229559505,265677.16376234207,0.9888321777753164,2.2245057175958043,36.9896310961521,SIERRA,AREQUIPA,AREQUIPA,10,22,1,19466211.7988,-16.504319506287104,-71.45470152572472,279.6569773771176,950.0108534895458,5
858f5093fffffff,2,13685.670201650431,4206.306199992076,144.89969548432077,265468.9821228485,4.4495752613931,5.970469739510771,159.57265644093644,SELVA ALTA,CAJAMARCA,CHOTA,1,0,0,0.0,-6.2605277956462375,-79.15377601305829,300.3176761360924,883.9605631556238,5
858f543bfffffff,4,13646.403246595764,4194.237456988071,144.4839489592195,264707.29793523974,2.0388000506184043,4.678085289612606,74.67437415211718,SELVA ALTA,CAJAMARCA,JAEN,0,0,0,0.0,-5.927412893311375,-79.11981646991656,299.9234566026353,882.5828460824489,5
858f4a47fffffff,2,6479.519928017357,3012.4713287628997,88.93779754705997,264689.40893351287,3.6695084599870844,9.87301484903354,128.77788647080072,SIERRA,HUANUCO,HUANUCO,0,0,0,0.0,-9.705100669957993,-75.82566978153982,296.51997432608044,892.6528795744338,5
858f59c3fffffff,9,6467.939645553556,3007.0874007421935,88.77884675614567,264216.35257213446,1.1185893100431354,4.793310321631104,39.09476160827984,SIERRA,HUANUCO,DOS DE MAYO,0,11,0,0.0,-9.693979809256259,-76.85003241981971,298.56195111248746,884.9632432653389,5
85b3263bfffffff,5,10038.59147762644,3352.824486572096,157.27395852004182,264048.5012748474,1.2414579157476913,6.974379888318323,44.43214471788492,SIERRA,PUNO,PUNO,0,0,0,0.0,-16.014581204506705,-69.83445018237275,275.168936447319,959.5868802778158,5
85b330dbfffffff,1,1478.566127537633,1181.002045171722,50.6310370238869,262471.63731092395,2.5679565827654702,2.9031677493041066,90.15273739437158,COSTA,AREQUIPA,CASTILLA,4,0,0,0.0,-16.3668124140065,-72.46164918094092,282.84790232879163,927.9603460018535,5
858b6d83fffffff,5,8636.55974800664,3163.1776792708997,96.17261777526699,262387.8745528139,5.876318886529418,11.220301258598955,206.98167610704036,SELVA ALTA,AYACUCHO,HUANTA,0,0,0,0.0,-12.46355961385078,-73.8818746535187,291.1551422459067,901.1960858008949,5
858e6ad7fffffff,4,1538.82168803643,1017.2500291223222,35.56382098389381,261619.8251776296,1.2355466186998783,3.125745492996936,43.158818253726686,COSTA,ICA,PALPA,2,0,0,0.0,-14.45482135165023,-75.08448203829398,292.23876454778815,895.2262906752344,5
858e6c37fffffff,16,12380.918456887961,3794.0017458485454,46.8346808453188,261458.27639389155,3.2456979468558314,12.004848615124875,113.30787695629914,SIERRA,APURIMAC,ANDAHUAYLAS,2,8,0,0.0,-13.4986642085417,-73.38761333809242,289.05143850272157,904.5389213360714,5
858f50abfffffff,4,13452.016991975226,4134.49262199234,142.42584667516348,260936.6735966111,2.3447412135471515,3.0823720969052406,87.16537330562011,COSTA,CAJAMARCA,SAN MIGUEL,1,5,0,0.0,-6.859425944037196,-79.06805158603602,300.7631760954065,867.5818528856012,5
858f5d43fffffff,3,6378.6122861751055,2965.5571466506653,87.552740703217,260567.31588143195,2.7654072387296487,9.029506607596437,96.40220765271165,SIERRA,HUANUCO,HUACAYBAMBA,0,6,0,0.0,-8.929461503877942,-76.92399778086991,298.56195111247183,872.7412013169526,5
858e610ffffffff,7,7710.613155996844,2346.7544100916866,66.8099550879607,259765.7318451338,1.0437676776537181,7.1519203878938375,37.942331327261954,SIERRA,HUANCAVELICA,ACOBAMBA,0,8,0,0.0,-12.72668036232943,-74.78171242598545,293.19524769986793,885.9820678643654,5
858e6c5bfffffff,8,10216.359662043204,3272.466704546509,80.89018476140485,259338.84099999483,1.8897409633215658,6.6203716334193,66.715893487872,SIERRA,AYACUCHO,HUAMANGA,1,3,0,0.0,-13.175116072885164,-74.38196094186985,291.88419061756184,888.4991011376522,5
858e6d8bfffffff,10,12274.715998977232,3761.4571238861463,46.43293696512467,259215.50969683073,1.9740533576655253,12.7694222114722,74.32915007925308,SIERRA,APURIMAC,ABANCAY,0,11,0,0.0,-13.53960777137785,-72.80951312779933,287.4254838950154,901.8529122195421,5
858e639bfffffff,4,2560.522075406892,1290.4348463637891,53.055784378485846,259110.11749199947,1.1370084924831025,5.2630958511055095,48.875706064064595,SIERRA,LIMA,YAUYOS,0,1,0,0.0,-12.560287796552869,-75.79520655467064,295.5755061946275,876.629193088088,5
858e60a7fffffff,7,3083.96185491193,1514.9187044428497,88.55968659773217,258933.25263202822,0.7994044112591319,6.218377904129104,30.462663967713347,SIERRA,JUNIN,HUANCAYO,2,126,1,2733013.4,-11.944089323422721,-75.15120802571144,294.5386226299096,879.1147670890692,5
858e6a0ffffffff,1,1522.6746235723606,1006.575886741814,35.19064499184738,258874.61290575672,0.2013362004091611,4.015590010947191,7.34276940762914,COSTA,ICA,NASCA,0,0,0,0.0,-15.044187887764886,-74.99048134495571,291.28011640808637,888.7479725635333,5
85b3226bfffffff,4,2313.3833327086136,1387.6885403545914,78.36259552994972,258080.04288787112,1.4410747812451685,3.2611419878303423,50.71100076673175,SIERRA,TACNA,CANDARAVE,2,1,0,0.0,-17.371016583009563,-70.3661822979353,274.7180664847429,939.436005029557,5
858b6da3fffffff,1,3071.7995411379734,1508.9442736644262,88.2104310794094,257912.08972107776,5.852601313013996,14.708804199186014,203.42969904788976,SELVA ALTA,JUNIN,SATIPO,0,0,0,0.0,-12.109621769786237,-74.14272758216596,292.0318425728212,883.1642722548816,5
858e690ffffffff,3,1452.415807040392,1160.1145235290003,49.73556280692556,257829.4929324734,1.532578572332824,8.84818019115905,54.32114901043084,SIERRA,AREQUIPA,LA UNION,3,0,0,0.0,-15.184783898663147,-72.94672978484633,285.95728552317433,901.6363841220565,5
858f55abfffffff,10,7216.639622212083,3739.579687678407,73.645305551137,257615.18269461117,2.5661298636252803,8.597531834955134,93.59533691182301,SIERRA,AMAZONAS,LUYA,1,5,0,0.0,-6.38222594375861,-77.99482295180925,298.7919889537832,862.1890553245684,5
858f50affffffff,4,13260.579663359635,4075.6541427362363,140.39896671882892,257223.2513075244,1.2908179505780182,4.2926653184515615,45.26142909176611,SIERRA,CAJAMARCA,SAN MIGUEL,0,10,0,0.0,-6.958077859675154,-78.93122432062655,300.6662346215294,855.5109343465525,5
858f5117fffffff,1,13223.307147594507,4064.198392901402,140.0043367076768,256500.25443009468,1.8709216561224769,5.6673266929140205,76.35480567441246,SIERRA,CAJAMARCA,CAJABAMBA,2,0,0,0.0,-7.450372692975661,-78.2467154605562,300.0663580698974,854.811769236542,5
85b3309bfffffff,2,1444.371179881603,1153.688891999759,49.4600879343892,256401.42933585914,1.9697504121362215,2.1499870001681876,72.24589592343847,COSTA,AREQUIPA,AREQUIPA,1,1,0,0.0,-16.30992831105365,-72.01985446913875,281.665087381029,910.3060365767168,5
858f0d57fffffff,2,1523.3983132233989,1248.4326927245918,37.796918464818305,256043.6216220769,0.2670056478745284,2.399704257194879,8.50019002531166,COSTA,TUMBES,TUMBES,0,13,0,0.0,-3.7771500805071128,-80.35930159461134,298.30925021713165,858.3160644053422,5
858f5c63fffffff,7,11992.632656341477,2143.180292776491,162.61040005253267,255362.05465264493,2.216242673485447,3.836039483383047,73.79977023741766,SIERRA,ANCASH,SIHUAS,2,6,0,0.0,-8.608298301371276,-77.6266232465811,299.6919654593526,852.0817508779021,5
858f5d6ffffffff,7,6243.053238966565,2902.5327640410264,85.69205916658429,255029.70746601993,1.1176963311590824,5.948117605068484,39.765149941777075,SIERRA,HUANUCO,HUAMALIES,0,5,0,0.0,-9.457501832976616,-76.68088869885145,298.2174473513833,855.1803716753159,5
858e6417fffffff,2,4381.176378650373,2240.5843881244705,98.65300103384968,254646.60986378603,4.317839884711085,9.074681785417582,155.46414638031632,SELVA ALTA,PASCO,OXAPAMPA,0,10,0,0.0,-10.65963697341547,-75.47420348547625,295.7112003741881,861.1327861155087,5
858f4bdbfffffff,1,6218.113004985738,2890.9375007137223,85.34972987287044,254010.8949823197,1.2993634004772012,12.3377183057577,46.70124579627611,SELVA BAJA,HUANUCO,PUERTO INCA,0,0,0,0.0,-9.783402551230862,-74.95786992183625,294.587325230557,862.2600948072685,5
858f58b7fffffff,9,11920.014968863412,2130.2029256570463,161.62576293822454,253815.78850659434,2.538530151301938,6.56201196442839,92.33847536420184,SIERRA,ANCASH,HUARI,1,2,0,0.0,-9.263077000316407,-76.955776304518,298.69993838067893,849.7349878362484,5
85b33407fffffff,2,1425.9274127075014,1138.9569660157922,48.82851181394402,253127.33446907776,1.4745773756671627,5.592496037423678,51.36914100728561,SIERRA,AREQUIPA,CAYLLOMA,0,0,0,0.0,-15.74663275266746,-71.82904627742838,281.9608880317016,897.7391731033915,5
85b32443fffffff,2,9612.760980495203,3210.599860628022,150.60249987052396,252847.73622576386,0.4195701632923843,8.317715189118495,14.810429694505034,SIERRA,PUNO,MOHO,0,3,0,0.0,-15.305374608271862,-69.35591379521284,274.47810570432614,921.1945542138687,5
858e6183fffffff,4,7490.86072668412,2279.871923292707,64.90587176335055,252362.41002490095,4.749261922063683,10.750943105535574,173.70429577668725,SIERRA,HUANCAVELICA,TAYACAJA,0,5,0,0.0,-12.157741923134527,-74.58484198404098,293.0949063404227,861.0262565661515,5
858e6527fffffff,1,3004.572048539555,1475.920458590992,86.27991249475677,252267.58627267144,4.256108079006269,13.112310965178294,149.59505488924415,SELVA ALTA,JUNIN,SATIPO,0,0,0,0.0,-11.84939456620184,-74.26585952989466,292.475546186671,862.5253959237432,5
858f40bbfffffff,2,7090.541202353812,2964.581327933457,54.92189421046141,252179.3677705397,1.0483424916535833,15.885476842966732,37.978376442315515,SELVA BAJA,SAN MARTIN,LAMAS,0,0,0,0.0,-6.4219969865274695,-75.96127226269486,295.093877446188,854.5733647643232,5
858f514ffffffff,2,2903.6612432362626,1295.7859687619382,65.73062953347348,252099.83969291413,2.101054085255472,2.6251600814380076,83.66104833432502,SIERRA,LA LIBERTAD,OTUZCO,4,0,0,0.0,-7.724445787841293,-78.86186971391285,301.1203697037901,837.2061974449051,5
858f5397fffffff,1,2901.113293540071,1294.6489223956903,65.67295120135385,251878.6232161465,1.0607715324012743,2.332681218547522,38.13958849431821,COSTA,LA LIBERTAD,ASCOPE,0,0,0,0.0,-7.5271977737593305,-79.13612058066788,301.3537031439454,835.8238859797037,5
858e69a3fffffff,1,1417.8671094089736,1132.518813198022,48.55250013808399,251696.4880804144,3.3353641393291675,11.502648150285056,129.75867126554812,SIERRA,AREQUIPA,LA UNION,0,0,0,0.0,-14.966242797297655,-72.49156305501842,284.96532610301495,883.2530312457247,5
858e6677fffffff,7,2484.1109561127178,1251.925679841101,51.47249325659766,251377.75139050343,0.7474125140287347,2.007728407831597,32.535568953016856,SIERRA,LIMA,CANTA,1,0,0,0.0,-11.55578821728402,-76.73287029695794,298.0110629755366,843.5181864746368,5
858e6427fffffff,3,2993.2497960754486,1470.3586868048137,85.95478035078922,251316.95594856975,3.058357004834495,7.513744512678127,103.52131011844834,SELVA ALTA,JUNIN,CHANCHAMAYO,0,0,0,0.0,-11.183838066991296,-75.22908625781207,295.0337658227032,851.8243843980744,5
858f702bfffffff,1,7006.122810432496,3630.492295975668,71.49699612476071,250100.2824410412,0.9578171960649254,10.11609107895014,34.800253472745176,SELVA BAJA,AMAZONAS,CONDORCANQUI,0,0,0,0.0,-4.458407607546263,-77.95162452546555,296.34959915793695,843.936631436955,5
