h3,sectores,ha_agricola,ha_cosechada,clientes,sam_usd,horas_capital,horas_puerto,costo_viaje,region_nat,dep,prov,prospectos,empresas,exportadores,fob_export,centro_lat,centro_lon,km2,sam_por_km2,res
868f5615fffffff,1,43039.33837561729,16949.214273798236,969.3717818575846,4315768.262347482,1.8465728469332487,2.2648380497665443,66.63847598472216,COSTA,LAMBAYEQUE,LAMBAYEQUE,0,0,0,0.0,-6.125577982397928,-80.18854321521519,43.049720258451366,100250.7852882093,6
86b304457ffffff,1,21501.09958352652,12897.48615165664,728.3194040048361,2398653.359430876,0.9412173616659578,1.827715916249974,30.553533589952647,COSTA,TACNA,TACNA,2,0,0,0.0,-18.18680416319234,-70.49046962416766,39.07951498579684,61378.79040470817,6
868e4581fffffff,1,10863.00551979554,7181.074173362153,251.0557179279325,1846853.1000618795,1.1776733748138803,1.4112120892055873,43.23654872324792,COSTA,ICA,ICA,0,0,0,0.0,-13.875541173526411,-75.7908120549539,42.060346345332235,43909.60276214747,6
868f4aadfffffff,1,37881.92422608587,17612.139769183632,519.966748299453,1547482.5672362573,1.923338734184908,12.96169363946541,69.31328607739525,SELVA BAJA,HUANUCO,PUERTO INCA,0,0,0,0.0,-9.74493439195391,-75.12077883729289,42.13762402630675,36724.48561101013,6
86b304717ffffff,1,13289.056338288916,7971.472315908164,450.1480286852296,1482521.370857013,1.0696402704946784,2.1344017450804107,35.05088936168043,COSTA,TACNA,TACNA,0,0,0,0.0,-18.273167512573128,-70.35262629984656,38.991008411706304,38022.134621476325,6
868f439afffffff,1,38771.088526709296,16210.334561173044,300.3129890538513,1378917.1113194383,2.0035656704361102,14.091644953151835,73.01715603458071,SELVA BAJA,SAN MARTIN,BELLAVISTA,0,0,0,0.0,-7.217601980143415,-76.26269168228046,42.34243826333599,32565.840983074246,6
868f4a2dfffffff,1,22229.76942655933,11368.56177976994,500.5581324932105,1292058.3270995286,4.660070358098593,12.009490685738724,167.97802555101384,SELVA BAJA,PASCO,OXAPAMPA,0,13,0,0.0,-10.147759106662528,-75.30268630081945,42.19777315350395,30619.11163888611,6
868f4315fffffff,1,36197.58693186144,15134.344089111442,280.37916759946546,1287388.9773414894,1.9235594776358669,17.6322795366966,68.78258001312912,SELVA BAJA,SAN MARTIN,BELLAVISTA,0,0,0,0.0,-7.710548226213327,-76.2460426773468,42.38573594351656,30373.165610644824,6
868f4a267ffffff,1,21759.287845943665,11127.95204546102,489.9640783288853,1264712.5803975798,0.6908564693839543,11.729211374664455,24.87466994347369,SELVA BAJA,PASCO,OXAPAMPA,0,0,0,0.0,-9.962357444403878,-75.09860048404967,42.1316476178128,30018.113506267746,6
86b330107ffffff,1,7100.876620357497,5671.812477620026,243.1577055441658,1260531.1850285537,1.66875467010677,1.8489912581387369,60.25907435689825,COSTA,AREQUIPA,AREQUIPA,0,0,0,0.0,-16.63610085236615,-72.04644407198954,40.17244407524436,31378.005845687054,6
868f51667ffffff,2,12066.684748475818,5384.870849852232,273.1554125836235,1047646.0702162446,1.3603776133697538,2.2366064929154152,53.351587524931645,SIERRA,LA LIBERTAD,OTUZCO,0,0,0,0.0,-7.962250804472213,-78.42354775059133,42.949060926825204,24392.758481988225,6
868f485a7ffffff,1,25107.92525633574,11673.226689585494,344.63102175503025,1025662.6986993232,0.6797341911855547,13.0524631670614,24.33762987635827,SELVA BAJA,HUANUCO,PUERTO INCA,0,0,0,0.0,-8.965221436593,-75.00975302865079,42.08113450657092,24373.456436616918,6
868f4a00fffffff,1,24698.199351350133,11482.736104614294,339.00712986300454,1008925.3309899574,2.536759354763732,11.871290757917158,92.11827567520533,SELVA BAJA,HUANUCO,PUERTO INCA,0,0,0,0.0,-9.616387614222706,-75.48391632091317,42.25306133014422,23878.159338721547,6
868f4a2afffffff,1,17277.962399779124,8836.150263247842,389.05597382347486,1004245.0178216918,5.019889740451565,12.369310068091696,181.0840647647105,SELVA BAJA,PASCO,OXAPAMPA,0,0,0,0.0,-9.987773882510966,-75.35079074276734,42.21360138654339,23789.60772917658,6
868e45897ffffff,1,5872.009929990933,3881.737772952697,135.7084525058374,998318.5337644944,0.8724626987081014,1.1060014130998082,32.06549326976411,COSTA,ICA,ICA,23,0,0,0.0,-13.895926600895352,-75.98292621226766,42.11403309692668,23705.127729439613,6
868e64d37ffffff,1,23891.162616004047,11107.526975929291,327.929755215094,975957.7533237909,2.335987998381872,11.127107208576046,84.26556421172107,SIERRA,HUANUCO,PACHITEA,0,0,0,0.0,-10.153330511124725,-75.90865514231291,42.38620024673847,23025.365511476553,6
868f462afffffff,1,27368.763811989145,11442.980704873318,211.9928941748736,973386.5663847324,1.6941645248463857,10.44859949477068,63.375982014726446,SELVA ALTA,SAN MARTIN,MOYOBAMBA,0,0,0,0.0,-6.299811081121922,-77.04931377882767,42.443839610345485,22933.518157661543,6
868f436dfffffff,1,26751.641268795243,11184.959502205162,207.21278810611045,951438.2315061588,0.4675284448595714,11.475100793144009,16.917073907795707,SELVA BAJA,SAN MARTIN,TOCACHE,0,0,0,0.0,-8.348256901980971,-76.5972752296877,42.53334577829801,22369.230872771255,6
