h3,dep,prov,centro_lat,centro_lon,sam_usd,clientes,cluster,horas_al_territorio
868f09057ffffff,PIURA,MORROPON,-5.07437304441088,-80.11992577607984,101780.08884090996,26.03275194347419,17,0.0
868f401afffffff,SAN MARTIN,SAN MARTIN,-6.455951352770193,-76.33727552835097,101478.11862878362,22.10081873580541,8,0.0
868e6ac47ffffff,ICA,NASCA,-14.620205721956582,-75.09954781060168,101354.70347852256,13.777856964541812,43,0.0
868f460afffffff,SAN MARTIN,RIOJA,-5.937987408206488,-77.30580226350708,101333.09579813962,22.069234357459365,8,0.0
86b326c1fffffff,PUNO,SAN ROMAN,-15.48209801870748,-70.24431129825349,101309.35666753344,60.34241240262454,28,0.0
868f0bb2fffffff,PIURA,PIURA,-5.234295419648666,-80.744470233839,101258.660894406,25.899383968044827,17,0.0
868f4ac97ffffff,HUANUCO,LEONCIO PRADO,-9.281607575047396,-75.99544204812959,101249.79103956177,34.02075456453421,31,0.0
868f09b9fffffff,PIURA,AYABACA,-4.8928868275869535,-79.91263463629298,101191.44664355772,25.882192276238246,17,0.0
86b326107ffffff,PUNO,PUNO,-15.602032472070784,-69.9468970233556,101175.33893397324,60.26258805457056,28,0.0
868f51aafffffff,CAJAMARCA,CAJABAMBA,-7.543046530216794,-78.0463462449845,101159.69489518327,55.21552412031214,0,0.0
868b64417ffffff,PUNO,LAMPA,-15.07602710421034,-70.41834926511345,101134.1722979042,60.23806816605662,28,0.0
868e60377ffffff,JUNIN,CHUPACA,-12.130285711452606,-75.35663489949832,101007.69688566416,34.546393285628874,18,0.0
868e6108fffffff,HUANCAVELICA,HUANCAVELICA,-12.682832007467056,-74.88251134799714,100986.31537053264,25.972983990152564,18,0.0
868f51227ffffff,LA LIBERTAD,SANCHEZ CARRION,-7.824863082764876,-78.11608450996268,100861.60887605262,26.29790266926639,0,0.0
868e69727ffffff,AREQUIPA,LA UNION,-15.200218940125882,-73.07317520292099,100801.71179011032,19.444749360367705,29,0.0
86b326137ffffff,PUNO,PUNO,-15.55359773727578,-69.98412575794171,100321.08992602272,59.75377576291377,28,0.0
868f5995fffffff,HUANUCO,HUANUCO,-9.63926991585024,-76.27930783373387,100292.3449772894,33.69904488830762,23,0.0
868e64017ffffff,PASCO,PASCO,-10.73646029103505,-75.6902914698293,100275.0418325042,38.8476948931814,42,0.0
868f401b7ffffff,SAN MARTIN,LAMAS,-6.4100237011628405,-76.43669145889857,100141.90458600225,21.80980600566427,8,0.0
868e45867ffffff,ICA,ICA,-13.855023537811428,-75.59889707117378,100104.27034310378,13.60787680286955,6,0.0
868f0d467ffffff,TUMBES,TUMBES,-3.885886737983403,-80.34994335605279,99969.16224198075,14.757353650595856,7,0.0
868e63427ffffff,LIMA,CAÑETE,-13.04781413147693,-76.2624234353565,99951.55681445565,20.466233808123977,13,0.0
868f54c1fffffff,PIURA,HUANCABAMBA,-5.355601645156625,-79.52147274052243,99736.6636068775,25.51009586370055,17,0.0
86b33081fffffff,AREQUIPA,AREQUIPA,-16.456613455388425,-71.90711234878097,99710.64008364164,19.23428055493068,55,0.0
868e64d97ffffff,HUANUCO,AMBO,-10.281067750942215,-76.08785107111144,99676.18685263794,33.49201073923446,23,0.0
868f5d32fffffff,HUANUCO,LEONCIO PRADO,-9.075798137147888,-76.1433759541779,99471.2440681584,33.423148294196665,31,0.0
868f4a4b7ffffff,HUANUCO,HUANUCO,-9.627003563362964,-76.1527012717129,99290.4236952283,33.36239117593931,23,0.0
868f40cd7ffffff,SAN MARTIN,LAMAS,-6.369663740639257,-76.5989024520308,99237.52988063572,21.61284313620402,8,0.0
86b326cc7ffffff,PUNO,SAN ROMAN,-15.587671902659013,-70.2317524291863,98999.77742287736,58.96676865320329,28,0.0
868f7360fffffff,AMAZONAS,UTCUBAMBA,-5.6402801961310765,-78.31795695687961,98996.61169908548,28.3004892834638,22,0.0
868f505afffffff,LAMBAYEQUE,CHICLAYO,-6.761683741348764,-79.87703173159657,98959.72657019136,22.227506354872517,4,0.0
868f51b27ffffff,CAJAMARCA,SAN MARCOS,-7.255843471928651,-77.91342750211508,98870.00222710958,53.96575185801813,45,0.0
868e6d96fffffff,CUSCO,ANTA,-13.387363678234,-72.44512356181363,98801.64355211874,46.68134974136973,9,0.0
868b65487ffffff,CUSCO,CANAS,-14.381770853233556,-71.28773624637637,98678.8826265653,46.62334821938785,9,0.0
86b3261b7ffffff,PUNO,SAN ROMAN,-15.62766795111703,-70.13253473740481,98664.45853204114,58.76704425002077,28,0.0
868e45337ffffff,ICA,ICA,-14.359157711413143,-75.7090431166505,98558.6831668988,13.397774278673475,6,0.0
868b6111fffffff,CUSCO,CALCA,-13.468259859211772,-71.77115079709908,98501.40333384211,46.53949361295014,9,0.0
86b33635fffffff,AREQUIPA,CAMANA,-16.497213057431463,-72.63944982535224,98435.91402281178,18.9883846438813,34,0.0
868b61c47ffffff,CUSCO,PAUCARTAMBO,-13.61706578083948,-71.65950419113724,98291.16034309535,46.4401589639618,9,0.0
868b60b77ffffff,CUSCO,CANCHIS,-14.176663434136248,-71.37449595572585,98285.46633549036,46.43746868522874,9,0.0
868f40767ffffff,SAN MARTIN,PICOTA,-6.8338184429529205,-76.26863156101273,98283.30819111769,21.40502414154017,8,0.0
868f4076fffffff,SAN MARTIN,PICOTA,-6.885361690820022,-76.23190731592841,98061.42228344674,21.35669982993756,8,0.0
868e61d8fffffff,JUNIN,HUANCAYO,-12.161130792373614,-75.12889535593003,98052.78962645071,33.535763487635386,18,0.0
868f5556fffffff,CAJAMARCA,CHOTA,-6.316370975086828,-78.5106029552066,98022.78868743309,53.50332124587034,33,0.0
868e6419fffffff,PASCO,PASCO,-10.69159314699071,-75.79080813148734,98020.71003299362,37.974341042263376,42,0.0
868e64207ffffff,JUNIN,CHANCHAMAYO,-11.088196050123589,-75.36676487495855,97872.510857833,33.474105005819226,5,0.0
868e64b1fffffff,PASCO,OXAPAMPA,-10.57629497871254,-75.19528377475066,97833.11711767864,37.90166540727883,5,0.0
868f5d68fffffff,HUANUCO,HUAMALIES,-9.411940282236044,-76.78132291218013,97482.63611227264,32.75495982192776,23,0.0
868b61b57ffffff,CUSCO,ANTA,-13.479504936880016,-72.30798607407448,97354.12813026262,45.99743425945725,9,0.0
86b326cb7ffffff,PUNO,LAMPA,-15.45038245163574,-70.40557964980952,97303.24445239033,57.95627075323405,28,0.0
868f5135fffffff,LA LIBERTAD,SANCHEZ CARRION,-7.871137182457427,-78.01580897958463,97243.00903167222,25.354415969351844,0,0.0
868f0931fffffff,PIURA,MORROPON,-5.225337415886499,-79.9473572111935,97222.905973638,24.867140746865992,17,0.0
868f55937ffffff,AMAZONAS,UTCUBAMBA,-5.733264045727125,-78.11865876246428,97154.1240689808,27.77377124194952,22,0.0
868f09c67ffffff,PIURA,PIURA,-4.648158237637893,-80.28426786662324,96945.5303208499,24.796195126298905,17,0.0
868b66937ffffff,PUNO,AZANGARO,-15.237054848446318,-70.02195258208063,96874.8296352678,57.70109606429549,28,0.0
868f55557ffffff,CAJAMARCA,CHOTA,-6.327120961332653,-78.63716325763184,96727.72258696474,52.79644136073525,33,0.0
868e69767ffffff,AREQUIPA,LA UNION,-15.291657670158733,-72.93486107355325,96720.32352931295,18.657445550103063,29,0.0
868b60b47ffffff,CUSCO,CANAS,-14.127319263751888,-71.41174640792163,96495.60873789666,45.59180493413493,9,0.0
868f59d4fffffff,HUANUCO,DOS DE MAYO,-9.675832787298848,-76.65961346943661,96404.6957565406,32.39276308155881,23,0.0
868b656c7ffffff,CUSCO,ACOMAYO,-13.945309864024848,-71.68542513310736,96272.66283746916,45.48646847234044,9,0.0
868f408cfffffff,SAN MARTIN,LAMAS,-6.376177051526241,-76.06055876950231,96215.64894473075,20.954710686489108,57,0.0
868f5128fffffff,LA LIBERTAD,SANTIAGO DE CHUCO,-8.003007262122026,-78.25962785034372,96156.53519616048,25.07113689520874,0,0.0
868f5cdafffffff,LA LIBERTAD,SANCHEZ CARRION,-7.73926045808581,-77.77239245857203,96081.86207176105,25.051667182407705,0,0.0
868e61dafffffff,JUNIN,HUANCAYO,-12.10352228279526,-75.10276237554271,96076.12694980911,32.85971039142844,18,0.0
868e75b5fffffff,LIMA,HUARAL,-11.657271456099275,-77.20688566775775,96067.78308277662,19.670986352419547,24,0.0
868e609b7ffffff,JUNIN,TARMA,-11.344654444753932,-75.72512583923529,96029.5088377655,32.84376618437742,18,0.0
868f5552fffffff,CAJAMARCA,CUTERVO,-6.217892571243648,-78.6471156569256,95837.54142281818,52.31055793066647,33,0.0
868f5d69fffffff,HUANUCO,HUAMALIES,-9.417943073172347,-76.84476004455814,95674.60677983802,32.14744723812201,23,0.0
868f4aa2fffffff,HUANUCO,PUERTO INCA,-9.514884999354145,-75.0171108467915,95578.92473255296,32.11529729081352,3,0.0
868f5ba77ffffff,LIMA,CAJATAMBO,-10.546622261565146,-77.1207279016768,95565.01637123604,19.568039070783584,49,0.0
868e63507ffffff,LIMA,CAÑETE,-12.939135267923444,-76.27329117173991,95524.3284892554,19.55970775777243,13,0.0
868f50c4fffffff,LAMBAYEQUE,CHICLAYO,-6.615195643890238,-79.44174536047863,95509.18151854322,21.45247377625193,4,0.0
86b3354e7ffffff,AREQUIPA,AREQUIPA,-16.447270763763242,-71.42946958057539,95432.46734926009,18.40901682613981,14,0.0
868f5ba6fffffff,LIMA,CAJATAMBO,-10.59208093138046,-77.01984975559421,95318.35722132315,19.51753276559014,49,0.0
868b66b07ffffff,PUNO,AZANGARO,-14.847681452265457,-70.31951237297767,94943.05227175968,56.55048066041525,39,0.0
868f50c2fffffff,LAMBAYEQUE,FERREÑAFE,-6.458976373332171,-79.55155431275782,94739.45492999858,21.279584225811888,4,0.0
86b3303afffffff,AREQUIPA,ISLAY,-17.042651336054323,-71.87153161498229,94735.66341083383,18.27460266098925,11,0.0
868b611a7ffffff,CUSCO,PAUCARTAMBO,-13.510182436950638,-71.67163675205795,94675.40792684634,44.731804759994674,9,0.0
868f5c0efffffff,LA LIBERTAD,PATAZ,-8.36655301547628,-77.39355566179555,94472.13768917767,24.63195966822812,0,0.0
868b6116fffffff,CUSCO,ANTA,-13.441537096741229,-71.99549432466705,94471.57609473375,44.6354992259855,9,0.0
868b654efffffff,CUSCO,CANAS,-14.299079298992488,-71.4869046520537,94416.58139241762,44.60951557996054,9,0.0
868b645a7ffffff,PUNO,LAMPA,-15.23054104408112,-70.3686027834387,94396.43318394084,56.22490052143012,28,0.0
868f4008fffffff,SAN MARTIN,SAN MARTIN,-6.679151548559983,-76.37877166771253,94235.31831406192,20.52341644397877,8,0.0
868e608d7ffffff,JUNIN,JAUJA,-11.664447284300085,-75.62866836153019,94226.57776600722,32.22713232584736,18,0.0
868e6c4cfffffff,AYACUCHO,CANGALLO,-13.484870765854586,-74.22091710046206,94182.38428573492,30.321025011143377,44,0.0
868b61acfffffff,CUSCO,URUBAMBA,-13.20019033842538,-72.24411330384808,94176.22600631764,44.49595356381011,9,0.0
868f5066fffffff,LA LIBERTAD,CHEPEN,-7.324304806710124,-79.34661815110834,94148.68913949167,24.547626108879385,4,0.0
868f5b0cfffffff,LIMA,BARRANCA,-10.762086599405777,-77.64762797734646,94131.99651321674,19.27461173057365,10,0.0
868f59897ffffff,HUANUCO,YAROWILCA,-9.727376363737925,-76.62256649862239,93978.78736495585,31.57763810066971,23,0.0
868f0916fffffff,PIURA,AYABACA,-4.897980543314288,-79.97590172396497,93800.55694850764,23.99179111561868,17,0.0
868f54297ffffff,LAMBAYEQUE,FERREÑAFE,-6.09921921890737,-79.20014609834877,93797.7822637066,21.06807358507292,4,0.0
86b326187ffffff,PUNO,PUNO,-15.67613388243876,-70.09527511282681,93707.57845613828,55.8146012417005,28,0.0
868e6026fffffff,JUNIN,HUANCAYO,-12.340683990273323,-75.27088650534725,93672.42931122846,32.03760389338463,18,0.0
868f09277ffffff,PIURA,MORROPON,-5.381409100760553,-79.83803742063118,93507.81002467404,23.91691391579341,17,0.0
868f5c317ffffff,LA LIBERTAD,PATAZ,-8.406718556333702,-77.22991287875026,93422.76744609344,24.358354707686928,0,0.0
868f404c7ffffff,SAN MARTIN,EL DORADO,-6.76469475686543,-76.71910863270573,93326.87517540724,20.32556751447075,8,0.0
868b61b97ffffff,CUSCO,CUSCO,-13.498878205064868,-72.02069013025343,93230.31532148758,44.049033999366245,9,0.0
868b61b37ffffff,CUSCO,ANTA,-13.628822443458684,-72.19616626121667,93226.57594202188,44.047267234418015,9,0.0
868f5986fffffff,HUANUCO,HUANUCO,-9.742182500858544,-76.20522051561812,93174.97382206011,31.30755020243573,23,0.0
868e62927ffffff,LIMA,HUAROCHIRI,-11.761184237081574,-76.58378748818834,93130.69262323275,19.06958321297449,35,0.0
868f5ba67ffffff,LIMA,CAJATAMBO,-10.540521354146442,-77.05699364737181,93047.8204426441,19.05261417839241,49,0.0
868e6c78fffffff,AYACUCHO,CANGALLO,-13.578433580248143,-74.08272582102694,92935.5295389146,29.919613279530125,44,0.0
868f51367ffffff,LA LIBERTAD,SANCHEZ CARRION,-7.756148379261504,-77.96256937233936,92914.56111350605,24.22584878378567,0,0.0
868e646e7ffffff,JUNIN,TARMA,-11.242295576519764,-75.79956533889195,92885.99441820364,31.768629449400127,18,0.0
868f554b7ffffff,CAJAMARCA,CHOTA,-6.405864396767696,-78.91719936177634,92731.88879168122,50.61541405007715,36,0.0
868f40677ffffff,SAN MARTIN,PICOTA,-7.005630744160109,-76.3468601441191,92627.88591909104,20.173335338107385,8,0.0
868f5ec57ffffff,LA LIBERTAD,VIRU,-8.428269894100987,-78.70160395637723,92588.67342088257,24.140879260522805,12,0.0
868f4268fffffff,LA LIBERTAD,BOLIVAR,-7.561234453516399,-77.62947415580985,92460.866078743,24.10755572859169,0,0.0
86b32618fffffff,PUNO,PUNO,-15.724570946430536,-70.0580151552811,92399.13328168348,55.03525823805,28,0.0
868e61cf7ffffff,HUANCAVELICA,TAYACAJA,-12.320478796426952,-75.08041158210602,92344.31663488293,23.750321503850525,18,0.0
868b61d37ffffff,CUSCO,QUISPICANCHI,-13.921863763957784,-71.49843457651863,92322.16154082293,43.61995364472831,9,0.0
868f5c0e7ffffff,LA LIBERTAD,PATAZ,-8.314789837467835,-77.43044268212992,92301.40823803372,24.06597988202775,0,0.0
868e61c8fffffff,HUANCAVELICA,HUANCAYO,-12.327226404791023,-75.14387987267891,92052.11518968946,31.11035679304704,18,0.0
868e6412fffffff,PASCO,OXAPAMPA,-10.55723666518193,-75.54847415737771,91903.30877264332,35.60439002196654,16,0.0
868e66c37ffffff,LIMA,OYON,-10.810512925177417,-76.99869800776762,91855.68910133568,18.80851153968612,56,0.0
868f5e107ffffff,LA LIBERTAD,VIRU,-8.52101916424559,-78.50046730718223,91631.471889713,23.89130568161525,12,0.0
868f5ccefffffff,LA LIBERTAD,PATAZ,-8.004047442665954,-77.65162845231829,91520.93378955002,23.86248480287135,0,0.0
868f50b4fffffff,CAJAMARCA,SAN MIGUEL,-6.775082144022522,-78.72406057197206,91456.92800271403,49.91950815328087,33,0.0
86b326997ffffff,PUNO,HUANCANE,-15.285600799129575,-69.98475606394491,91441.82522116756,54.46506137090791,28,0.0
868f55617ffffff,CAJAMARCA,HUALGAYOC,-6.7588286231339785,-78.53392768639992,91386.90655137577,49.88128867130919,33,0.0
86b326c27ffffff,PUNO,LAMPA,-15.368031068011833,-70.19493328649617,91351.88319132732,54.41148962555809,28,0.0
868f59aefffffff,HUANUCO,AMBO,-10.172072203669064,-76.09867620818632,91237.84223026255,30.656658207824115,23,0.0
868b61147ffffff,CUSCO,CALCA,-13.433906900631651,-71.93308662396338,91191.17849241477,43.08559193437426,9,0.0
868f4e267ffffff,UCAYALI,PADRE ABAD,-8.799120638610859,-74.99500203052496,91179.60795489844,18.55532637443974,30,0.0
868f09117ffffff,PIURA,PIURA,-4.809210708038658,-80.23850632695635,91072.9448145348,23.294137469504115,17,0.0
868f094d7ffffff,PIURA,PIURA,-5.177140210928452,-80.71738820654782,90956.5886820654,23.2643765372022,17,0.0
868e6180fffffff,HUANCAVELICA,TAYACAJA,-12.208476748136748,-74.54755971216069,90943.7930770574,23.39011650169983,27,0.0
868e64cb7ffffff,HUANUCO,AMBO,-10.390055371174965,-76.07701921313536,90737.52889433649,30.48854885142797,23,0.0
868e66c57ffffff,LIMA,HUAURA,-10.965031724083916,-76.88715401185416,90706.04234295066,18.57310810922693,56,0.0
868e61087ffffff,HUANCAVELICA,HUANCAVELICA,-12.63208844604804,-74.91986320481274,90639.90835127242,23.311959445580836,18,0.0
868f5e847ffffff,LA LIBERTAD,SANTIAGO DE CHUCO,-8.383305089315746,-78.19237038637968,90458.49923572334,23.585473551510745,0,0.0
868b618a7ffffff,CUSCO,PARURO,-13.747137301356718,-71.83444994383612,90419.49407073428,42.72098999979783,9,0.0
868f5e867ffffff,LA LIBERTAD,SANTIAGO DE CHUCO,-8.325744069942932,-78.16565595883785,90406.17154939774,23.571830021358554,0,0.0
868f5932fffffff,HUANUCO,AMBO,-10.242139735774906,-76.25178179423659,90364.17931773936,30.36310035240617,23,0.0
868f5091fffffff,CAJAMARCA,CHOTA,-6.3178436590871945,-79.18057677321781,90318.43509278524,49.298089881961324,36,0.0
868f50a5fffffff,CAJAMARCA,SAN MIGUEL,-6.947261196279216,-78.8042971720019,90184.7124500072,49.22510067597971,51,0.0
868f50117ffffff,LAMBAYEQUE,CHICLAYO,-6.667264474473148,-79.40512627393407,90129.21946872926,20.244071683847267,4,0.0
868f0bb67ffffff,PIURA,PIURA,-5.2813512585611,-80.64465051237012,90039.25559302921,23.029746119520524,17,0.0
868f5064fffffff,LA LIBERTAD,PACASMAYO,-7.381780096040063,-79.37355349669859,90023.8773266932,23.47215348068329,4,0.0
868f426b7ffffff,LA LIBERTAD,BOLIVAR,-7.457605113410613,-77.70305175725343,89876.16302528333,23.433639556856143,0,0.0
868b61087ffffff,CUSCO,PAUCARTAMBO,-13.288650588565682,-71.63364185002017,89749.0415431236,42.404217648638806,9,0.0
868f50347ffffff,CAJAMARCA,SAN MIGUEL,-7.124942245082323,-78.94814347065079,89727.59069810688,48.9755920436719,51,0.0
868e61037ffffff,HUANCAVELICA,HUANCAVELICA,-12.510071708069397,-74.8042576801458,89725.88246431742,23.076878289868183,18,0.0
868f0900fffffff,PIURA,MORROPON,-5.022348120259867,-80.15631948744958,89671.51206944845,22.93568670144357,17,0.0
868f5052fffffff,LAMBAYEQUE,FERREÑAFE,-6.693743596163135,-79.72285027448852,89580.19493575048,20.120754383782668,4,0.0
868f09047ffffff,PIURA,MORROPON,-5.069276681811549,-80.05660165056354,89576.99423355225,22.91151144865944,17,0.0
868f51577ffffff,LA LIBERTAD,GRAN CHIMU,-7.4369888226344605,-78.7278101158824,89506.70585705189,23.33731005389776,47,0.0
868f51887ffffff,CAJAMARCA,CAJAMARCA,-7.185240887201597,-78.36704650059941,89342.71999437004,48.765519863764666,40,0.0
868f5c1b7ffffff,LA LIBERTAD,PATAZ,-8.055856547638996,-77.61478053365303,89322.13585647767,23.28918665030689,0,0.0
868f54a67ffffff,AMAZONAS,UTCUBAMBA,-5.666826716831526,-78.63360885782456,89285.29547509887,25.52428314864515,22,0.0
868f5b20fffffff,LIMA,HUAURA,-10.956506901625106,-77.37112887939526,89267.8160070789,18.27861468264034,10,0.0
868f5032fffffff,CAJAMARCA,SAN MIGUEL,-7.020894310918053,-79.0215269883733,88971.21051103332,48.56274057642735,50,0.0
868f5544fffffff,CAJAMARCA,CHOTA,-6.540246732684618,-78.553914341471,88893.93921327339,48.52056394462068,33,0.0
868f09b6fffffff,PIURA,AYABACA,-4.862218331491778,-79.53327731400441,88845.2258014762,22.724343739442,17,0.0
86b33545fffffff,AREQUIPA,AREQUIPA,-16.48755082285437,-71.32921033386236,88759.4875455851,17.121792457972024,14,0.0
868f51817ffffff,CAJAMARCA,CAJAMARCA,-7.1223214926438905,-78.27700727911974,88748.08294809207,48.44095190015412,40,0.0
868f5bb4fffffff,LIMA,CAJATAMBO,-10.48285017900668,-77.03041566100318,88681.51637784252,18.1585630728806,49,0.0
868f51697ffffff,LA LIBERTAD,TRUJILLO,-7.995552581005512,-78.80519737804903,88658.29474268192,23.116101675825547,0,0.0
868e6c40fffffff,AYACUCHO,HUAMANGA,-13.319419777203626,-74.2064301942654,88610.83633768582,28.52732392824173,44,0.0
86b326d77ffffff,PUNO,AZANGARO,-15.302543240791572,-70.1083943114552,88606.6198677923,52.77634143123893,28,0.0
868e6030fffffff,JUNIN,CHUPACA,-12.136945671649466,-75.42016060510102,88603.66283244587,30.30399738964216,18,0.0
86b3354afffffff,AREQUIPA,AREQUIPA,-16.406907232154243,-71.52977622064877,88506.46419098851,17.07298400397777,14,0.0
868f54d5fffffff,PIURA,HUANCABAMBA,-5.2880927929562285,-79.36815784768086,88447.23776088038,22.62254854496644,17,0.0
868f5911fffffff,HUANUCO,LAURICOCHA,-9.945673907045864,-76.60123989634046,88435.03233364156,29.71489125102385,23,0.0
868e66c1fffffff,LIMA,HUAURA,-10.919712559884674,-76.98811215424935,88346.88266954356,18.090042962415087,56,0.0
868e62217ffffff,LIMA,CAÑETE,-12.754252318615103,-76.61493186243908,87952.82006941694,18.009354101067984,38,0.0
868e4504fffffff,ICA,ICA,-14.366052922653989,-75.77312969462123,87842.15711985763,11.941001598516529,6,0.0
868b61807ffffff,CUSCO,PARURO,-13.762557076353197,-71.9593276459319,87598.13005173417,41.38796480119184,9,0.0
868f554f7ffffff,CAJAMARCA,CHOTA,-6.504455512149916,-78.78057600849272,87477.93950166325,47.7476754309515,33,0.0
868e6c7b7ffffff,AYACUCHO,CANGALLO,-13.4777329922527,-74.1575576958671,87276.51350692182,28.097752769777628,44,0.0
868b61a57ffffff,CUSCO,URUBAMBA,-13.31493605067832,-72.29465710460931,87230.79946584397,41.21441012199668,9,0.0
868e611afffffff,HUANCAVELICA,TAYACAJA,-12.459318752238216,-74.84158629457107,87084.3105763389,22.397484214506928,18,0.0
868f59a8fffffff,HUANUCO,AMBO,-10.13309653489948,-76.2625587615669,87005.67066989632,29.234614088503783,23,0.0
868e6090fffffff,JUNIN,TARMA,-11.376292016708543,-75.49755749057731,86981.86919238429,29.749315690671047,18,0.0
868b60a67ffffff,CUSCO,CANCHIS,-14.020690017302329,-71.4239603828599,86972.95761905587,41.09258618268613,9,0.0
868f59b87ffffff,HUANUCO,HUANUCO,-9.91499073811377,-76.28409260517586,86881.02735652648,29.19273291987392,23,0.0
868e61c4fffffff,HUANCAVELICA,TAYACAJA,-12.350954884362515,-74.85283641511096,86874.51033330326,22.34352503861759,18,0.0
868b618b7ffffff,CUSCO,ACOMAYO,-13.73940880209298,-71.77205718828598,86733.86068432967,40.97961875389882,9,0.0
868f59327ffffff,HUANUCO,AMBO,-10.190720569167524,-76.2888855909551,86628.77524399824,29.10797415523256,23,0.0
868f542dfffffff,CAJAMARCA,CUTERVO,-6.249908073451999,-79.02702785730683,86525.5373407616,47.227830204628994,36,0.0
868b61027ffffff,CUSCO,CALCA,-13.418610239315727,-71.8083628805789,86275.405385197,40.76300988596731,9,0.0
868e61c17ffffff,JUNIN,HUANCAYO,-12.212011794534236,-75.09159042181429,86244.32960872033,29.49706429492033,18,0.0
868f555b7ffffff,CAJAMARCA,CUTERVO,-6.239262168312399,-78.9003342779869,86214.23699296791,47.05791458873006,36,0.0
868f40b97ffffff,SAN MARTIN,LAMAS,-6.4276708226938455,-76.02388839566284,86212.90942983319,18.776223975586248,57,0.0
868e640d7ffffff,JUNIN,JUNIN,-10.902926917331673,-75.70554078821169,86045.69332607063,29.42912722326352,42,0.0
868e6ac2fffffff,ICA,PALPA,-14.51938336241546,-75.17471718244916,85838.85868732061,11.668679167356396,43,0.0
868f500afffffff,LAMBAYEQUE,CHICLAYO,-6.891536599314525,-79.44920696945384,85768.42789042834,19.26458714121156,4,0.0
868f518e7ffffff,CAJAMARCA,SAN MARCOS,-7.226137299717341,-78.20353712242947,85623.38458819222,46.735412378326586,40,0.0
868f5c207ffffff,HUANUCO,MARAÑON,-8.567695422454763,-77.18255952071537,85540.46179659091,28.74229197156208,0,0.0
86b326987ffffff,PUNO,HUANCANE,-15.277110259017537,-69.92298895865912,85539.00265409246,50.94919111569669,28,0.0
868b60b17ffffff,CUSCO,CANCHIS,-14.210087854067254,-71.2127774622876,85430.88729736247,40.36399583312597,9,0.0
868f59b5fffffff,HUANUCO,PACHITEA,-9.999246698617675,-76.01990715386306,85428.46179177615,28.70465905759843,23,0.0
868e613afffffff,HUANCAVELICA,ACOBAMBA,-12.814181946415353,-74.58019585871645,85360.58116692721,21.95415289590464,46,0.0
868f0dc2fffffff,TUMBES,ZARUMILLA,-3.441320888570268,-80.26124192182166,85316.2191068136,12.594299974660116,7,0.0
868f5185fffffff,CAJAMARCA,SAN MARCOS,-7.272500585696785,-78.1034264346182,85222.34103786794,46.51651264905032,45,0.0
868f5041fffffff,LAMBAYEQUE,CHICLAYO,-6.923378813005447,-79.83081895531993,85029.63594217382,19.098645871021123,4,0.0
868f55567ffffff,CAJAMARCA,CUTERVO,-6.264453810046251,-78.54722861416606,84838.1091716349,46.30678916283612,33,0.0
868f59a1fffffff,HUANUCO,AMBO,-10.069278372131878,-76.17285913362387,84757.92711142189,28.47935394286069,23,0.0
868f5d6d7ffffff,HUANUCO,HUAMALIES,-9.463527519468878,-76.74430597584872,84747.28797328113,28.47577910577956,23,0.0
868f51d67ffffff,CAJAMARCA,CAJAMARCA,-7.029433035751316,-78.4772092910809,84723.35206211031,46.24415182535208,40,0.0
86b326d5fffffff,PUNO,SAN ROMAN,-15.408121495771788,-70.09581040464228,84680.10435855392,50.43760959088866,28,0.0
868f5cc77ffffff,LA LIBERTAD,PATAZ,-7.88905624193772,-77.5985646955902,84624.35472002026,22.064322279564085,0,0.0
868e664e7ffffff,LIMA,HUARAL,-11.375020596344134,-77.13734986777558,84611.58393597385,17.32519747465205,24,0.0
868f5551fffffff,CAJAMARCA,CUTERVO,-6.280539394815918,-78.7370846345638,84597.34541743372,46.17537420660116,33,0.0
868e690c7ffffff,AREQUIPA,LA UNION,-15.184783898663152,-72.94672978484633,84596.15504685322,16.318681523603377,29,0.0
868f5c0cfffffff,LA LIBERTAD,PATAZ,-8.424089711656539,-77.42006367138188,84592.24530151996,22.055950309575724,0,0.0
868b61b0fffffff,CUSCO,ANTA,-13.52930090574443,-72.27071496851384,84574.75900371186,39.95949624321476,9,0.0
868f09c5fffffff,PIURA,PIURA,-4.762254606226428,-80.33815958098722,84531.72184706565,21.62105939639249,17,0.0
868b618dfffffff,CUSCO,CUSCO,-13.540922974071638,-71.92102269920396,84287.80253160508,39.82391635857549,9,0.0
868e62947ffffff,LIMA,HUAROCHIRI,-11.915064589837131,-76.47191378609804,84181.51173230828,17.237135231750383,35,0.0
868f5542fffffff,CAJAMARCA,CHOTA,-6.384430433895744,-78.663838649454,84181.255802684,45.9482619542043,33,0.0
868b6095fffffff,CUSCO,CANCHIS,-14.414984852958884,-71.12600789790815,84173.42450941644,39.76987555252657,9,0.0
868e6112fffffff,HUANCAVELICA,TAYACAJA,-12.388058481904771,-74.68881129302602,84113.7796574753,21.633484144647856,18,0.0
868f090efffffff,PIURA,MORROPON,-5.131498505691334,-80.14686290061923,84003.8390499365,21.48604043473319,17,0.0
868f5c397ffffff,LA LIBERTAD,PATAZ,-8.475848536526998,-77.38316417424923,83970.05454821783,21.893724939046844,0,0.0
86b3268b7ffffff,PUNO,HUANCANE,-15.391125277250373,-69.97214363726032,83934.16474289176,49.99330910970551,28,0.0
868f5c2b7ffffff,ANCASH,POMABAMBA,-8.585150204300945,-77.37276616606115,83890.1494589522,53.419881753938114,0,0.0
