h3,sectores,ha_agricola,ha_cosechada,clientes,sam_usd,horas_capital,horas_puerto,costo_viaje,region_nat,dep,prov,prospectos,empresas,exportadores,fob_export,centro_lat,centro_lon,km2,sam_por_km2,res,hub,horas_al_hub,cubierto_2h
858f5617fffffff,1,43039.33837561729,16949.214273798236,969.3717818575846,4315768.262347482,2.104282159609523,2.2597937506263794,75.75415774594282,COSTA,LAMBAYEQUE,LAMBAYEQUE,4,0,0,0.0,-6.06827217226029,-80.16151514139248,301.26033361852245,14325.710293517828,5,Chiclayo,1.9346064951023436,True
85b30447fffffff,2,23819.94753120444,14288.452654406456,806.8671056546891,2657343.032398511,0.7697012054854102,2.4077617620474823,27.70924339747477,COSTA,TACNA,TACNA,2,0,0,0.0,-18.17782386636945,-70.42785052777599,273.37281737229193,9720.582528802111,5,Pisco,15.524509508688425,False
858f5177fffffff,10,28669.768431766577,12794.152123658838,649.0019908446968,2489148.4991636924,1.0856757039872318,2.4445907599420016,39.084325343540335,SIERRA,LA LIBERTAD,OTUZCO,0,7,0,0.0,-7.852779431376056,-78.43361410011937,300.59646900148823,8280.697732185832,5,Otuzco,0.9875118690833915,True
858e636ffffffff,17,13788.738354543895,9115.15258835356,318.6725442247214,2344265.970373072,1.001319649705518,1.2183788705316767,36.04750738939864,COSTA,ICA,PISCO,35,0,0,0.0,-13.628267410837893,-76.04237189239949,295.1916023802873,7941.506301229455,5,Pisco,0.6174099755226052,True
858f5053fffffff,24,22906.223813229142,9020.642748401266,515.9151564940872,2296920.851352297,0.99763305431851,0.6918201322813627,35.91478995546637,COSTA,LAMBAYEQUE,FERREÑAFE,34,405,16,113180420.2984,-6.699017663244655,-79.7864317138458,301.4821650151394,7618.761963040013,5,Chiclayo,0.27381991971924435,True
858f5627fffffff,17,22195.880647027898,8740.90428154105,499.91615077654217,2225691.213356664,1.2879466772812835,0.8845468428582585,46.366080382126206,COSTA,LAMBAYEQUE,LAMBAYEQUE,2,127,4,41782912.86,-6.60001694511166,-79.92320427570408,301.540586949212,7381.066793942183,5,Chiclayo,0.5697051887000271,True
858f5057fffffff,9,21603.561564593456,8507.644584121344,486.5753926227642,2166296.436540078,0.500017226503415,0.8198745263949541,18.000620154122938,COSTA,LAMBAYEQUE,CHICLAYO,1,15,0,0.0,-6.797966907955861,-79.64962248979766,301.4159762919816,7187.065739480202,5,Chiclayo,0.43468601863787626,True
858f53bbfffffff,5,22502.21570643292,10041.824075163917,509.386144037017,1953673.137850101,0.6017837219830439,0.9518593146400808,21.664213991389573,COSTA,LA LIBERTAD,ASCOPE,3,22,0,0.0,-7.861384521146199,-79.17026376042476,301.6029244790834,6477.633269718482,5,Otuzco,1.6091091823909665,True
858e4583fffffff,1,10863.00551979554,7181.074173362153,251.0557179279325,1846853.1000618795,1.179398544318206,1.432987452748573,42.458347595455415,COSTA,ICA,ICA,0,0,0,0.0,-13.817972912354794,-75.76433355554367,294.42628321543714,6272.71818226399,5,Pisco,1.2032755102482042,True
858e636bfffffff,16,10630.739267557545,7027.532763275371,245.6877955237894,1807364.7975655016,0.9126509636264196,1.1297101844525783,32.85543469055111,COSTA,ICA,CHINCHA,42,27,0,0.0,-13.533176831713506,-76.18140126553588,295.56420303080307,6114.965137970859,5,Pisco,0.3181927306141006,True
