ruc,razon_social,fob,tn,semanas,lineas,rubro,pct,pct_acum
20504458521,BIONOVA S.A.C.,1082859.405,82.951576,31,57,Proteccion de cultivos,0.019603445857293896,97.26071666429519
20531390866,INVERSIONES SANTA TERESITA EIRL,1077562.149,272.388766,19,50,Proteccion de cultivos,0.01950754746946189,97.28022421176465
20600648803,SMARTORAL GROUP S.A.C.,1071318.4,813.69505,14,16,Proteccion de cultivos,0.019394514332470265,97.29961872609712
20600669096,AGROIMPORT LOBSOL E.I.R.L. - AGRO LOBSOL,1034111.883,139.47963000000001,22,118,Semillas,0.018720949566647334,97.31833967566376
20310422755,ICATOM S.A.,1025878.576,23.18881,23,62,Semillas,0.018571898648997522,97.33691157431277
20106651087,CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA),1015089.48,1105.32803,26,31,Fertilizantes,0.018376579239747764,97.35528815355251
20603228481,COMPAÑIA AGROANDINA S.A.C.,991853.252,236.44756,49,87,Fertilizantes,0.017955924318691106,97.37324407787119
20607054399,AGRARIUM VENTURES S.A.C. - AGRAVENT S.A.,969538.849,293.91497,8,19,Fertilizantes,0.017551957571920008,97.39079603544312
20608995804,FERPAC PERU S.A.C.,969353.873,424.209025,31,67,Fertilizantes,0.01754860887588047,97.408344644319
20555824913,INVERSIONES GRAN CANARIA S.A.C.,936877.634,262.926043,8,56,Fertilizantes,0.016960678263701838,97.4253053225827
20602519890,CORPORACION MP NORTE S.A.C.,929551.4,529.4227999999999,14,30,Proteccion de cultivos,0.01682804845885948,97.44213337104156
20608851543,PROSEM HM S.R.L,919545.0,170.5,8,15,Semillas,0.016646898514812564,97.45878026955637
20546676553,BEGGIE PERÚ S.A.,910653.83,271.981,14,33,Proteccion de cultivos,0.016485938034718664,97.47526620759109
