ruc,razon_social,fob,tn,semanas,destinos
20606590734,GAIA FRUITS S.A.C.,1087866.31,718.806,7,4
20608014765,QAARAY TRADE GROUP S.A.C.,1084093.122,387.89777100000003,10,2
20324737171,CAMPOS DEL SUR S.A.,1083904.883,430.2545,6,2
20602655599,ORGANIC AROMA COCOA PERU S.A.C. - AROMAC,1080664.03,300.576,3,2
20610491104,,1077714.46,1113.6416000000002,10,2
20519791413,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,1073087.3,355.00880000000006,7,8
20610666010,HEALTHY FOOD AND J & M E.I.R.L.,1058400.0,504.0,4,1
20525545866,COOPERATIVA AGRARIA APBOSMAM,1055453.25,1318.3848000000003,10,3
20610822356,FRUTICOLA SELVA S.A.C.,1048078.617,737.6724,10,4
20504107494,DEL ANDE ALIMENTOS S.A.C.,1043009.64,488.41388900000004,8,8
20440256474,EXPORT IMPORT CANDRES S.A.C.,1041120.0,726.0,3,1
20613692305,BLUEPACIFICOILSINTERNATIONALISAC,1033460.67,476.9472,7,3
20608711288,SUMAQ FRUITS PERU S.A.C.,1028612.7,644.402,8,8
20135240681,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,1020337.35,164.625,4,3
20602763642,GLM FOODS S.A.C.,1020000.0,600.0,9,2
20615097625,,1002855.0,280.44,6,2
20555331640,AGROPIURA S.A.C.,991271.65,1307.976,9,6
20606258535,AGROEXPORTACIONES ANDINA E.I.R.L.,988121.96,2190.854,10,2
20606218371,CURIMAPU PERU SOCIEDAD ANONIMA CERRADA,986283.75,1.57376,5,3
20601057353,ASOCIACION DE PRODUCTORES AGROPECUARIOS,986274.78,139.05,3,3
20603417021,,966668.0,1234.2456,7,1
20601827591,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS,964838.5399999999,191.13,7,4
20600529481,HFE BERRIES PERU S.A.C.,962657.29,123.36648999999998,4,3
20614540631,ALGAS WORLD TRADE E.I.R.L.,959402.5,1206.88,5,1
20605808078,TOTAL FRUIT PERU S.A.C.,959380.336,596.4428,5,4
20612839221,,934859.9,531.982,8,1
20117753221,MONHA SERVICE S.A.C.,931172.8099999999,428.003,7,4
20603859503,,930781.4,176.02,5,2
20393047594,FRUTO DE ORO S.A.C.,925382.9,670.04,8,2
20611376406,MISKIYAKUAGROINDUSTRIALSAC,924937.0,669.456,9,4
20614030616,AGROEXPORTACIONES BRIVIASHAN E.I.R.L.,924625.75,190.076,8,2
20612798851,BRANCHOUT FOOD - SUCURSAL PERU,924186.0,56.4585,7,1
20132515680,ICH CORP S.A.,921741.542,277.498,9,5
20604790949,MOCHE GROWERS S.A.C.,920890.499,139.01062,10,5
20614228505,,908014.24,399.804,6,2
20601310202,COOPERATIVA AGRARIA CAFETALERA VALLE ALT,904511.607,132.825,4,4
20445534570,FUNDO LOS PALTOS SOCIEDAD ANONIMA CERRAD,890332.1,444.75021999999996,7,2
20604598339,AMAD & CIA S.A.C.,884129.64,121.8925,6,5
20603055366,GAPEC EMPRESA INDIVIDUAL DE RESPONSABILI,881213.147,194.51,8,5
20607258504,PADÚ S.A.C.,879515.81,286.181,10,4
20611744391,PROSEMBRA SOCIEDAD ANONIMA CERRADA,876242.86,112.44143999999999,6,5
20532966451,AROMATICO INVERSIONES SOCIEDAD ANONIMA C,875774.0,193.24,3,4
20613247646,,875412.11,577.11,5,4
20479548600,COOPERATIVA AGRARIA Y DE SERVICIOS UNION,872290.12,140.405,3,4
20608552236,GAP BERRIES S.A.C.,864076.56,108.531,4,4
20609225395,AGROINDUSTRIAS PRODOTTI DEL PAIS S.A.C.,863346.8200000001,262.056001,6,7
20604295131,CITROSWEET MILLS S.A.C.,857901.14,294.16528000000005,9,2
20525692141,COOPERATIVA AGRARIA DE BANANEROS ORGANIC,856760.76,1110.7079999999999,8,4
20609096510,HASPE COMPANY S.A.C.,856427.8200000001,101.67,7,3
20608569236,NATURAL SOURCE PERU S.A.C.,854592.89,466.286256,9,4
20535884502,FRUSABE SOCIEDAD ANONIMA CERRADA - FRUSA,850123.85,232.866,3,7
20502203461,PERUVIAN NATURE S & S S.A.C.,849871.5,84.1,7,10
20129529530,COOP AGRARIA CAFETALERA SATIPO LTDA,849046.27,164.47,6,3
20548284547,AGROSEED DEL PERU S.A.C.,847201.87,0.5681020000000001,3,4
20614651891,,847126.2,203.53379999999996,7,2
20556581372,AGROEXPORTADORA VIRGEN DEL CARMEN S.A.C.,845992.13,2151.0,5,3
20607105929,COOPERATIVA AGRARIA DE SERVICIOS MULTIPL,843074.0,1042.0271999999998,8,2
20482485511,FAIRTRASA PERU S.A.,842263.64,399.0645,6,1
20610855912,PERUVIAN ORGANIC LANDS S.A.C.,832635.52,157.96619999999996,4,2
20611880732,,831082.5,123.63,2,1
20601416761,AGROINDUSTRIAS RICOFRESH E.I.R.L.,829811.2,635.3,9,4
20603373546,FAIHOP BUSINESS SAC,817890.224,505.66263999999995,8,5
20603939426,VA SUPERFOODS S.A.C.,799914.741,94.73,7,6
20609759381,COOPERATIVA AGRARIA CAFETALERA VALLE VER,797830.0,324.85,3,3
20555282339,CONSORCIO DEL VALLE S.A.C,788154.49,168.43079999999998,5,5
20607519391,ARENUVA S.A.C,787512.98,192.987,8,5
20601283523,,786561.128,133.85,4,3
20100021847,EXPORTADORA EL SOL S.A.C.,776876.8,82.64,4,2
20600051645,ORGANICOS RIO VERDE S.A.C.,773376.05,1173.8303999999998,9,1
20614735288,,765965.77,498.24,9,4
20603817002,RAINFOREST PERU BRANDS S.A.C.,765508.246,115.575,5,2
20602050981,AMAZON SPECIALTIES S.A.C.,756856.186,64.16,7,5
20552256647,AGRO FERGI S.A.C.,754137.72,299.69560600000005,8,11
20509767930,AGRICOLAS Y FORESTALES SAC,752928.84,70.72,5,3
20571559812,NEGOCIOS E INVERSIONES GERONIMO S.A.C.,750872.87,628.7064,7,3
20605059679,,749224.5,186.26,3,2
20602289029,AGRONESIS DEL PERU S.A.C.,743508.0,344.934,9,2
20610273310,MUNDOAGRO EXPORT SOCIEDAD ANONIMA CERRAD,740981.58,343.13,3,1
20610390341,REITER PERUVIAN BERRY S.A.,736403.17,98.20344,5,3
20567189156,,734730.72,150.238,4,1
20612199974,,733905.26,642.8,8,2
20456168788,JC AGRO COMERCIALIZADORA E.I.R.L.,726910.5,1842.87,9,1
20614622238,,724800.0,336.0,7,1
20615424812,,718581.13,120.4839,4,1
20486255090,COOPERATIVA AGRARIA SANGARENI,711770.26,98.275,3,2
20532998655,GRUPO ESTELA SOCIEDAD ANONIMA CERRADA -,710783.24,331.74,8,2
20610614753,LA FAMILIA SPECIAL SOCIEDAD COMERCIAL DE,708901.86,515.04,6,2
20140181405,COOPERATIVA AGRARIA CAFETALERA LA FLORID,706501.638,103.155,6,3
20570706927,"""COOPERATIVA  AGRARIA RUTAS DEL INCA""",698029.0229999999,119.005,5,3
20614358255,,697272.05,220.23246799999998,6,1
20508257954,ALPA SWEET EIRL,694959.99,1750.0,5,3
20614131447,,689224.51,149.568,4,2
20609313162,GRUPO JUAN RUIZ S.A.C.,687926.44,315.33,7,2
20488018206,COFFEE GREEN S.R.L.,687553.71,110.28,2,3
20136201213,CENTRAL DE COOPERATIVAS AGRARIAS CAFETAL,686079.13,75.9,2,2
20612061808,,685987.7,493.709,8,2
20612737224,,684288.0,337.92,7,1
20516791722,KION EXPORT S.A.C.,683752.0,466.73359999999997,8,2
20601235146,,681008.0,505.12,7,1
20607800830,COOPERATIVA AGRARIA BOSQUES VERDES,679236.83,113.85,4,1
20604580821,AGROINDUSTRIA LLIPATA S.A.C.,671717.8,123.3864,9,5
20539708423,SOCIEDAD AGRICOLA C & M S.A.C.,668484.0,430.4152,4,5
20600796721,ASOCIACIÓN DE PRODUCTORES AMAZONAS - ALT,665458.186,124.2,1,2
20603674708,PACIFICO ALGAS AREQUIPA S.A.C.,663617.0,840.12,6,1
20613628861,FRUTAMBO EXPORT S.A.C.,662015.69,484.16,2,2
20604984018,FOODSPICE GROUP SOCIEDAD ANONIMA CERRADA,661578.59,230.32,9,7
20608680170,DUREXPORTA SOCIEDAD ANONIMA CERRADA,660825.2,567.277725,7,1
20532383782,NOVOS DISTRIBUCION Y EXPORTACION DEL PER,658149.363,225.54,8,4
20492699781,AGROPECUARIA SAN IGNACIO DE LOYOLA S.A.C,655913.93,584.234,8,4
20611849487,COOPERATIVA AGRARIA TAZAS DORADAS COFFEE,655513.5700000001,116.6,5,3
20601723035,ESTRATEGICAS COMPANY E.I.R.L.,654961.3,407.572,9,4
20518439911,INVERSIONES YAUCA E.I.R.L.,647277.0,339.4,7,2
20504963927,CALSA PERU S.A.C.,646685.914,549.4774,8,1
20613699270,,642375.5,459.2,6,2
20602932631,EXPORTADORA VILLA ECOLOGICA S.A.C.,637907.0,94.875,4,2
20612932680,,637428.05,174.41,5,1
20603513925,PERUVIAN INKA FRUIT S.A.C.,637001.34,365.91880000000003,7,8
20335181531,VITICOLA S.A.C.,635915.29,169.09752000000003,1,1
20610856889,AGRICOLA GREEN HARVEST S.A.C.,630379.8,285.864,7,3
20606292458,GRUPO SOCIBEN SOCIEDAD ANONIMA CERRADA,630227.56,251.04,2,2
20506394369,AGROINDUSTRIAL HUAMANI S.A.C.,629142.9,532.467,4,5
20605299203,ASOCIACION DE PRODUCTORES AGROPECUARIOS,628775.807,97.16,3,3
20571356202,AGRO INDUSTRIAL G & P S.A.C.,625747.6,525.12,5,2
20605387242,AGROELDREDGEEIRL,624096.0,282.976,7,1
20519859077,PRODUCTOS VEGETALES DE EXPORTACION EMPRE,623755.93,203.025,7,6
20611371528,JCH PRODUCE S.A.C,620709.5,504.4167999999999,8,2
20533095187,AGRICOLA DON ANGEL S.A.C.,618838.2150000001,1078.2,8,1
20568194951,ASOCIACION DE PRODUCTORES AGROSOSTENIBLE,618412.96,94.875,3,1
20542082519,GRECIA NUEVO FUTURO SAC,614488.2000000001,115.101,4,2
20607860875,AGROEXPORTADORABIOFRUITSAC,613580.0,514.71,5,1
20502072006,AGROINDUSTRIA CAMPO VERDE S.A.C.,603799.5700000001,197.9048,5,3
20494626897,AGRONEGOCIOS WIRACCOCHA DEL PERÚ S.A.C.,597464.995,103.725,6,10
20113940515,"COOPERATIVA AGRARIA "" FRONTERA SAN IGNAC",596801.678,96.62101799999999,4,3
20606944269,COOPERATIVA AGRARIA Y DE SERVICIOS MULTI,593297.479,98.325,2,2
20603264372,"COOPERATIVA AGRARIA ""QORIQAO"" LTDA. - CO",590260.26,150.61502,1,1
20191308868,ARCOR DE PERU S A,589872.47,158.17068899999998,8,4
20533248358,EXPORT Y IMPORT E INVERSIONES WILLAM ESA,588219.72,816.684,8,1
20613621360,,587389.6,329.474,5,1
20601845408,FIONAFOOD EMPRESA INDIVIDUAL DE RESPONSA,580949.55,474.1776,4,1
20561128635,AGRICOLA MEZCU S.A.C,579457.0,134.59,5,2
20393541521,SAIU EXPORT S.A.C.,574800.0,40.0,1,1
20605223878,,573353.883,98.215,4,2
20607774821,AGROGUAÑAPE E.I.R.L.,572049.005,107.435,9,3
20602151574,MARZALA EXPORT SOCIEDAD ANONIMA CERRADA,570118.77,1135.568,9,5
20525241727,PROCESADORA MEJIA SOCIEDAD ANONIMA CERRA,569663.1799999999,366.38732999999996,3,2
20525795897,COOPERATIVA AGRARIA DE BANANEROS ORGANIC,569618.0,666.2148,9,1
20602650643,ASOCIACIÓN AGROEXPORTADORA DE LA REGIÓN,564875.318,99.95,4,3
20600941349,ALGAS SUDAMERICA S.A.C.,564264.0,829.8,6,1
20460011923,DELICIAS Y SABORES DEL PERU EIRL,564070.46,181.81,2,2
20565443993,FUSION FOODS S.A.C.,562413.435,201.590376,8,4
20609574489,ALL FRUIT PERU S.A.C.,562380.0,58.5,2,2
20549227369,ANDES ALIMENTOS & BEBIDAS S.A.C.,561128.805,360.596752,10,9
20479735892,ALPES CHICLAYO SAC,560591.45,357.6732,4,5
20604806446,ASOCIACION DE CAFICULTORES PALMAS DEL PA,558144.923,111.677,3,3
20608957350,JUNGLE FRESH ORGANIC SOCIEDAD ANONIMA CE,557913.24,403.70990800000004,8,1
20601435421,FRUTAS DE PIURA SOCIEDAD ANÓNIMA CERRADA,557894.59,622.4759999999998,7,3
20480560672,COOPERATIVA AGRARIA VALLE DEL MARAÑON,556499.9199999999,75.9,1,1
20546671161,GLINT S.A.C.,553111.06,166.23,4,8
20613676954,,552723.4,390.24,8,1
20394862704,VERDUM PERÚ S.A.C.,552506.16,91.25261,2,3
20603639929,MC PALACIOS S.A.C.,552189.84,273.35794,7,2
20549134352,CONSORCIO AGRICOLA MOQUEGUA S.A.C.,551200.0,77.268,2,2
20513346396,AGRO ANDINO S.R.L.,550538.39,61.649594,6,3
20615036677,,550446.0,394.8724,8,1
20615834514,,550016.7,79.119,3,1
20477795618,METRO ENTERPRISE PERU S.A.C.,546602.1799999999,474.13840000000005,9,2
20601560624,JUMIFRUT S.A.C.,545297.53,163.3665,1,4
20423354284,FUNDO SAN FERNANDO S.A.,542281.6969999999,254.21326000000002,3,3
20607653063,AGRO COSECHA PAZ S.A.C.,541171.5,384.101,8,8
20608785591,,540480.0,240.0,3,1
20600377877,PIRWA PRODUCTOS S.A.C.,537972.95,36.38168,4,2
20486299895,COOPERATIVA AGRARIA DE FRUTOS ECOLOGICOS,536675.704,77.28,2,1
20614184869,,525579.5,331.7019,8,1
20600895169,CORPORACION AGRICOLA CHAVEZ E.I.R.L.,523775.87,125.38156,3,1
20603015003,RCR COMERCIALIZADORA Y PROCESADORA SOCIE,521996.0,42.0,3,3
20613718096,FRU-VEG FARMS S.A.C.,513520.0,117.6,2,1
20608384660,PERUVIAN AVOCADOS EMPRESA INDIVIDUAL DE,505460.0,281.02,5,1
20480904606,ASOCIACION AGRICOLA COMPOSITAN ALTO,505220.69,101.55949999999999,10,5
20601708427,GOURMET BLUEBERRIES PERU S.A.C.,504000.0,285.6,6,2
20607695602,ZR CORPORATION S.A.C.,503228.64,133.567,5,2
20600263286,ASOCIACIÓN DE PRODUCTORES SELVA NORORIEN,502346.11,81.774976,2,2
20612874507,,500939.38,1725.282,10,1
20606971380,M & H FOODS S.A.C.,499098.5,137.85278,8,8
20610675141,SOCIEDAD AGRÍCOLA VILLABERRIES S.A.C.,497584.49,73.89377999999999,6,4
20109714039,INTERLOOM S.A.C.,495151.21,309.806,8,5
20615123073,,493459.45,94.04675,5,1
20613386204,AGUACATES FRESCOS DEL PERU S.A.C.,490038.0,196.46,7,2
20614267322,,489029.73,132.818,7,3
20609941279,,487820.25,98.325,2,1
20604498091,AMAZONAS COFFEE FRIENDS S.A.C.,486221.01,75.9,1,1
20503613574,"TWF S.A., SUCURSAL EN EL PERU",483259.47000000003,261.57835,8,2
20605609857,VANCARD PERU SOCIEDAD ANONIMA CERRADA,481801.179,375.989,8,3
20547984588,AGRO MI PERU FOODS S.A.C.,480619.04,104.447489,6,4
20525785824,AGRO EXPORTACIONES AE S.A.C.,480225.21,366.72,5,3
20605129600,EXPORTADORA DON FERNANDO S.A.C.,472790.0,129.109,6,1
20600739345,LIMONES PERUANOS S.R.L.,471572.2,581.04,7,2
20610760873,INDUSTRIAS MB LOS INKAS S.A.C.,469477.04000000004,75.693,2,2
20476152594,THE GREEN FARMER S.A.C.,468496.44,169.90866999999997,7,2
20415094656,F Y D INVERSIONES S.A.C.,467033.152,59.894,3,3
20608721844,,466174.0,386.54,7,2
20613259202,,464955.6,259.468,4,1
20609254590,CASBAL AGRO TRADE S.A.C.,464954.35,319.308,8,3
20600761731,COOPERATIVA AGRARIA DE SERVICIOS MULTIPL,464716.61,76.925,2,2
20612395480,,463960.35,293.712,7,1
20525605869,CC TROPICALES SOCIEDAD ANONIMA CERRADA-,463646.39999999997,298.48,7,2
20538421279,FUNDO LAS LOMAS S.A.C.,463345.81,331.53,5,2
20457055103,NATURAL PERU SOCIEDAD ANONIMA CERRADA,459840.0,51.0,3,1
20612335827,,458534.94,86.9778,3,1
20526179367,COOPERATIVA AGRARIA ASPRAOSRA LTDA,457272.0,568.1447999999999,7,2
20615632601,,457270.92000000004,78.56988,4,1
20603128541,CORPORACION GERONIMO S.A.C.,454243.54,117.10959700000001,5,1
20601647860,OML AGROINVERSIONES PERU S.A.C.,447576.0,268.751,5,2
20452239818,EXPORTADORA Y PROCESADORA DEL SUR S.R.L.,447517.0,132.26,5,1
20327739230,AGROINCA PRODUCTOS PERUANOS DE EXPORTACI,444297.761,341.3688,3,1
20614995247,,444040.0,656.32,9,3
20514006823,ONIX FARMS SOCIEDAD ANONIMA CERRADA,443982.04,833.056,5,5
20409318135,COPROIMPEX SOCIEDAD ANONIMA CERRADA,443660.82,1107.1615,9,2
20612755338,MASTERPIECE GRAIN SOCIEDAD ANONIMA CERRA,443540.0,271.75,5,1
20610769498,,441304.0,319.352,8,1
20609581698,,438972.0,357.04,7,3
20112302370,NOVOLIZ S.A.,437835.0,776.2,3,5
20615107108,JCH NATURAL WORLD SOCIEDAD ANONIMA CERRA,436693.74,352.34959999999995,7,3
20566232724,ANAWI EXPORT S.A.C.,436691.53599999996,284.636,7,2
20466241734,FLP DEL PERU SOCIEDAD ANONIMA CERRADA,435933.77999999997,218.4,5,1
20600295374,ALGAS PERUVIAN ALTAMAR SOCIEDAD ANONIMA,433819.1,543.3,6,1
20602957099,GEALE AGROTRADING E.I.R.L.,430955.08,319.039,6,5
20610662057,,429156.0,100.44,3,2
20612083089,,427499.88,158.501,9,1
20614991781,OCEANCHEM PERU E.I.R.L.,426191.0,546.38,5,1
20613893262,FUNDO AGRICOLA VALLE DEL SUR EMPRESA IND,426054.9,605.04,10,1
20611878339,,424605.2,325.84,9,3
20606896531,COOPERATIVA AGRARIA AGROEXPORTADORA HUAN,424372.8,527.0592,8,3
20613954946,,422956.83,100.13668,2,1
20615024873,,421959.23,190.39,7,1
20603669933,GMH BERRIES S.A.C.,419629.68,52.26264,2,2
20456212515,,414076.8,555.88,6,1
20452726646,BUENA VISTA SAC,411084.0,114.19,1,1
20607523968,SUPER FOODS FREEZE DRIED S.A.C.,411001.63,19.512,5,1
20605226249,ANDEAN PARTNER FOOD S.A.C.,409293.62,107.97376,4,3
20606544244,,408792.81,208.668,5,5
20612331821,,408015.37,56.925,3,3
20608903004,ACLLA FRUITS PERU S.A.C.,406446.5,275.52,7,2
20602546226,ZOWI PERU SOCIEDAD ANONIMA CERRADA,405821.09,121.700168,8,6
20610321845,,404096.0,252.56,4,1
20610130420,SOBIFARMS S.A.C.,403710.0,418.6,6,1
20534678577,SUN FRUITS PACKS S.A.,400405.46,146.48239999999998,1,4
20402648504,COOPERATIVA AGROINDUSTRIAL KIVINAKI - CA,399515.36,60.304576999999995,1,1
20522001563,AGROEXPORTACIONES NOR PERU S.A.C.,397764.0,489.7800000000001,7,3
20600284551,JM ASOCIADOS SUMA SOCIEDAD ANOMINA CERRA,392200.0,176.49,9,2
20600015274,AGROINDUSTRIAS SUR OLIVA SOCIEDAD ANONIM,391566.0,97.2,3,1
20601501997,ASOCIACIÓN DE PRODUCTORES SOSTENIBLES &,385969.5,57.2,3,1
20387198742,SAGASTEGUI DISTRIBUIDORES S.R.LTDA,384640.02999999997,105.129711,6,2
20610665421,MILNEUS S.A.C.,383040.0,168.0,2,1
20609685876,,380316.57,121.26459200000001,7,1
20487107949,,374832.82,76.8,3,1
20452624991,HM.CLAUSE PERÚ S.A.C.,374010.57,0.977355,4,3
20516313821,AGRO ALIMENTOS ANDINOS S.A.C.,370813.28,117.688,3,1
20546778631,SUPRACORP S.A.C.,370231.61,123.25,5,4
20269488353,AGROPECUARIA SAN FRANCISCO SA,368640.0,153.54,2,1
20601262038,CARMAGRO SOCIEDAD ANONIMA CERRADA - CARM,363698.56,49.55,7,5
20614442621,,363664.95,273.68,3,2
20526450851,SOLIMAR INDUSTRIA E.I.R.L.,363339.87,216.500375,5,3
20542264544,COOPERATIVA AGRARIA DEL BAJO BIAVO LTDA,363239.618,62.1,3,1
20612008184,,363000.0,566.6899520000001,1,1
20609848864,NARIHUALA AGRO S.A.C.,360655.35,167.2965,8,1
20601985072,MI PAISANA SOCIEDAD ANONIMA CERRADA - MI,357560.0,56.188,9,2
20487900622,GRAINS DEL VALLE E.I.R.L.,356730.0,297.0,3,1
20136036778,PROCESADORA FRUTICOLA S.A.,356425.72000000003,269.00056,4,2
20480222432,EXPORTACIONES E IMPORTACIONES FIORELA EI,353400.0,363.0,3,1
20602431178,DOLE PERU S.R.L.,352351.711,115.7195,7,5
20602797881,OREGANO PARA EL MUNDO E.I.R.L. - OREPAM,347368.0,121.5,5,2
20409444866,IMPORTADORA Y EXPORTADORA AGROTRANSCOMEX,346202.55,753.57,8,1
20614827107,,345992.73,60.215399999999995,3,1
20601878781,PROVEF GROUP S.A.C. - PROVEF S.A.C.,345669.2,130.322872,6,2
20608615521,,343274.588,143.577789,6,1
20610920790,,340229.11,74.03,3,2
20603778180,AGROFUTURA COMPANY S.A.C.,339291.879,168.44639999999998,4,5
20132677825,MAI S.A.,338882.36,212.4,4,1
20566144434,SOCIEDAD AGRICOLA 3P S.A.C.,337725.142,130.3625,6,3
20610551379,,337532.1,46.767,2,2
20601645964,BRITT BRANDS PERU S.A.C.,336222.43,29.103450000000002,3,2
20600208749,FRUTOS Y GRANOS ANDINOS SUMAQ S.A.C. - F,333340.5,251.75,5,3
20612859869,HAM ALIMENTOS PERU S.A.C.,332928.0,277.44,8,1
20608513141,,331086.0,81.0,4,1
20114883230,EMPRESA NACIONAL DE LA COCA S.A.,330411.34,44.966,1,1
20611550597,ANDES FRESH SOCIEDAD ANONIMA CERRADA - A,329309.13,172.768,6,4
20615642232,,329025.0,93.48,4,3
20605262211,,328347.31,144.0,3,1
20608620312,,328164.44,49.9572,8,3
20487589919,AGRICOLA MAQUEN S.A.C,326991.53,126.685,7,1
20606379251,,326654.19,15.898000000000001,2,1
20600682386,ASOCIACION DE PRODUCTORES AGROPECUARIOS,324950.26,56.925,2,2
20612450987,,323267.6,105.102,2,1
20608308751,,321908.2,246.198,6,3
20549061967,THEOBROMA INVERSIONES S.A.C.,321735.78,27.747733,4,2
20606487500,DESPENSA AMERICANA S.A.C.,319315.47,93.11594000000001,6,1
20606446200,FRUIT CO SOCIEDAD COMERCIAL DE RESPONSAB,319200.0,74.781,4,2
20611875631,FRESH & READY HARVESTS SOCIEDAD ANONIMA,316972.0,144.798,4,5
20609097362,HONEST FOODS S.A.C.,315768.72000000003,185.9537,5,3
20601426758,IMPORTACIONES & EXPORTACIONES DEL PERU A,314850.46,418.176,9,1
20608873369,AGRONEGOCIOS R & G S.A.C.,314496.0,193.02,4,1
20408103666,AGRO INDUSTRIA WIDOK S.A.C.,313570.0,269.6,5,4
20224524367,NOR CAFE SOCIEDAD ANONIMA CERRADA,313290.0,54.0,3,1
20609763001,,313214.8,60.2154,3,1
20522951146,PEPPERS AMERICA S.A.C.,311540.0,224.33,4,1
20610125124,AFI IMPEX PERU S.A.C.,311239.859,167.6,6,5
20503640032,BELMONT FOODS PERU S.A.C.,310822.39,110.734043,7,1
20549623981,VIA FOODS INGREDIENTES S.A.C.,308796.186,139.365,6,1
20373596451,AGRICOLA SAN CEFERINO S.A.,307200.0,128.04,1,1
20611476095,,306466.0,228.697,8,2
20607452769,,304539.03,37.95,1,1
20513423307,MEGABUSINESS PERU S.A.C.,304505.71,95.44984,6,3
20613041479,AC FRESH PRODUCE S.A.C.,304060.5,58.42368,8,3
20606584009,BUSINESSLIDERSAC,303007.6,41.757688,5,1
20610062874,NEGOCIACIONES ELCAMER E.I.R.L.,301864.72,75.12216000000001,1,1
20608069071,,301697.48,37.765,2,1
20612275336,,300509.44,257.328,5,2
20610998608,MENTOR AGRO PRODUCTOS S.A.C.,300378.09,660.8,3,3
20611518731,JUNGLE CHUKULATI S.A.C.,297893.5,75.25833999999999,2,2
20607351130,CHOCO PERU EMPRESA INDIVIDUAL DE RESPONS,297510.21,169.6948,5,2
20614729571,,295943.8,183.119937,7,2
20425491424,ROBSONS S.A.C.,295048.0,147.84,2,1
20602577938,KIMSA INTI S.A.C.,292980.0,56.088,3,1
20614696479,,292187.81,205.98,4,4
20614152738,,291982.9,120.72,4,1
20614579049,ALBA CITRUS E.I.R.L.,290602.0,461.76,7,3
20610526234,INKA PRODUCE S.A.C.,290463.3,165.23520000000002,4,2
20606101016,RAW FOOD AGROBUSINESS S.R.L.,289812.958,256.904721,6,6
20612250295,,288938.1,414.74,6,1
20604828024,,288901.14999999997,96.012,4,1
20543566765,AVO HASS PERU S.A.C.,288248.0,165.122,3,2
20612531600,,286799.88,64.0,2,1
20506370346,CENTRAL DE ORGANIZACIONES PRODUCTORAS DE,286372.36,38.64,2,2
20611942355,PERU SPICE EXPORT S.A.C.,284784.68,63.10360000000001,3,1
20613649931,,282575.0,150.7686,5,4
20534627077,,280864.55,63.7,5,1
20600589645,LA FORTALEZA DEL NORTE S.A.C.,279800.03,96.59956,3,5
20607837521,LTD EXPORT S.A.C.,277766.735,174.144,6,2
20613089960,,272983.06,138.916,6,1
20604811229,SAVIA EXPORT S.A.C.,271438.0,126.72,5,1
20615166929,AGRO-NEGOCIOS LOURDES S.A.C.,271184.95,42.889300000000006,6,3
20100060150,HERSIL S.A.C. LABORATORIOS INDUSTRIALES,269762.749,15.946964000000001,6,5
20502362853,FITO PERU EXPORT IMPORT S.A.C.,269221.58,15.489090999999998,2,1
20614009102,,269055.38,50.001,1,1
20609374960,,267197.4,217.6,7,1
20607071641,VIDANDINA MR S.R.L.,266181.18,740.14,9,1
20600721012,INVERSIONES Y EXPORTACIONES MIPAL S.A.C.,264034.7,131.05,6,3
20600499719,COOPERATIVA DE SERVICIOS MULTIPLES BOSQU,263973.35,38.975,2,2
20526197187,INCA LAND FRUITS S.A.C.,263737.0,206.38,5,2
20614219824,AGROEXPORTADORA GUADALUPE S.A.C.,263012.72,74.784,3,2
20601477018,ANDEAN SUPERFOOD SOCIEDAD COMERCIAL DE R,262491.83999999997,77.2715,4,1
20100170842,PRODUCTOS EXTRAGEL Y UNIVERSAL S.A.C.,262262.35,59.414854000000005,4,4
20318165051,AGROIND. Y COMERCIALIZ. GUIVE E.I.R.L,262191.0,175.88,4,1
20607935808,HASS CASMA S.A.C.,260135.0,210.75,4,1
20525706622,ASOCIACION DE PEQUEñOS PRODUCTORES DE BA,257904.0,313.45920000000007,7,1
20610955640,,255995.518,17.189079999999997,5,3
20613891570,,254651.6,348.18,4,1
20132521655,AGROINDUSTRIAL Y COMERCIAL ARRIOLA E HIJ,254511.82,34.127,3,3
20615343383,OLIVOVERDEDELSUREMPRESAINDIVIDUALDERESPO,253061.0,387.96,8,1
20606171286,,249858.0,97.2,1,1
20572190251,COOPERATIVA CENTRAL CACAO AROMA DE TOCAC,249691.52,100.096,1,1
20615103099,,247911.68,144.0,4,2
20529866560,ANA BANANA S.A.C.,247860.0,333.0504,4,1
20608149946,ASOCIACION DE PRODUCTORES AGROPECUARIOS,246980.231,37.95,1,1
20519909945,OLIVA PERU SOCIEDAD ANONIMA CERRADA,245137.65,117.7226,5,1
20603937938,,243196.19,49.97,2,1
20484051691,PIZCA FOODS S.A.C.,241921.69,96.69539999999999,5,2
20263322496,NESTLE PERU S A,241159.195,39.309332,6,3
20531360525,COOPERATIVA AGRARIA APROECO,240956.44199999998,41.4,2,1
20100035121,MOLITALIA S.A,237150.32,44.391859999999994,8,4
20609312760,WALTER SERAS & ASOCIADOS SAC,236645.87,61.231300000000005,3,2
20600061691,COOPERATIVA AGRARIA ALTO GRANDE SANTA SO,236520.0,293.86800000000005,10,2
20613991957,,236000.0,197.67,5,2
20606281804,,235319.14,51.2,2,1
20510760795,INVERSIONES CAMPO VERDE SAC,234223.99,50.05,2,1
20614168863,,233895.24,88.0432,5,1
