ruc,razon_social,fob,tn,semanas,destinos
20613705431,,232903.34,37.95,2,1
20605199501,,232886.28,49.88,2,1
20609690373,PALZANI S.R.L.,232220.0,303.7792,8,3
20605882618,FST GROUP S.A.C.,230733.544,62.025,5,5
20455481393,CGS GENERAL DISTRIBUTION S.A.C.,230078.72,12.025662000000002,2,1
20603957033,ASOCIACIÓN DE PRODUCTORES AGROINDUSTRIAL,230044.0,152.808,4,2
20547757841,AMAZON NUTS S.A.C.,229250.0,24.0,2,2
20608896105,,229036.39,51.426,2,1
20615010813,,228793.21000000002,96.0,1,1
20609699699,,227585.68,50.324,2,2
20538027295,BONALI S.A,227016.46,71.82065,5,4
20614514761,,225854.0,26.258423,2,1
20605221034,,225313.4,39.4632,2,1
20567158439,INVERSIONES & NEGOCIACIONES CAMY EIRL,224469.26,131.184,3,1
20511632731,FUNDO SAN ISIDRO S.A.C.,223902.8,34.976,1,1
20615755231,,221848.0,158.688,3,1
20604363684,,221512.78,49.99,2,1
20612999580,,221466.65,300.57,5,1
20610931112,,220462.05,40.1436,2,1
20611926481,DML VEGETABLES S.A.C,220015.05,209.859,5,1
20612709468,,219534.0,39.65,5,2
20501597873,NATURANDINA DEL PERU S.A.C.,218280.5,70.74,3,1
20603820691,COOPERATIVA AGRARIA DE SERVICIOS MULTIPL,216438.41,40.98,2,1
20600891775,MARILIA DISTRIBUCIONES EMPRESA INDIVIDUA,216420.32,91.00432099999999,10,1
20608082281,,215959.5,56.32,3,2
20600286367,,214190.0,19.0,1,1
20608013068,,214163.64,50.07317,2,2
20612855570,,213529.55,97.04,3,3
20612926469,PRIME EXPORT PRODUCE S.A.C.,213461.5,39.13936,7,3
20600695925,EXPORTACIONES E IMPORTACIONES Y NEGOCIAC,211841.5,847.366,7,1
20100309867,KIKKO CORPORATION S.A.,208857.02,171.60440000000003,6,4
20271641614,PROMOTORA DE LA AGRICULTURA SUSTENTABLE,207936.22999999998,32.775,1,2
20543521401,CORPORACION AGRICOLA VIÑASOL S.A.C.,207820.03,119.90784,2,2
20532464359,OLIAMERICA SOCIEDAD ANONIMA CERRADA -OLI,207373.94,92.1375,5,2
20605560971,NEGOCIOS MULTIPLES LUKAFER S.R.L.,206511.9,258.94,4,1
20612997285,TARA FARM S.A.C.,204540.0,25.5675,1,2
20611689463,QUINOA INGREDIENTS S.A.C.,203797.5,25.235,1,2
20450246442,COOPERATIVA AGROINDUSTRIAL ASPROC - NBT,203730.34,50.012,1,1
20551258646,MIKEL COFFEE S.A.C.,202860.0,19.32,1,1
20561168939,CONSORCIO DE FRUTAS LAMBAYEQUE S.A.C.,202294.41,132.432,3,2
20555935821,,201165.783,75.88719400000001,4,4
20600213581,ANDES MILLS TRADING S.A.C.,200743.9,37.375,4,1
20518809351,AGRO NORTE CORP S.A.C.,200299.04,140.256,4,1
20612195197,SHUMAN FARMS PERU S.A.C.,200000.0,540.0,2,1
20602809910,HATUN WAYU PERU SOCIEDAD ANONIMA CERRADA,199880.79,140.736,2,3
20545428521,ELITE FOOD PERU S.A.C.,197291.7,70.47,3,2
20613804448,,196981.34,129.5635,3,3
20610460241,,196440.0,165.0,3,1
20604069654,CALLE & PALACIOS EMPRESA INDIVIDUAL DE R,196416.0,84.48,4,1
20615326861,,196334.87,20.412,1,1
20604853576,AGRICOLA MULTI EXPORT IMPORT S.A.C.,195994.6,565.5,4,2
20605862030,PECANAS DEL SUR S.A.C.,195000.0,25.0,1,1
20537374471,ANDE S VALLEY E.I.R.L.,194974.06,499.836,7,1
20613603299,,193043.02,134.64,3,3
20602504621,O-BLUE BERRY E.I.R.L - OBBEIRL,193012.49,56.273120000000006,2,1
20607342424,OLLADEBARROFOODSOCIEDADCOMERCIALDERESPON,192507.296,50.555519999999994,10,1
20563120135,IFF PERU S.A.,192468.921,17.056441,4,3
20484163902,COOPERATIVA AGRARIA APPROCAP LTDA,190000.0,19.0,3,2
20607653560,EXPORTAFRUT MONTALVO S.A.C.,189389.5,161.8,7,1
20602562906,,189109.7,50.228339999999996,1,1
20505912803,ESPARRAGOS DEL PERU S.A.C.,188483.68,69.008,2,2
20600930584,ALGAS E & E REPRESENTACIONES SOCIEDAD AN,188185.90000000002,229.13,1,1
20612053562,,186188.989,177.944,6,1
20601944295,CORPORACION COSTA VERDE E.I.R.L. -  CORP,183984.0,75.6,1,1
20601888875,EL MEJOR CACAO DEL MUNDO S.A.C.,183982.02,16.227426,2,1
20503484316,INSPECTION & QUALITY TOTAL SERVICES S.A.,182341.45,33.307894,5,3
20609668785,,181956.73,63.34759,9,1
20608325396,,180399.28999999998,27.06,2,1
20600960084,BUSINESS BEANS PERU S.R.L.,180236.0,97.0,2,1
20612929930,,179933.2,107.44,3,2
20607943673,VM GLOBAL BROKERS S.A.C.,178184.8,147.58759999999998,5,1
20601521734,AGRIFRESH S.A.C.,177943.11,75.392,1,1
20606525185,CORVAR EXPORT IMPORT SOCIEDAD ANONIMA CE,177261.34,108.5,5,1
20605615679,BALU SEEDS S.A.C.,176826.76,0.8898500000000001,2,2
20547976216,TRANSPORTES Y LOGISTICA EAGLE S.A.C.,175781.76,114.8,4,3
20603115679,,175488.88,110.8,3,2
20480662165,,175450.0,302.5,3,1
20519777348,SABOR PERUANO DE EXPORTACION S.A.C.,175070.68,65.9,3,1
20450130908,INDUSTRIAS SISA S.A.C.,173931.875,43.220428,3,3
20609483041,,173333.0,26.46,3,3
20613512889,,172752.19,96.0,3,1
20552276915,GRUPO HO CONSULTING EMPRESARIAL S.A.C.,171462.61,122.88,4,2
20605520881,,170926.8,113.234,4,2
20613928881,,170402.68,188.24840000000003,6,3
20516378876,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,170246.5,15.395,7,7
20531960808,AGROINVERSIONES LAS MERCEDES S.A.C.,170047.318,152.584,1,3
20533187031,HACIENDA BUENA FORTUNA AGRO SOCIEDAD COM,169710.0,81.48,4,2
20601790085,CAMPO FRUIT S.A.C.,169176.0,86.016,4,2
20612314587,,168710.0,100.0,3,1
20612245429,,168688.8,114.8,4,3
20605376127,,168000.0,108.8,3,1
20527491232,RECOLECTORES ORGANICOS DE LA NUEZ AMAZON,166800.0,16.0,1,1
20612218391,NATURAL SPICE WORLD E.I.R.L.,166508.7,42.005,2,3
20102154046,INDUSTRIAS ALIMENTARIAS S.A.C.,164545.0,70.1,3,2
20610423281,AROMA Y PAZ S.A.C.,163256.26499999998,14.442709,8,6
20611896019,AGROTEX PERU S.A.C.,162671.64,114.8,4,4
20600716281,,161478.08000000002,110.976,2,1
20605164502,,161039.1,42.4936,1,1
20610617345,TROPICAL COFFEE,161038.08,19.665,1,1
20536670824,ECOMPAL S.A.C.,160862.5,45.265,3,3
20604488274,SUTRIMEX PERU S.A.C.,160752.4,168.3,4,1
20606609443,SCS EXPORT S.A.C.,160709.89,24.84,1,1
20608177168,ENCINAS TRADING GROUP SOCIEDAD ANONIMA C,160275.64,74.88,2,1
20602607420,INVERSIONES DAVICITO E.I.R.L.,160225.055,116.0656,5,2
20610542906,PERUVIAN FOOD GROUPS SOCIEDAD ANONIMA CE,160192.0,46.402,2,2
20608018175,,160011.32,20.0,1,1
20605162836,HORTIS SEEDS S.R.L.  -  HORTIS S.R.L.,159825.78,83.56165,3,1
20612484580,UNION AGRICOLA PERU E.I.R.L.,159310.0,92.0,2,1
20530070078,EXPORTACIONES TAMBO S.A.C,158400.0,63.36,1,1
20616194659,,158215.17,33.0,1,1
20611599995,EXPORTACIONES LAGUNAS S.A.C.,157887.0,29.98,5,1
20533052453,IMPORTACION EXPORTACION ALBA SOCIEDAD AN,157601.487,59.862144,10,1
20604288941,,155398.98,33.0,1,1
20607773361,ASOCIACION DE PRODUCTORES ECOLOGICOS - S,154969.2,94.32,4,1
20602801641,COOPERATIVA AGRARIA CAFETALERA INDUSTRIA,154827.72,18.699,1,1
20613991744,,154693.09,61.19,2,1
20603351755,NOVAL COMPANY S.A.C.,153916.25,34.562913,10,4
20609923106,PERUCAL ORGANICS S.A.C.,153900.02,23.26953,1,1
20609647290,,153296.0,91.6,1,1
20534286148,,151231.88,31.795900000000003,4,4
20610539794,SUMAQ SPICE E.I.R.L.,150321.9,72.0,4,1
20602970541,,149940.0,17.64,1,1
20605767754,,149554.929,28.461149999999996,3,2
20602657371,AGROINDUSTRIAL R & M SOCIEDAD ANONIMA CE,149069.1,84.0,5,2
20526317930,COSTA MIRA SOCIEDAD ANONIMA CERRADA,148866.0,51.0,2,1
20603424299,,148858.0,33.0,1,1
20480239912,EMPRESA AGRO INDUSTRIAL EL MILAGRO SAC,146988.0,96.0,1,2
20539782151,NEGOCIOS AGRICOLAS SAN MARTIN S.A.C.,146040.99,146.643,6,1
20616079108,,145316.19,91.84,2,1
20568660278,,144931.88,20.0,1,1
20451585356,COMERCIAL FOODS CORPORATION S.A.C,143264.0,16.0,1,1
20614044765,,143010.59,43.2528,2,2
20609737621,,142881.42,20.0,1,1
20605862111,ASOCIACION DE PRODUCTORES AGROPECUARIOS,142687.58,21.0,1,1
20527565376,COOPERATIVA AGRARIA CAFETALERA VALLE DE,142182.72,21.23996,2,2
20613508024,AGROINDUSTRIAS FUNDO LA NORIA S.A.C.,140760.0,97.2,3,1
20600717902,COOPERATIVA AGRARIA AGROPIA LTDA,140453.34,11.83892,4,3
20602054480,COOPERATIVA ECOLOGICA DE MUJERES CAFETAL,140327.66,18.975,1,1
20506985057,AGROPECUARIA SAN PEDRO S.A.,138880.0,51.18,1,1
20143692010,COOP AGRARIA CAFETALERA EL QUINACHO L 78,138653.75,25.325,1,1
20612856801,CAMPOSIMPORTEXPORTPERUSAC,138565.6,172.8,5,1
20604010382,MANGOS Y HORTALIZAS DEL PERU S.A.C.,137760.0,91.84,2,1
20601886741,BLUE MARKET S.A.C,136920.0,126.0,3,1
20136201132,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,136250.0,25.0,1,1
20603179341,NATUR FOODS EXPORT E.I.R.L,136239.48,12.0,1,1
20603351593,ISAMAT TRADING S.A.C.,135784.41999999998,21.296,1,1
20609128772,,135000.0,15.0,1,1
20606051604,,134240.0,75.0,3,1
20392854445,LAMAS IMPORT EXPORT S.A.C.,133922.79,70.60536,3,1
20498944907,TIANSHI PERU S.A.C.,133786.638,13.605947999999998,6,4
20480274157,FOOD EXPORT NORTE SAC,133300.02000000002,130.0,3,2
20609391503,AGROCITRUS S.A.C.,133273.28,128.4,3,3
20615544940,,132710.0,74.88,3,1
20614827085,,132686.75,91.84,3,1
20602302521,MACROALGAS TRADING SOCIEDAD ANONIMA CERR,132477.3,140.07,2,1
20607453960,AGR COMPANY SOCIEDAD ANONIMA CERRADA,131270.4,91.024,4,2
20554945920,REDESIGN CONSULTING BY PROMER S.A.C.,130665.58,35.34188,9,1
20603912706,KUTIVA CACAO S.A.C.,130498.019,8.89642,1,1
20608226240,OLAM GLOBAL AGRI PERU S.A.C.,130343.54,33.7648,5,5
20600560701,COTRINA EXPORTS EMPRESA INDIVIDUAL DE RE,129866.1,40.854,3,2
20602934471,ASOCIACION DE PRODUCTORES CHIRINOS COFFE,129654.0,20.68,1,1
20609962331,,129519.8,12.951979999999999,1,1
20607405078,,129155.0,18.099378000000005,4,1
20611787996,,128850.0,112.18,3,2
20606988240,,128685.0,514.74,6,1
20107975609,PRODUCTOS ALIMENTICIOS TRESA S.A.,127801.7,42.662800000000004,3,2
20608924982,,126415.91,50.184,2,1
20612901555,,126392.0,88.97,3,1
20604210365,ASOCIACION DE PRODUCTORES AGROPECUARIOS,126356.44,18.975,1,1
20608502425,,126122.0,18.593335,1,1
20477600540,A & V AGROINVEST S.A.C.,125904.4,48.939812,3,1
20603162944,AGROINDUSTRIAS OLIVDRE SOCIEDAD ANONIMA,125872.5,31.05,1,1
20605500430,,125771.956,20.62,1,1
20610966013,,125306.38,11.3328,5,2
20533282297,LA PASCALA E.I.R.L.,124711.20999999999,31.305,1,1
20607958239,ALL COFFEE PERU S.A.C,123750.01,18.975,1,1
20533016066,BASCONT AGROEXPORT SOCIEDAD ANONIMA CERR,123444.0,113.4,2,1
20612802620,,122679.0,11.5,2,1
20553292906,JM LUDAFA SOCIEDAD ANONIMA CERRADA,122144.616,5.5,1,1
20330070278,EXPORTACIONES AMAZONICAS NATIVAS SRLTDA.,121951.875,10.4,4,2
20513203871,OLIVEZA SOCIEDAD ANONIMA CERRADA,121736.13,67.05568799999999,4,4
20504729908,FROZEN PRODUCTS CORPORATION SOCIEDAD ANO,120177.478,36.036,5,2
20601043174,ALGAEX S.A.,119746.75,93.364,2,2
20605725466,ASOCIACION DE PRODUCTORES CAFETALEROS VA,119549.05,20.01,1,1
20605643672,3I SOLUTIONS S.A.C.,119463.94,3.9596,2,1
20610153551,SEED FOOD SOCIEDAD ANONIMA CERRADA,119230.65,14.68352,5,5
20512030972,DISTRIBUIDORA LATINOANDINA SOCIEDAD ANON,119185.9,16.89486,3,1
20613880896,,118700.0,25.0,1,1
20614480786,,118400.0,153.6,4,1
20611577479,EXPORT IMPORT MARIA AURORA S.A.C,118368.0,156.7296,9,1
20606270993,,118320.0,110.6,5,2
20613395521,MASOJO PERU S.A.C.,117612.1,45.48,3,2
20608046705,GRAINS & FRUITS E.I.R.L,117530.013,470.12,6,1
20333387752,LAPACHO S.A.,117043.2,44.8,1,1
20604744262,MEIDE TRADING SOCIEDAD ANONIMA CERRADA -,116742.0,68.88,3,1
20610674675,TIERRA SOLIDA S.A.C.,116637.0,135.24,4,3
20615298868,VERIDIAN GROUP S.A.C.,116020.0,208.0,5,1
20554463003,ANDINA FOODS EXPORT EMPRESA INDIVIDUAL D,115560.0,28.0,1,1
20603862369,,115123.627,18.975,1,1
20605800778,AGROINDUSTRIAS ACEITUNAS DE MI TIERRA S.,114942.0,81.48,3,2
20612478130,,114300.0,9.0,1,1
20615806359,,114276.62,68.88,3,1
20612314439,,114058.94,20.0718,1,1
20609281481,,113805.68,12.541477,5,1
20511470146,JP EXPORT S.A.C.,113044.2,43.2,2,2
20605524258,QUALITY SUPPLIER S.A.C.,112937.443,21.265099999999997,3,3
20607947385,GLOBAL FRUIT PERU E.I.R.L.,111721.0,68.88,3,1
20607168823,ALIMENTOSPROCESADOSAGRICOLASSAC,111594.79999999999,68.88,3,1
20616050851,,111265.85,20.0895,1,1
20557314386,RMC SEED PRODUCERS S.A.C.,110440.0,0.127,1,1
20615761924,GRUPO AGRO TRADING EXPORT S.A.C.,110198.655,9.80346,7,9
20393333171,AGROINDUSTRIAS OSHO S.A.C.,110154.5,15.605,2,1
20608266659,SAMA FOOD PERÚ E.I.R.L.,109847.02,34.151439999999994,6,1
20604301808,ASOCIACION DE PRODUCTORES CAFETALEROS CU,109402.83499999999,16.008,1,1
20605938311,LITERAS FRESH PRODUCE S.A.C. - LITERAS F,109374.0,51.436800000000005,2,1
20610029354,,109230.15,19.665,1,1
20613708872,,109200.0,273.0,2,1
20559547477,SOL Y PAMPA S.A.C.,108200.24,24.0445,2,1
20553594236,SUPRA ALIMENTOS S.A.C.,107126.0,48.0,1,1
20454439903,AGROMEL S.A.C.,107080.75,95.5,2,2
20554921079,AGROMAX INTERNATIONAL S.A.C.,107058.0,41.0,1,2
20604250324,EXPORTACIONES PACHACUTEC SAC,106890.0,16.56,1,1
20605677364,ASOCIACION DE PRODUCTORES AGROPECUARIOS,106760.0,20.0,1,1
20605660241,LA MOLINA EXPORT S.A.C.,106269.53,10.581,3,3
20521322587,AGROPECUARIA SAN ISIDRO LABRADOR DE BELL,105435.0,78.462,3,1
20610167633,MULTISERVICES AGROINDUSTRIAL ALLPA EIRL,105350.0,229.824,5,1
20611696575,,104942.0,68.88,2,1
20611122561,AGROPACKING EXPORT S.A.-ASOCIADAS,103320.0,68.88,2,1
20615121666,,103106.0,20.23,1,1
20614245850,,103088.0,64.32,3,1
20100211115,FAB DE CHOCOLATES LA IBERICA S A,102595.59,11.374082,3,1
20574602450,COOPERATIVA AGRARIA FRUTOS DEL ANDE,102240.0,12.82,1,1
20600542177,PERUVIAN GOLDEN PARADISE E.I.R.L.,102178.8,51.672,2,1
20610423192,JALHUCA AMAZONIA S.A.C.,101887.76,86.76,3,2
20611406861,ARVEC GROUP S.A.C.,101548.58,34.486,4,3
20433958404,NORTEVERDE S.A.,101507.2,63.448,2,1
20609116707,COOPERATIVA DE SERVICIOS MULTIPLES CAFE,100398.382,18.975,1,1
20606600098,,100033.6,127.03,3,1
20484002488,ASOCIACION DE PRODUCTORES DE BANANO ORGA,98448.0,121.90079999999999,7,1
20601464072,INVERSIONES VITA SANA PERU S.A.C.,98214.5,23.745,9,1
20611935243,,98094.08,25.0,1,1
20604772011,INVERSIONES OLEA TACNA SOCIEDAD ANONIMA,97698.0,32.4,2,1
20608284223,,97653.16,39.710620000000006,2,1
20610998322,,97389.52,25.081,1,1
20615922294,,95768.8,68.88,2,2
20103429456,,95700.0,165.0,1,1
20615998355,,95365.76,68.88,2,1
20525795544,COOPERATIVA AGRARIA PUEBLO NUEVO HUANGAL,95202.0,124.0776,5,2
20611063297,CHACRA COFFEE E.I.R.L.,95139.51,8.22,1,1
20603237189,SERVICIOS INTEGRALES PARA EL AGRO S.A.C.,94636.79999999999,47.7,2,1
20609976196,GAVILAN ORGANIC SOCIEDAD ANÓNIMA CERRADA,94574.4,58.0576,3,3
20526541066,AGROSOL PERU EXPORT & CIA  S.A.C.,94247.23999999999,88.08,2,1
20601422400,AGROEXPORT FRUITS PERU  S.A.C.,93683.23,105.984,2,2
20456383751,INVERSIONES 2A S.A.C.,93272.35,3.68,1,1
20612135950,,93244.51999999999,66.24,3,1
20560159731,ARPUSA INVERSIONES S.A.C.,93240.0,29.97,1,1
20477645306,NEGOCIOS E INVERSIONES MACOVIJ E.I.R.L.,93107.26000000001,10.162,5,2
20604386145,,92940.8,67.316,3,2
20614925541,,92800.0,104.0,2,1
20609591600,,92684.16,7.555599999999999,1,1
20611475447,CENTER TRADING CORPORATION E.I.R.L.,91992.0,50.0,2,1
20605450700,,91929.6,80.64,2,1
20608142500,,91790.4,67.6,3,2
20532668191,NEGOCIACIONES LUMI SOCIEDAD COMERCIAL DE,91773.2,966.584,10,1
20613834606,,90000.0,115.984,5,1
20613897306,,89538.0,17.39968,5,1
20604679380,AGRICOLA DEL SUR PISCO E.I.R.L.,88389.82,68.824,3,2
20600957652,PAITA INGREDIENTS S.A.C.,88365.81,88.36581,3,1
20503250919,MULTISERVICIOS CRUZATT S.R.L.,87838.0,156.0,4,1
20615455149,,86345.2,43.434,2,2
20615277283,MOLINA KP S.A.C.,86136.0,23.1,2,1
20615343014,,86020.0,21.5,1,1
20606880716,COMERCIALIZADORA DEL PERU A SU MESA S.A.,85919.8,25.93,1,1
20524221676,RAIN BRANDS S.A.C.,85864.2,35.502,2,1
20613945416,,85857.12,18.40068,3,2
20107745948,NAKAYAMA DEL PERU S.A.C.,85732.1,4.586,1,1
20609736489,TEC-FRESH FRUIT S.A.C.,85392.0,66.912,3,2
20613606379,,85289.0,21.092821,2,1
20612972801,NAYTANA FRESH S.A.C,84989.04000000001,44.08,2,2
20605664297,AZUMA FOODS KAMPO PERU S.A.C.,84327.01,24.3708,4,5
20606758210,FINCA EL MORITO S.R.L.,83151.0,6.066,1,1
20614332388,,82512.48,44.996,1,1
20612377384,EXPORTACIONESYIMPORTACIONESPERUPACIFICOS,82017.3,820.173,9,1
20613167634,,80974.48,64.926,2,1
20136848047,INMOLAG SA,80526.7,3.252484,5,2
20609990814,LEMONFORTHEWORLDSAC,79830.0,126.72,4,1
20607947423,,79576.02,28.758425,3,2
20600553675,,78849.3,21.015669,7,3
20609550644,,78048.0,19.512,2,1
20602488927,,77957.911,11.04,1,1
20602728383,ZAIMAR FOODS S.A.C.- ZAIFOOD S.A.C.,77220.0,19.5,1,1
20604726418,,77152.0,44.8,2,1
20615525431,,76911.55,10.908,2,2
20518413288,INDUSTRIAS DEL RIO SOCIEDAD ANONIMA CERR,76727.8,31.74,1,2
20615023184,,74994.51000000001,43.824,2,1
20611718579,,74675.2,40.564,2,1
20614079984,,74488.54,6.375,2,1
20614895625,,74029.0,15.0,2,2
20509295663,NUTRY BODY SOCIEDAD ANONIMA CERRADA,73785.0,6.472,2,2
20603781113,,72174.0,16.2,1,1
20525955843,COOPERATIVA AGRARIA ECOLÓGICA Y SOLIDARI,72172.8,20.16,1,1
20573912943,CONSORCIO HUASI ALTO ANDINO S.A.C.,71500.0,18.0,1,1
20613250485,BRAVA FOODS PERU S.A.C,71380.0,5.02023,1,1
20610316515,GRUPO MENDOZA IMPORT E.I.R.L.,71128.5,112.8178,6,1
20555013435,BIO FRUTOS S.A.C.,71126.81999999999,25.005,1,1
20452603137,,70566.0,18.696,1,1
20603248288,AGROINDUSTRIAS LIMATERRA S.A.C. - AGROLI,70170.0,16.2,1,1
20613227289,SULLKATA FARMS S.A.C.,70152.3,18.569,8,1
20154697650,AGRICOLA RIACHUELO S.A.C,70015.06,47.772,2,2
20611644001,COMERCIALIZADORA BMI S.R.L.,69911.0,396.95,10,1
20614522012,KAIZEN INTERNATIONAL BUSINESS S.A.C.,69695.0,19.32,1,1
20547859252,TROPICAL NEW DIMENSION S.A.C.,69625.0,25.844,10,1
20552987421,CORPORACION SELVA DE ORO S.A.C,69325.1,16.184085,1,1
20514834998,HSM FOODS S.A.C.,68388.0,22.0,4,2
20611316900,,68112.0,43.2,2,1
20504187587,ALIMENTOS DE EXPORTACION SOCIEDAD ANONIM,68018.7,17.898,1,1
20608390058,,67360.49799999999,19.65975,2,1
20283058698,FUNDO MI LESLIE S.A.,66816.0,44.544,1,1
20600988833,PERUVIAN PECTEN S.A.C,66725.0,22.0,1,1
20382970404,VALLE FERTIL S.A.C.,66633.70999999999,16.315679999999997,2,1
20610966994,,66501.8,5.3775,1,1
20526080310,COOPERATIVA DE USUARIOS AGRO BANANERA SA,66420.0,78.3648,3,1
20612767531,,66048.0,44.16,1,2
20612135739,,65892.0,18.696,1,1
20606127619,SILPAY 100 TRADING E.I.R.L.,65843.73000000001,8.01,1,1
20609226812,,65801.25,22.991412,7,1
20601391954,AGRICOLA SAN EXPEDITO S.A.C.,65800.0,47.0,2,1
20546656447,A & M LEXA EXPORT S.A.C.,65689.2,9.5256,1,1
20523575865,EMPRESAAGRICOLASANTAMARIAEMPRESAINDIVIDU,65649.6,50.76,3,1
20613144057,,65539.111,29.633191000000004,4,1
20611946377,,64972.8,43.744,2,1
20615009271,,64960.850000000006,45.92,2,1
20610447199,,64926.0,13.668,10,4
20610458239,,63617.002,22.84276,4,1
20519090971,BC SOLUTIONS S.A.C.,63003.89,20.222,1,1
20613903039,,62831.33,12.9205,10,2
20612509787,,62638.2,10.53902,1,1
20614790831,,62398.95,20.230430000000002,1,1
20600861647,AGROEXPORTACIONES LLACTA S.A.C.,62200.0,85.68,4,1
20532936111,IMPORT EXPORT LYVER S.R.L.,62084.4,622.032,10,1
20503572878,AGROHIDRO E.I.R.L.,62010.0,19.124,1,1
20465976561,ALISUR S.A.C.,61820.0,11.24,2,2
20509573574,INVERSIONES GOOD HOPE S.A.C.,61600.0,43.52,2,1
20613818686,,61244.65,48.657,2,1
20610350276,,60738.0,170.44,3,1
20603907176,,60705.0,43.52,2,1
20610201726,COMERCIALIZADORA Y DISTRIBUIDORA OLISUR,60249.5,89.0,5,1
20613204769,AMAZON NUTS FOODS CENTER S.A.C.,60200.0,4.8,1,1
20613623834,,59810.51,22.848,1,1
20606592028,,59740.0,12.0,2,1
20612447391,MULTISERVICIOS RCC PERU E.I.R.L.,59731.05,18.176174,1,1
20509113573,AGRICOLA PAMPA VERDE SOCIEDAD ANONIMA CE,59118.0,14.65,1,6
20600204123,AGROINDUSTRIAS INTIPAMPA S.A.C. - INTIPA,58995.37,3.38,1,1
20605152491,"""MAMA FOODS S.A.C""",58850.0,23.98,1,1
20615374254,,58744.8,76.002,3,1
20510807694,MAPA LOGISTICA INTERNACIONAL SAC,58206.41,21.885694000000004,9,1
20609666154,AYM AGRI FRUITS SOCIEDAD ANONIMA CERRADA,58151.409999999996,67.824,2,1
20601206693,NORBIO PERU S.A.C.,58140.0,18.696,1,1
20545189608,POLAR FRUIT INTERNATIONAL S.A.C.,57809.259999999995,18.696,1,1
20610862170,AGRO EMPAQUES Y SERVICIOS DEL NORTE S.A.,56700.0,75.6,3,1
20603357401,INKA SUPERFOODS S.A.C.,56408.2,28.89,1,1
20603092873,AGRO INDUSTRIAS PUMA REAL S.R.L.,56126.979999999996,2.2244,1,1
20541642201,,56000.0,50.0,2,2
20613808893,VALLE AZUL FARMS S.A.C.,55970.0,4.29516,1,1
20600201884,,54617.6,43.52,2,1
20612664952,,54414.0,13.4955,3,1
20615287751,,54110.0,20.5,1,1
20615872645,,53579.626000000004,20.008331000000002,1,1
20610997806,,53576.5,37.45,2,1
20533960546,AGROCOMERCIALIZADORA FORTALEZA EXPORT S.,53058.7,18.069,1,1
20615146855,,52757.4,22.7144,1,1
20600410092,KAIPI FOODS S.A.C.,52488.0,6.4,3,2
20609962161,JCCF S.A.C.,52161.404,21.706,2,1
20608065777,,51985.101,16.999704,3,1
20611233036,,51799.6,33.88,2,1
20615444121,,51060.0,204.24,3,1
20606926015,,50750.0,20.3,1,1
20600675983,INNVITA FOODS S.A.C.,50730.72,10.0848,1,1
20613347454,COOPERATIVAAGRARIADELVALLEDELENE,50585.992,93.6,2,1
20513998385,INDUFRUT S.A.C.,50290.04,17.658,1,1
20614756901,SCN AGROFRESH PERU S.A.C.,49884.0,13.077279999999998,4,1
20608518674,NEGOCIODORADOEIRL,49618.56,51.072,2,1
20609123908,COOLWAY PERU S.A.C.,49571.88,12.2022,2,2
20167232745,INDUSTRIAS AGRICOLAS SRL,49530.4,10.2144,2,1
20611114428,NEGOCIOS AGRICOLAS SUR NORTE S.A.C.,49500.0,110.0,1,1
20610237780,AGROEXTIENDE PERU S.A.C. B.I.C.,49038.39,6.48,1,3
20606449659,,48920.0,49.92,2,1
20600643445,AGROPROCESOS CADIZA EXPORT S.A.C.,48710.0,49.1,2,1
20553266573,EARTHFRUCTIFERA S.A.C.,48688.96,21.312,1,1
20476754136,RASIL SRL,48504.91,6.711991,2,2
20606927755,,48480.0,50.56,2,1
20305948277,APIMAS S.A.C.,48400.0,6.66,1,1
20614606895,AB GLOBAL CONSULTING S.A.C.,48248.51,5.868,5,3
20613888641,,48098.0,19.975,1,1
20608572849,,48084.490000000005,17.578858,2,1
20612213101,AGROBEL EXPORT S.A.C.,47969.85,42.668,2,2
20505964862,CALLIZO AROMAS SOCIEDAD ANONIMA CERRADA,47457.685999999994,12.667549999999999,2,3
20607561398,,47345.2,57.86,4,1
20362054665,AGRO INDUSTRIAL SAN PEDRO S.A.C.,47335.0,12.192,1,1
20610365605,AGROEXPORTACIONES SMR S.A.C.,47089.07000000001,23.256,2,2
20251357413,E & M S.R.L.,46962.586,21.664057,3,1
20604176981,,46654.1,15.62867,2,1
20603492979,OLIVOS BELLATERRA S.A.C.,46360.8,33.84,2,1
20501962598,AGROCONDOR S.R.L.,46248.4,9.16,2,2
20108236842,TENMINSTE S.A.C.,46200.0,15.0,1,1
20610376488,INCA INVEST PERU S.A.C.,45984.21,10.1045,9,3
20506483205,CPX PERU S.A.C.,45958.6,4.77,2,1
20615219305,,45600.0,23.94,1,1
20473558859,ACUIFERO CASMA S.A.,45586.56,35.672,3,1
20603148879,HAMILLTON FARM PERU S.A.C.,45184.020000000004,26.792,2,1
20604117233,SURTIDORA DEL PACIFICO S.A.C.,45120.58,16.40558,1,1
20553040338,J & C MISKY FOODS S.A.C.,43463.262,14.03116,1,1
20601788064,INVERSIONES ORPOL S.A.C.,43056.0,66.24,1,1
20613018043,,43004.41,21.152,1,1
