ruc,razon_social,fob,tn,semanas,lineas,rubro,pct,pct_acum,distrito,provincia,dep,fob_anual
20257364357,MOLINOS & CIA S.A.,939375382.428,2521975.002,212,1111,Fertilizantes,17.005896023133353,17.005896023133353,ATE,LIMA,LIMA,198567154.0091707
20601647649,EQUILIBRA PERU S.A,467561937.824,955166.1446,234,1394,Fertilizantes,8.46446463016517,25.47036065329852,SANTIAGO DE SURCO,LIMA,LIMA,98834230.75954472
20524269440,MACROSOURCE PERÚ SOCIEDAD COMERCIAL DE R,374372560.239,1003754.652,176,1042,Fertilizantes,6.777419285656697,32.24777993895522,SAN ISIDRO,LIMA,LIMA,79135663.13995123
20131016639,ORICA MINING SERVICES PERU S.A.,333282287.515,820347.48,63,99,Fertilizantes,6.033545304522114,38.28132524347733,SAN ISIDRO,LIMA,LIMA,70449914.43406503
20100094135,EXSA S A,327969028.604,588689.658,117,273,Fertilizantes,5.937357209459512,44.21868245293685,SAN ISIDRO,LIMA,LIMA,69326786.53417885
20483919159,CERES PERU SOCIEDAD ANONIMA,278445174.596,666017.497,123,512,Fertilizantes,5.0408066635552125,49.25948911649206,,,,58858329.589398384
20330791501,QUIMPAC S.A.,168340972.24,886339.16,22,22,Fertilizantes,3.047545341189565,52.30703445768163,CALLAO,CALLAO,CALLAO,35584270.554796755
20602237525,INKA AGRI-RESOURCES S.A.C.,163934288.319,402063.35515,124,495,Fertilizantes,2.9677693432560845,55.27480380093772,SANTIAGO DE SURCO,LIMA,LIMA,34652776.392634146
20307150981,TECNOLOGIA QUIMICA Y COMERCIO S.A.,148242240.951,10325.213127,225,1741,Proteccion de cultivos,2.683689803891803,57.95849360482952,ATE,LIMA,LIMA,31335758.249804877
20100096341,BAYER S.A.,134711995.394,10978.728182,225,2117,Proteccion de cultivos,2.4387462452102024,60.397239850039725,SAN ISIDRO,LIMA,LIMA,28475706.343447153
20100141583,FARMEX S A,90379583.893,7802.413112000001,222,1311,Proteccion de cultivos,1.6361785022785829,62.03341835231831,SAN ISIDRO,LIMA,LIMA,19104627.489577238
20506453047,CHEMTRADE S.A.C.,84940579.031,274441.4,54,76,Fertilizantes,1.5377139769325845,63.571132329250894,MAGDALENA DEL MAR,LIMA,LIMA,17954919.144764226
20516596946,ADAMA AGRICULTURE PERU S.A.,84449319.236,9461.749452,193,1343,Proteccion de cultivos,1.5288205003199415,65.09995282957084,SANTIAGO DE SURCO,LIMA,LIMA,17851075.61086179
20191503482,SILVESTRE PERU S.A.C.,83387163.458,18870.555959,235,2730,Proteccion de cultivos,1.5095918606739342,66.60954469024477,MIRAFLORES,LIMA,LIMA,17626554.877300814
20101637221,HORTUS S A,74472488.3,18176.072535,232,1655,Proteccion de cultivos,1.348205857109403,67.95775054735418,ATE,LIMA,LIMA,15742151.998373983
20100112214,FAMESA EXPLOSIVOS S.A.C.,74193881.004,179274.3105,150,864,Fertilizantes,1.3431621154958897,69.30091266285007,PUENTE PIEDRA,LIMA,LIMA,15683259.399219511
20392664310,SQM COMERCIAL PERÚ S.A.C.,71748781.929,149506.78404,139,357,Fertilizantes,1.2988974887944371,70.5998101516445,SANTIAGO DE SURCO,LIMA,LIMA,15166409.188243905
20509089923,NEOAGRUM S.A.C.,67412814.988,17959.389687,217,2013,Proteccion de cultivos,1.2204017092182236,71.82021186086273,LURIGANCHO,LIMA,LIMA,14249863.330796748
20100257298,ARIS INDUSTRIAL S.A.,58149473.634,7008.469115,166,528,Proteccion de cultivos,1.0527036591737948,72.87291552003653,LIMA,LIMA,LIMA,12291758.654341465
20100006376,BASF PERUANA S A,56973620.994,7928.080488,202,1197,Proteccion de cultivos,1.0314167188212786,73.9043322388578,SAN ISIDRO,LIMA,LIMA,12043204.437756097
20508704217,AGRO KLINGE SOCIEDAD ANONIMA- AGRO KLING,53943776.656,7717.074003000001,138,786,Proteccion de cultivos,0.976566209917021,74.88089844877483,SANTIAGO DE SURCO,LIMA,LIMA,11402749.53704065
20100180210,FARMAGRO S A,48780839.064,10419.703571,219,1168,Proteccion de cultivos,0.8830994430569602,75.76399789183179,SAN ANTONIO,HUAROCHIRI,LIMA,10311396.875317074
20100193117,YARA PERU S.R.L.,46985549.464,92933.92094,149,433,Fertilizantes,0.8505985825488844,76.61459647438068,SANTIAGO DE SURCO,LIMA,LIMA,9931904.764747968
20262786511,DROKASA PERU S.A.,46528853.175,9541.524757,202,1247,Proteccion de cultivos,0.8423308231949925,77.45692729757567,MAGDALENA DEL MAR,LIMA,LIMA,9835367.337804878
20514184331,INTEROC SOCIEDAD ANONIMA,41713928.242,7382.715867,201,1199,Proteccion de cultivos,0.7551642715677294,78.21209156914341,MAGDALENA DEL MAR,LIMA,LIMA,8817578.327577235
20502344367,POINT ANDINA S.A.,40532228.646,3496.593177,160,836,Proteccion de cultivos,0.7337714813838808,78.9458630505273,SANTIAGO DE SURCO,LIMA,LIMA,8567788.16907317
20600174020,"SUMMIT AGRO SOUTH AMERICA SPA, SUCURSAL",35429006.858,5489.963687999999,138,321,Proteccion de cultivos,0.6413857741010222,79.58724882462832,SAN ISIDRO,LIMA,LIMA,7489058.360227643
20101077099,MANUCHAR PERU S.A.C.,32716711.874,53030.336061,99,209,Fertilizantes,0.5922839907833125,80.17953281541163,SAN ISIDRO,LIMA,LIMA,6915727.713203252
20391043851,ASOCIACION DE PRODUCTORES DE CITRICOS DE,26148756.354,5514.424069,132,941,Proteccion de cultivos,0.4733816108114319,80.65291442622306,LA VICTORIA,LIMA,LIMA,5527379.391902438
20100182263,MONTANA S A,24598958.06,2901.333633,189,643,Proteccion de cultivos,0.4453249796311769,81.09823940585424,LA MOLINA,LIMA,LIMA,5199779.752520325
20535703214,AVGUST PERU S.A.C.,23163918.375,4198.734407,171,940,Proteccion de cultivos,0.4193458703968016,81.51758527625104,SANTIAGO DE SURCO,LIMA,LIMA,4896438.030487805
20498412727,AGP SOCIEDAD ANONIMA CERRADA,22719743.285,4247.763039,163,1242,Semillas,0.4113047874198535,81.92889006367089,SANTIAGO DE SURCO,LIMA,LIMA,4802547.361056911
20603105894,SOLANDINA PERU SOCIEDAD ANONIMA CERRADA,21585576.238,3906.61844,124,1171,Proteccion de cultivos,0.3907724983744521,82.31966256204534,SANTIAGO DE SURCO,LIMA,LIMA,4562804.733235773
20512122311,FERTILIZANTES DEL SUR SOCIEDAD ANONIMA C,21215955.598,37397.357,117,212,Fertilizantes,0.3840811050407272,82.70374366708606,CALLAO,CALLAO,CALLAO,4484673.541040651
20513481927,SOLUCIONES TECNICAS DEL AGRO S.A.C.,20354638.399,13770.77432,127,349,Proteccion de cultivos,0.3684883281773702,83.07223199526342,LIMA,LIMA,LIMA,4302606.490845528
20100316138,SERVICIOS Y FORMULACIONES INDUSTRIALES S,19133030.645,2573.705943,174,611,Fertilizantes,0.3463730643178025,83.41860505958122,SAN ISIDRO,LIMA,LIMA,4044380.4615447153
20523618939,CAPEAGRO S.A.C.,17596662.421,1208.6744109999995,72,369,Proteccion de cultivos,0.3185595631772267,83.73716462275846,MIRAFLORES,LIMA,LIMA,3719619.6987479674
20601198925,PRODUCTOS SUPERIORES PARA UVA S.A.C.,17402543.255,3917.1319,105,613,Proteccion de cultivos,0.3150453446711372,84.05220996742959,MAGDALENA DEL MAR,LIMA,LIMA,3678586.379105691
20459424734,ALABAMA S.A.,17360282.843,566.316302,153,812,Semillas,0.314280287181011,84.3664902546106,CALLAO,CALLAO,CALLAO,3669653.2838861784
20554708049,CROP BUSINESS S.A.C.,16948642.794,2877.5311,118,556,Proteccion de cultivos,0.3068281993328519,84.67331845394345,LA MOLINA,LIMA,LIMA,3582639.940195122
20530897983,PERU PRODUCTOS AGRICOLAS SAC,16899199.101,4936.019227,114,593,Proteccion de cultivos,0.305933099974399,84.97925155391785,SAN LUIS,LIMA,LIMA,3572188.4278536583
20464265504,FERROSALT S.A.,16483906.145,24101.478,60,92,Fertilizantes,0.2984148820596166,85.27766643597747,LURIN,LIMA,LIMA,3484402.9249593494
20603903359,SILVESTRE INTERNATIONAL COMPANY S.A.C.,16178955.372,2178.178581,128,818,Proteccion de cultivos,0.2928942337279476,85.57056066970542,LA MOLINA,LIMA,LIMA,3419941.785951219
20507141791,DISAN PERU S.A,14424616.457,20206.087561,135,316,Fertilizantes,0.2611347201874559,85.83169538989287,LURIGANCHO,LIMA,LIMA,3049105.9177398374
20170040938,DANPER TRUJILLO S.A.C.,14305708.404,3659.591266,55,206,Proteccion de cultivos,0.2589820791629438,86.09067746905582,MOCHE,TRUJILLO,LA LIBERTAD,3023970.8821463413
20337935029,INDUSTRIA TECNOLOGICA AGRICOLA DEL PERU,12971264.182,2591.5024900000003,133,432,Proteccion de cultivos,0.2348240906606824,86.3255015597165,LA MOLINA,LIMA,LIMA,2741893.2417235775
20520757423,CYTOPERU SOCIEDAD ANONIMA CERRADA,12692094.007,2146.326025,112,281,Proteccion de cultivos,0.2297701590188514,86.55527171873536,SANTIAGO DE SURCO,LIMA,LIMA,2682881.66001626
20612768928,COMPAÑIA INDUSTRIAL DE FERTILIZANTES S.A,12337500.0,28725.0,9,16,Fertilizantes,0.2233507989565492,86.7786225176919,CASA GRANDE,ASCOPE,LA LIBERTAD,2607926.8292682925
20386825042,S.C. JOHNSON & SON DEL PERU S.A.,11948075.009,3817.720735,181,1004,Proteccion de cultivos,0.2163008793720711,86.99492339706397,SAN ISIDRO,LIMA,LIMA,2525609.3514959347
20549455078,NEXXT SAC,11843232.532,1858.13877,60,456,Proteccion de cultivos,0.2144028732117848,87.20932627027575,SAN LUIS,LIMA,LIMA,2503447.527089431
20502647009,AGRONEGOCIOS GENESIS S.A.C.,11748053.915,613.765745,46,179,Semillas,0.2126798158540924,87.42200608612984,LA MOLINA,LIMA,LIMA,2483328.4698373983
20504024289,NATURAGRO S.A,11189182.937,2259.716008,102,251,Fertilizantes,0.2025623463951317,87.62456843252497,SAN BORJA,LIMA,LIMA,2365193.141154472
20251357413,E & M S.R.L.,11049235.438,19834.757698,53,81,Fertilizantes,0.2000288196908868,87.82459725221585,SANTIAGO DE SURCO,LIMA,LIMA,2335610.74299187
20513013826,TALEX PERU SOCIEDAD ANONIMA CERRADA,10330231.758,3798.5819,103,202,Proteccion de cultivos,0.1870124025576995,88.01160965477355,ATE,LIMA,LIMA,2183626.2252682927
20518798481,PROVEEDORES DIRECTOS S.A.,9776437.23,8542.980677000001,106,212,Proteccion de cultivos,0.1769868341454146,88.18859648891896,CALLERIA,CORONEL PORTILLO,UCAYALI,2066563.9673170734
20503243971,ORGANIC VEGETABLES S.A.C.,9563841.021,49.552996,55,591,Semillas,0.1731381181871342,88.3617346071061,LURIN,LIMA,LIMA,2021624.9312682927
20513272848,AGRITOP S.A.C.,9155533.466,1216.8043160000002,123,253,Proteccion de cultivos,0.1657463598382592,88.52748096694437,CHORRILLOS,LIMA,LIMA,1935316.0172032518
20511712174,SEMILLAS AGRARIAS S.A.C.,8848837.974,28.216662,53,263,Semillas,0.160194126146298,88.68767509309066,LA VICTORIA,LIMA,LIMA,1870486.075804878
20544011759,SURAGRA S.A.C.,8827056.261,2275.7427350000003,96,401,Proteccion de cultivos,0.1597998029040534,88.84747489599471,SAN ISIDRO,LIMA,LIMA,1865881.8112682928
20268784625,PROCAMPO SA,8717848.835,947.541695,68,187,Proteccion de cultivos,0.1578227762901456,89.00529767228485,ATE,LIMA,LIMA,1842797.3147154474
20503496161,PHARTEC S.A.C.,8501547.749,1669.892671,119,221,Proteccion de cultivos,0.1539069894311167,89.15920466171598,SANTIAGO DE SURCO,LIMA,LIMA,1797075.133934959
20537559927,OSKU PERU SOCIEDAD ANONIMA CERRADA - OSK,8329901.628,1599.88579,79,323,Proteccion de cultivos,0.1507996096326856,89.31000427134866,SANTIAGO DE SURCO,LIMA,LIMA,1760792.2140487805
20547999691,AGROLMOS SOCIEDAD ANONIMA - AGROLMOS S.A,8251890.5,25913.0,6,19,Fertilizantes,0.1493873423365315,89.4593916136852,CASA GRANDE,ASCOPE,LA LIBERTAD,1744302.056910569
20459277332,QUIAGRAL S.A.C.,8102568.401,9541.085484,72,104,Fertilizantes,0.1466841034215553,89.60607571710675,SANTIAGO DE SURCO,LIMA,LIMA,1712738.0359837397
20196722808,STOLLER PERU S.A.,8057225.189999999,887.971259,45,117,Proteccion de cultivos,0.1458632367626613,89.75193895386941,BARRANCO,LIMA,LIMA,1703153.2921951218
20601901138,AGROFRESH COMERCIAL PERU S.A.C.,8006150.771000001,1536.21674,65,186,Proteccion de cultivos,0.1449386157057298,89.89687756957514,SAN ISIDRO,LIMA,LIMA,1692357.0735447155
20511686238,HORTISEMILLAS S.A.C.,7143897.357,35.44936799999999,62,792,Semillas,0.1293288901600429,90.02620645973518,SANTIAGO DE SURCO,LIMA,LIMA,1510092.1242439025
20108772884,COMERCIAL ANDINA INDUSTRIAL S.A.C,6992648.56,1401.861643,98,250,Proteccion de cultivos,0.1265907714446495,90.15279723117985,MIRAFLORES,LIMA,LIMA,1478120.8338211381
20414251561,PROGRAMA DE DESARROLLO DE SANIDAD AGROPE,6824269.5,1376.3202719999997,27,124,Proteccion de cultivos,0.1235425365851923,90.27633976776502,LA MOLINA,LIMA,LIMA,1442528.512195122
20536466119,AGRIPAC PERU S.A.C.,6498371.989,4796.782832000001,104,483,Proteccion de cultivos,0.11764268090456,90.3939824486696,SAN ISIDRO,LIMA,LIMA,1373639.6074308944
20110200201,QUIMTIA S.A.,6460019.227,3636.676395,122,327,Proteccion de cultivos,0.116948365197578,90.51093081386716,LURIN,LIMA,LIMA,1365532.519528455
20603666322,SANIVEG PERU S.A.C.,6382803.283,1388.62883,62,295,Proteccion de cultivos,0.1155504934419886,90.62648130730916,PUENTE PIEDRA,LIMA,LIMA,1349210.4500650405
20510274009,ECOLAB PERU HOLDINGS S.R.L.,6322122.161,2113.110038,191,785,Proteccion de cultivos,0.114451958318967,90.74093326562812,SAN ISIDRO,LIMA,LIMA,1336383.5462276423
20606926465,NGC AGROSCIENCES PERU SOCIEDAD ANONIMA C,6210003.688,614.31885,26,238,Proteccion de cultivos,0.1124222318328605,90.85335549746098,MAGDALENA DEL MAR,LIMA,LIMA,1312683.706406504
20610784314,AMINOCHEM PERU S.A.C.,6022466.439,5434.034300000001,61,146,Fertilizantes,0.1090271684571147,90.9623826659181,SANTIAGO DE SURCO,LIMA,LIMA,1273041.686292683
20506885851,BIOTECNIA DAYMSA DE PERU S.A.C.,5689787.802,1289.9592799999998,45,178,Fertilizantes,0.10300455128429,91.0653872172024,LIMA,LIMA,LIMA,1202719.3727804879
20602674127,GAT PERU S.A.C.,5679877.99,8760.049,39,72,Fertilizantes,0.1028251499122365,91.16821236711462,MIRAFLORES,LIMA,LIMA,1200624.615772358
20100331285,ILENDER PERU S.A,5679214.761,621.1904639999999,48,90,Proteccion de cultivos,0.1028131432069039,91.27102551032152,SAN ISIDRO,LIMA,LIMA,1200484.4210243903
No Disponib,No Disponible - Ley  29733,5668258.015,6528.950775,135,482,Fertilizantes,0.1026147887612655,91.3736402990828,,,,1198168.360894309
20104860762,AUTOSERVICIO SAN ISIDRO S.A,5541908.892,399.191556,24,56,Proteccion de cultivos,0.1003274390089243,91.47396773809172,ICA,ICA,ICA,1171460.416195122
20521293463,LABORATORIOS VETERINARIOS GAMMAVET S.A.C,5415191.848,973.5342920000002,50,90,Proteccion de cultivos,0.0980334286325262,91.57200116672423,SANTIAGO DE SURCO,LIMA,LIMA,1144674.6995772358
20611391341,GALLO BRAND S.A.C.,5353776.4,2367.58,23,61,Proteccion de cultivos,0.0969215997061574,91.6689227664304,LA VICTORIA,LIMA,LIMA,1131692.5723577235
20453665969,AGRO QUIMICA SILVA S.A.C.,5335969.22,539.7504799999999,22,110,Proteccion de cultivos,0.0965992290573093,91.76552199548772,LOS OLIVOS,LIMA,LIMA,1127928.4530081302
20273155938,MOLINERA INDUSTRIAL PERUANA S.A.C.,5121692.0,11285.68,46,109,Fertilizantes,0.0927200810706679,91.85824207655838,CERRO COLORADO,AREQUIPA,AREQUIPA,1082634.081300813
20602270441,AGREVO PERUANA S.A.C.,5110922.274,893.25896,60,193,Proteccion de cultivos,0.0925251123244355,91.95076718888282,LA MOLINA,LIMA,LIMA,1080357.5538536587
20515946498,GLOBAL ORGANICS PERU SAC,5104267.338,1015.781792,32,75,Proteccion de cultivos,0.0924046353013267,92.04317182418414,MIRAFLORES,LIMA,LIMA,1078950.8194146343
20546447449,TQC SEMILLAS SOCIEDAD ANONIMA CERRADA,5038330.671,6.276039999999999,38,116,Semillas,0.0912109569017334,92.13438278108588,ATE,LIMA,LIMA,1065012.9873658535
20601783267,INRO REPRESENTACIONES SOCIEDAD ANONIMA C,4852448.757,420.173653,89,156,Proteccion de cultivos,0.0878458607312392,92.22222864181713,CHORRILLOS,LIMA,LIMA,1025720.8754634147
20610852743,AG TEN E.I.R.L.,4820138.94,581.13511,46,86,Proteccion de cultivos,0.0872609429244639,92.30948958474156,PIURA,PIURA,PIURA,1018891.1580487806
20610063587,COMPO EXPERT PERU S.R.L,4779951.222,4362.1167000000005,79,141,Fertilizantes,0.0865334082599419,92.39602299300152,SANTIAGO DE SURCO,LIMA,LIMA,1010396.1932682926
20610622616,PRO HOME PRODUCTS E.I.R.L.,4703070.22,3189.34128,22,59,Proteccion de cultivos,0.0851416000961097,92.48116459309762,LIMA,LIMA,LIMA,994144.9245528454
20538140776,FINKA S.A.C,4557409.065,1815.464427,45,127,Fertilizantes,0.0825046367448486,92.56366922984246,SANTIAGO DE SURCO,LIMA,LIMA,963354.7617073172
20613317661,GENAGRO S.A.,4519494.625,877.2118,47,114,Proteccion de cultivos,0.0818182561599659,92.64548748600242,LA MOLINA,LIMA,LIMA,955340.3272357724
20372983796,KEYPERU S.A.,4396409.0,6.694832999999997,32,46,Semillas,0.0795899868441551,92.72507747284658,MIRAFLORES,LIMA,LIMA,929322.2276422766
20134294303,MAXAM PERU S.A.C.,4355692.13,8091.65,20,21,Fertilizantes,0.0788528727249648,92.80393034557154,MIRAFLORES,LIMA,LIMA,920715.4095934958
20562838971,FUTURECO BIOSCIENCE PERU S.A.C.,4341460.646,564.355747,37,242,Fertilizantes,0.0785952343604876,92.88252557993204,LA VICTORIA,LIMA,LIMA,917707.1284227641
20600039424,PERU FERTIL E.I.R.L.,4301103.84,1038.236762,51,225,Proteccion de cultivos,0.0778646386268759,92.96039021855891,LOS OLIVOS,LIMA,LIMA,909176.4214634146
20523787293,ATLANTICA AGRICOLA PERU S.A.C.,4238165.74,565.093447,56,128,Fertilizantes,0.0767252445097689,93.03711546306867,SUBTANJALLA,ICA,ICA,895872.4328455285
20421278769,FERTILIZACION TECNICA S.A.,4058003.755,900.101757,65,210,Fertilizantes,0.0734636985489707,93.11057916161766,LA VICTORIA,LIMA,LIMA,857789.4116260161
20546891012,BOZELT S.A.C,4048022.925,79.64571099999999,50,1479,Semillas,0.0732830115090721,93.18386217312674,LURIN,LIMA,LIMA,855679.6426829267
20477464263,NOVAGRO-AG S.A.C.,3996197.628,739.91132,47,135,Proteccion de cultivos,0.0723447970011806,93.25620697012792,LA ESPERANZA,TRUJILLO,LA LIBERTAD,844724.7018536585
20511906530,SEMILLAS DEL MUNDO S.A.C.,3946194.147,2.911628,62,152,Semillas,0.0714395635720452,93.32764653369996,BARRANCO,LIMA,LIMA,834154.8603414634
20373860736,VIRU S.A.,3895707.056,43.176163,20,48,Semillas,0.0705255751536588,93.3981721088536,VIRU,VIRU,LA LIBERTAD,823482.7923252033
20211040352,QUIMICOS GOICOCHEA S.A.C.,3873277.466,2878.402,47,84,Proteccion de cultivos,0.0701195231296047,93.46829163198322,ATE,LIMA,LIMA,818741.5781788619
20522145131,TATTERSALL PERU S.A,3735482.637,718.8844349999999,52,154,Fertilizantes,0.0676249670891401,93.53591659907237,ATE,LIMA,LIMA,789614.2159512196
20602822533,HORTIFRUT - PERÚ S.A.C.,3530501.029,1598.29025,56,83,Fertilizantes,0.0639141013612214,93.5998307004336,SALAVERRY,TRUJILLO,LA LIBERTAD,746284.7703577236
20608465571,H. TORRES LA JARA Y ASOCIADOS SOCIEDAD C,3515813.838,491.99,17,17,Semillas,0.0636482131468929,93.66347891358048,MIRAFLORES,LIMA,LIMA,743180.1608780487
20606232021,KALIPTRA LIFE S.A.C.,3494851.188,451.630419,43,184,Proteccion de cultivos,0.063268717736498,93.72674763131695,LINCE,LIMA,LIMA,738749.0316097562
20608450727,BIODEX PERU LAB SOCIEDAD ANÓNIMA CERRADA,3429819.133,452.507598,23,72,Fertilizantes,0.0620914158972246,93.7888390472142,SAN BORJA,LIMA,LIMA,725002.4183577235
20131373075,SERVICIO NACIONAL DE SANIDAD AGRARIA,3423472.585,684.534897,10,79,Proteccion de cultivos,0.061976521747971,93.85081556896216,LA MOLINA,LIMA,LIMA,723660.8716260162
20601229006,OCHO SUR U S.A.C.,3304493.48,4151.76,7,12,Fertilizantes,0.0598225944400978,93.91063816340224,CALLERIA,CORONEL PORTILLO,UCAYALI,698510.8169105691
20610564004,PROINECO PERU SOCIEDAD ANONIMA CERRADA -,3289561.141,4660.636259,54,332,Fertilizantes,0.0595522682114502,93.9701904316137,MIRAFLORES,LIMA,LIMA,695354.3875284552
20106109401,SAN ISIDRO REPRESENTACIONES S A,3262377.324,25.688613000000004,11,28,Semillas,0.0590601484752282,94.02925058008891,ICA,ICA,ICA,689608.2148292683
20603646275,ONE CHEMICAL COMPANY S.A.C.,3257053.407,693.63182,32,159,Proteccion de cultivos,0.0589637674324296,94.08821434752136,COMAS,LIMA,LIMA,688482.834
20517933318,VIVEROS GENESIS SAC,3137199.751,65.873643,29,86,Semillas,0.0567940077707912,94.14500835529216,LA MOLINA,LIMA,LIMA,663147.9148455285
20606666111,DEMETRA GROUP S.A.C.,3112603.53,374.99474,53,167,Proteccion de cultivos,0.0563487323412745,94.20135708763344,CALLAO,CALLAO,CALLAO,657948.7136585366
20609421763,COPEFERT SOCIEDAD ANONIMA CERRADA,3086042.0,8300.0,60,111,Fertilizantes,0.0558678781206457,94.25722496575408,SAN MIGUEL,LIMA,LIMA,652334.081300813
20600574443,ECO NEOAGROX S.A.C.,3070648.032,861.684713,110,424,Fertilizantes,0.0555891948337633,94.31281416058783,SAN ISIDRO,LIMA,LIMA,649080.0718048781
20601596301,TRICAL PERU S.A.C.,2997675.38,498.3114089999999,20,35,Proteccion de cultivos,0.0542681411254611,94.3670823017133,BELLAVISTA,CALLAO,CALLAO,633654.9583739837
20339899895,MARUPLAST INTERNACIONAL E.I.R.LTDA,2997355.282,473.4911670000001,42,101,Proteccion de cultivos,0.0542623462606956,94.421344647974,SANTIAGO DE SURCO,LIMA,LIMA,633587.2953821138
20544196279,NUTRITEC COMPANI S.A.C.,2954735.718,1449.830286,36,197,Proteccion de cultivos,0.0534907868952991,94.47483543486928,ATE,LIMA,LIMA,624578.2818536585
20461642706,AGRICOLA CERRO PRIETO S.A.,2918078.288,2719.041,20,156,Fertilizantes,0.0528271624755873,94.52766259734489,SAN ISIDRO,LIMA,LIMA,616829.5568130082
20125585036,SEMILLERIA MANRIQUE S.R.L.,2855101.153,336.43069,50,693,Semillas,0.0516870616919404,94.5793496590368,LA VICTORIA,LIMA,LIMA,603517.3168943089
20100351804,COLCA DEL PERU S A,2850460.39,435.1175,13,77,Proteccion de cultivos,0.0516030480648832,94.63095270710168,ATE,LIMA,LIMA,602536.3426016261
20100073723,CORPORACION PERUANA DE PRODUCTOS QUIMICO,2785427.22,1428.018288,74,237,Proteccion de cultivos,0.0504257260403096,94.681378433142,EL AGUSTINO,LIMA,LIMA,588789.4936585367
20429240752,ASOCIACION DE PRODUCTORES Y EXPORTADORES,2765957.196,290.06726999999995,20,137,Proteccion de cultivos,0.0500732522477176,94.73145168538971,LA VICTORIA,LIMA,LIMA,584673.8788292683
20609199718,HELIOPOTASSE LATAM SOCIEDAD ANONIMA CERR,2743031.82,3425.2,34,40,Fertilizantes,0.049658224807314,94.78110991019705,MIRAFLORES,LIMA,LIMA,579827.8643902439
20106522783,INVERSIONES VETERINARIAS S.A.,2733338.307,302.116515,90,313,Proteccion de cultivos,0.0494827391843559,94.8305926493814,SANTIAGO DE SURCO,LIMA,LIMA,577778.8291219512
20100312736,MERCANTIL S A,2631940.49,1476.69069,103,271,Proteccion de cultivos,0.0476470931102404,94.87823974249164,SANTIAGO DE SURCO,LIMA,LIMA,556345.1442276423
20120966741,RIVERA DISTRIBUCIONES E.I.R.L,2629838.57,425.4404,28,61,Semillas,0.0476090411944274,94.92584878368606,AREQUIPA,AREQUIPA,AREQUIPA,555900.8359349594
20100148081,INTERNATIONAL COMMERCE COMPANY S.A.C.,2611704.016,352.1324,35,76,Proteccion de cultivos,0.0472807439604156,94.97312952764648,MIRAFLORES,LIMA,LIMA,552067.5155772357
20397680038,GREEN PERU S.A,2574986.505,840.32127,16,34,Proteccion de cultivos,0.0466160318698344,95.01974555951632,SALAVERRY,TRUJILLO,LA LIBERTAD,544306.0904878048
20524574161,BIOGROW PERU S.A.C.,2558420.454,655.7634,43,177,Fertilizantes,0.0463161298859312,95.06606168940225,SANTIAGO DE SURCO,LIMA,LIMA,540804.3236097561
20264846855,CLOROX PERU S.A.,2554344.812,1930.358151,91,243,Proteccion de cultivos,0.0462423468750327,95.11230403627728,SAN ISIDRO,LIMA,LIMA,539942.8057886178
20607923303,WÖHLER CORPORATION S.A.C.,2539550.155,5052.834876,26,46,Fertilizantes,0.0459745131598361,95.15827854943711,LA VICTORIA,LIMA,LIMA,536815.4799186991
20554556192,AGROVISION PERU S.A.C.,2522572.551,4209.260077999999,17,72,Fertilizantes,0.0456671606639684,95.20394571010108,SAN ISIDRO,LIMA,LIMA,533226.7180975609
20611548355,QUIMAS PERU SOCIEDAD ANONIMA CERRADA,2503379.821,471.18302,20,74,Proteccion de cultivos,0.0453197068378563,95.24926541693894,BREÑA,LIMA,LIMA,529169.7182601626
20606302968,AGROBIOSOLUTION PERU S.A.C.,2467662.504,533.1846400000001,69,168,Proteccion de cultivos,0.0446731016675597,95.2939385186065,VICTOR LARCO HERRERA,TRUJILLO,LA LIBERTAD,521619.716292683
20555978805,COCK BRAND S.A.C.,2397609.95,1834.1316850000003,17,35,Proteccion de cultivos,0.043404911685404,95.3373434302919,LIMA,LIMA,LIMA,506811.8593495936
20608770985,PHYTOMA LATAM S.A.C.,2306327.528,2631.239222,30,96,Fertilizantes,0.0417523887363147,95.3790958190282,PIURA,PIURA,PIURA,487516.3880325203
20610799869,VIRU S.A.,2281803.898,29.062883,11,23,Semillas,0.0413084274513044,95.4204042464795,VIRU,VIRU,LA LIBERTAD,482332.5312845528
20611385685,COCK BRAND ENTERPRISE S.A.C.,2266583.2800000003,1902.140955,13,22,Proteccion de cultivos,0.0410328823902375,95.46143712886976,LA VICTORIA,LIMA,LIMA,479115.1648780488
20325117835,SOCIEDAD AGRICOLA DROKASA S.A.,2229042.47,40.8772,8,16,Semillas,0.0403532657817693,95.50179039465152,SANTIAGO,ICA,ICA,471179.70910569106
20512100261,BIOQUIMICA AGRICOLA DEL PERU S.A.C.,2227250.57,382.07380000000006,36,105,Proteccion de cultivos,0.0403208262845738,95.54211122093608,SAN MIGUEL,LIMA,LIMA,470800.93349593494
20100311331,PISAPIG'S S A,2178760.989,382.355715,60,154,Proteccion de cultivos,0.0394429996051478,95.58155422054124,SANTIAGO DE SURCO,LIMA,LIMA,460551.1033658537
20127508543,IMPORTACIONES  SIU S.R.LTDA,2169746.722,2475.7612030000005,43,47,Proteccion de cultivos,0.0392798106498118,95.62083403119104,LIMA,LIMA,LIMA,458645.6485528456
