ruc,razon_social,fob,tn,semanas,lineas,rubro,pct,pct_acum,distrito,provincia,dep,fob_anual
20612945005,AGRO FOLIARES Y FORMULACIONES OASIS GROU,70168.568,20.976,1,4,Fertilizantes,0.0012702902309574,99.79518796312357,HUARAL,HUARAL,LIMA,14832.380227642276
20603261918,BIORK E.I.R.L.,67947.928,5.814,1,12,Fertilizantes,0.0012300890785201,99.79641805220209,CASTILLA,PIURA,PIURA,14362.976650406505
20610229833,CERES AGRO S.A.C.,67460.0,20.93,3,3,Fertilizantes,0.0012212559187524,99.79763930812084,SAN ISIDRO,LIMA,LIMA,14259.837398373984
20467675436,OPTICAS GMO PERU S.A.C,66190.0,3.313568,5,5,Proteccion de cultivos,0.0011982645903087,99.79883757271116,SAN ISIDRO,LIMA,LIMA,13991.382113821139
20600044991,GROUP SISIS LABORATORY S.R.L.,64997.77,0.432367,13,22,Proteccion de cultivos,0.0011766811639225,99.80001425387508,SAN JUAN DE LURIGANCHO,LIMA,LIMA,13739.36601626016
20604115079,SEMILLAS & GENETICA SOCIEDAD ANONIMA CER,64957.78999999999,9.9,1,3,Fertilizantes,0.0011759573896617,99.80119021126474,PIMENTEL,CHICLAYO,LAMBAYEQUE,13730.914959349591
20523020561,HUERTO GENESIS S.A.C.,64869.43,8.203,2,5,Semillas,0.0011743577725111,99.80236456903724,LA MOLINA,LIMA,LIMA,13712.237235772358
20603536615,FERRETOOLS PERU INGENIEROS & ASOCIADOS S,64451.948,19.2132,2,48,Fertilizantes,0.0011667999254391,99.8035313689627,LIMA,LIMA,LIMA,13623.98900813008
20385521805,FLORISERT S.A.C.,64344.043,4.920985,13,19,Proteccion de cultivos,0.0011648464771748,99.80469621543988,LA MOLINA,LIMA,LIMA,13601.17982113821
20614857448,AGROALKIMIA SOCIEDAD ANONIMA CERRADA,64263.888,23.8082,3,16,Fertilizantes,0.0011633953984886,99.80585961083835,LA MOLINA,LIMA,LIMA,13584.236487804877
20512047352,SWISSJUST LATINOAMERICA S.A. SUCURSAL PE,63624.029,1.5846000000000002,7,7,Proteccion de cultivos,0.0011518117698062,99.80701142260816,SAN ISIDRO,LIMA,LIMA,13448.9817398374
20608332023,BOROSUR S.A.C.,63516.0,168.0,6,6,Fertilizantes,0.0011498560767192,99.80816127868488,SOCABAYA,AREQUIPA,AREQUIPA,13426.146341463415
20613639757,PERUN COMMODITIES S.A.C.,63368.0,21.2,1,2,Fertilizantes,0.0011471767723022,99.8093084554572,SANTIAGO DE SURCO,LIMA,LIMA,13394.861788617885
20608291017,BELLAVISTA LOGISTICA Y TRANSPORTE E.I.R.,63228.64,20.0355,1,4,Proteccion de cultivos,0.0011446538813322,99.81045310933852,MIRAFLORES,LIMA,LIMA,13365.403577235771
20605677909,INNOVACION AGRICOLA PERUANA SOCIEDAD ANO,62908.54,23.054,2,19,Fertilizantes,0.0011388589803598,99.81159196831888,SULLANA,SULLANA,PIURA,13297.740162601625
20614469529,SOLUCIONES COMERCIALES MILA J & M S.A.C.,61900.0,112.0,4,4,Fertilizantes,0.0011206009690302,99.81271256928792,PAUCARPATA,AREQUIPA,AREQUIPA,13084.552845528455
20602448887,BROSBEL AGRO SOCIEDAD ANONIMA CERRADA,61695.106,5.4,2,2,Fertilizantes,0.0011168916893056,99.81382946097722,SAN MIGUEL,LIMA,LIMA,13041.241918699186
20610515836,MILENIUM GOLDEN INTERNATIONAL S.A.C.,61538.303,8.230742,5,44,Proteccion de cultivos,0.001114053020586,99.8149435139978,LIMA,LIMA,LIMA,13008.09656910569
20600131495,CORPORACION EL MOSHACO S.A.C.,61500.0,49.2,2,2,Proteccion de cultivos,0.0011133596057408,99.81605687360354,CALLERIA,CORONEL PORTILLO,UCAYALI,13000.0
20526173326,BANANICA  S.A.C.,61055.0,24.56,1,7,Fertilizantes,0.0011053035890814,99.81716217719264,LIMA,LIMA,LIMA,12905.934959349594
20614258200,EGM GLOBAL BUSINESS EIRL,60888.151,27.823,6,8,Fertilizantes,0.0011022830535227,99.81826446024616,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,12870.66606504065
20610976078,NOVASYS PHARMA PERU S.A.C.,60818.57,106.38364,5,24,Fertilizantes,0.0011010234002751,99.81936548364644,CHORRILLOS,LIMA,LIMA,12855.957886178861
20607648973,C9 E.I.R.L.,60565.549,41.36196099999999,7,71,Fertilizantes,0.001096442857823,99.82046192650428,ATE,LIMA,LIMA,12802.473772357724
20614239566,ZHONGXUN AGRICULTURAL SCIENCE PERU S.A.C,60198.0,32.86488000000001,2,3,Proteccion de cultivos,0.0010897889682339,99.8215517154725,SURQUILLO,LIMA,LIMA,12724.78048780488
20340546653,TOPSA PERU S.A.C.,59757.107,3.056495,5,85,Proteccion de cultivos,0.001081807302272,99.82263352277477,SAN ISIDRO,LIMA,LIMA,12631.583593495936
20100670225,QUIMICA ANCEL S A  QUIMANCEL,59366.601,22.1,5,8,Proteccion de cultivos,0.0010747378127403,99.82370826058752,SANTIAGO DE SURCO,LIMA,LIMA,12549.037609756098
20512441174,QALI FRUITS S.A.C.,58160.658,4.26,1,4,Fertilizantes,0.0010529061343172,99.82476116672184,SAN ISIDRO,LIMA,LIMA,12294.122829268294
20377039310,INVERNADEROS HIDROPONICOS DEL PERU SOCIE,58149.88,0.112978,5,62,Semillas,0.0010527110157833,99.82581387773762,LURIN,LIMA,LIMA,12291.844552845529
20600761031,CLEAN CROP S.A.C.,57722.71,17.012,3,32,Fertilizantes,0.0010449777828925,99.82685885552053,SAN RAMON,CHANCHAMAYO,JUNIN,12201.548455284554
20504389295,AQUAMATQUIM S.A.,57180.349,34.951719000000004,5,22,Proteccion de cultivos,0.0010351592003051,99.8278940147208,CHACLACAYO,LIMA,LIMA,12086.903040650408
20608946200,"""CONSULTORIA Y SERVICIOS GENERALES R & V",57176.4,42.0,2,2,Fertilizantes,0.001035087709946,99.82892910243076,,,,12086.068292682927
20600861876,BIOCHEM E.I.R.L.,57115.0,22.0,1,3,Fertilizantes,0.0010339761606811,99.82996307859143,RIMAC,LIMA,LIMA,12073.08943089431
20519320305,BLENDING S.A.C.,57109.88,80.0,2,3,Fertilizantes,0.001033883471231,99.83099696206268,CALLAO,CALLAO,CALLAO,12072.007154471545
20603335857,ANDEAN BUSINESS CONSULTING E.I.R.L.,56622.377,0.3903049999999999,10,40,Semillas,0.0010250580054118,99.8320220200681,ICA,ICA,ICA,11968.957739837399
20523250991,IBERIA DE ALUMINIO S.A.C,56468.2,4.28,1,6,Fertilizantes,0.0010222668762422,99.83304428694434,LURIN,LIMA,LIMA,11936.367479674796
20482074724,VIVERO LOS VIÑEDOS S.A.C.,56207.85,0.1121,3,4,Semillas,0.0010175536539112,99.83406184059824,CHINCHA ALTA,CHINCHA,ICA,11881.334146341462
20600297661,AGRICOLA SANTA CECILIA G & L S.A.C.,55784.2,0.069847,6,8,Semillas,0.0010098841450173,99.83507172474329,ICA,ICA,ICA,11791.782113821137
20452302951,AGROINDUSTRIA CASABLANCA S.A.C.,55371.0,2.8576,2,2,Semillas,0.0010024038167394,99.83607412856,ALTO LARAN,CHINCHA,ICA,11704.439024390244
20208407148,DUNA CORP S A,55182.801,11.442330000000002,2,19,Fertilizantes,0.0009989967734152,99.83707312533345,BARRANCO,LIMA,LIMA,11664.657121951219
20481555702,AGROINDUSTRIAL ESTANISLAO DEL CHIMU S.A.,55000.0,2.6,2,2,Semillas,0.0009956874522885,99.83806881278572,PACANGA,CHEPEN,LA LIBERTAD,11626.016260162602
20611903350,TERRA MOON S.A.C.,54664.88,4.5,1,1,Fertilizantes,0.0009896206381247,99.83905843342384,PIMENTEL,CHICLAYO,LAMBAYEQUE,11555.177886178863
20289907743,ILKO PERU S.A.C.,54654.735,16.933807,13,16,Proteccion de cultivos,0.0009894369790483,99.8400478704029,SAN ISIDRO,LIMA,LIMA,11553.033414634147
20601135001,AGRO SANTA FE S.A.C.,54306.44,10.86624,1,5,Proteccion de cultivos,0.0009831316524811,99.84103100205536,SAN CLEMENTE,PISCO,ICA,11479.410081300814
20318165051,AGROIND. Y COMERCIALIZ. GUIVE E.I.R.L,54216.0,90.0,2,2,Fertilizantes,0.0009814943802413,99.8420124964356,TACNA,TACNA,TACNA,11460.292682926829
20604031649,EURO PLANT PERU SOCIEDAD ANONIMA CERRADA,53209.5,0.024255,5,9,Semillas,0.0009632732998645,99.84297576973547,SAN ISIDRO,LIMA,LIMA,11247.536585365855
20602090222,AGRINNOVA GC S.A.C.,52515.283,16.3017,2,34,Fertilizantes,0.0009507056061178,99.8439264753416,SAN JUAN DE LURIGANCHO,LIMA,LIMA,11100.791528455286
20216839570,DEXER SOCIEDAD DE RESPONSABILIDAD LIMITA,52236.36,3.394267,15,17,Proteccion de cultivos,0.0009456561491859,99.84487213149076,SAN LUIS,LIMA,LIMA,11041.832195121951
20609827077,GRUPO SEEDSEM S.A.,51950.38,0.4,1,1,Semillas,0.0009404789365022,99.84581261042727,LOS OLIVOS,LIMA,LIMA,10981.381138211382
20558566567,INTEGRACION LDCH SOCIEDAD ANONIMA CERRAD,51670.0,1.34105,6,6,Proteccion de cultivos,0.0009354031029045,99.84674801353016,SACHACA,AREQUIPA,AREQUIPA,10922.113821138211
20100810418,NEGOCIAR S.A.C.,51668.676,2.131505,31,134,Fertilizantes,0.000935379133992,99.84768339266417,LA MOLINA,LIMA,LIMA,10921.833951219513
20470720850,VIRGO'S IMPORT S.A.C.,51261.6,66.173,2,3,Proteccion de cultivos,0.0009280096709861,99.84861140233517,LIMA,LIMA,LIMA,10835.785365853659
20606350571,AGROFEP S.A.C.,50983.074,106.234,5,5,Fertilizantes,0.0009229674011072,99.84953436973626,SAN BORJA,LIMA,LIMA,10776.909951219512
20373626466,INVERSIONES JORDIE S.A.,50587.396,4.410399999999998,8,19,Proteccion de cultivos,0.0009158042807482,99.850450174017,TRUJILLO,TRUJILLO,LA LIBERTAD,10693.27069918699
20118383088,COAGROVET E.I.R.L.,49766.808,4.995889999999999,4,16,Proteccion de cultivos,0.0009009488412009,99.85135112285822,MAGDALENA DEL MAR,LIMA,LIMA,10519.813073170732
20100042763,CURTIDURIA EL PORVENIR SOCIEDAD ANONIMA,49612.178,9.13,7,15,Proteccion de cultivos,0.0008981495111873,99.8522492723694,LIMA,LIMA,LIMA,10487.127056910569
20297939131,COMPLEJO AGROINDUSTRIAL BETA S.A.,49566.81999999999,3.76,3,3,Fertilizantes,0.0008973283767972,99.8531466007462,CHINCHA ALTA,CHINCHA,ICA,10477.53918699187
20539708423,SOCIEDAD AGRICOLA C & M S.A.C.,49551.0,5.502,5,16,Fertilizantes,0.0008970419808791,99.85404364272708,LIMA,LIMA,LIMA,10474.19512195122
20539476115,RODEL & CIA S.A.C.,48970.33,46.639,5,16,Fertilizantes,0.000886529874826,99.8549301726019,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,10351.4518699187
20537638045,GO TO MARKET SAC,48870.925,58.821828,7,12,Proteccion de cultivos,0.0008847303055315,99.85581490290744,VILLA EL SALVADOR,LIMA,LIMA,10330.43943089431
20454184131,PALMYRA DISTRIBUCIONES S.A.C.,48824.01,10.0836,3,6,Proteccion de cultivos,0.0008838809841347,99.85669878389156,LINCE,LIMA,LIMA,10320.52243902439
20601748828,RIO SANTA IMPORTACIONES S.A.C.,48713.0,36.389094,3,5,Proteccion de cultivos,0.0008818713247878,99.85758065521637,LIMA,LIMA,LIMA,10297.056910569107
20272858218,CORPORACION DE ALIMENTOS DEL PERU S.A.C.,48600.0,53.95,1,1,Fertilizantes,0.0008798256396586,99.858460480856,CERRO COLORADO,AREQUIPA,AREQUIPA,10273.170731707318
20521213371,ADIPLUS SOCIEDAD ANONIMA CERRADA - ADIPL,48160.757,2.973,8,8,Proteccion de cultivos,0.0008718738443203,99.85933235470031,SURQUILLO,LIMA,LIMA,10180.322617886179
20607342491,FUSAGRO SOCIEDAD ANONIMA CERRADA,48030.0,27.0,3,3,Fertilizantes,0.0008695066969712,99.8602018613973,PIURA,PIURA,PIURA,10152.682926829268
20454845057,NOVAGRI S.A.C.,47590.0,0.02961,7,9,Proteccion de cultivos,0.0008615411973529,99.86106340259464,SANTA RITA DE SIGUAS,AREQUIPA,AREQUIPA,10059.674796747968
20606578858,BLUE OCEAN INVESTMENTS E.I.R.L.,47573.903000000006,23.0015,7,9,Proteccion de cultivos,0.0008612497867907,99.86192465238145,MIRAFLORES,LIMA,LIMA,10056.272178861791
20606218371,CURIMAPU PERU SOCIEDAD ANONIMA CERRADA,47275.242,0.049333,12,144,Semillas,0.0008558430047873,99.86278049538625,SANTIAGO DE SURCO,LIMA,LIMA,9993.140585365853
20554249770,INVERSIONES Y CONTRATISTAS MUÑOZ E.I.R.L,47134.0,83.5,2,2,Fertilizantes,0.000853286043203,99.86363378142944,LURIN,LIMA,LIMA,9963.284552845527
20606769092,FISIOCROP S.A.C.,47131.2,16.59,3,3,Fertilizantes,0.00085323535366,99.8644870167831,LA MOLINA,LIMA,LIMA,9962.692682926829
20610998608,MENTOR AGRO PRODUCTOS S.A.C.,46705.979,2.23224,3,6,Semillas,0.0008455374043118,99.86533255418742,SAN ISIDRO,LIMA,LIMA,9872.808569105691
20440392491,LUDASK BUSINESS S.A.C.,46345.259,16.474794000000003,8,18,Proteccion de cultivos,0.0008390071428975,99.86617156133032,TRUJILLO,TRUJILLO,LA LIBERTAD,9796.55881300813
20100067910,BRAEDT S.A. Ó BRSA,46094.712,27.253,9,10,Fertilizantes,0.0008344713882773,99.8670060327186,ATE,LIMA,LIMA,9743.597658536586
20434893641,"""MADERAS PROSPERIDAD SOCIEDAD ANÓNIMA CE",46025.527,0.576,5,5,Semillas,0.0008332189039794,99.86783925162256,,,,9728.97318699187
20509693987,SEGELECTRICA S.A.C.,45950.16,72.0,2,3,Fertilizantes,0.0008318545044118,99.86867110612698,ATE,LIMA,LIMA,9713.041951219513
20611784423,CT (PR) MANUFACTURING S.A.C.,45640.0,140.0,3,4,Fertilizantes,0.0008262395513172,99.8694973456783,CAMPOVERDE,CORONEL PORTILLO,UCAYALI,9647.479674796748
20503155096,INTERPAINTS S.A.C,45576.832,6.51338,8,9,Proteccion de cultivos,0.0008250959952266,99.87032244167352,LIMA,LIMA,LIMA,9634.127089430895
20602579361,NUTRIC X SOCIEDAD ANONIMA CERRADA,45483.814,7.004,2,5,Fertilizantes,0.0008234120524004,99.87114585372592,SAN LUIS DE SHUARO,CHANCHAMAYO,JUNIN,9614.46474796748
20468881544,QUIJAS S.A.C.,45054.314,9.2156,2,18,Fertilizantes,0.0008156366385685,99.87196149036448,SAN ISIDRO,LIMA,LIMA,9523.676130081301
20605615679,BALU SEEDS S.A.C.,44878.141,0.03626,6,49,Semillas,0.0008124473068315,99.87277393767133,ICA,ICA,ICA,9486.43630894309
20526242409,FETA SERVICIOS GENERALES EIRL,44865.0,0.7767999999999999,6,6,Proteccion de cultivos,0.0008122094099441,99.87358614708126,PIURA,PIURA,PIURA,9483.658536585366
20566490341,BIO CORP COMPANY S.A.C.,44670.0,25.0,1,4,Fertilizantes,0.0008086792453405,99.8743948263266,LA VICTORIA,LIMA,LIMA,9442.439024390244
20611559322,XELLNOR S.A.C.,44473.136,10.132,1,4,Fertilizantes,0.000805115335984,99.87519994166256,LA MOLINA,LIMA,LIMA,9400.82549593496
20600015088,GRUPO LIVAL S.A.C.,44397.2,5.977399999999999,1,4,Proteccion de cultivos,0.0008037406355772,99.87600368229816,RIMAC,LIMA,LIMA,9384.773983739837
20608595547,SUPER FLY E.I.R.L.,43543.5,25.451497,1,1,Proteccion de cultivos,0.0007882857559768,99.87679196805412,HUANCHACO,TRUJILLO,LA LIBERTAD,9204.317073170732
20510264895,NORANDINO S.A.C.,43387.8,17.848518,19,29,Proteccion de cultivos,0.0007854670553164,99.87757743510944,LIMA,LIMA,LIMA,9171.404878048781
20532520950,FUNDO LA NORIA SOCIEDAD ANONIMA CERRADA,43275.8,6.6576,5,17,Fertilizantes,0.0007834394735954,99.87836087458304,TACNA,TACNA,TACNA,9147.730081300813
20493905563,ANDEAN MARKET MAKERS SAC,42881.91,7.256200000000001,3,5,Semillas,0.0007763087221303,99.87913718330516,TARAPOTO,SAN MARTIN,SAN MARTIN,9064.468780487807
20454159455,CURTIEMBRE AUSTRAL S.A.C.,42798.129,8.82,5,7,Proteccion de cultivos,0.0007747920004859,99.87991197530565,AREQUIPA,AREQUIPA,AREQUIPA,9046.758975609757
20606449811,SANIDAD AGROPECUARIA & ASOCIADOS S.A.C.,42728.075,0.92811,9,34,Proteccion de cultivos,0.0007735237843262,99.88068549908998,MAGDALENA DEL MAR,LIMA,LIMA,9031.95081300813
20331061655,AJEPER S.A.,42719.28,2.6695230000000003,6,7,Fertilizantes,0.0007733645648509,99.88145886365484,LURIGANCHO,LIMA,LIMA,9030.091707317073
20610269843,INTERAMSA COMERCIAL S.A.C.,42690.814,0.928,3,3,Proteccion de cultivos,0.0007728492332324,99.88223171288806,LURIN,LIMA,LIMA,9024.07450406504
20605758976,FUNDO LA MARQUESA SOCIEDAD ANONIMA CERRA,42583.073,11.5372,6,24,Fertilizantes,0.000770898753927,99.88300261164198,ATE,LIMA,LIMA,9001.299983739837
20606371111,KINUA SURG E.I.R.L.,42498.0,54.0,1,1,Fertilizantes,0.0007693586426792,99.88377197028468,SAN MARTIN DE PORRES,LIMA,LIMA,8983.317073170732
20601551722,VALPAL EMPRESA INDIVIDUAL DE RESPONSABIL,42273.0,39.46272999999999,2,2,Fertilizantes,0.0007652853758289,99.8845372556605,MIRAFLORES,LIMA,LIMA,8935.756097560976
20606988321,CORPORACIÓN ECO TELLEZ S.A.C.,42120.0,54.0,1,1,Fertilizantes,0.0007625155543708,99.88529977121487,MAJES,CAYLLOMA,AREQUIPA,8903.414634146342
20605124501,GRUPO ACOSTA MUQUE E.I.R.L.,42007.822,6.339642,5,9,Proteccion de cultivos,0.0007604847502431,99.88606025596512,SAN BORJA,LIMA,LIMA,8879.702211382113
20602323791,AGRONEGOCIOS WUAYRA SOCIEDAD ANONIMA CER,41756.0,31.28,2,3,Proteccion de cultivos,0.0007559259137774,99.8868161818789,SAN MARTIN DE PORRES,LIMA,LIMA,8826.471544715449
20517182754,PERUVIAN SOILLESS CULTURE SOCIEDAD ANONI,41668.747,0.034133,11,61,Semillas,0.0007543463370997,99.887570528216,MIRAFLORES,LIMA,LIMA,8808.027821138212
20615951839,FOOD TRADING MAYORTHI S.A.C.,41160.0,84.0,1,2,Fertilizantes,0.0007451362824763,99.88831566449848,MAJES,CAYLLOMA,AREQUIPA,8700.487804878048
20131708191,AGERSA S.R.L.,41040.0,54.0,1,1,Fertilizantes,0.0007429638734895,99.88905862837196,SAN ISIDRO,LIMA,LIMA,8675.121951219513
20550531543,P & E SOLUCIONES INDUSTRIALES S.A.C.,40998.563,8.189968,12,12,Proteccion de cultivos,0.0007422137225629,99.88980084209452,SANTIAGO DE SURCO,LIMA,LIMA,8666.362910569107
20565766903,MARFRASAL INDUSTRIAL S.A.C.,40805.0,1.64,5,9,Proteccion de cultivos,0.000738709572557,99.89053955166708,COMAS,LIMA,LIMA,8625.447154471545
20483377321,DISTRIBUIDORA Y SERVICIOS DEL NORTE EIRL,40395.0,200.0,2,2,Fertilizantes,0.0007312871751853,99.89127083884227,CHULUCANAS,MORROPON,PIURA,8538.78048780488
20555962984,RELIX PERU S.A.C. - RELIX,39995.027,7.242854,7,10,Proteccion de cultivos,0.000724046300688,99.89199488514296,SAN ISIDRO,LIMA,LIMA,8454.233349593496
20601104637,SERNOR S.A.C.,39990.72,17.95763,1,1,Proteccion de cultivos,0.0007239683293088,99.89271885347227,MIRAFLORES,LIMA,LIMA,8453.322926829269
20101621902,LLAR S A,39749.22,19.2,4,4,Fertilizantes,0.0007195963562228,99.8934384498285,ATE,LIMA,LIMA,8402.274146341464
20505128436,COLSAL LABORATORIOS SAC. COLSALAB SAC.,39602.756,1.545605,3,5,Proteccion de cultivos,0.0007169448586408,99.89415539468712,LINCE,LIMA,LIMA,8371.314276422765
20492731189,CORPORACION JAIMPORT S.A.C.,39229.771,1.1314000000000002,5,46,Semillas,0.0007101925589246,99.89486558724606,SAN LUIS,LIMA,LIMA,8292.471918699188
20392971590,TODO CAMPO PERU S.A.C,38923.944,4.915584,5,5,Proteccion de cultivos,0.0007046560478978,99.89557024329396,SANTIAGO DE SURCO,LIMA,LIMA,8227.82556097561
20101635440,COTTON KNIT S.A.C.,38888.786,0.5654,5,5,Proteccion de cultivos,0.0007040195682715,99.89627426286224,ATE,LIMA,LIMA,8220.393788617886
20603060602,IMPORTADORA DE MATERIA PRIMA Y PRODUCTOS,38305.2,30.30944,2,3,Proteccion de cultivos,0.00069345467268,99.89696771753492,LUYANDO,LEONCIO PRADO,HUANUCO,8097.0341463414625
20602691439,GRANDBERRY PERU S.A.C.,38149.31,112.15,1,1,Fertilizantes,0.0006906325323721,99.89765835006727,SAN ISIDRO,LIMA,LIMA,8064.081788617886
20494676649,INVERSIONES ICASOL S.A.C.,38095.3,0.028,1,1,Semillas,0.0006896547672939,99.8983480048346,ICA,ICA,ICA,8052.665040650407
20603381123,SEVILLA FERTILIZANTES SAC,37876.567,8.0,1,21,Fertilizantes,0.000685694954503,99.89903369978909,MIRAFLORES,LIMA,LIMA,8006.428796747968
20611858028,NO. 1 S.A.C.,37875.04,127.47899,6,6,Proteccion de cultivos,0.0006856673105986,99.89971936709968,LA VICTORIA,LIMA,LIMA,8006.1060162601625
20100971772,TECNOLOGICA DE ALIMENTOS S.A.,37424.052,17.1,1,2,Proteccion de cultivos,0.0006775028907308,99.90039686999042,SAN BORJA,LIMA,LIMA,7910.775219512196
20600595645,FRUIT FARM SOCIEDAD ANONIMA CERRADA -  F,37200.0,2.3,1,1,Semillas,0.0006734467859115,99.90107031677633,LIMA,LIMA,LIMA,7863.414634146341
20608182226,WORLDWIDE TECHNOLOGY INDUSTRY S.A.C.,37011.556,71.0775,3,4,Fertilizantes,0.0006700353072522,99.90174035208358,LINCE,LIMA,LIMA,7823.580943089431
20327739230,AGROINCA PRODUCTOS PERUANOS DE EXPORTACI,37008.0,1.5,2,6,Semillas,0.0006699709315326,99.9024103230151,AREQUIPA,AREQUIPA,AREQUIPA,7822.829268292683
20606768215,IMPORTACIONES D¿LUCAS S.A.C.,36911.88,44.275,2,3,Proteccion de cultivos,0.0006682308319342,99.90307855384704,RIMAC,LIMA,LIMA,7802.511219512195
20535794341,BULMUR S.A.C.,36885.13,7.761,3,5,Proteccion de cultivos,0.0006677465657642,99.9037463004128,SANTIAGO DE SURCO,LIMA,LIMA,7796.856747967479
20515919768,MOLINOS ASOCIADOS SOCIEDAD ANONIMA CERRA,36432.0,7.65,1,2,Proteccion de cultivos,0.0006595433683959,99.9044058437812,VILLA EL SALVADOR,LIMA,LIMA,7701.073170731707
20556804932,PROMUNE S.A.C,36166.668,8.94,5,5,Proteccion de cultivos,0.0006547399548852,99.90506058373607,SANTIAGO DE SURCO,LIMA,LIMA,7644.986731707317
20455138231,PIELES DEL SUR E.I.R.L.,35883.106,10.331209,5,10,Proteccion de cultivos,0.0006496065162425,99.90571019025234,CERRO COLORADO,AREQUIPA,AREQUIPA,7585.046796747967
20603778180,AGROFUTURA COMPANY S.A.C.,35784.0,106.5,1,1,Fertilizantes,0.0006478123598671,99.9063580026122,CASA GRANDE,ASCOPE,LA LIBERTAD,7564.09756097561
20543662641,WEST QUIMICA DEL PERU S.A.C.,35625.963,11.258826,4,7,Proteccion de cultivos,0.0006449513515417,99.90700295396375,LIMA,LIMA,LIMA,7530.691365853659
20454373457,REPRESENTACIONES A & F SOCIEDAD ANONIMA,35538.466,5.04,4,6,Proteccion de cultivos,0.0006433673576324,99.90764632132138,CERRO COLORADO,AREQUIPA,AREQUIPA,7512.196065040651
20521868971,AGRICOLA CRIZOL S.A.C.,35503.2,1.91425,2,5,Fertilizantes,0.000642728922838,99.90828905024422,MIRAFLORES,LIMA,LIMA,7504.7414634146335
20609140896,INVERSIONES Y SERVICIOS M & D S.A.C.,35284.0,9.576238000000002,7,11,Fertilizantes,0.0006387606557554,99.90892781089998,SAN MIGUEL,LIMA,LIMA,7458.406504065041
20603376235,SAI TECHNOLOGY S.A.C.,35080.491,9.392555,5,20,Fertilizantes,0.0006350764492513,99.90956288734924,MAGDALENA DEL MAR,LIMA,LIMA,7415.388341463415
20457783711,GENP PERU S.C.R.LTDA.,34237.93,53.075,1,1,Fertilizantes,0.0006198232235151,99.91018271057276,PUENTE PIEDRA,LIMA,LIMA,7237.286016260163
20509113573,AGRICOLA PAMPA VERDE SOCIEDAD ANONIMA CE,34217.6,0.058,2,2,Semillas,0.0006194551812259,99.91080216575398,SANTIAGO DE SURCO,LIMA,LIMA,7232.988617886179
20411051782,MANUELITA FYH S.A.C.,33989.61,376.2,4,5,Fertilizantes,0.0006153277851851,99.91141749353916,LA VICTORIA,LIMA,LIMA,7184.795609756097
20613694421,INVERSIONES REMAND S.A.C.,33959.11,2.4075,2,22,Semillas,0.0006147756312343,99.9120322691704,TARMA,TARMA,JUNIN,7178.348455284554
20606498528,EXPORTADORA AGRICOLAS DEL PERU S.A.C.,33916.26,31.4726,4,4,Fertilizantes,0.0006139999001919,99.9126462690706,CALLAO,CALLAO,CALLAO,7169.290731707317
20609985209,SUMAQ AGRO SAC,33600.0,4.8,1,1,Fertilizantes,0.0006082745163071,99.9132545435869,TRUJILLO,TRUJILLO,LA LIBERTAD,7102.439024390244
20550135605,IMPORTACIONES KLUM S.A.C.,33425.0,15.84,1,2,Proteccion de cultivos,0.000605106419868,99.91385965000676,LIMA,LIMA,LIMA,7065.447154471545
20607877409,FERTINAGRO PERU S.A.C.,33234.466,51.0,3,4,Fertilizantes,0.0006016571050856,99.91446130711184,MIRAFLORES,LIMA,LIMA,7025.1716747967475
20478086696,AGROMEN GROUP S.A.C.,33210.24,0.84,1,6,Fertilizantes,0.000601218531918,99.91506252564376,MIRAFLORES,LIMA,LIMA,7020.050731707317
20613070461,INNOVA CROPS S.A.C.,33131.630000000005,14.497,3,5,Fertilizantes,0.0005997954229975,99.91566232106676,SANTIAGO DE SURCO,LIMA,LIMA,7003.4339837398375
20601207118,LEBEN PLUS S.A.C.,32975.286,0.398,5,6,Proteccion de cultivos,0.0005969650637423,99.9162592861305,MAGDALENA DEL MAR,LIMA,LIMA,6970.385658536585
20605989552,DIAMAR INDUSTRIAL E.I.R.L.,32972.0,14.2,4,11,Fertilizantes,0.0005969055759428,99.91685619170644,HUARAL,HUARAL,LIMA,6969.691056910569
20454805268,DISTRIBUIDORA MOFAK S.A.C.,32877.521,1.293,4,34,Semillas,0.0005951951840373,99.91745138689048,AREQUIPA,AREQUIPA,AREQUIPA,6949.719886178862
20505463146,HEMOCARE S.A.C.,32827.269,3.5108,5,5,Proteccion de cultivos,0.0005942854515672,99.91804567234205,SURQUILLO,LIMA,LIMA,6939.097512195121
20613250272,LIGNOQUIM PERU S.A.C.,32039.82,19.386054,9,81,Fertilizantes,0.0005800299408651,99.91862570228292,TRUJILLO,TRUJILLO,LA LIBERTAD,6772.644878048781
20603181582,SOL NACIENTE INTERNACIONAL S.A.C.,31959.249,7.128786,8,8,Proteccion de cultivos,0.0005785713311611,99.91920427361408,LIMA,LIMA,LIMA,6755.613609756097
20506106169,IAC & JBL S.A.C.,31919.55,2.046713,1,17,Proteccion de cultivos,0.0005778526439581,99.91978212625804,LIMA,LIMA,LIMA,6747.2219512195115
20602334334,VIVERO HORTIFLOR EMPRESA INDIVIDUAL DE R,31196.287,0.0182439999999999,6,62,Semillas,0.0005647591186162,99.92034688537665,CAMANA,CAMANA,AREQUIPA,6594.337089430894
