ruc,razon_social,fob,tn,semanas,destinos,distrito,provincia,dep,fob_anual
20602776141,FOOD TRADITIONAL PERU SOCIEDAD ANONIMA C,5788.0,1.857913,4,1,LA VICTORIA,LIMA,LIMA,30097.6
20601355281,EL DATIL PERU S.A.C.,5516.07,0.4575,1,1,LURIN,LIMA,LIMA,28683.564
20613387073,,5500.0,0.5,1,1,CALLAO,CALLAO,CALLAO,28600.0
20612486001,INVERSIONES DAERO Y JOMAR SOCIEDAD ANONI,5460.0,12.0,1,1,TACNA,TACNA,TACNA,28392.0
20101088295,COMERCIAL ALIMENTICIA S.A.C.,5382.127,1.908684,2,1,SAN ISIDRO,LIMA,LIMA,27987.060400000002
20609072106,,5348.791,1.814128,4,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,27813.7132
20100102413,UNIQUE S.A.,5053.546,0.187,2,1,SAN ISIDRO,LIMA,LIMA,26278.4392
20609988852,LATAM SPICE PERU S.A.C.,4995.0,0.95904,1,1,CALLAO,CALLAO,CALLAO,25974.0
20549006516,MONTEORO ALIMENTOS S.A.C.,4960.1900000000005,0.116793,2,1,LIMA,LIMA,LIMA,25792.988000000005
20518806506,NUTRA STEVIA EIRL,4909.0,0.26,1,1,MIRAFLORES,LIMA,LIMA,25526.8
20605899286,,4839.814,0.793898,3,1,SAN ISIDRO,LIMA,LIMA,25167.0328
20614289415,,4800.0,48.0,2,1,TACNA,TACNA,TACNA,24960.0
20544568834,MAPRIAL SOCIEDAD ANONIMA CERRADA,4760.0,1.0,1,1,LURIGANCHO,LIMA,LIMA,24752.0
20614601176,,4740.0,0.18,1,1,SAN MIGUEL,LIMA,LIMA,24648.0
20613101510,,4660.0,46.6,2,1,ATE,LIMA,LIMA,24232.0
20607723673,AYLIN EXPOR S.A.C.,4616.535,0.14,1,1,LURIGANCHO,LIMA,LIMA,24005.982
20536837893,BUSINESS INVESTMENT GROUP S.A.,4600.0,0.2,1,1,PUNTA HERMOSA,LIMA,LIMA,23920.0
20494049059,KATO S.A.C.,4597.25,0.238,1,1,TOCACHE,TOCACHE,SAN MARTIN,23905.7
20460600597,FRUTEX PERU S.A.C,4359.0,0.924,1,1,ATE,LIMA,LIMA,22666.8
20549367969,CORPORACION LUISIANA S.A.C.,4337.312,0.7648339999999999,3,1,SANTIAGO DE SURCO,LIMA,LIMA,22554.0224
20608533606,SWISSIMEX S.A.C.,4280.2,0.7360800000000001,1,1,SAN ISIDRO,LIMA,LIMA,22257.04
20612571458,,4141.51,1.5440000000000005,3,1,SAN LUIS,LIMA,LIMA,21535.852
20521076101,CORPORACION ORANGE PERU SOCIEDAD ANONIMA,4084.8,0.7281510000000001,1,1,LA VICTORIA,LIMA,LIMA,21240.96
20613461664,,4060.0,4.064524,2,1,SAN JUAN DE LURIGANCHO,LIMA,LIMA,21112.0
20610732080,,3967.06,0.816,2,2,SURQUILLO,LIMA,LIMA,20628.712
20512719717,ZANACEUTICA E.I.R.L.,3886.48,0.022829,2,2,INDEPENDENCIA,LIMA,LIMA,20209.696
20601628903,INVERSIONES BLADIMIR FERNANDEZ S.A.C.,3880.0,0.14,1,1,CALLAO,CALLAO,CALLAO,20176.0
20610735135,,3796.06,0.816,1,1,NUEVO CHIMBOTE,SANTA,ANCASH,19739.512
20606730650,,3667.84,0.5,1,1,MOYOBAMBA,MOYOBAMBA,SAN MARTIN,19072.768
20474807101,ALITECNO S.A.C.,3600.59,1.46872,1,1,CHORRILLOS,LIMA,LIMA,18723.068000000003
20524795338,VETANIS SOCIEDAD ANONIMA CERRADA - VETAN,3600.0,0.059626,1,1,ATE,LIMA,LIMA,18720.0
20554970363,GENERAL WATER COMPANY PERU S.A.C. - GWCP,3549.95,0.39875,1,1,CHORRILLOS,LIMA,LIMA,18459.74
20603030517,GRUPO CAMPO AGRO S.A.,3489.2,0.981,1,1,MIRAFLORES,LIMA,LIMA,18143.839999999997
20603564635,,3463.5,0.276,1,1,SANTA ANITA,LIMA,LIMA,18010.2
20602375006,,3462.5,0.67,1,1,SANTIAGO DE SURCO,LIMA,LIMA,18005.0
20614504715,IMPORTACIONES EXPORTACIONES SAYBY E.I.R.,3420.0,48.45,5,1,TACNA,TACNA,TACNA,17784.0
20610318216,,3359.253,2.712,3,2,SAN ISIDRO,LIMA,LIMA,17468.1156
20612245178,,3340.43,0.948691,1,1,CIUDAD NUEVA,TACNA,TACNA,17370.236
20607029637,FYFIMPORTACIONESYEXPORTACIONESDEPRODUCTO,3300.0,11.0,1,1,SAN JUAN DE LURIGANCHO,LIMA,LIMA,17160.0
20601551951,REYCAL COMPANY S.A.C.,3157.6,0.11685,1,1,BAGUA GRANDE,UTCUBAMBA,AMAZONAS,16419.52
20604452377,AMARUMAYU S.A.C.,3100.0,0.5,1,1,BELEN,MAYNAS,LORETO,16120.0
20611830557,EXPORTADORA DMJC EL REFUGIO EMPRESA INDI,2844.5,28.445,3,1,,,,14791.4
20605810871,,2834.0,0.265832,1,1,MIRAFLORES,LIMA,LIMA,14736.8
20607057371,,2760.0,0.9,1,1,HUANTA,HUANTA,AYACUCHO,14352.0
20614143721,,2700.0,9.0,1,1,SAN RAFAEL,BELLAVISTA,SAN MARTIN,14040.0
20613700901,,2631.52,0.461,3,2,CALLAO,CALLAO,CALLAO,13683.903999999999
20375020905,INVERSIONES LIBER S.A.,2586.28,0.416,2,2,SAN LUIS,LIMA,LIMA,13448.656000000003
20608572636,TAKANA GROUP S.A.C.,2554.08,24.939,4,1,TACNA,TACNA,TACNA,13281.215999999999
20602648681,FRUTOS Y VEGETALES DEL SUR SOCIEDAD ANON,2541.502,0.5,1,1,CERRO COLORADO,AREQUIPA,AREQUIPA,13215.810399999998
20614555387,,2507.2,0.0288,1,1,RIMAC,LIMA,LIMA,13037.439999999999
20600639766,AGROINDUSTRIAL BELEN DEL SUR EMPRESA IND,2500.0,25.0,1,1,TACNA,TACNA,TACNA,13000.0
20616132009,,2470.0,24.7,1,1,TACNA,TACNA,TACNA,12844.0
20610885846,CAROYE FOODS S.A.C.,2413.59,0.2,1,1,PICHARI,LA CONVENCION,CUSCO,12550.668
20615036162,,2250.0,0.3,1,1,TRUJILLO,TRUJILLO,LA LIBERTAD,11700.0
20535945650,KBX PERU S.R.L.,2159.25,0.1475,1,2,CIENEGUILLA,LIMA,LIMA,11228.1
20607679038,,2100.0,3.0,1,1,CARABAYLLO,LIMA,LIMA,10920.0
20600639804,AGROINDUSTRIAS CAOMA S.A.C.,2030.0,0.1,1,1,TOCACHE,TOCACHE,SAN MARTIN,10556.0
20537575701,BIO-AURORA EIRL,2026.95,0.22,1,1,LINCE,LIMA,LIMA,10540.14
20101910335,INSTITUTO PERUANO DE INVESTIGACION FITOT,2017.0,0.251,1,1,MIRAFLORES,LIMA,LIMA,10488.4
20612965740,,1952.44,0.742082,1,1,ALTO DE LA ALIANZA,TACNA,TACNA,10152.688
20600265866,IMPORTACIONES & EXPORTACIONES ENCINAS E.,1870.0,18.7,2,1,CIUDAD NUEVA,TACNA,TACNA,9724.0
20611432951,PERU NATURAL EXPORT & IMPORT S.A.C.,1858.82,0.4138,3,2,MAGDALENA DEL MAR,LIMA,LIMA,9665.864
20616379926,,1760.0,38.5,1,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,9152.0
20616077245,,1723.7,0.4386,1,1,CHORRILLOS,LIMA,LIMA,8963.24
20615898091,,1627.5,0.217,1,1,LINCE,LIMA,LIMA,8463.0
20604027871,JUNGLE & PERU FOODS S.R.L.,1490.0,0.205,1,1,ATE,LIMA,LIMA,7748.0
20613133055,LATIN NUTS E.I.R.L.,1370.0,2.74,1,1,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,7124.0
20486021773,EMPRESA AGRARIA CAFETALERA CHANCHAMAYO H,1312.31,0.14,1,1,CHANCHAMAYO,CHANCHAMAYO,JUNIN,6824.012
20543957527,LA PURITA VERDAD SAC,1228.8,0.3319049999999999,1,1,SURQUILLO,LIMA,LIMA,6389.76
20609108801,EXPORTACIONES RODRIGUEZ NEIRA S.A.C.,1095.6,0.226,1,1,SANTIAGO DE SURCO,LIMA,LIMA,5697.119999999999
20608505769,WARMIPURA & COMPAÑIA S.A.C.,997.2,0.0091799999999999,1,1,ALTO SELVA ALEGRE,AREQUIPA,AREQUIPA,5185.44
20606481722,SAPPHIRE COFFEE ROASTERS S.A.C.,980.0,0.13,1,1,BARRANCO,LIMA,LIMA,5096.0
20606254637,,920.48,0.115452,1,1,LIMA,LIMA,LIMA,4786.496
20612904163,,891.3,3.363,1,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,4634.76
20519910285,COMERCIAL J.L. SARED EMPRESA INDIVIDUAL,879.0,0.147777,1,1,LA VICTORIA,LIMA,LIMA,4570.8
20611353139,,800.9,5.5666,2,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,4164.68
20499425083,SERVICIOS E INVERSIONES PROBIOR P'M -E H,720.0,0.707,1,1,EL AGUSTINO,LIMA,LIMA,3744.0
20606726474,NEGOCIOS Y SERVICIOS ZAVALETA E.I.R.L.,600.0,0.6,1,1,TACNA,TACNA,TACNA,3120.0
20615576795,,512.74,0.062183,1,1,SANTIAGO DE SURCO,LIMA,LIMA,2666.248
20612598054,,503.72,0.042042,1,1,LIMA,LIMA,LIMA,2619.344
20602878971,INVERSIONES MOVILES DEL PERU E.I.R.L.,487.5,0.0951829999999999,1,1,TRUJILLO,TRUJILLO,LA LIBERTAD,2535.0
20611655631,,224.05,0.426917,2,1,LA VICTORIA,LIMA,LIMA,1165.06
20612709085,,197.5,0.023163,1,1,LIMA,LIMA,LIMA,1027.0
20612435228,,144.3,0.880899,1,1,POCOLLAY,TACNA,TACNA,750.3600000000001
20614833476,,114.2,0.058842,1,1,LA VICTORIA,LIMA,LIMA,593.84
20614205921,,110.0,0.55,1,1,SAN JUAN DE LURIGANCHO,LIMA,LIMA,572.0
20601904901,JUGUETE PENDIENTE,84.0,0.101591,1,1,PUNTA HERMOSA,LIMA,LIMA,436.8
20607997731,DISTRIBUIDORA G & L MARIN E.I.R.L.,69.2,0.646039,1,1,TACNA,TACNA,TACNA,359.84
20614190664,,57.0,0.001704,1,1,SAN JUAN DE LURIGANCHO,LIMA,LIMA,296.40000000000003
20600913957,FLO TRADING S.A.C.,15.5,0.001,1,1,LINCE,LIMA,LIMA,80.60000000000001
20615326764,,1.83,0.000303,1,1,TACNA,TACNA,TACNA,9.516
20603613652,GOOD PERUVIAN ORGANICS E.I.R.L.,1.0,0.000103,1,1,LA VICTORIA,LIMA,LIMA,5.2
20451539087,GRUPO EMBOTELLADOR ATIC S.A.,0.02,0.051564,1,1,SANTIAGO DE SURCO,LIMA,LIMA,0.10400000000000001
20613422693,,0.011,0.0399,1,1,SAN ISIDRO,LIMA,LIMA,0.057199999999999994
20517540341,CORPORACION PRODUCTIVA SOCIEDAD ANONIMA,0.01,142.5,1,1,LA VICTORIA,LIMA,LIMA,0.052000000000000005
20455704287,KUNTU   FOODS   S.A.C.,0.01,8.0,1,1,CAYMA,AREQUIPA,AREQUIPA,0.052000000000000005
20546526314,PERUVIAN EXOTICS S.A.C.,0.01,0.17995,1,1,JESUS MARIA,LIMA,LIMA,0.052000000000000005
20558124548,AGRICOLA CAMPO FERTIL S.A.C.,0.01,12.7946,1,1,AREQUIPA,AREQUIPA,AREQUIPA,0.052000000000000005
20614123428,,0.001,3.0,1,1,ATE,LIMA,LIMA,0.005200000000000001
