ruc,razon_social,fob,tn,semanas,destinos,distrito,provincia,dep,fob_anual
20614229773,,36233.4,4.706556000000001,3,1,POCOLLAY,TACNA,TACNA,188413.68
20603686498,MEGUI INVESTMENT S.A.C.,35588.0,22.96,1,1,MAGDALENA VIEJA,LIMA,LIMA,185057.6
20613639617,,35553.6,21.696,1,1,SAN ISIDRO,LIMA,LIMA,184878.71999999997
20610821830,,35521.96,6.174,2,1,MIRAFLORES,LIMA,LIMA,184714.19199999998
20613779788,,35460.5,22.96,1,1,LIMA,LIMA,LIMA,184394.6
20609456729,,34709.02,9.35265,1,1,LA PUNTA,CALLAO,CALLAO,180486.90399999998
20484251861,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,34560.0,24.0,1,1,SULLANA,SULLANA,PIURA,179712.0
20613603612,,34501.5,20.33,1,1,LA JOYA,AREQUIPA,AREQUIPA,179407.80000000002
20613323709,,34325.0,18.31,1,1,LOS OLIVOS,LIMA,LIMA,178490.0
20614367009,,33956.17,4.910767999999999,2,1,POCOLLAY,TACNA,TACNA,176572.08399999997
20601246199,DARO Y ANSER S.A.C.,33933.25,12.4185,1,1,HUARAL,HUARAL,LIMA,176452.9
20605157182,AGROCOMERCIALIZADORA FENIX DEL SUR U & M,33800.0,50.0,1,1,YUNGUYO,YUNGUYO,PUNO,175760.0
20608943286,FRUITS SAN LORENZO EXPORT E.I.R.L.,33178.0,5.57,1,1,TAMBO GRANDE,PIURA,PIURA,172525.6
20533323589,SOCIEDAD AGRICOLA CAMPOS VERDES SOCIEDAD,33177.0,331.77,8,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,172520.4
20610209328,,32718.0,22.96,1,1,HUARAL,HUARAL,LIMA,170133.6
20533192891,AGROINDUSTRIAS VALLE VIDA SOCIEDAD ANONI,32510.0,16.2,1,1,TACNA,TACNA,TACNA,169052.0
20605889515,,32439.0,18.166396,1,1,SANTIAGO DE SURCO,LIMA,LIMA,168682.80000000002
20615633063,,32308.68,22.88,1,1,CHANCAY,HUARAL,LIMA,168005.136
20606259752,,32216.0,12.098361,1,1,VENTANILLA,CALLAO,CALLAO,167523.19999999998
20614302217,COMPAÃ¿IA EXPORTADORA DE FRUTA S.A.C.,32176.5,15.58,1,1,MIRAFLORES,LIMA,LIMA,167317.80000000002
20614922631,,32144.0,22.96,1,1,TRUJILLO,TRUJILLO,LA LIBERTAD,167148.80000000002
20614368293,AGRO T & T S.A.C.,32144.0,22.96,1,1,SANTIAGO DE SURCO,LIMA,LIMA,167148.80000000002
20605578528,PERU INDUSTRY G.N S.A.C.,32067.0,9.142815999999996,1,1,SANTA ANITA,LIMA,LIMA,166748.4
20606468688,ANJAMAR FRUIT PERU E.I.R.L.,31558.0,20.8,1,1,,,,164101.6
20612416631,,31509.77,9.320753000000002,2,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,163850.804
20600737245,IMPORTACIONES Y EXPORTACIONES LAS PALMER,31464.8,295.115,9,1,TACNA,TACNA,TACNA,163616.96
20605997253,SIMPLI GOOD PERU S.A.C.,31131.53,5.99765,1,1,MIRAFLORES,LIMA,LIMA,161883.95599999998
20600338529,PRODUCTOS AGRO ANDINOS S.A.C.,30935.47,10.391289,1,1,LA VICTORIA,LIMA,LIMA,160864.444
20602241662,IMPORT EXPORT AQUINO CAR SOCIEDAD ANONIM,30825.001,321.0,11,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,160290.0052
20614589699,,30730.92,15.59544,1,1,PACANGA,CHEPEN,LA LIBERTAD,159800.78399999999
20612070513,,30679.5,6.0,2,3,SAN MIGUEL,LIMA,LIMA,159533.4
20608518721,AGROSALAS PERU S.R.L.,30408.0,21.198417000000003,1,1,LA VICTORIA,CHICLAYO,LAMBAYEQUE,158121.6
20615831736,,30294.05,13.561118,4,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,157529.06
20607583677,,30225.12,3.532,1,1,BARRANCO,LIMA,LIMA,157170.62399999998
20613683136,DON GUSTAVO FOODS E.I.R.L.,30156.0,18.44,2,1,TACNA,TACNA,TACNA,156811.19999999998
20613858947,,30019.0,21.55,1,1,LOCUMBA,JORGE BASADRE,TACNA,156098.80000000002
20611770660,,30000.0,6.0,1,1,CALANA,TACNA,TACNA,156000.0
20455124957,HERBANDES  ASESORES  Y  CONSULTORES  S.A,29801.79,3.41,1,1,MIRAFLORES,AREQUIPA,AREQUIPA,154969.30800000002
20606205482,NEGOCIACIONES ADL SUR EMPRESA INDIVIDUAL,29760.0,297.6,7,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,154752.0
20613041738,,29750.0,8.5,1,1,CHORRILLOS,LIMA,LIMA,154700.0
20530118615,"""DIAMOND & EXOTICA INVESTMENTS"" SOCIEDAD",29683.2,5.9,2,2,CASTILLA,PIURA,PIURA,154352.64
20612072125,AGRO FRAMKA PERU S.A.C.,29600.0,25.15,1,1,MIRAFLORES,LIMA,LIMA,153920.0
20613011511,,29336.04,7.86,1,1,MOCHE,TRUJILLO,LA LIBERTAD,152547.40800000002
20600695909,MONTE LOMA S.A.C.,29318.4,22.5024,1,1,TAMBO GRANDE,PIURA,PIURA,152455.68
20604284555,INKA TASTY S.A.C.,29215.335,12.865464,5,1,SAN MARTIN DE PORRES,LIMA,LIMA,151919.742
20612425842,,28525.0,8.15,1,1,SANTIAGO DE SURCO,LIMA,LIMA,148330.0
20600528905,MACHUPICCHU PERU INTERNACIONAL S.A.C.,28410.83,27.9289,1,1,SAN BORJA,LIMA,LIMA,147736.316
20525969470,''AGROFRUTOS EXPORT S.R.L.'',28372.14,21.92,1,1,PIURA,PIURA,PIURA,147535.128
20606197102,,28328.1,9.786419999999998,1,1,CARABAYLLO,LIMA,LIMA,147306.12
20610269843,INTERAMSA COMERCIAL S.A.C.,28206.5,6.5,1,1,LURIN,LIMA,LIMA,146673.80000000002
20606601582,OLIVAR AMERICA S.A.C.,28160.0,35.2,2,1,ALTO DE LA ALIANZA,TACNA,TACNA,146432.0
20519651328,IMPORT EXPORT FABY E.I.R.L.,28160.0,35.2,1,1,POCOLLAY,TACNA,TACNA,146432.0
20603623593,FUNDO OLIVAR LLANOS EMPRESA INDIVIDUAL D,28160.0,35.2,1,1,ALTO DE LA ALIANZA,TACNA,TACNA,146432.0
20604641820,,27950.0,26.0,1,1,PICHANAQUI,CHANCHAMAYO,JUNIN,145340.0
20515926543,AGROMANIA SAC,27592.04,6.748,6,1,MIRAFLORES,LIMA,LIMA,143478.608
20606192488,,27270.0,20.672,1,1,SAN ISIDRO,LIMA,LIMA,141804.0
20450266478,SHANANTINA S.A.C.,27200.0,3.2,1,1,LAMAS,LAMAS,SAN MARTIN,141440.0
20529917652,AGRICOLA EL ABO S.A.C.,27097.6,27.744,2,1,SAN ISIDRO,LIMA,LIMA,140907.52
20606776196,GLASEKAM S.R.L.,26988.0,21.12,1,1,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,140337.6
20609369222,,26927.8,22.96,1,1,MIRAFLORES,LIMA,LIMA,140024.56
20606873418,MIKHUNA PERUVIAN FOODS S.A.C.,26828.0,19.704,1,1,MAGDALENA DEL MAR,LIMA,LIMA,139505.6
20610365052,,26718.0,272.43,5,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,138933.6
20607798576,MN PERU FOODS E.I.R.L.,26679.38,23.425,1,1,SANTIAGO DE SURCO,LIMA,LIMA,138732.776
20612030228,,26500.0,265.0,5,1,LA VICTORIA,LIMA,LIMA,137800.0
20613816411,EXPORT BALENO S.A.C.,26429.14,10.944,2,1,LOS OLIVOS,LIMA,LIMA,137431.528
20603291736,AGROINDUSTRIAS EL TRIO S.A.C.,26112.0,32.64,2,1,BELLA UNION,CARAVELI,AREQUIPA,135782.4
20302386642,PEBANI SOCIEDAD ANONIMA CERRADA- PEBANI,26042.357,1.216,6,5,SAN BORJA,LIMA,LIMA,135420.2564
20607966541,M&AEXPORT-FRUITSSAC,25800.0,24.0,1,1,SAN MIGUEL,LIMA,LIMA,134160.0
20612882941,,25600.0,21.76,1,1,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,133120.0
20614200881,,25593.75,102.375,2,1,AGUAS VERDES,ZARUMILLA,TUMBES,133087.5
20613555235,,25582.5,56.7,2,1,SURQUILLO,LIMA,LIMA,133029.0
20407921047,AJEPROCESOS S.A.C.,25575.0,4.44,3,2,SANTIAGO DE SURCO,LIMA,LIMA,132990.0
20600842928,EXPORTACIONES E IMPORTACIONES TRUJILLO S,25432.0,332.43,8,1,ANCON,LIMA,LIMA,132246.4
20615167461,,25323.2,56.6,1,2,JUAN GUERRA,SAN MARTIN,SAN MARTIN,131680.64
20601409772,IMPORTACIONES EXPORTACIONES FUNDO OLIVAR,25215.0,21.0,2,1,ALTO DE LA ALIANZA,TACNA,TACNA,131118.0
20608626540,,25168.0,22.88,1,1,CHORRILLOS,LIMA,LIMA,130873.6
20614972662,,24700.0,170.18,7,1,TACNA,TACNA,TACNA,128440.0
20602777643,HEALTHY SUPERFOODS S.A.C.,24637.4,1.816,1,1,ORCOTUNA,CONCEPCION,JUNIN,128114.48000000001
20531846851,AGROMUNDO EXPORT S.A.C.,24561.05,24.96,1,1,PIURA,PIURA,PIURA,127717.46
20601390788,LEGACY GLOBAL S.A.C.,24296.163,1.6566960000000002,1,1,LINCE,LIMA,LIMA,126340.0476
20537676133,COSECHAS PERUANAS P & G E.I.R.L.,24292.12,6.24,1,1,ATE,LIMA,LIMA,126319.024
20603259522,FERMONT S.A.C.,24042.07,3.64905,1,1,ANCON,LIMA,LIMA,125018.764
20615944832,,23928.214,13.216179,3,1,ALTO DE LA ALIANZA,TACNA,TACNA,124426.7128
20606732121,,23812.0,23.812,1,1,PARAMONGA,BARRANCA,LIMA,123822.4
20613384953,,23746.0,64.4,1,1,JOSE LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE,123479.2
20511414661,EUROGERM ANDINA SAC,23516.77,3.4,2,1,CALLAO,CALLAO,CALLAO,122287.20400000001
20611436671,LUMIRIA COFFEE ROASTERS S.A.C.,23404.9,0.44068,1,1,SAN ISIDRO,LIMA,LIMA,121705.48000000001
20610419110,FRIENDLYFRUITS E.I.R.L.,23055.0,25.58,1,1,MARCAVELICA,SULLANA,PIURA,119886.0
20291398902,POCHTECA PERU S.A.C.,23013.25,8.325,1,1,SANTIAGO DE SURCO,LIMA,LIMA,119668.9
20606322713,,22863.5,8.1312,1,1,SAN ISIDRO,LIMA,LIMA,118890.2
20611157020,AGROEXPORTADORAMONTEOLIMPOSAC,22848.0,16.32,1,1,MAGDALENA VIEJA,LIMA,LIMA,118809.6
20606077441,,22600.0,4.463363999999999,1,1,SAN JUAN DE LURIGANCHO,LIMA,LIMA,117520.0
20611190736,AGROLIVES EXPORT E.I.R.L.,22440.0,37.4,1,1,SURQUILLO,LIMA,LIMA,116688.0
20610147179,,22266.0,14.320200000000002,3,1,SATIPO,SATIPO,JUNIN,115783.2
20526145543,FRUITXCHANGE S.A.C - FC S.A.C,22050.0,6.615,1,1,SULLANA,SULLANA,PIURA,114660.0
20612133736,AGROCITRICOSDONPEPESAC,21760.0,25.6,1,1,TRUJILLO,TRUJILLO,LA LIBERTAD,113152.0
20605601104,OLIVAR CRUZ EMPRESA INDIVIDUAL DE RESPON,21465.0,9.975,1,1,ALTO DE LA ALIANZA,TACNA,TACNA,111618.0
20609992906,,21387.0,280.29,6,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,111212.4
20607137901,AGROEXPORTACIONESCHAYCOLEIRL,21372.0,213.72,11,1,POCOLLAY,TACNA,TACNA,111134.4
20605234225,NATURARE AROMAS Y ESENCIAS S.A.C.,21192.0,4.1,1,1,SALITRAL,MORROPON,PIURA,110198.4
20612342017,,21083.546,8.0,1,1,CHORRILLOS,LIMA,LIMA,109634.43919999998
20605107088,INKA GARDEN FOODS S.A.C.,20791.0,19.27,1,1,SAN JUAN DE MIRAFLORES,LIMA,LIMA,108113.2
20601952841,,20653.79,22.96,1,1,SAN MARTIN DE PORRES,LIMA,LIMA,107399.708
20563646927,,20625.6,3.15,4,1,MAGDALENA VIEJA,LIMA,LIMA,107253.12
20613577182,,20480.0,25.344,1,1,SULLANA,SULLANA,PIURA,106496.0
20532634378,IMPORTYEXPORTLOGOSEMPRESAINDIVIDUALDERES,20250.0,16.2,1,1,TACNA,TACNA,TACNA,105300.0
20612799505,,19962.0,1.8,1,1,LOS OLIVOS,LIMA,LIMA,103802.40000000001
20605357700,GRANODEP S.A.C.,19935.329,5.0,1,1,LURIGANCHO,LIMA,LIMA,103663.7108
20102179898,BAKELS PERU S.A.C.,19351.666,5.715029,6,4,ATE,LIMA,LIMA,100628.6632
20611957719,,18989.62,4.227,2,1,SANTA ANITA,LIMA,LIMA,98746.024
20603336306,EXPORTACIONEIMPORTACIONINTERNACIONALCEBO,18876.6,209.74,7,1,TACNA,TACNA,TACNA,98158.31999999999
20544535669,KALLPA FOODS S.A.C.,18850.8,5.544,1,1,SANTIAGO DE SURCO,LIMA,LIMA,98024.16
20606974354,,18793.4,187.934,11,1,TACNA,TACNA,TACNA,97725.68000000001
20533092161,OLIVOS SALINAS EMPRESA INDIVIDUAL DE RES,18700.0,17.0,1,1,TACNA,TACNA,TACNA,97240.0
20602884555,NUTRIFAM TRADING & MORE PERU E.I.R.L.,18571.7,3.514358,3,1,SANTA ANITA,LIMA,LIMA,96572.84
20407990286,IMPORTACIONES Y EXPORTACIONES FELLES E.I,18360.0,30.6,2,1,PACCHO,HUAURA,LIMA,95472.0
20611502355,INVERSIONES DGD S.A.C.,17606.46,3.42528,1,1,ICA,ICA,ICA,91553.592
20606201843,,17532.08,2.5,1,1,JAEN,JAEN,CAJAMARCA,91166.816
20610670955,GRANEL SANTA BEATRIZ S.A.C.,17389.2,29.056,1,1,CHICLAYO,CHICLAYO,LAMBAYEQUE,90423.84
20611544635,,17150.0,171.5,5,1,TACNA,TACNA,TACNA,89180.0
20262996329,FARMINDUSTRIA S.A.,17106.1,0.89395,1,1,LINCE,LIMA,LIMA,88951.72
20471988368,FRUCTUS TERRUM S.A.,16410.46,1.7,2,2,CHORRILLOS,LIMA,LIMA,85334.39199999999
20613694774,DSM-FIRMENICH PERU S.A.,16085.0,0.05,1,1,SAN ISIDRO,LIMA,LIMA,83642.0
20608275097,FUNDO GUIMOYE E.I.R.L.,15822.0,19.5912,1,1,MIRAFLORES,LIMA,LIMA,82274.40000000001
20610971483,,15622.04,96.738376,8,1,TACNA,TACNA,TACNA,81234.60800000001
20611779101,,15420.91,3.85,1,1,MAGDALENA DEL MAR,LIMA,LIMA,80188.73199999999
20533050248,PORTAL DEL OLIVO S.A.C.,15400.0,16.2,1,1,TACNA,TACNA,TACNA,80080.0
20526213484,COLAN FISHING SOCIEDAD ANONIMA CERRADA,15150.3,2.856,2,2,PIURA,PIURA,PIURA,78781.56
20265195602,LABORATORIO ALGAS MARINAS SOCIEDAD ANONI,15048.43,1.158,3,2,SAN JUAN DE MIRAFLORES,LIMA,LIMA,78251.83600000001
20609680998,PIEROTACNAEMPRESAINDIVIDUALDERESPONSABIL,15000.02,18.7,1,1,BREÑA,LIMA,LIMA,78000.10399999999
20603853777,AGRONEGOCIOS WALTER EMPRESA INDIVIDUAL D,15000.0,150.0,3,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,78000.0
20602424813,"CORPORACION ARIANAQD, EMPRESA INDIVIDUAL",14572.8,28.8,1,1,DESAGUADERO,CHUCUITO,PUNO,75778.56
20604541892,FRUTAS COLORADO PERU SOCIEDAD ANONIMA CE,14263.2,15.2,1,1,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,74168.64000000001
20115397428,HELENA SOCIEDAD ANONIMA CERRADA - HELENA,14159.4,0.8256499999999999,1,1,SANTIAGO DE SURCO,LIMA,LIMA,73628.88
20614323231,,14040.0,26.0,1,1,CARABAYLLO,LIMA,LIMA,73008.0
20605804013,AGROEXPORTADORA AJUSA S.A.C. - AJUSA,13869.88,33.166,1,1,BARRANCA,BARRANCA,LIMA,72123.37599999999
20611835711,,13607.4,11.1744,1,1,LURIN,LIMA,LIMA,70758.48
20614676010,,13305.6,28.8,1,1,MIRAFLORES,AREQUIPA,AREQUIPA,69189.12
20600767861,MUNAY KI PERU S.A.C.,13168.5,1.202,4,3,SANTIAGO DE SURCO,LIMA,LIMA,68476.2
20608776215,INDUSTRIAS INKA MIKUNA S.A.C.,13115.0,6.1,1,1,TARAPOTO,SAN MARTIN,SAN MARTIN,68198.0
20450176304,AGROINDUSTRIAS DEL COCO LAS TRES ROSAS E,12910.0,10.0,2,2,PUCACACA,PICOTA,SAN MARTIN,67132.0
20613137344,ASOCIACION VIVIMOS DEL BANANO SANTA CRUZ,12906.0,19.5912,1,1,QUERECOTILLO,SULLANA,PIURA,67111.2
20603026480,,12711.36,0.6745,1,1,ATE,LIMA,LIMA,66099.072
20611768681,BIOVKS ENGINEER S.A.C.,12636.42,0.7,1,1,BARRANCO,LIMA,LIMA,65709.384
20505239262,DXL APPAREL GROUP SAC,12575.76,0.936,1,1,PUENTE PIEDRA,LIMA,LIMA,65393.952000000005
20605634886,GRUPO MEGO BRAVO S.A.C.,12500.0,1.0,1,1,LA MOLINA,LIMA,LIMA,65000.0
20612183202,ÑAWPA PERU STORE E.I.R.L.,12457.0,0.850058,2,2,MIRAFLORES,LIMA,LIMA,64776.4
20613200038,HUMELEN EMPRESA INDIVIDUAL DE RESPONSABI,12331.0,126.5,4,1,POCOLLAY,TACNA,TACNA,64121.2
20614505908,,12230.0,2.5,1,1,SAN ISIDRO,LIMA,LIMA,63596.0
20100204330,LABORATORIOS PORTUGAL S R L,12205.6,0.3212,1,1,CERRO COLORADO,AREQUIPA,AREQUIPA,63469.119999999995
20612984922,,12122.069,4.349489999999999,4,1,TACNA,TACNA,TACNA,63034.758799999996
20387282026,REPRS.SEÑOR DE QUINUAPATA NATURE EXP.SRL,12082.1,2.297844,2,1,LOS OLIVOS,LIMA,LIMA,62826.92
20607819263,,12000.0,5.4,1,1,LIMA,LIMA,LIMA,62400.0
20613317555,,12000.0,10.0,1,1,WANCHAQ,CUSCO,CUSCO,62400.0
20609618354,COMERCIALIZADORA SNAYELY EMPRESA INDIVID,11511.2,157.027,5,1,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,TACNA,59858.240000000005
20609088088,IMPOREXPORAGRICOLASANJOAQUINEIRL,11350.0,113.5,2,1,TACNA,TACNA,TACNA,59020.0
20615414787,,11337.9,113.379,9,1,TACNA,TACNA,TACNA,58957.08
20611254068,,11300.0,2.0,1,1,SAN JERONIMO,ANDAHUAYLAS,APURIMAC,58760.0
20517854523,CORPORACION LERIBE S.A.C.,11286.0,0.73656,1,1,SAN ANDRES,PISCO,ICA,58687.2
20609149753,AGROEXPORTADORA DPM S.A.C.,11264.0,2.112,1,1,MOCHE,TRUJILLO,LA LIBERTAD,58572.8
20410701295,SERVICAR EMPRESA INDIVIDUAL DE RESPONSAB,11220.0,18.7,1,1,TACNA,TACNA,TACNA,58344.0
20547520166,ALIGOOD S.A.C.,11209.0,0.35,2,1,SAN LUIS,LIMA,LIMA,58286.8
20604682941,PERUVIAN DRY FRUIT S.A.C.,11150.0,33.5,3,1,ATE,LIMA,LIMA,57980.0
20382333943,GRUPO ARIAS Y COSSIO DEL PERU S.A.C.,11050.0,0.46,1,1,SAN BORJA,LIMA,LIMA,57460.0
20601877377,,10980.0,1.2,1,1,SAN IGNACIO,SAN IGNACIO,CAJAMARCA,57096.0
20545376033,COLOREXA SOCIEDAD ANONIMA CERRADA,10914.64,1.264,1,1,PUENTE PIEDRA,LIMA,LIMA,56756.128
20614210444,,10869.8,31.97,1,1,ZARUMILLA,ZARUMILLA,TUMBES,56522.96
20509587877,PERU BEAN S.A.C.,10869.48,3.3420600000000005,1,1,ATE,LIMA,LIMA,56521.295999999995
20546581765,PERUVIAN AMAZON HERBS E.I.R.L.,10770.0,1.18,1,1,PACHACAMAC,LIMA,LIMA,56004.0
20469058655,SOLNATURA S.A.C.,10742.4,1.2472530000000002,1,1,LOS OLIVOS,LIMA,LIMA,55860.48
20602311318,SELENO HEALTH PERU S.A.C.,10630.0,0.377807,2,1,CALLAO,CALLAO,CALLAO,55276.0
20543194108,KUMARA FOOD E.I.R.L.,10547.3,1.21,1,1,CHORRILLOS,LIMA,LIMA,54845.96
20612740802,,10369.25,1.672336,1,1,MIRAFLORES,LIMA,LIMA,53920.1
20511917817,BONATTA INDUSTRIA & COMERCIO E.I.R.L.,10314.96,2.9469000000000003,1,1,LURIN,LIMA,LIMA,53637.791999999994
20616273184,JHOLIVAIMPERIALSAC,10210.0,16.8,1,1,TACNA,TACNA,TACNA,53092.0
20602639372,EXPORT WORLD INGENIEROS E.I.R.L.,10128.0,19.2,1,1,COLAN,PAITA,PIURA,52665.6
20521213371,ADIPLUS SOCIEDAD ANONIMA CERRADA - ADIPL,10100.0,0.15,1,1,SURQUILLO,LIMA,LIMA,52520.0
20613737155,,10046.45,0.98,1,1,SAN JUAN DE MIRAFLORES,LIMA,LIMA,52241.54000000001
20557180169,GLOBAL TROPICAL PRODUCTS E.I.R.L,10000.02,27.0,1,1,SANTIAGO DE SURCO,LIMA,LIMA,52000.10400000001
20606888059,,10000.0,12.5,1,1,MIRAFLORES,LIMA,LIMA,52000.0
20612009326,PALO SANTO MUT22 PERU E.I.R.L.,9820.0,1.12,2,1,SAN JUAN DE LURIGANCHO,LIMA,LIMA,51064.0
20615736890,,9661.0,1.5,1,1,ICA,ICA,ICA,50237.200000000004
20612055409,,9600.0,12.0,2,1,POCOLLAY,TACNA,TACNA,49920.0
20613214667,,9483.29,2.42,1,1,MIRAFLORES,LIMA,LIMA,49313.108
20603184948,AGRICOLA VALLE DE ICA S.A.C.,9477.41,0.034,1,1,ICA,ICA,ICA,49282.532
20602711324,FITO EXPORT S.A.C.,9324.0,1.6,1,1,CIENEGUILLA,LIMA,LIMA,48484.799999999996
20566289912,SPROUTED PROTEINS S.A.C.,9243.78,0.47,1,1,SAN ISIDRO,LIMA,LIMA,48067.656
20601745136,PERU EN TI ALIMENTOS Y SERVICIOS S.A.C.,9127.8,0.455,1,1,CHORRILLOS,LIMA,LIMA,47464.56
20614518503,,9090.46,76.142,5,1,POCOLLAY,TACNA,TACNA,47270.392
20557124331,BONAPHARM S.A.C.,8856.225,0.234078,1,1,SANTIAGO DE SURCO,LIMA,LIMA,46052.37
20601252091,PERU MINERALS CORP S.A.C.,8838.24,0.4081639999999999,2,2,PUENTE PIEDRA,LIMA,LIMA,45958.848
20605576169,,8780.43,0.02,1,1,MOYOBAMBA,MOYOBAMBA,SAN MARTIN,45658.236
20606017384,SEKUT VANILLA COMPANY E.I.R.L.,8700.0,0.015,1,1,YANTALO,MOYOBAMBA,SAN MARTIN,45240.0
20609352265,,8582.28,0.136,1,1,SAN ISIDRO,LIMA,LIMA,44627.856
20566193486,COMERCIAL INDUSTRIAL DEL CACAO S.A.C.,8542.5,0.703,1,1,CHACLACAYO,LIMA,LIMA,44421.0
20440447491,NATURAGRO EMPRESA INDIVIDUAL DE RESPONSA,8509.11,11.068,1,1,SALAVERRY,TRUJILLO,LA LIBERTAD,44247.372
20609108551,,8500.0,22.96,1,1,SAYAN,HUAURA,LIMA,44200.0
20611672463,COFFEE MICROLOTS PERU S.A.C.,8430.74,0.6,1,1,SURQUILLO,LIMA,LIMA,43839.848
20604990514,,8400.0,1.2,1,1,INCAHUASI,FERREÑAFE,LAMBAYEQUE,43680.0
20600904036,DELINKATESSEN GOURMET GROUP S.A.C.,8236.94,1.4308,2,1,LA MOLINA,LIMA,LIMA,42832.088
20609062551,FLORA AGROSERVICIOS E.I.R.L.,8089.99,1.8151,2,2,CALLAO,CALLAO,CALLAO,42067.948000000004
20607490610,GRUPOHERMANOSESCORPIOSOCIEDADANONIMACERR,8031.0,12.0,1,1,,,,41761.200000000004
20604981621,INTI PERU SUCURSAL DEL PERU,7912.08,0.903976,1,1,SAN BORJA,LIMA,LIMA,41142.816
20526970340,PRODUCTOS ALIMENTARIOS MISKY SAC,7850.3,0.3,1,1,WANCHAQ,CUSCO,CUSCO,40821.56
20605412913,,7840.0,0.8,1,1,TARAPOTO,SAN MARTIN,SAN MARTIN,40768.0
20519765331,,7825.293000000001,2.604449,2,1,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,40691.5236
20612106399,,7737.5,73.45,4,1,PICHANAQUI,CHANCHAMAYO,JUNIN,40235.0
20515713710,INDUSTRIAS KATROC S.A.C (KATROC S.A.C),7702.0,1.621968,1,1,LA MOLINA,LIMA,LIMA,40050.4
20614499843,,7622.8,1.271,1,1,LA ESPERANZA,TRUJILLO,LA LIBERTAD,39638.56
20600593065,CHOCOLATERIA ARTESANAL AMAZONICA S.A.C.,7592.3,0.575,1,1,TARAPOTO,SAN MARTIN,SAN MARTIN,39479.96
20610190589,PALO SANTO PERUANO E.I.R.L.,7503.3,1.0,1,1,BELLAVISTA,SULLANA,PIURA,39017.16
20388829452,LASINO S.A.,7399.68,0.1216,1,1,SAN ISIDRO,LIMA,LIMA,38478.336
20603091605,PAYTITI CACAO & COFFEE SOCIEDAD COMERCIA,7344.4,0.5,1,1,QUELLOUNO,LA CONVENCION,CUSCO,38190.88
20607426385,CORPORACION BIOLIFE E.I.R.L.,7264.56,2.587135,3,1,SAN ISIDRO,LIMA,LIMA,37775.712
20611930161,AGROLINA PERU S.A.C.S,7200.0,0.4,1,1,MIRAFLORES,LIMA,LIMA,37440.0
20601245231,GRUPO ALRA INVERSIONES E.I.R.L. - ALRA I,7140.0,2.04,1,1,SANTIAGO DE SURCO,LIMA,LIMA,37128.0
20603104618,EXPORTACIONES & IMPORTACIONES ANABY S.A.,7113.5,68.039,5,1,CHORRILLOS,LIMA,LIMA,36990.200000000004
20612493473,AGROEXPORTARQUEZSAC,7000.6,81.3915,5,1,PICHANAQUI,CHANCHAMAYO,JUNIN,36403.12
20610202374,FLORFRUITS PERU S.A.C.,6997.95,27.04,1,1,SANTIAGO DE SURCO,LIMA,LIMA,36389.34
20613632191,,6984.8,0.425,1,1,SATIPO,SATIPO,JUNIN,36320.96
20602909493,LIMA EXPORTAR PRODUCTOS E.I.R.L.,6720.0,2.352,1,1,SAN MIGUEL,LIMA,LIMA,34944.0
20610737821,,6526.0,64.46,4,1,TACNA,TACNA,TACNA,33935.200000000004
20604430063,CORPORACION MARANATHA WORKING S.A.C.,6500.0,0.486163,1,1,CALLAO,CALLAO,CALLAO,33800.0
20602746004,ASOCIACION AGRARIA VALLE DEL INCA-CUSCO,6481.650000000001,0.08,1,1,YANATILE,CALCA,CUSCO,33704.58
20611871351,TITAN FRUIT IMPORT & EXPORT S.A.C.,6049.9,1.35,1,1,ATE,LIMA,LIMA,31459.48
20600774540,MARAÑON CACAO S.R.L.,6000.0,1.5,2,1,HUARANGO,SAN IGNACIO,CAJAMARCA,31200.0
20566472873,INVERSIONES QUMARA PERU S.A.C.,5920.98,0.293,1,1,SURQUILLO,LIMA,LIMA,30789.095999999998
20610666664,,5894.1,1.62,1,1,SANTIAGO DE SURCO,LIMA,LIMA,30649.320000000003
20610925911,ALYDA SOCIEDAD COMERCIAL DE RESPONSABILI,5880.0,0.52,1,1,LURIGANCHO,LIMA,LIMA,30576.0
20615139182,,5859.51,0.43686,1,1,CARABAYLLO,LIMA,LIMA,30469.452
20603444346,ADRIAN.LATI.NA S.A.C.,5842.07,1.4383269999999997,1,1,EL AGUSTINO,LIMA,LIMA,30378.764
