cod_se,ubigeo,dep,prov,dist,sector,region_nat,lat,lon,alt_m,piso,ha_agricola,s_sam_usd,s_clientes_sam
6130802,061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,SAUCEPAMPA,SIERRA,-6.682005033999928,-78.90536251899994,2060.5630550150704,yunga,1595.13187859528,30941.709826627924,16.888769059911642
6130803,061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,ROMERO CIRCA - LA LAGUNA,SIERRA,-6.685583369999961,-78.88191762099996,2288.2893515575934,yunga,623.3667778482312,12091.811476255876,6.600017021772017
6130901,061309,CAJAMARCA,SANTA CRUZ,SEXI,CORRAL VIEJO,SIERRA,-6.6157313309999495,-79.06122451899995,1937.9800931632362,yunga,139.2178905192714,2700.4911812783685,1.473996497429786
6130902,061309,CAJAMARCA,SANTA CRUZ,SEXI,CUNYAC,SIERRA,-6.557523575999937,-79.01303194299999,1906.3434566652904,yunga,114.59718811821746,2222.908957737051,1.2133200213816804
6131001,061310,CAJAMARCA,SANTA CRUZ,UTICYACU,SANGACHE,SIERRA,-6.613532278999969,-78.80212496499996,1945.514812348637,yunga,2146.370813141299,41634.41516763253,22.725118509950786
6131002,061310,CAJAMARCA,SANTA CRUZ,UTICYACU,BARRANCO,SIERRA,-6.6167515469999785,-78.77281758099997,2765.2172655173476,quechua,1011.098769921272,19612.876630937262,10.705204911959328
6131101,061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,PUCHUDEN,SIERRA,-6.674084042999937,-78.85215356599997,2202.385516270446,yunga,2073.033822758101,40211.85449635222,21.948648858286926
6131102,061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,YAUYUCAN,SIERRA,-6.697080511999957,-78.84471682599997,2759.3305712288343,quechua,1059.964043510448,20560.74503999104,11.222575501671164
8010101,080101,CUSCO,CUSCO,CUSCO,HUILLCAPATA,SIERRA,-13.454869456999972,-71.96173069399998,4071.2267597839927,puna,322.06151389040707,24230.18113802064,11.448165428584373
8010102,080101,CUSCO,CUSCO,CUSCO,YUNCAYPATA,SIERRA,-13.500574031999976,-71.95304817399995,3559.529027369422,suni,546.5122197051039,41116.64854839655,19.426606502433245
8010103,080101,CUSCO,CUSCO,CUSCO,HUAYLLARCOCHA,SIERRA,-13.488848533999942,-71.97591668399997,3792.0283816942747,suni,345.6813556235983,26007.211360394096,12.287768559961838
8010104,080101,CUSCO,CUSCO,CUSCO,HUANCABAMBA,SIERRA,-13.526207221999982,-72.01206512199997,3873.0150909144686,suni,226.65542439303812,17052.33861263868,8.056811142670302
8010105,080101,CUSCO,CUSCO,CUSCO,SALCANTAY,SIERRA,-13.483806604999929,-72.00244021699996,3847.9602876171693,suni,648.3421091730455,48777.78333369863,23.0463045101876
8010106,080101,CUSCO,CUSCO,CUSCO,MANDORANI,SIERRA,-13.474706408999964,-71.94212074299998,3839.851399520723,suni,58.17243774835492,4376.582246218069,2.0678276105781848
8010201,080102,CUSCO,CUSCO,CCORCA,TOTORA,SIERRA,-13.579756475999943,-72.12974546799995,3884.578182389222,suni,741.1921658395908,55763.32365650615,26.346800728850205
8010202,080102,CUSCO,CUSCO,CCORCA,CUSIBAMBA,SIERRA,-13.545090823999942,-72.06689962999997,3824.7469570861113,suni,210.9184087346803,15868.369949734011,7.497415030937407
8010203,080102,CUSCO,CUSCO,CCORCA,HUAYLLAY,SIERRA,-13.568049568999982,-72.05210343399995,3897.779485073389,suni,164.22569583861994,12355.46063737785,5.837651667453399
8010204,080102,CUSCO,CUSCO,CCORCA,CCORCCA,SIERRA,-13.583627671999976,-72.04047398299997,3823.708048235736,suni,108.97765200014211,8198.89410585756,3.8737760778857417
8010205,080102,CUSCO,CUSCO,CCORCA,CCARHUIS,SIERRA,-13.605944186999976,-72.02515095099994,3922.185780124191,suni,238.02259280922115,17907.54340387066,8.460874400372447
8010206,080102,CUSCO,CUSCO,CCORCA,CCORCCA AYLLU,SIERRA,-13.583271142999934,-72.08816521299997,4193.106060938838,puna,371.4506197154659,27945.952594007987,13.203776172088284
8010207,080102,CUSCO,CUSCO,CCORCA,RUMARAY,SIERRA,-13.62113319399998,-72.08305435799997,4229.631981952586,puna,509.97100763086576,38367.48371691375,18.127693646520832
8010301,080103,CUSCO,CUSCO,POROY,SENCCA QUIPIHUARA,SIERRA,-13.485764244999928,-72.03202874399994,3718.0755884980717,suni,184.32346463971376,13867.508980683697,6.552057369646855
8010302,080103,CUSCO,CUSCO,POROY,POROY,SIERRA,-13.510776395999926,-72.04898984999994,3678.393982992765,suni,73.69414088145399,5544.351949410708,2.6195701117376418
8010303,080103,CUSCO,CUSCO,POROY,CHINCHAYSUYO,SIERRA,-13.497374394999952,-72.03447647799999,3529.5690252948193,suni,106.17891901260118,7988.332445055869,3.774290865123848
8010401,080104,CUSCO,CUSCO,SAN JERONIMO,HUACCOTO,SIERRA,-13.50802962199998,-71.85274159599999,4068.3441631583705,puna,456.879253709955,34373.14487493514,16.24046665550847
8010402,080104,CUSCO,CUSCO,SAN JERONIMO,PICOL ORCOMPUGIO,SIERRA,-13.557528479999974,-71.87010799499996,3252.8187927402982,quechua,1435.5894044322083,108006.04794105352,51.03020472994294
8010403,080104,CUSCO,CUSCO,SAN JERONIMO,PILLAO MATAO,SIERRA,-13.567603564999956,-71.89778877599997,3654.6376284119374,suni,489.7857694164833,36848.85464403728,17.410178711245866
8010404,080104,CUSCO,CUSCO,SAN JERONIMO,SUNCCU,SIERRA,-13.595119617999956,-71.88564850899996,3660.239803946944,suni,194.0630992008532,14600.266852879626,6.898267465733729
8010405,080104,CUSCO,CUSCO,SAN JERONIMO,CONCHACALLA,SIERRA,-13.61022759499997,-71.85783921599995,3886.847368626155,suni,303.6938423904291,22848.296037401105,10.795258661397042
8010501,080105,CUSCO,CUSCO,SAN SEBASTIAN,CORAO,SIERRA,-13.497037425999965,-71.91157587499998,3747.6983644625025,suni,842.955381125942,63419.4422339489,29.96412870160273
8010502,080105,CUSCO,CUSCO,SAN SEBASTIAN,PUMAMARCA,SIERRA,-13.513606779999977,-71.92911508899994,3571.914871786217,suni,708.8617777348062,53330.95863847419,25.197568003328524
8010503,080105,CUSCO,CUSCO,SAN SEBASTIAN,HUILLCARPAY,SIERRA,-13.560072882999975,-71.93611082199999,3445.893412042822,quechua,411.470634606456,30956.84389313088,14.62634835524696
8010504,080105,CUSCO,CUSCO,SAN SEBASTIAN,PUNACANCHA,SIERRA,-13.589368381999977,-71.91981503199997,3845.7233972693016,suni,47.02828100892132,3538.1556575668847,1.6716916414771914
8010601,080106,CUSCO,CUSCO,SANTIAGO,HUAMANCHARPA,SIERRA,-13.55623043099996,-72.00004081199995,3579.470332457918,suni,217.36037798806225,16353.029169053583,7.726404607517695
8010602,080106,CUSCO,CUSCO,SANTIAGO,CHOCCO,SIERRA,-13.563577861999931,-71.98124172899998,3608.7137849733936,suni,304.33650020697394,22896.646165041457,10.818102909096512
8010603,080106,CUSCO,CUSCO,SANTIAGO,COYLLORPUGIO,SIERRA,-13.59910202499998,-71.94061518199999,3872.1345555707026,suni,38.225209076095474,2875.859734881821,1.3587730857971363
8010604,080106,CUSCO,CUSCO,SANTIAGO,OCCOPATA,SIERRA,-13.599998576999951,-71.96637981599997,4025.2962447530344,puna,257.8949942967784,19402.63631911677,9.167269079279093
8010605,080106,CUSCO,CUSCO,SANTIAGO,CHECCOPUCA,SIERRA,-13.59031979399998,-72.00465149299998,3982.4302765236907,suni,9.913578209524502,745.8444594669959,0.352393187130287
8010606,080106,CUSCO,CUSCO,SANTIAGO,HUASAMPATA,SIERRA,-13.586534264999957,-71.98408015299998,3887.1878875265033,suni,32.86640643451285,2472.6921625756345,1.168286310774248
8010701,080107,CUSCO,CUSCO,SAYLLA,ANGOSTURA,SIERRA,-13.54451370399994,-71.82871413999999,3952.5980131973515,suni,444.967692514495,33476.98289048634,15.817052130031405
8010702,080107,CUSCO,CUSCO,SAYLLA,SAYLLA,SIERRA,-13.573143035999976,-71.83897056399996,3529.838813329199,suni,124.6575976158288,9378.569124809635,4.431143548314608
8010800,080108,CUSCO,CUSCO,WANCHAQ,,SIERRA,-13.531281991999949,-71.95120505399996,3309.269127258062,quechua,0.0,0.0,0.0
8020101,080201,CUSCO,ACOMAYO,ACOMAYO,LLACTAPAMPA,SIERRA,-13.87055040499996,-71.70485453199996,4232.018027685981,puna,217.23742964405344,16343.7791950037,7.722034221983637
8020102,080201,CUSCO,ACOMAYO,ACOMAYO,COLLPA,SIERRA,-13.878339750999942,-71.66399309999997,4105.976616881834,puna,106.00642229269612,7975.354716923981,3.76815920734982
8020103,080201,CUSCO,ACOMAYO,ACOMAYO,PITUMARCA,SIERRA,-13.954270979999931,-71.65254436099997,3921.314196411437,suni,322.5856581039435,24269.61493774113,11.466796930350965
8020104,080201,CUSCO,ACOMAYO,ACOMAYO,ACOMAYO - LLANSA PACHACA,SIERRA,-13.919584199999974,-71.68980484199994,3302.849870722124,quechua,490.5602233104064,36907.12040173718,17.43770785059364
8020105,080201,CUSCO,ACOMAYO,ACOMAYO,PUICA,SIERRA,-13.83675573599993,-71.67182219899996,4166.635046286622,puna,108.53572159925042,8165.645632500238,3.8580669908973153
8020106,080201,CUSCO,ACOMAYO,ACOMAYO,ACCHA ACCHA,SIERRA,-13.909219144999952,-71.64254258199998,4025.3552840026177,puna,400.5497197268277,30135.212824799182,14.238147856953278
8020107,080201,CUSCO,ACOMAYO,ACOMAYO,HUASCAR,SIERRA,-13.948407372999952,-71.67860952299998,3722.0389594920334,suni,789.0719578557349,59365.54243573199,28.048760621746798
8020200,080202,CUSCO,ACOMAYO,ACOPIA,,SIERRA,-14.02421101599998,-71.52404137599996,3665.0,suni,27.482190682947497,2067.612644161006,0.9768961881777156
8020201,080202,CUSCO,ACOMAYO,ACOPIA,MISQUIUNO,SIERRA,-14.023303339999927,-71.49331638599995,3819.915303104421,suni,640.2672763469091,48170.2762159649,22.759272319085028
8020202,080202,CUSCO,ACOMAYO,ACOPIA,ACOPIA,SIERRA,-14.059003189999942,-71.50017266499998,3866.2796788779697,suni,1184.6099615138578,89123.70062059561,42.10875942281769
8020203,080202,CUSCO,ACOMAYO,ACOPIA,SANTO DOMINGO,SIERRA,-14.080339166999975,-71.50808089399999,3923.080682630085,suni,1038.471437656899,78129.02180435557,36.91404374135042
8020204,080202,CUSCO,ACOMAYO,ACOPIA,TACTABAMBA,SIERRA,-14.047730412999954,-71.46776023199999,3902.972906719846,suni,121.47711053048027,9139.28633297828,4.318088306610266
8020205,080202,CUSCO,ACOMAYO,ACOPIA,CHILLCANI,SIERRA,-14.072522515999935,-71.45316161499994,3807.7346194303623,suni,377.0260252537125,28365.416206650654,13.401962425895103
8020301,080203,CUSCO,ACOMAYO,ACOS,CORMA,SIERRA,-13.879896031999976,-71.77024611599995,3847.149988833458,suni,441.5232134339921,33217.83875668863,15.694612892096524
8020302,080203,CUSCO,ACOMAYO,ACOS,ACOS - CHACCO,SIERRA,-13.93834783699998,-71.73335144599997,3320.212815793684,quechua,1024.183292236956,77054.0583681177,36.40614992175284
8020303,080203,CUSCO,ACOMAYO,ACOS,HUAYQUI,SIERRA,-13.994363784999962,-71.69395592899997,3976.1728757839523,suni,928.0912417467954,69824.60781634295,32.990412111001625
8020304,080203,CUSCO,ACOMAYO,ACOS,LLANSACORMA,SIERRA,-13.903511211999955,-71.74478745399995,4184.5915261337905,puna,198.0424229206956,14899.64982905049,7.039718568314548
8020401,080204,CUSCO,ACOMAYO,MOSOC LLACTA,CHILLCANI,SIERRA,-14.08670718299993,-71.45736862299998,3739.850985877093,suni,353.8677957095833,26623.115209826006,12.578768000545235
8020402,080204,CUSCO,ACOMAYO,MOSOC LLACTA,MOSOC LLACTA,SIERRA,-14.108239762999972,-71.47557207399996,3760.5613996743896,suni,1092.4224331849252,82188.00537687099,38.83181377969108
8020403,080204,CUSCO,ACOMAYO,MOSOC LLACTA,THUME,SIERRA,-14.109475679999946,-71.51012835499995,3944.3453128145993,suni,691.2027530605197,52002.38832465415,24.569851163347828
8020501,080205,CUSCO,ACOMAYO,POMACANCHI,MANCURA,SIERRA,-13.994212777999962,-71.62401369399998,4131.49820210722,puna,500.1153510103601,37625.996967179824,17.777359370202227
8020502,080205,CUSCO,ACOMAYO,POMACANCHI,TTIO,SIERRA,-13.988150813999937,-71.58681837599994,3765.5482474700416,suni,819.7625169481797,61674.53551302998,29.13970313562199
8020503,080205,CUSCO,ACOMAYO,POMACANCHI,SAN JOSE DE CONCHACALLA,SIERRA,-14.01385677899998,-71.56667130099999,3668.113336161389,suni,551.8049171958639,41514.84272366675,19.61474346951678
8020504,080205,CUSCO,ACOMAYO,POMACANCHI,POMACANCHI,SIERRA,-14.060699459999968,-71.57908288499993,4110.161787119632,puna,905.3073713503052,68110.47159415527,32.180524849864284
8020505,080205,CUSCO,ACOMAYO,POMACANCHI,SAN JUAN,SIERRA,-14.102212012999928,-71.63660429099997,4227.628131100631,puna,2350.7288085566274,176856.2289534313,83.56022411064278
8020506,080205,CUSCO,ACOMAYO,POMACANCHI,SANTA LUCIA,SIERRA,-14.051391622999972,-71.68113877999997,3990.2979360960917,suni,1396.9859270110014,105101.72932448132,49.657985521574616
8020507,080205,CUSCO,ACOMAYO,POMACANCHI,CANCHANURA,SIERRA,-14.019236281999952,-71.59393522899995,4082.702974562919,puna,176.6356194482585,13289.116737227345,6.278781241499871
8020601,080206,CUSCO,ACOMAYO,RONDOCAN,SAN JUAN DE QUIHUARES_X000D_,SIERRA,-13.741238038999938,-71.79186199499998,3924.4095736197387,suni,646.6671229919925,48651.76635613326,22.986764583607567
8020602,080206,CUSCO,ACOMAYO,RONDOCAN,RONDOCAN - KUÑUTAMBO_X000D_,SIERRA,-13.764269415999934,-71.76928912099999,3950.1446748126423,suni,506.177683179224,38082.094328196414,17.992854170291253
8020603,080206,CUSCO,ACOMAYO,RONDOCAN,PIRQUE,SIERRA,-13.791720640999928,-71.74027822899995,4098.596132724413,puna,410.783776443256,30905.168368447958,14.60193293912567
8020604,080206,CUSCO,ACOMAYO,RONDOCAN,PAPRES,SIERRA,-13.836263205999956,-71.76790666199997,3653.3625552210287,suni,881.0601378963947,66286.23978332162,31.318620127338733
8020700,080207,CUSCO,ACOMAYO,SANGARARA,,SIERRA,-14.00230748299998,-71.54507435699998,3665.0,suni,0.8767742248204228,65.96379066818783,0.031166270840665
8020701,080207,CUSCO,ACOMAYO,SANGARARA,SANGARARA,SIERRA,-13.93184532899994,-71.59695591699995,3875.3020778575683,suni,1319.290824104499,99256.366448859,46.89619514084878
8020702,080207,CUSCO,ACOMAYO,SANGARARA,MARCACONGA,SIERRA,-13.968698083999982,-71.56044602099996,3850.059038077102,suni,636.769659591965,47907.13428851154,22.63494422184453
8020703,080207,CUSCO,ACOMAYO,SANGARARA,UNION CHAHUAY,SIERRA,-13.986832145999928,-71.53192240499999,3953.8460861456447,suni,173.65637166016026,13064.97411090524,6.172879356115022
8020704,080207,CUSCO,ACOMAYO,SANGARARA,CHILCHICAYA,SIERRA,-13.966125526999974,-71.53952590399996,4160.387244818053,puna,66.07201684271683,4970.904213032283,2.34863014173444
8020705,080207,CUSCO,ACOMAYO,SANGARARA,YANAMPAMPA,SIERRA,-13.98946788099994,-71.51441610799998,4094.637089103511,puna,199.9474046532996,15042.970438483262,7.107434035927678
8030101,080301,CUSCO,ANTA,ANTA,CHACAN CHICO,SIERRA,-13.413563542999952,-72.14936384599997,3592.41425468841,suni,1185.5994983394614,89198.148064618,42.14393401148661
8030102,080301,CUSCO,ANTA,ANTA,ANTA,SIERRA,-13.509519917999969,-72.11668784899996,3646.643882600169,suni,470.6118391050673,35406.310954288965,16.728612250635074
8030103,080301,CUSCO,ANTA,ANTA,INQUILLPATA,SIERRA,-13.52930174499994,-72.18006591899996,3773.2352645848378,suni,629.1883918828997,47336.76036327132,22.365456552102973
8030104,080301,CUSCO,ANTA,ANTA,CHACACURQUI,SIERRA,-13.443205070999966,-72.14645469299995,3414.282005543712,quechua,433.8396312104242,32639.767236074476,15.421488297614651
8030105,080301,CUSCO,ANTA,ANTA,CHACAN SANTA ANA,SIERRA,-13.428330062999976,-72.12036832799998,3562.0980441026886,suni,1199.3617347751413,90233.54492925009,42.63313359786304
8030106,080301,CUSCO,ANTA,ANTA,YUNGAQUI,SIERRA,-13.512470655999948,-72.14960897599997,3838.1234315816355,suni,326.27128708466324,24546.901896780782,11.597808207575545
8030107,080301,CUSCO,ANTA,ANTA,COMPONE,SIERRA,-13.514151402999971,-72.21720655299998,3540.1640841374165,suni,966.44689648334,72710.28158315664,34.35382208582727
8030108,080301,CUSCO,ANTA,ANTA,HAPARQUILLA,SIERRA,-13.470466401999944,-72.17884272699996,3324.974172577667,quechua,1392.6797191286407,104777.75333695282,49.50491482519854
8030109,080301,CUSCO,ANTA,ANTA,MOSOCLLACTA,SIERRA,-13.441278437999928,-72.17690890199998,3327.560219400875,quechua,799.119735160943,60121.48331546881,28.40592411945904
8030201,080302,CUSCO,ANTA,ANCAHUASI,ANCAHUASI,SIERRA,-13.440190486999938,-72.29107085199996,3711.7507243834243,suni,699.7754395638319,52647.35128314475,24.87458031919073
8030202,080302,CUSCO,ANTA,ANCAHUASI,KATANIRAY,SIERRA,-13.488009904999956,-72.28900662399997,3525.861903346748,suni,851.3204723240684,64048.78683497948,30.261478567175093
8030203,080302,CUSCO,ANTA,ANCAHUASI,ACCORACCAY,SIERRA,-13.485043252999958,-72.34832219299994,3820.704035345465,suni,973.1264078065972,73212.81219391151,34.59125545589076
8030204,080302,CUSCO,ANTA,ANCAHUASI,HUILLQUI,SIERRA,-13.420358404999943,-72.34541972499994,4240.996864849825,puna,400.6007820578781,30139.054480747876,14.23996294502752
8030205,080302,CUSCO,ANTA,ANCAHUASI,CCACCAHUARA,SIERRA,-13.49127369699994,-72.31737544199996,3752.8868392048144,suni,442.6862753148948,33305.341295283135,15.73595569228216
8030206,080302,CUSCO,ANTA,ANCAHUASI,CHAMANCALLA,SIERRA,-13.451583737999954,-72.34024677899998,3604.951645135138,suni,728.5963121004978,54815.679170831616,25.89906198609419
8030207,080302,CUSCO,ANTA,ANCAHUASI,SAN MARTIN,SIERRA,-13.42707575099996,-72.31758089199997,4257.143368880643,puna,681.3624389072908,51262.0558598788,24.220062258319768
8030301,080303,CUSCO,ANTA,CACHIMAYO,CACHIMAYO,SIERRA,-13.469857699999976,-72.05600727899997,3569.308857359495,suni,570.8964627130425,42951.1882233138,20.293381437549133
8030302,080303,CUSCO,ANTA,CACHIMAYO,VILLA DEL CARMEN,SIERRA,-13.459097977999932,-72.02473974699996,3866.7187121393454,suni,348.8544393247055,26245.93716129837,12.400560637134344
8030303,080303,CUSCO,ANTA,CACHIMAYO,BELLAVISTA,SIERRA,-13.45785852599994,-72.08134081999998,3520.289729650027,suni,1454.0559393597975,109395.37099577696,51.686625747747975
8030401,080304,CUSCO,ANTA,CHINCHAYPUJIO,OCRA,SIERRA,-13.59524632399996,-72.23004194599997,3593.430865759638,suni,275.5914905321635,20734.02579223957,9.79631790278412
8030402,080304,CUSCO,ANTA,CHINCHAYPUJIO,CHINCHAYPUJIO,SIERRA,-13.60952138099998,-72.19922015199995,3912.730952195286,suni,849.4357960161007,63906.99389680143,30.194484886706057
8030403,080304,CUSCO,ANTA,CHINCHAYPUJIO,SUMARO,SIERRA,-13.645036582999978,-72.29014174499997,3142.602292022924,quechua,807.0713561306324,60719.72063388996,28.68857655807789
8030404,080304,CUSCO,ANTA,CHINCHAYPUJIO,PANTIPATA,SIERRA,-13.599555855999938,-72.34437997399993,3663.916147864757,suni,1022.3616592673516,76917.00847262623,36.34139721245119
8030405,080304,CUSCO,ANTA,CHINCHAYPUJIO,PARCCOTICA,SIERRA,-13.556358992999948,-72.26037991799996,3600.7778826709728,suni,1124.146566073788,84574.75900371186,39.95949624321476
8030406,080304,CUSCO,ANTA,CHINCHAYPUJIO,HUANCANCALLA,SIERRA,-13.660001831999978,-72.19420553799995,3840.896374219945,suni,389.7085591861599,29319.58204522044,13.852782347711962
8030501,080305,CUSCO,ANTA,HUAROCONDO,CHILLIPAHUA ANAPAHUA,SIERRA,-13.356610958999966,-72.30966649999993,4281.365145682731,puna,444.303684698756,33427.02650340343,15.793448964199428
8030502,080305,CUSCO,ANTA,HUAROCONDO,HUAROCONDO,SIERRA,-13.424119705999942,-72.20613570599994,3312.4932613914307,quechua,1133.969434494166,85313.77894510633,40.30866501318449
8030503,080305,CUSCO,ANTA,HUAROCONDO,HUAYLLACOCHA,SIERRA,-13.405140847999974,-72.17548508499993,3551.9005639571687,suni,757.8255056969449,57014.726945292445,26.9380580449344
8030504,080305,CUSCO,ANTA,HUAROCONDO,SARATUHUAYLLA,SIERRA,-13.35688629499998,-72.22852086399996,3718.192903304616,suni,790.2603436805181,59454.95021205558,28.091003599961606
8030505,080305,CUSCO,ANTA,HUAROCONDO,CHAQUEPAY,SIERRA,-13.387890427999936,-72.19741389799998,3544.807870231687,suni,904.16810028614,68024.75894902555,32.14002773037611
8030506,080305,CUSCO,ANTA,HUAROCONDO,RAHUANQUI,SIERRA,-13.415186915999982,-72.23277638399998,3926.3631465064173,suni,224.46825186863555,16887.787481377432,7.979064774972559
8030601,080306,CUSCO,ANTA,LIMATAMBO,ANCASCCOCHA,SIERRA,-13.420491329999948,-72.51236421199997,3681.4070225837872,suni,964.1799279449724,72539.7270277386,34.27323924767585
8030602,080306,CUSCO,ANTA,LIMATAMBO,LIMATAMBO,SIERRA,-13.524446517999934,-72.45093869499993,3878.7443859854634,suni,612.5949604713213,46088.35957192224,21.77561784230836
8030603,080306,CUSCO,ANTA,LIMATAMBO,URATARI,SIERRA,-13.513134262999928,-72.38094616699993,3827.0894920642945,suni,519.3258991878778,39071.29558879756,18.460227468452704
8030604,080306,CUSCO,ANTA,LIMATAMBO,SONDORF,SIERRA,-13.406735337999976,-72.43154296399996,3571.153822834513,suni,1313.2467609713924,98801.64355211874,46.68134974136973
8030605,080306,CUSCO,ANTA,LIMATAMBO,PAMPACONGA,SIERRA,-13.422107443999948,-72.38060979599999,3976.1621784248246,suni,745.3681394595162,56077.50151655565,26.4952420506611
8030606,080306,CUSCO,ANTA,LIMATAMBO,PIVIL HUANCARIRE,SIERRA,-13.573937438999964,-72.43607241799998,3485.8067913588293,quechua,167.89436876239046,12631.471913625406,5.968060215892953
8030607,080306,CUSCO,ANTA,LIMATAMBO,PAMPACONGA BAJA,SIERRA,-13.47385844799993,-72.41209391199999,3401.125740266667,quechua,1014.5138347233482,76326.58024062918,36.06243437535533
8030701,080307,CUSCO,ANTA,MOLLEPATA,SAN FRANCISCO,SIERRA,-13.45614771299995,-72.70792808199997,3405.2562625141372,quechua,117.2797223475686,8823.497356052756,4.168885771648857
8030702,080307,CUSCO,ANTA,MOLLEPATA,ANTABAMBA,SIERRA,-13.434063330999948,-72.58597295099997,4282.66945410994,puna,1465.3417478804402,110244.45470478928,52.08779694445175
8030703,080307,CUSCO,ANTA,MOLLEPATA,HUAMANPATA,SIERRA,-13.521543317999942,-72.59108721499996,2667.8087182193,quechua,1734.964726390574,130529.44166071682,61.6719550266932
8030704,080307,CUSCO,ANTA,MOLLEPATA,CAMAS SANTA TERESA,SIERRA,-13.458796948999977,-72.65034294599997,3484.2192663871765,quechua,253.71550680894148,19088.19409448995,9.018702851698922
8030705,080307,CUSCO,ANTA,MOLLEPATA,MOLLEPATA,SIERRA,-13.518914755999958,-72.52960432099997,2799.459445060227,quechua,935.1640351874108,70356.72686449545,33.24182529096303
8030801,080308,CUSCO,ANTA,PUCYURA,AYARMACA,SIERRA,-13.458880475999932,-72.11204563399997,3555.7938525253835,suni,458.2611962094292,34477.11481744738,16.289589899561022
8030802,080308,CUSCO,ANTA,PUCYURA,JUAN VELASCO,SIERRA,-13.500138333999928,-72.08727596099999,3702.468412403955,suni,285.1421732097404,21452.567938036573,10.135811417324394
8030803,080308,CUSCO,ANTA,PUCYURA,AYARMACA II,SIERRA,-13.46408179499997,-72.09368845099993,3515.630336987031,suni,517.8870517698098,38963.04442538278,18.40908145268213
8030901,080309,CUSCO,ANTA,ZURITE,SAN NICOLAS DE BARI,SIERRA,-13.440504863999934,-72.25421556299995,3627.2293293081107,suni,959.8751747397812,72215.8604823191,34.12022026000809
8030902,080309,CUSCO,ANTA,ZURITE,CURAMBA,SIERRA,-13.49680756899994,-72.25552008599993,3492.7301767378685,quechua,598.3240802584021,45014.69507727016,21.268337740704524
8030903,080309,CUSCO,ANTA,ZURITE,TAMBO REAL,SIERRA,-13.47127454799994,-72.23114768699998,3321.3673581621483,quechua,1581.0939523221166,118953.02980544974,56.20238477323082
8030904,080309,CUSCO,ANTA,ZURITE,RAHUANQUI II,SIERRA,-13.44328225399994,-72.22828421799994,3317.380577857667,quechua,197.63206011054163,14868.77633192807,7.025131599261238
8040101,080401,CUSCO,CALCA,CALCA,MITMAC - ACCHA ALTA,SIERRA,-13.247839124999928,-71.93521658299994,4139.5780798753085,puna,803.7370628739284,60468.866290565005,28.570054042521598
8040102,080401,CUSCO,CALCA,CALCA,SAUCEDO - URCOS,SIERRA,-13.354240586999936,-71.97301547699993,3819.95834631742,suni,846.037832889193,63651.34937389422,30.073699128956974
8040103,080401,CUSCO,CALCA,CALCA,HARIN HUARAY,SIERRA,-13.270911266999974,-72.01870549499995,4153.684355804264,puna,365.64785124968125,27509.38341401028,12.997507957865457
8040201,080402,CUSCO,CALCA,COYA,QOYA RUNA,SIERRA,-13.37837736299997,-71.87776734699997,3384.2460538936502,quechua,161.39544025836943,12142.52738575158,5.7370459362796105
8040202,080402,CUSCO,CALCA,COYA,MACAY,SIERRA,-13.411071592999974,-71.92885243799998,3946.477850676161,suni,890.0288469461027,66960.99735439413,31.63742650578989
8040301,080403,CUSCO,CALCA,LAMAY,POQUES,SIERRA,-13.323304223999967,-71.90016747799996,4128.296784013093,puna,543.8952230472606,40919.75975441692,19.333581383401988
8040302,080403,CUSCO,CALCA,LAMAY,LAMAY QOSQO,SIERRA,-13.320603465999966,-71.85877034499998,4281.186623986908,puna,557.5926721116243,41950.28236467603,19.820478004312125
8040401,080404,CUSCO,CALCA,LARES,AMPARAES,SIERRA,-13.047493479999956,-71.95859643999995,3867.5358589522552,suni,402.92857876729465,30314.18542154337,14.322708012861307
8040402,080404,CUSCO,CALCA,LARES,PUMAPUNCO - LARES,SIERRA,-13.13534094399995,-72.00151904999996,4152.302643303249,puna,346.5708134529379,26074.12939744606,12.319385688779953
8040403,080404,CUSCO,CALCA,LARES,CHOQUECANCHA,SIERRA,-13.086086509999973,-72.10325951499993,3969.3226365866067,suni,801.6007330580708,60308.140292032935,28.49411495608273
8040501,080405,CUSCO,CALCA,PISAC,AMARU,SIERRA,-13.372992099999976,-71.79025690699996,3969.4711115552773,suni,1052.1582796486116,79158.74639535253,37.40056331776072
8040502,080405,CUSCO,CALCA,PISAC,AMPAY,SIERRA,-13.41148225099994,-71.81861310899995,3423.597507040701,quechua,1146.751132878033,86275.405385197,40.76300988596731
8040503,080405,CUSCO,CALCA,PISAC,PISAC,SIERRA,-13.413524956999936,-71.85619181699997,3157.589784884589,quechua,298.73065652671124,22474.89254982864,10.618834685323987
8040601,080406,CUSCO,CALCA,SAN SALVADOR,CCAMAHUARA,SIERRA,-13.44474208799994,-71.77902938599993,3984.5326105672116,suni,350.55368052184264,26373.77895619793,12.460962745082304
8040602,080406,CUSCO,CALCA,SAN SALVADOR,SAN SALVADOR,SIERRA,-13.487977770999976,-71.75160242299995,3513.5841078830235,suni,958.7023624818156,72127.62437764418,34.07853086786783
